associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,N/A,Democratic Republic of the Congo,Kivu,Forêt ombrophile,N/A,Millettia cordifolia,"Near the 110 route Kavumu-Walikale, near reserve Tshegera",N/A,1958-02-10,N/A,Typed,N/A,6933,Kelehe,N/A,no type status,N/A,N/A,N/A,850 - 900 m,10/2/1958,Millettia cordifolia (Benth. f.) J. Leonard,"Vers le 110 route Kavumu-Walikale, pres reserve Tshegera"
N/A,G. McPherson,Gabon,Ogooue-Ivindo,Arbre 15 m fruit brun,Wilks | McPherson,Corynanthe mayumbensis,Réserve de la Lopé au sud d'Ayem chantier SOFORGA,N/A,1989-03-20,N/A,Typed,LF:Q665-0223-G BK:Q665-0224-H WD:Q665-0225-I,13781,N/A,N/A,no type status,Gordon McPherson,0°25'S 11°30'E,1989,c. 200 m,20 Mars 1989,Corynanthe mayumbensis (R. Good) N. Hallé,Réserve de la Lopé au sud d'Ayem chantier SOFORGA
Guibourtia demeusei | Berlinia sp. | Bombax sp.,J. M. Fay,Cameroon,N/A,In seasonally flooded forest,A. Assi,Millettia,On the Sancha River across from Ndakan gorilla study area,N/A,1988-03-04,N/A,Typed,Leaves 067E/0545-C | Wood 067E/0546-H | Bark 067E/0547-J | Root 067E/0548-I,8294,N/A,N/A,no type status,J. M. Fay,02°20'N 16°08'E,1988,385 m,4 March 1988,Millettia zechiana Harms,On the Sancha River across from Ndakan gorilla study area
N/A,F. A. Melville,Equatorial Guinea,Annobón,Clearing in wood scrambling over herbage,N/A,Phaseolus lunatus,South west of Crater Lake,N/A,1959-07-29,N/A,Typed,N/A,199,N/A,N/A,no type status,F. A. Melville,N/A,N/A,"1,500 ft.",29.vii.1959,Phaseolus lunatus L.,South west of Crater Lake
N/A,R. L. Piemeisel,Kenya,N/A,N/A,N/A,N/A,"Muthaiga, near Nairobi",1927-06-30,1927-06-28,N/A,Typed,N/A,2,N/A,L. W. Kephart,no type status,R. L. Piemeisel | L. W. Kephart,N/A,N/A,"1,700 meters","June 28-30, 1927",N/A,"Muthaiga, near Nairobi"
N/A,A. Léonard,Democratic Republic of the Congo,N/A,Vieille forêt secondaire,B. Sonké,Oxymitra speciosa,[precise locality unknown],N/A,1959-02-19,Masisi,Typed,N/A,1149,N/A,N/A,no type status,A. Léonard,N/A,1989,1900m,19/2 1959,Oxymitra speciosa DC. subsp. indet.,Masisi
N/A,R. P. Klaine,Gabon,N/A,N/A,N/A,Klaineanthus,[precise locality unknown],N/A,0000-00-00,Libreville,Mix of Handwritten and Typed,N/A,3200,N/A,N/A,no type status,récolté par le R. P. Klaine,N/A,N/A,N/A,N/A,Klaineanthus,Herbier des environs de Libreville Gabon
N/A,J. T. Allen,Ghana,Volta Region,Anti-asthmatic; treating coughs and colds; antipyretic; for dysentery. Applied topically-arthritis.,N/A,Dissotis rotundifolia,Larteh; Center for Scientific Research into Plant Medicine farm,N/A,1996-09-23,N/A,Typed,N/A,41,N/A,N/A,no type status,James T. Allen,N/A,N/A,N/A,"September 23, 1996",Dissotis rotundifolia (Sm.) Triana,Larteh; Center for Scientific Research into Plant Medicine (CSRPM) farm
N/A,J. E. Andoh,Ghana,Ashanti,Medium sized tree 30 feet high and 2 feet girth. Planted in 1933,N/A,Chrysophyllum perpulchrum,Kumasi Township Forest Reserve,N/A,1952-03-00,N/A,Typed,N/A,5632,Kumasi,N/A,no type status,J. E. Andoh,N/A,N/A,N/A,March 1952,Chrysophyllum perpulchrum Mildbr.,Kumasi Township Forest Reserve
N/A,J. Nemba,Cameroon,Southwest,Secondary growth and old growth forest,D. W. Thomas,Donella welwitschii,Kumba-Mamfe road at mile 14 Lkilwindi,N/A,1987-06-15,N/A,Typed,Q66/0052-L,520,N/A,D. W. Thomas,no type status,J. Nemba & D.W. Thomas,04°44'N 09°29'E,1987,200 m,15 June 1987,Donella welwitschii Pierre ex Engl.,Secondary growth and old growth forest along Kumba-Mamfe road at mile 14 Lkilwindi
N/A,J. Deaw,Ghana,N/A,A shrub about 6 feet high Flowering pedicels fascicled Fruit ellipsoid calyx persistent at the apex,A. A. Enti,Eugenia coronata,[precise locality unknown],N/A,1971-10-04,Accra,Typed,N/A,Sp 283,N/A,N/A,no type status,J. Deaw,N/A,71,N/A,4 10 71,Eugenia coronata,Accra
N/A,G. Schweinfurth,Eritrea,N/A,N/A,N/A,Rumex nervosus,Saganeïti,N/A,1892-05-01,N/A,Mix of Handwritten and Typed,N/A,1814,N/A,D. Riva,no type status,collengit G. Schweinfurth et D. Riva,N/A,N/A,2300/2100 m,1 mai 1892,Rumex nervosus V.,Saganeïti pente du Nord au-dessous d'Addi-Abbou
Combretum schumannii,R. B. Faden,Kenya,Kwale,Coral rag dry forest,J. O. Kokwaro,Toddaliopsis sansibarensis,Chale Peninsula,N/A,1977-03-07,N/A,Typed,N/A,77/711,N/A,A. J. Faden,no type status,R.B. & A.J. Faden,"ca. 4°26'S 39°32'30""E",N/A,0-5 m,7 March 1977,Toddaliopsis sansibarensis (Engl.) Engl.,K7 Kwale District Chale Peninsula
N/A,F. Szafranski,Democratic Republic of the Congo,Haut-Uele,bas fond marécageux près de la route aux environs de l'usine SOCODIA,N/A,Floscopa glomerata,[precise locality unknown],N/A,1988-02-05,Isiro,Typed,N/A,1378,N/A,N/A,no type status,F. Szafranski,N/A,N/A,N/A,5.2.1988,Floscopa glomerata (Roem. et Schult.) Hassk.,S-Rég. Haut-Uele Isiro
N/A,F. W. H. Migeod,Cameroon,Northwest,Shrub very thorny and spinous,M. Nee,Solanum aculeatissimum,[precise locality unknown],N/A,1928-01-26,Bamenda,Mix of Handwritten and Typed,No. 394.,394,N/A,N/A,no type status,F. W. H. Migeod,N/A,"Dec. 3, 1977","5,500 ft.",26. 1. 1928.,Solanum sp.,Bamenda
N/A,T. C. Wrigley,Equatorial Guinea,Annobon,Open woodland,A. W. Exell,Cassipourea annobonensis,Ridge west of Crater Lake,N/A,1959-07-18,N/A,Mix of Handwritten and Typed,Photo. B. M. II/738,52,N/A,F. A. Melville,N/A,T. C. Wrigley and F. A. Melville,N/A,1961,1200 ft.,18 July 1959,Cassipourea annobonensis Mildbr. ex Alston,Ridge west of Crater Lake
N/A,W. Burger,Ethiopia,Harar,Steep slopes with remnant Podocarpus and Juniperous forest,W. B. Kewl,Rubus apetalus,Near G. Ades 18 kilometers east of Hirna along new highway,N/A,1962-05-27,N/A,Mix of Handwritten and Typed,N/A,1767,N/A,N/A,no type status,William Burger,9°17'N x 41°3'E,N/A,At 7200 feet,27 May 1962,Rubus apetalus Poir,Near G. Ades 18Km. e. of Hirna along new hwy
N/A,J. D. Sauer,Kenya,Coast,"Beach ridge, shallow open coast",N/A,Aerva lanata,Bumburri Beach,N/A,1963-06-15,N/A,Typed,N/A,3914,Kwale,N/A,no type status,J.D. Sauer,N/A,N/A,N/A,15 June 1963,Aerva lanata (L.) Juss.,near Mombasa
N/A,C. Vigne,Ghana,N/A,N/A,unsure and check,Enantia polycarpa,[precise locality unknown],N/A,0000-00-00,N/A,Typed,4068,s.n.,N/A,N/A,no type status,C. Vigne,N/A,N/A,N/A,s.d.,Enantia polycarpa Engl. & Diels,Gold Coast
N/A,E. Addo,Ghana,N/A,N/A,N/A,Uvaria versicolor,[precise locality unknown],N/A,1999-00-00,N/A,Typed,N/A,1026,N/A,N/A,no type status,Eman Addo,N/A,N/A,N/A,1999,Uvaria versicolor Pierre,N/A
N/A,A. A. Enti,Ghana,N/A,A climber among grasses Flower white conspicuous Latex present,A. A. Enti,Pergularia daemia,[precise locality unknown],N/A,1971-11-22,N/A,Typed,N/A,Sp 393,N/A,N/A,no type status,A. A. Enti,N/A,71,N/A,22 11 71,Pergularia daemia,Awutu - Winneba Road
N/A,D. W. Thomas,Cameroon,Southwest,Primary rain forest,D. W. Thomas,Cola flavovelutinia,Korup National Park,N/A,1987-00-00,N/A,Typed,Q66P/0029-T,6850,N/A,N/A,no type status,D.W. Thomas 6850,05°02'N 08°50'E,1987,60 m,1987,Cola flavovelutinia K. Schum,Korup National Park
N/A,S. A. Thompson,Cameroon,Sud-Ouest,Erect herb up to 70 centimeters tall; growing on wet rocks; flowers purple,N/A,Impatiens macroptera,Trail up Mount Cameroon,N/A,1984-07-09,Bakingili,Typed,N/A,1522,Fako,N/A,no type status,Sue A. Thompson,"4°04'N, 9°02'E",N/A,50-250 m.,9 July 1984,Impatiens macroptera Hook.f.,Trail up Mt. Cameroon
N/A,D. M. Lucas,Kenya,Kitui,Thornshrub,N/A,Englerina tenuifolia,4 kilometers north of Kangondi on road to Embu,N/A,1971-12-06,N/A,Mix of Handwritten and Typed,N/A,4484,N/A,N/A,no type status,D. M. Lucas,N/A,N/A,4500 ft,6/12/71,Englerina tenuifolia (Engl.) Gilli,4 km n. of Kangondi on road to Embu
N/A,S. A. Thompson,Cameroon,Sud-Ouest,Seaside. Tree ca 2-3 meters tall; bark with light blotches; flowers white.,N/A,Avicennia africana,Bakingili,N/A,1984-06-03,N/A,Typed,N/A,1333,Fako,J. E. Rawlins,no type status,Sue A. Thompson 1333 & John E. Rawlins,"4°04' N, 9°02' E.",N/A,0 m.,3 June 1984,Avicennia africana P. Beauv.,CAMEROON: Prov. Sud-Ouest: Dept. Fako: Bakingili
N/A,N/A,Democratic Republic of the Congo,Kivu,forêt ombrophile,N/A,Glyphiscia brevis,"Vers km 110 route Kavumu-Walikale, réserve IRSAC",N/A,1958-07-12,N/A,Typed,6547,6347,Walikale,N/A,no type status,N/A,N/A,N/A,850 - 900 m,12.7.1958,Thunb. Glyphiscia brevis (Spreng.) Normandino,"Vers km 110 route Kavumu-Walikale, forêt, réserve IRSAC"
N/A,A. Pappi,Eritrea,N/A,N/A,T. M. Upson,Lavandula pubescens,Lungo il Torrente Haddas,1902-08-15,1902-08-14,N/A,Typed,N/A,262,N/A,N/A,no type status,Legit A. Pappi,N/A,2/4/1996,N/A,14-15.VIII.1902,Lavandula pubescens Decaisne,Eritrea Assaorta Lungo il Torrente Haddas
N/A,W. M. Burger,Ethiopia,Harari,Trees 8-10 meters tall and 8600 feet taller on steep slopes with mixed forest,W. B.,Juniperus procera,N.W. face of Gara Mullata Mountain approximately 50 kilometers due west of Harar,N/A,1962-02-14,N/A,Mix of Handwritten and Typed,N/A,1453,N/A,N/A,no type status,W. M. Burger,9 16' N 41 43' E,N/A,at 8500-3200 m,14 Feb. 1962,Juniperus procera Hochst. ex Endl.,N.W. face of Gara Mullata Mtn ca. 50 km due W of Harar 9 16' N 41 43' E
N/A,G. B. D. Okine,Ghana,Volta Region,A tree to 40 feet high 6 feet girth wood yellow or brownish yellow,N/A,Terminalia glaucescens,[precise locality unknown],N/A,1972-12-10,Ho,Mix of Handwritten and Typed,GC,s.n.,N/A,N/A,no type status,G. B. D. Okine,N/A,1972,N/A,10/12/1972,Terminalia glaucescens,Ho
N/A,W. P. Schimper,Ethiopia,N/A,N/A,N/A,Ipomoea cummunis,[precise locality unknown],N/A,1863-11-24,N/A,Mix of Handwritten and Typed,N/A,1467,N/A,N/A,no type status,Schimper,N/A,N/A,N/A,24.11.63,Ipomoea cummunis Chois.,Abyssinia
N/A,D. W. Thomas,Cameroon,Southwest,Degraded forest,D. W. Thomas,Tapura africana,Barombi Kang Kumba,N/A,1987-05-18,N/A,Typed,NCI Bark 0669/0125-Y | Leaves 0669/0261-W,6988,N/A,M. Etuge,no type status,D.W. Thomas & M. Etuge,04°36'N 09°27'E,1987,150 m,18 May 1987,Tapura africana Oliv.,Degraded forest at Barombi Kang Kumba
N/A,E. A. Mearns,Kenya,N/A,N/A,N/A,Evolvulus alsinoides,Vicinity of Thika,1909-09-07,1909-09-06,N/A,Typed,N/A,1114,N/A,N/A,no type status,Edgar A. Mearns,N/A,N/A,altitude about 1350 meters,"September 6 and 7, 1909",Evolvulus alsinoides L.,"Vicinity of Thika, British East Africa"
N/A,G. MacNaughton,Kenya,N/A,N/A,N/A,Combretum schumannii,[precise locality unknown],N/A,0000-00-00,N/A,Typed,N/A,580,N/A,N/A,no type status,G. MacNaughton,N/A,N/A,N/A,s.d.,Combretum Schumannii Engl.,N/A
Irvingia smithii | Guiboutia demensii | Berlinia,J. M. Fay,Cameroon,N/A,In riparian forest adjacent to seasonally flooded forest,A. Assi,Combretum,Along the Sangha River adjacent to the island of Kilona,N/A,1988-02-28,N/A,Typed,NCI# Stem 067E/0466-T | Leaves 067E/0467-U,8271,N/A,N/A,no type status,J. M. Fay,02°21'N 16°09'E,1988,385 m,28 February 1988,Combretum smeathmannii G. Don,Along the Sangha River adjacent to the island of Kilona
Thespesia populnea | Sophora occidentalis,D. D. Soejarto,Ghana,Greater Accra,"Straggling shrub, in association with Thespesia populnea and Sophora occidentalis. Fruits green. Forming clumps just behind beach, on sandy soil. Common.",N/A,Diospyros tricolor,"20 kilometers West of Accra, Sea coast",N/A,1978-04-01,Bortianor,Typed,N/A,4793,N/A,N/A,no type status,D.D. Soejarto,N/A,N/A,N/A,"April 1, 1978",Diospyros tricolor Hiern.,"20 km. West of Accra, Sea coast"
N/A,N. Reyna,Peru,Loreto,"""Carahuasc amarillo"" - arbol bosque húmedo tropical",unsure and check,Guatteria scalarinervia,Santa María - Río Nanay,N/A,1967-12-15,N/A,Typed,229-I,40,Maynas,N/A,Holotype,Narciso Reyna R. 40,N/A,N/A,150 m.,15 diciembre 1967,Guatteria scalarinervia D. R. Simpson,Santa María - Río Nanay distr. Alto Nanay
N/A,M. O. Dillon,Peru,Arequipa,Erect glutinous shrub to 0.75 meters flowers red,M. O. Dillon | Quipuscoa,Galvezia elisensii,Lomas of Atiquipa ca. 10.5 kilometers North of turn-off to Atiquipa Kilometer 584 South of Lima,N/A,1983-11-01,N/A,Typed,N/A,3776,Caraveli,D. Dillon,Holotype,M. O. Dillon & D. Dillon,N/A,N/A,ca. 150-200 m,1 Nov 1983,Galvezia fruticosa Gmel.,Lomas of Atiquipa ca. 10.5 km N of turn-off to Atiquipa KM 584 S of Lima
N/A,F. W. Sieber,N/A,N/A,N/A,E. Pax,Tetrorchidium rubrivenium,[precise locality unknown],N/A,1830-00-00,N/A,Mix of Handwritten and Typed,60787,s.n.,N/A,N/A,Isosyntype,F. W. Sieber,N/A,N/A,N/A,1830,Tetrorchidium rubrivenium var. genuinum Müll. Arg.,N/A
N/A,J. Campos,Peru,Cajamarca,Trepadora; flor amarilla,W. R. Anderson,Amorimia camporum,Entre La Catagua y Tablón,N/A,1996-02-09,N/A,Typed,N/A,2490,San Ignacio Province,O. Díaz,Isotype,José Campos y O. Díaz 2490,05°19'S 078°47'W,2006,550 - 650 m,9 Febrero 1996,Amorimia camporum W.R. Anderson,Distrito Chirinos: Entre La Catagua y Tablón
N/A,N. Tafalla,Peru,N/A,N/A,A. Mesa,Nolana spathulata,[precise locality unknown],N/A,1784-11-14,N/A,Typed,N/A,s.n.,N/A,H. Ruiz | J. Pavon,Isolectotype,Tafalla collected with and for Ruiz & Pavon,N/A,1981,N/A,14 November 1784,Nolana spathulata Ruiz & Pav.,N/A
N/A,C. Diaz,Peru,Amazonas,Liana con frutos verdes. Pedúnculos largos.,B. Ståhl,Symplocos ovata,"Camporedondo, Tullanya, Pascana ""Pajaro Tigre""",N/A,1996-12-04,N/A,Typed,N/A,8808,Luya,A. Peña,Isotype,Camilo Diaz y Antonio Peña 8808,N/A,2010,2250-2360 m,4 Diciembre 1996,Symplocos ovata Ståhl,"Camporedondo, Tullanya, Pascana ""Pajaro Tigre"""
N/A,N/A,Peru,N/A,N/A,N. Hofreiter,Bomarea purpurea,[precise locality unknown],1788-00-00,1778-00-00,Pillao,Mix of Handwritten and Typed,29201,9/58,N/A,N/A,isotype,Ruiz et Pavón,N/A,2007,N/A,1778-1788,Bomarea purpurea (Ruiz & Pavón) Herb.,N/A
N/A,V. Quipuscoa,Peru,Amazonas,Bosque montano fragmentado,D. Hensold,Lithospermum leymabambense,Carretera a Celendín between Ishpingo and Pomacocha,N/A,1998-08-20,Leymebamba,Typed,N/A,1378,Chachapoyas,S. A. Sagástegui | A. S. Leiva | G. M. Bejarano,Isotype,V. Quipuscoa S. A. Sagástegui A. S. Leiva G. M. Bejarano C.,N/A,1999,2800-3000 m,20 agosto 1998,Lithospermum cinerascens (A. DC.) Johnst.,Carretera a Celendín entre Ishpingo - Pomacocha
N/A,L. Williams,Peru,San Martin,N/A,D. Giraldo-Cañas,Nectandra cuneata,[precise locality unknown],N/A,1930-01-10,San Roque,Typed,65813,6999,N/A,N/A,Holotype,Llewelyn Williams,N/A,2010,1500-1600 m,1/10/30,Nectandra cuneata Mez,San Roque
N/A,N/A,Peru,N/A,N/A,H. G. Bedell,Marcgraviastrum obovatum,[precise locality unknown],1788-00-00,1778-00-00,N/A,Mix of Handwritten and Typed,N/A,s.n.,N/A,N/A,isotype,N/A,N/A,Utrecht VIII 1982,N/A,1778-1788,Norantea macroscypha Gilg = Marcgraviastrum obovatum (G. Don) Bedell,N/A
N/A,N/A,Peru,N/A,N/A,H. G. Bedell,Marcgraviastrum obovatum,[precise locality unknown],N/A,1788-00-00,N/A,Mix of Handwritten and Typed,65816,s.n.,N/A,N/A,Isotype,N/A,N/A,VIII 1982,N/A,annis 1788,Norantea obovata G. Don = Marcgraviastrum obovatum (G. Don) Bedell,N/A
N/A,R. B. Foster,Peru,Huánuco,Forested low hills and ravines.,M. J. Huft,Acidoton venezuelanus,Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro.,N/A,1982-09-13,N/A,Typed,N/A,8752,N/A,N/A,no type status,Robin B. Foster,"75°00'W, 9°18'S.",1983,250-300 m.,13 Sept. 1982,Acidoton venezuelanus (Pax. & Hoffm.) Webster,Pachitea; Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro.
N/A,J. Schunke,Peru,San Martín,In tall forest,J. A. Lombardi,Tontelea attenuata,Quebrada Huicte,N/A,1961-05-27,N/A,Typed,N/A,6505,N/A,N/A,N/A,José Schunke Vigo,N/A,IV 1999 2000,529 m,27 May 1961,Tontelea attenuata Miers,"Quebrada Huicte (rio Huallaga), in tall forest"
N/A,M. Rimachi,Peru,Loreto,marginal forest,N/A,Nectandra krukovii,"Quebrada de Aucayacu, above Genaro Herrera",N/A,1979-02-08,Saquena,Typed,N/A,4268,Requena,N/A,no type status,Manuel Rimachi Y.,N/A,N/A,8 m,"February 8, 1979",Nectandra krukovii (A.C. Smith) Kosterm.,"Río Ucayali, Quebrada de Aucayacu, above Genaro Herrera"
N/A,N/A,Peru,Loreto,Bosque secundario 35 años,T. Plowman,Parqueiba sericea,Ampiyacu-Pevas,N/A,1982-07-00,N/A,Typed,N/A,95(P1-2),Maynas,N/A,no type status,N/A,N/A,1985,100 m.s.n.m.,Julio/82,Parqueiba sericea Tul.,Ampiyacu-Pevas
N/A,P. Núñez,Peru,Cuzco,Herb 0.6 m; fruits green,M. J. Huft,Euphorbia heterophylla,Salaspampa,N/A,1986-10-29,Quillabamba,Typed,N/A,6530,La Convención,S. Walsh,no type status,Percy Núñez & S. Walsh,N/A,1987,1110 m.,29 October 1986,Euphorbia heterophylla L.,Salaspampa
N/A,J. Schunke,Peru,San Martin,En bosque secundario con abundante luz solar,J. Dwyer,Hamelia patens,San Juan de Pacaiquapa km 72 carretera Tarapoto-Moyobamba,N/A,1977-05-30,Alonso de Alvarado,Typed,N/A,9560,Lamas,N/A,no type status,Jose Schunke,N/A,1980,1000-1050 m.,30 Mayo 1977,Hamelia patens Jacq.,San Juan de Pacaiquapa km 72 carretera Tarapoto-Moyobamba
N/A,G. Moore,Peru,Loreto,"Tree of 20 meters. Important medicinal plant. The ""milk"" from the bark is drunk.",N/A,Ficus,"Quistococha, 14 kilometers north of Iquitos",N/A,1981-08-18,N/A,Typed,N/A,138,N/A,L. Luna | J. Ruiz,no type status,"G. Moore, L. Luna, J. Ruiz",N/A,N/A,600m elev,18-8-81,Ficus,"Quistococha, 14km north of Iquitos"
N/A,E. P. Killip,Peru,Junín,dense forest,N/A,Psychotria racemosa,Cahuapanas on Rio Pichis,1929-07-21,1929-07-20,N/A,Mix of Handwritten and Typed,N/A,26721,N/A,A. C. Smith,no type status,E. P. Killip A. C. Smith,N/A,N/A,about 340 meters,"July 20, 21, 1929",Psychotria racemosa (Aubl.) Willd.,Cahuapanas on Rio Pichis
N/A,M. O. Dillon,Peru,Piura,Shrubs to 1 meter flowers yellow,P. Fryxell,Wissadula grandifolia,2 kilometers north of Canchaque,N/A,1991-07-22,N/A,Typed,N/A,6310,Huancabamba,I. Sánchez V.,no type status,M. O. Dillon and I. Sánchez V.,[5°24'S; 79°36'W],1993,ca. 1450 m,22 Jul 1991,Wissadula grandifolia Baker & Rusby,ca. 2 km N of Canchaque
N/A,J. F. Macbride,Peru,N/A,Sunny brushy slope. Open brushy 4-5 ft. shrub,N/A,Croton ballivianus,Cueva Grande Estacion near Pozuzo,N/A,1923-06-23,N/A,Typed,N/A,4806,N/A,N/A,no type status,J. FRANCIS MACBRIDE,N/A,N/A,ABOUT 3500 FEET,"JUNE 23, 1923",Croton ballivianus,CUEVA GRANDE ESTACION NEAR POZUZO
N/A,A. Sagastegui,Peru,Cajamarca,N/A,C. Aedo,Geranium chilloense,[precise locality unknown],N/A,1962-07-18,N/A,Mix of Handwritten and Typed,3820,3920,Contumaza,N/A,no type status,A. Sagastegui A.,N/A,2007,2920 m s.n.m.,18 Julio 1962,Geranium chilloense Kunth,Ladera calcita
