associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,P. C. M. Jansen,Ethiopia,Harerge,Between chat and Sorghum fields,C. C. H. Jongkind,Cirsium vulgare,around Damata Village near Alemaya,N/A,1976-04-14,N/A,Typed,2302849,5996,N/A,N/A,no type status,Collected by: P.C.M. Jansen,c. 9°24' N 42°01' E,1987,2000m,14 April 1976,Cirsium vulgare (Savi) Ten.,around Damata Village near Alemaya Between chat and Sorghum fields
N/A,A. Koch,Kenya,Kajiado,Dry bushland,P. Mutiso,Acacia reficiens,Oldepe,N/A,2003-10-22,N/A,Typed,2309478,AK61,Oloishobor,W. Sakuda,no type status,"Amanda Koch, Wilson Sakuda, AK61, October 22, 2003",N/A,"November 02, 2003",N/A,"October 22, 2003",Acacia reficiens misera (Vatke) Brenan,Maasai Name: Oldepe
N/A,J. Lebrun,Democratic Republic of the Congo,Lualaba,N/A,C. A. Smith,Albizzia gummifera,Lolo,N/A,1931-03-00,N/A,Mix of Handwritten and Typed,867368,2409,N/A,N/A,no type status,J. Lebrun,N/A,N/A,N/A,Mars 1931,Albizzia gummifera (J. M. G.),Lolo (Uele Itimbiri)
N/A,N/A,Kenya,N/A,N/A,N/A,Digitaria pennata,Tsavo - Mtito Andei,N/A,1957-12-25,N/A,Mix of Handwritten and Typed,1559644,2077,N/A,N/A,no type status,N/A,N/A,N/A,N/A,25.12.1957,Digitaria pennata (Hochst) Chiov,Tsavo - Mtito Andei Kenya
N/A,N/A,Democratic Republic of the Congo,N/A,foret secondaire,H. Callens,Gaertnera paniculata,[precise locality unknown],N/A,1958-07-00,Kisantu,Typed,158465,s.n.,N/A,N/A,no type status,N/A,N/A,1/9/58,N/A,Juillet 1958,Gaertnera paniculata,Kisantu (Congo Belge) Africa
N/A,G. Troupin,Democratic Republic of the Congo,Kivu,"Foret ombrophile Canton 1,540 m",N/A,Mikani cordata,Vers le 110 route Kavumu-Walikale pres reserve Tshelo,N/A,1958-02-10,N/A,Typed,1543353,6333,Kelehe,N/A,no type status,G. Troupin,N/A,N/A,850 - 900 m,10/2/1958,Mikani cordata (Burm.f.) B.L.Robins,Vers le 110 route Kavumu-Walikale pres reserve Tshelo
N/A,G. McPherson,Gabon,Ogooue-Ivindo,Arbre 15 m fruit brun,Wilks | McPherson,Corynanthe mayumbensis,Réserve de la Lopé au sud d'Ayem chantier SOFORGA,N/A,1989-03-20,N/A,Typed,LF:Q665-0223-G BK:Q665-0224-H WD:Q665-0225-I,13781,N/A,N/A,no type status,Gordon McPherson 13781,0°25'S 11°30'E,1989,c. 200 m,20 Mars 1989,Corynanthe mayumbensis (R. Good) N. Hallé,Réserve de la Lopé au sud d'Ayem chantier SOFORGA
Guibourtia demeusei | Berlinia sp. | Bombax sp.,J. M. Fay,Cameroon,N/A,In seasonally flooded forest,A. Assi,Millettia zechiana,On the Sangha River across from Ndakan gorilla study area,N/A,1988-03-04,N/A,Typed,NCI Leaves 067E/0545-C | Wood 067E/0546-H | Bark 067E/0547-I | Root 067E/0548-J,8294,N/A,N/A,no type status,J. M. Fay,02°20'N 16°08'E,1988,385 m,4 March 1988,Millettia zechiana Harms,On the Sangha River across from Ndakan gorilla study area
N/A,F. A. Melville,Equatorial Guinea,Annobón,Clearing in wood scrambling over herbage,unsure and check,Phaseolus lunatus,South West of Crater Lake,N/A,1959-07-29,N/A,Typed,1624518,199,N/A,N/A,no type status,F. A. Melville,N/A,N/A,"1,500 ft.",29.vii.1959,Phaseolus lunatus L.,South West of Crater Lake
N/A,R. L. Piemeisel,Kenya,N/A,N/A,N/A,N/A,Muthaiga near Nairobi,N/A,1937-06-28,Nairobi,Typed,2074762,2,N/A,L. W. Kephart,no type status,R. L. Piemeisel L. W. Kephart,N/A,N/A,"1,700 meters",June 28 1937,N/A,Muthaiga near Nairobi
N/A,A. Léonard,Democratic Republic of the Congo,North Kivu,Vieille forêt secondaire,B. Sonké,Oxyanthus speciosus,Masisi,N/A,1959-02-19,Masisi,Typed,2086095,3149,N/A,N/A,no type status,A. Léonard,N/A,1989,1900 m,19/2 1959,Oxyanthus speciosus DC. subsp. indet.,Masisi
N/A,R. P. Klaine,Gabon,N/A,fruit et arille rouge,N/A,Klainedoxa,[precise locality unknown],N/A,0000-00-00,Libreville,Mix of Handwritten and Typed,781173,3200,N/A,N/A,no type status,récolté par le R. P. Klaine,N/A,N/A,N/A,N/A,Klainedoxa,Herbier des environs de Libreville
N/A,J. T. Allen,Ghana,Volta,Anti-asthmatic; treating coughs and colds; antipyretic; for dysentery; Applied topically-arthritis,N/A,Dissotis rotundifolia,Larteh; Center for Scientific Research into Plant Medicine farm,N/A,1996-09-23,N/A,Typed,2200652,41,N/A,N/A,no type status,James T. Allen,N/A,N/A,N/A,"September 23, 1996",Dissotis rotundifolia (Sm.) Triana,Larteh; Center for Scientific Research into Plant Medicine (CSRPM) farm
N/A,J. E. Andoh,Ghana,Ashanti,Medium sized tree 30 ft high and 2 ft girth Planted in 1935,N/A,Chrysophyllum perpulchrum,Kumasi Township Forest Reserve,N/A,1952-03-00,N/A,Typed,1601919,5632,Kumasi,N/A,no type status,J E Andoh,N/A,N/A,N/A,March 1952,Chrysophyllum perpulchrum Mildbr.,Kumasi Township Forest Reserve
N/A,J. Nemba,Cameroon,Southwest,Secondary growth and old growth forest,D. W. Thomas,Donella welwitschii,Kumba-Mamfe road at mile 14 Lkilwindi,N/A,1987-06-15,N/A,Typed,Q66/0052-L,520,N/A,D. W. Thomas,no type status,J. Nemba & D.W. Thomas 520,04°44'N 09°29'E,1987,200 m,15 June 1987,Donella welwitschii Pierre ex Engl.,Secondary growth and old growth forest along Kumba-Mamfe road at mile 14 Lkilwindi
N/A,J. Deaw,Ghana,N/A,A shrub about 6 feet high flowering pedicels fascicled fruit ellipsoid calyx persistent at the apex,A. A. Enti,Eugenia coronata,[precise locality unknown],N/A,1971-10-04,Accra,Typed,1753423,Sp 283,N/A,N/A,no type status,J. Deaw,N/A,19,N/A,4 10 71,Eugenia coronata,Accra
N/A,G. Schweinfurth,Eritrea,N/A,N/A,unsure and check,Rumex nervosus,Saganeïti,N/A,1892-05-01,N/A,Mix of Handwritten and Typed,71288,1814,N/A,D. Riva,no type status,G. Schweinfurth et D. Riva,N/A,N/A,2300/2100 m,1 mai 1892,Rumex nervosus V.,Saganeïti pente du Nord au dessous d'Addi-Abbougn
Combretum schumannii,R. B. Faden,Kenya,Kwale,Coral rag dry forest,J. O. Kokwaro,Toddaliopsis sansibarensis,Chale Peninsula,N/A,1977-03-07,N/A,Typed,2153520,77/711,N/A,A. J. Faden,no type status,R.B. & A.J. Faden 77/711,"ca. 4°26'S 39°32'30""E",N/A,0-5 m,7 March 1977,Toddaliopsis sansibarensis (Engl.) Engl. confirmed J.O. Kokwaro,Kenya K7 Kwale District Chale Peninsula
N/A,F. Szafranski,Democratic Republic of the Congo,Haut-Uele,bas fond marécageux près de la route aux environs de l'usine SOCODIA,N/A,Floscopa glomerata,[precise locality unknown],N/A,1988-02-05,Isiro,Typed,2084694,1378,N/A,N/A,no type status,F. Szafranski,N/A,N/A,N/A,5.2.1988,Floscopa glomerata (Roem. et Schult.) Hassk.,Haut-Zaïre S-Rég Haut-Uele Isiro
N/A,F. W. H. Migeod,Cameroon,Northwest,Shrub very thorny and spinous,M. Nee,Solanum aculeatissimum,Bamenda,N/A,1928-01-25,Bamenda,Typed,1441275,394,N/A,N/A,no type status,F. W. H. Migeod,N/A,"Dec. 3, 1977","5,500 ft.",25. 1. 1928.,Solanum sp.,Bamenda British Cameroons
N/A,T. C. Wrigley,Equatorial Guinea,Annobon,Open woodland,A. W. Exell,Cassipourea annobonensis,Ridge west of Crater Lake,N/A,1959-07-18,N/A,Typed,1624568,52,N/A,F. A. Melville,no type status,T.C. Wrigley and F.A. Melville,N/A,1961,1200 m,18 July 1959,Cassipourea annobonensis Mildbr. ex Alston,Ridge west of Crater Lake
N/A,W. Burger,Ethiopia,Harar,Forming bush 2.5m tall under Podocarpus etc,W. B. Kwan,Rubus apetalus,Near G. Ades 18 kilometers east of Hirna along new highway steep slopes,N/A,1962-05-27,N/A,Mix of Handwritten and Typed,1825230,1767,N/A,N/A,no type status,William Burger,9°17'N 41°3'E,N/A,At 7200 feet,27 May 1962,Rubus apetalus Poir,Near G. Ades 18Km. e. of Hirna along new hwy steep slopes with remnant Podocarpus & juniperous forest
N/A,J. D. Sauer,Kenya,Coast,Beach ridge shallow open coast,N/A,Aerva lanata,Bumburri Beach near Mombasa,N/A,1963-06-15,N/A,Typed,1595670,3914,Kwale,N/A,no type status,J.D. Sauer,N/A,N/A,N/A,15 June 1963,Aerva lanata (L.) Juss.,Bumburri Beach N of Mombasa
N/A,C. Vigne,Ghana,N/A,N/A,N/A,Enantia polycarpa,[precise locality unknown],N/A,0000-00-00,N/A,Typed,839434,4068,N/A,N/A,no type status,C. Vigne,N/A,N/A,N/A,N/A,Enantia polycarpa Engl. & Diels,Gold Coast
N/A,E. Addo,Ghana,N/A,N/A,N/A,Uvaria versicolor,[precise locality unknown],N/A,1999-00-00,N/A,Typed,2325285,1026,N/A,N/A,no type status,Eman Addo,N/A,N/A,N/A,Collected in 1999,Uvaria versicolor Pierre,N/A
N/A,A. A. Enti,Ghana,Central,A climber among grasses,A. A. Enti,Pergularia daemia,Awutu - Winneba Road,N/A,1971-11-22,N/A,Typed,1753348,Sp 393,N/A,N/A,no type status,A.A. Enti,N/A,19 71,N/A,22 11 19 71,Pergularia daemia,Awutu - Winneba Road
N/A,D. W. Thomas,Cameroon,Southwest,Primary rain forest Understorey tree 5 m tall,D. W. Thomas,Cola flavovelutina,Korup National Park,N/A,1987-00-00,N/A,Typed,2041255,6850,N/A,N/A,no type status,D.W. Thomas 6850,05°02'N 08°50'E,1987,60 m,1987,Cola flavovelutina K. Schum,PROV. SOUTHWEST: Korup National Park
N/A,S. A. Thompson,Cameroon,Sud-Ouest,Erect herb up to 70 cm tall growing on wet rocks flowers purple,N/A,Impatiens macroptera,Trail up Mount Cameroon,N/A,1984-07-09,Bakingili,Typed,2086046,1522,Fako,N/A,no type status,Sue A. Thompson 1522,4°04'N 9°02'E,N/A,50-250 m.,9 July 1984,Impatiens macroptera Hook.f.,Trail up Mt. Cameroon
N/A,D. Wiens,Kenya,Kitui,Thornshrub,N/A,Englerina tenuifolia,4 kilometers north of Kangondi on road to Embu,N/A,1971-12-16,N/A,Mix of Handwritten and Typed,1864166,4484,N/A,N/A,no type status,D. Wiens,N/A,N/A,4500 ft,16-12-71,Englerina tenuifolia (Engl.) Gilli,4 km n. of Kangondi on road to Embu
N/A,S. A. Thompson,Cameroon,Sud-Ouest,Seaside Tree ca 2-3 m tall bark with light blotches flowers white,N/A,Avicennia africana,Bakingili,N/A,1984-06-03,Bakingili,Typed,2088074,1333,Fako,J. E. Rawlins,no type status,Sue A. Thompson 1333 & John E. Rawlins,4°04' N 9°02' E,N/A,0 m,3 June 1984,Avicennia africana P. Beauv.,Bakingili 4°04' N 9°02' E Alt. 0 m Seaside
N/A,G. Troupin,Democratic Republic of the Congo,Kivu,forêt ombrophile,unsure and check,Tithonia diversifolia,Vers la 110 route Kavumu-Kalonge,N/A,1958-09-12,N/A,Typed,1543374,6347,Itombwe,N/A,no type status,G. Troupin,N/A,N/A,850-900 m,12.9.1958,Tithonia diversifolia (Hemsl.) A. Gray,Vers la 110 route Kavumu-Kalonge
N/A,A. Pappi,Eritrea,N/A,N/A,T. M. Upson,Lavandula pubescens,Lungo il Torrente Haddas,1902-08-15,1902-08-14,N/A,Typed,1559413,262,N/A,N/A,no type status,A. Pappi,N/A,2/4/1996,N/A,14-15.VIII.1902,Lavandula pubescens Decaisne,Lungo il Torrente Haddas
N/A,W. M. Burger,Ethiopia,Harar,Taller on steep slopes with mixed forest,W. B.,Juniperus procera,N. W. face of Gara Mullata Mountain approximately 50 kilometers due west of Harar,N/A,1962-02-14,N/A,Mix of Handwritten and Typed,1632855,1453,N/A,N/A,no type status,W. M. Burger,9°16'N 41°43'E,N/A,8600 feet 2500-3000 m,14 Feb. 1962,Juniperus procera Hochst. ex Endl.,N. W. face of Gara Mullata Mtn. ca. 50 km due W of Harar 9°16'N 41°43'E alt 2500-3000 m
N/A,G. B. D. Coker,Ghana,Volta Region,A tree to 40 feet high 6 feet girth wood yellow or brownish yellow,N/A,Terminalia glaucescens,Ho,N/A,1972-12-10,Ho,Mix of Handwritten and Typed,2007210,No. 1,N/A,N/A,no type status,G. B. D. Coker No. 1,N/A,1972,N/A,10/12/1972,Terminalia glaucescens,Ho Volta Region Ghana
N/A,W. Schimper,Ethiopia,unsure and check,N/A,unsure and check,Ipomoea cummunis,Amora Galla,N/A,1863-11-24,N/A,Mix of Handwritten and Typed,373793,1467,N/A,N/A,no type status,Schimper,N/A,N/A,N/A,24.11.63,Ipomoea cummunis; Chois.,Amora Galla
N/A,D. W. Thomas,Cameroon,Southwest,Degraded forest,D. W. Thomas,Tapura africana,Barombi Kang Kumba,N/A,1987-05-18,N/A,Typed,2040825,6988,N/A,M. Etuge,no type status,D.W. Thomas & M. Etuge,04°36'N 09°27'E,1987,150 m,18 May 1987,Tapura africana Oliv.,Degraded forest at Barombi Kang Kumba
N/A,E. A. Mearns,Kenya,N/A,N/A,unsure and check,Evolvulus alsinoides,Vicinity of Thika,1909-09-07,1909-09-06,N/A,Typed,468287,1114,N/A,N/A,no type status,Edgar A. Mearns,N/A,N/A,altitude about 1350 meters,"September 6 and 7, 1909",Evolvulus alsinoides L.,Vicinity of Thika British East Africa
N/A,G. MacNaughton,Kenya,N/A,N/A,unsure and check,Combretum schumannii,[precise locality unknown],N/A,0000-00-00,N/A,Typed,856357,580,N/A,N/A,no type status,G MacNaughton,N/A,N/A,N/A,s.d.,Combretum schumannii Engl.,N/A
Irvingia smithii | Guibourtia demensii | Berlinia sp.,J. M. Fay,Cameroon,N/A,In riparian forest adjacent to seasonally flooded forest,A. Assi,Combretum smeathmannii,Along the Sangha River adjacent to the island of Kilona,N/A,1988-02-28,N/A,Typed,NCI# Stem 067E/0466-T | Leaves 067E/0467-U,8271,N/A,N/A,no type status,J. M. Fay 8271,02°21'N 16°09'E,1988,385 m,28 February 1988,Combretum smeathmannii G. Don,Along the Sangha River adjacent to the island of Kilona
Thespesia populnea | Sophora occidentalis,D. D. Soejarto,Ghana,Greater Accra,"Straggling shrub, in association with Thespesia populnea and Sophora occidentalis. Fruits green. Forming clumps just behind beach, on sandy soil. Common",unsure and check,Diospyros tricolor,"20 kilometers West of Accra, Sea coast",N/A,1978-04-01,Bortianor,Mix of Handwritten and Typed,1842606,4793,N/A,N/A,no type status,D.D. Soejarto,N/A,N/A,N/A,"April 1, 1978",Diospyros tricolor Hiern.,"20 km. West of Accra, Sea coast"
N/A,N. Reyna,Peru,Loreto,arbol bosque húmedo tropical,D. R. Simpson,Guatteria scalarinervia,Santa María - Río Nanay,N/A,1967-12-15,Alto Nanay,Typed,229-I,40,Maynas,N/A,Holotype,Narciso Reyna R. 40,N/A,1975,150 m,15 diciembre 1967,Guatteria scalarinervia D. R. Simpson,Santa María - Río Nanay distr. Alto Nanay dept. Loreto prov. Maynas
N/A,M. O. Dillon,Peru,Arequipa,Erect glutinous shrub to 0.75 meters flowers red,unsure and check,Galvezia elisensii,Lomas of Atiquipa ca. 10.5 kilometers North of turn-off to Atiquipa Kilometer 584 South of Lima,N/A,1983-11-01,N/A,Typed,1940835,3776,Caraveli,D. Dillon,Holotype,M. O. Dillon & D. Dillon,N/A,unsure and check,ca. 150-200 m,1 Nov 1983,Galvezia fruticosa Gmel.,Lomas of Atiquipa ca. 10.5 km N of turn-off to Atiquipa KM 584 S of Lima ca. 150-200 m
N/A,F. Habbeg,N/A,N/A,N/A,F. Pax,Tetrorchidium rubrivenium,[precise locality unknown],N/A,1830-00-00,N/A,Mix of Handwritten and Typed,60787,1915,N/A,N/A,Isosyntype,Frank Habbeg,N/A,N/A,N/A,1830,Tetrorchidium rubrivenium var. genuinum Müll. Arg.,N/A
N/A,J. Campos,Peru,Cajamarca,Trepadora; flor amarilla,W. R. Anderson,Amorimia camporum,Entre La Catagua y Tablón,N/A,1996-02-09,N/A,Typed,2296033,2490,San Ignacio,O. Díaz,Isotype,José Campos y O. Díaz 2490,05°19'S 078°47'W,2006,550 - 650 m,9 Febrero 1996,Amorimia camporum W.R. Anderson,Distrito Chirinos: Entre La Catagua y Tablón
N/A,H. Ruiz,Peru,N/A,N/A,A. Mesa,Nolana spathulata,[precise locality unknown],N/A,1784-11-14,N/A,Typed,845155,s.n.,N/A,J. Pavon | Tafalla,Isolectotype,Tafalla collected with and for Ruiz & Pavon,N/A,1981,N/A,14 November 1784,Nolana spathulata R & P,N/A
N/A,C. Díaz,Peru,Amazonas,Liana con frutos verdes Pedúnculos largos,B. Ståhl,Symplocos ovata,"Camporredondo Tullanya Pascana ""Pajaro Tigre""",N/A,1996-12-04,N/A,Typed,2296023,8808,Luya,A. Peña,Isotype,Camilo Díaz y Antonio Peña 8808,N/A,2010,2250-2360 m,4 Diciembre 1996,Symplocos ovata Ståhl,"Camporredondo Tullanya Pascana ""Pajaro Tigre"""
N/A,R. P.,Peru,N/A,N/A,N. Hofreiter,Bomarea purpurea,[precise locality unknown],1788-00-00,1778-00-00,Pillao,Mix of Handwritten and Typed,916119,9/58,N/A,N/A,isotype,R & P,N/A,2007,N/A,1778-1788,Bomarea purpurea (Ruiz & Pavón) Herb.,N/A
N/A,V. Quipuscoa,Peru,Amazonas,Bosque montano fragmentado,M. Weigend,Lithospermum leymabambense,Carretera a Celendín between Ishpingo and Pomacocha,N/A,1998-08-20,Leymebamba,Typed,2211679,1378,Chachapoyas,A. Sagástegui | A. S. Leiva | G. M. Bejarano,Isotype,V. Quipuscoa S. A. Sagástegui A. S. Leiva G. M. Bejarano C.,N/A,Septiembre 2006,2800-3000 m,20 agosto 1998,Lithospermum cinerascens (A.DC.) Johnst.,Carretera a Celendín entre Ishpingo - Pomacocha
N/A,L. Williams,Peru,San Martin,Vine forest,D. Giraldo-Cañas,Marcgraviastrum mixtum,Forest Roque,N/A,1930-01-01,San Roque,Mix of Handwritten and Typed,65813,6999,N/A,N/A,Holotype,Llewellyn Williams,N/A,2010,1350-1500 m,1/1/1930,Norantea cuneifolia Macbr.,Forest Roque San Martin
N/A,N/A,Peru,N/A,N/A,D. Giraldo-Cañas | H. G. Bedell,Marcgraviastrum obovatum,Chachapoyas,1788-00-00,1778-00-00,N/A,Mix of Handwritten and Typed,843295,s.n.,N/A,N/A,Isotype,Ruiz et Pavón,N/A,2010 | VIII 1982,N/A,1778-1788,Norantea obovata (R & P) G. Don,Chachapoyas
N/A,N/A,Peru,N/A,N/A,J. Giraldo-Cañas | H. G. Bedell,Marcgraviastrum obovatum,[precise locality unknown],1788-00-00,1778-00-00,N/A,Mix of Handwritten and Typed,65816,s.n.,N/A,N/A,Isotype,Ruiz et Pavón,N/A,2010 | VIII 1982,N/A,1778-1788,Norantea obovata G. Don,N/A
N/A,R. B. Foster,Peru,Huánuco,Forested low hills and ravines,M. J. Huft,Acidoton venezolanus,Pachitea; Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro.,N/A,1982-09-13,N/A,Typed,1921102,8752,N/A,N/A,no type status,Robin B. Foster,"75°00'W, 9°18'S.",1983,250-300 m.,13 Sept. 1982,Acidoton venezolanus (Pax & Hoffm.) Webster,Pachitea; Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro.
N/A,J. Schunke,Peru,San Martín,In tall forest,J. A. Lombardi,Tontelea attenuata,Quebrada Huicte,N/A,1949-05-27,N/A,Mix of Handwritten and Typed,1751666,6505,N/A,N/A,no type status,José Schunke Vigo,N/A,IV 1999 2000,529 m,27 May 1949,Tontelea attenuata Miers,Quebrada Huicte (rio Huallaga) in tall forest
N/A,M. Rimachi,Peru,Loreto,"marginal forest, ""muena,"" 8 m, fr. green",D. A. Chanderbali,Endlicheria anomala,"Quebrada de Aucayacu, above Genaro Herrera",N/A,1979-02-08,Saquena,Typed,2058606,4268,Requena,N/A,no type status,Manuel Rimachi Y.,N/A,2001,N/A,"February 8, 1979",Nectandra krukovii (A.C. Smith) Kosterm.,"Río Ucayali, Quebrada de Aucayacu, above Genaro Herrera"
N/A,S. Flores,Peru,Loreto,Bosque secundario 35 años,T. Plowman,Paracoubea sericea,Ampiyacu-Pevas,N/A,1982-07-00,N/A,Typed,1968315,95(P1-2),Maynas,N/A,no type status,SALVADOR FLORES P.,N/A,1985,100 m.s.n.m.,Julio/82,Paracoubea sericea Tul.,Ampiyacu-Pevas
N/A,P. Núñez,Peru,Cuzco,N/A,M. H. Mayfield,Euphorbia heterophylla,Quillabamba Salsapampa,N/A,1986-10-29,N/A,Typed,1982606,6330,La Convención,S. Walsh,no type status,Percy Núñez & S. Walsh,N/A,Oct. 1995,1110 m.,29 October 1986,Euphorbia heterophylla L.,Quillabamba Salsapampa
N/A,J. Schunke,Peru,San Martin,En bosque secundario con abundante luz solar,J. Dwyer,Hamelia patens,San Juan de Pacaiquama km 72 carretera Tarapoto-Moyobamba,N/A,1977-05-30,Alonso de Alvarado,Typed,1872133,9560,Lamas,N/A,no type status,Jose Schunke,N/A,1980,1000-1050 m,30 Mayo 1977,Hamelia patens Jacq.,San Juan de Pacaiquama km 72 carretera Tarapoto-Moyobamba
N/A,G. Moore,Peru,Loreto,"Tree of 20m Important medicinal plant The ""milk"" from the bark is drunk",W. C. Burger,Ficus maxima,Quistococha 14 kilometers north of Iquitos,N/A,1981-08-18,N/A,Typed,1923146,138,N/A,L. Luna | J. Ruiz,no type status,G.Moore L.Luna J.Ruiz,N/A,1982,600m elev,18-8-81,Ficus maxima P. Miller,Quistococha 14km north of Iquitos
N/A,E. P. Killip,Peru,Junín,dense forest,N/A,Psychotria racemosa,Cahuapanas on Rio Pichis,1929-07-21,1929-07-20,N/A,Mix of Handwritten and Typed,607534,26721,N/A,A. C. Smith,no type status,E. P. Killip | A. C. Smith,N/A,N/A,about 340 meters,"July 20, 21, 1929",Psychotria racemosa (Aubl.) Willd.,Cahuapanas on Rio Pichis
N/A,M. O. Dillon,Peru,Piura,Shrubs to 1 m; flowers yellow,P. Fryxell,Wissadula grandifolia,2 kilometers north of Canchaque,N/A,1991-07-22,N/A,Typed,2119563,6310,Huancabamba,I. Sánchez V.,no type status,M. O. Dillon and I. Sánchez V.,[5°24'S; 79°36'W],1993,ca. 1450 m,22 Jul 1991,Wissadula grandifolia Baker ex Rusby,ca. 2 km N of Canchaque
N/A,J. F. Macbride,Peru,N/A,Sunny brushy slope open brushy 4-5 ft shrub,unsure and check,Croton balsamensis,Cueva Grande Estacion near Pozuzo,N/A,1923-06-23,N/A,Typed,535840,4806,N/A,N/A,no type status,COLL. J. FRANCIS MACBRIDE,N/A,N/A,ABOUT 3500 FEET,"June 23, 1923",Croton balsamensis,Cueva Grande Estacion near Pozuzo
N/A,A. Sagastegui,Peru,Cajamarca,Ladera abierta,B. H. Nielsen | C. Aedo,Geranium chilloense,Tingo Trinidad,N/A,1962-07-18,N/A,Mix of Handwritten and Typed,1684365,3820,Contumaza,N/A,No type status,A. Sagastegui A.,N/A,1993 | 2007,2820 m s.n.m.,18 Julio 1962,Geranium chilloense Kunth,Tingo Trinidad
