associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,P. C. M. Jansen,ETHIOPIA,HARERGE,"Herb, c. 1 m high. Stem whitish green. Leaves dark green above, whitish green beneath. Spines yellow. Involucre dark green. Disc flowers only, lilac red",C. C. H. Jongkind,Cirsium vulgare (Savi) Ten.,"around Damata Village, near Alemaya. Between Chat and Sorghum fields",N/A,1976-04-14,N/A,Typed,N° 2302849,5996,N/A,N/A,no type status,P.C.M. Jansen,"c. 9°24' N, 42°01' E",1987,2000m,14 April 1976,Cirsium vulgare (Savi) Ten.,"around Damata Village, near Alemaya. Between Chat and Sorghum fields. c. 9°24' N, 42°01' E Alt: 2000m"
N/A,Amanda Koch,Kenya,Kajiado,Dry bushland,Patrick Mutiso,Acacia reficiens misera (Vatke) Brenan,Kajiado District:Oloishobor,N/A,2003-10-22,N/A,Typed,2309478,AK61,N/A,Wilson Sakuda,no type status,"Amanda Koch, Wilson Sakuda, AK61, October 22, 2003",N/A,"November 02, 2003",N/A,"October 22, 2003",Acacia reficiens misera (Vatke) Brenan,Kenya: Kajiado District:Oloishobor
N/A,J. Lebrun,Congo Belge,Kibali-Ituri,N/A,C. A. Smith,Albizzia gummifera (Gmel.),Congo Belge. Kibali-Ituri (Uélé-Itimbiri),N/A,1931-03-00,N/A,Typed,867368,2409,Uélé-Itimbiri,N/A,no type status,J. Lebrun,N/A,N/A,N/A,Mars 1931,Albizia gummifera (Gmel.),Congo Belge. Kibali-Ituri (Uélé-Itimbiri)
N/A,Verdcourt,Kenya,N/A,N/A,N/A,Digitaria pennata (Hochst.) Chiov,"Tsavo - Mtito Andei, Kenya",N/A,1957-12-25,N/A,Mix of Handwritten and Typed,1559644,2077,N/A,N/A,no type status,Verdcourt no 2077,N/A,N/A,N/A,25.12.1957,Digitaria pennata (Hochst.) Chiov,"Tsavo - Mtito Andei, Kenya"
N/A,H. Callens,Congo Belge,N/A,foret secondaire,H. Callens,Gaertnera paniculata,Kisantu,N/A,1958-07-00,Kisantu,Typed,1584065|1732587,s.n.,N/A,N/A,no type status,HERBIER H. CALLENS s.j.,N/A,1/9/58,N/A,Juillet 1958,Gaertnera paniculata,Kisantu
N/A,G. Troupin,Congo,Kivu,Forêt ombrophile. Catena 1.540 m,N/A,Mikania cordata (BURM.f.) B.L.ROBINS,"Vers km 110,route Kavumu-Walekale; Irangi,réserve IRSAC",N/A,1958-02-10,N/A,Typed,1543353,6333,Kalehe,N/A,no type status,HERBIER G. TROUPIN,N/A,N/A,850 - 900 m,10/2/1958,COMPOSIT. Mikania cordata (BURM.f.) B.L.ROBINS,"Vers km 110,route Kavumu-Walekale; Irangi,réserve IRSAC"
N/A,G. McPherson,GABON,OGOOUE-IVINDO,Arbre 15 m; fruit brun; voucher de NCI; LF:Q66S-0223-G; BK:Q66S-0224-H; WD:366S-0225-I,Wilks & McPherson,Corynanthe mayumbensis (R. Good) N. Hallé,"Réserve de la Lopé, au sud d'Ayem; chantier SOFORGA",N/A,1989-03-20,N/A,Typed,2040859,13781,N/A,N/A,no type status,Gordon McPherson,0°25'S; 11°30'E,1989,c. 200 m,20 Mars 1989,Corynanthe mayumbensis (R. Good) N. Hallé,"Réserve de la Lopé, au sud d'Ayem; chantier SOFORGA. 0°25'S; 11°30'E c. 200 m"
"Guibourtia demeusei, Berlinia sp., Bombax sp.",J. M. Fay,CAMEROON,N/A,"Abundant understory tree, 5 m, 10 cm diam.",Ake Assi,Millettia zechiana Harms,"On the Sangha River across from Ndakan gorilla study area. In seasonally flooded forest with Guibourtia demeusei, Berlinia sp., Bombax sp.",N/A,1988-03-04,N/A,Typed,NCI# Leaves Q67P/0545-C | Wood Q67P/0546-H | Bark Q67P/0547-I | Root Q67P/0548-J,8294,N/A,N/A,no type status,J. M. Fay 8294,02°20'N 16°08'E,1988,385 m,4 March 1988,Millettia zechiana Harms,"On the Sangha River across from Ndakan gorilla study area. In seasonally flooded forest with Guibourtia demeusei, Berlinia sp., Bombax sp."
N/A,F. A. Melville,Annobon,N/A,"Clearing in wood, scrambling over herbage.",N/A,Phaseolus lunatus L.,"South West of Crater Lake. Clearing in wood, scrambling over herbage.",N/A,1959-07-29,N/A,Mix of Handwritten and Typed,1624518,199,N/A,N/A,no type status,F.A.Melville,N/A,N/A,"1,500ft.",29.vii.1959,Phaseolus lunatus L.,"South West of Crater Lake. Clearing in wood, scrambling over herbage."
N/A,R. L. Piemeisel,Kenya,N/A,N/A,N/A,N/A,"Muthaiga, near Nairobi; alt. 1,700 meters",1927-07-01,1927-06-28,Muthaiga,Typed,2074762,2,N/A,L. W. Kephart,no type status,"R. L. PIEMEISEL, L. W. KEPHART",N/A,N/A,"1,700 meters","June 28-July 1, 1927",N/A,"Muthaiga, near Nairobi; alt. 1,700 meters"
N/A,A. Léonard,ZAIRE,Masisi,Vieille forêt secondaire,B. Sonké,Oxyanthus speciosus DC. subsp. indet.,N/A,N/A,1959-02-19,N/A,Mix of Handwritten and Typed,2086095,3149,N/A,N/A,no type status,A. Léonard,N/A,1989,1900m,19/2 1959,Oxyanthus speciosus DC. subsp. indet.,N/A
N/A,R. P. KLAINE,Gabon,N/A,N/A,N/A,Klaineanthus gabonii Pierre,environs de LIBREVILLE,N/A,1904-03-25,N/A,Handwritten,3200|781173,s.n.,N/A,N/A,no type status,récolté par le R. P. KLAINE,N/A,N/A,N/A,25 Mars 1904,Klaineanthus gabonii Pierre,Herbier des environs de LIBREVILLE
N/A,J. T. Allen,Ghana,Volta Region,Anti-asthmatic; treating coughs and colds; antipyretic; for dysentery. Applied topically-arthritis,N/A,Dissotis rotundifolia (Sm.) Triana,Center for Scientific Research into Plant Medicine (CSRPM) farm,N/A,1996-09-23,Larteh,Typed,2200652,41,N/A,N/A,no type status,James T. Allen 41,N/A,N/A,N/A,"September 23, 1996",Dissotis rotundifolia (Sm.) Triana,Center for Scientific Research into Plant Medicine (CSRPM) farm
N/A,J. E. Andoh,Gold Coast,Ashanti Prov.,Medium sized tree 30ft. high and 2ft. girth. Planted in 1933,N/A,Chrysophyllum perpulchrum Mildbr.,Kumasi Township Forest Reserve,N/A,1952-03-00,Kumasi,Typed,1601919,5632,Kumasi District,N/A,no type status,J.E.Andoh,N/A,N/A,N/A,March 1952,Chrysophyllum perpulchrum Mildbr.,Kumasi Township Forest Reserve
N/A,J. Nemba,CAMEROON,SOUTHWEST,"Liana, buds green, flowers white, leaves green",D. W. Thomas,Donella welwitschii Pierre ex Engl.,Secondary growth and old growth forest along Kumba-Mamfe road at mile 14 Lkiliwindi,N/A,1987-06-15,N/A,Typed,"NCI# Leaves, Stems Q66Q/0052-L|N° 2041320",520,N/A,D. W. Thomas,no type status,J. Nemba & D.W. Thomas,04°44'N 09°29'E,1987,200 m,15 June 1987,Donella welwitschii Pierre ex Engl.,Prov. SOUTHWEST: Secondary growth and old growth forest along Kumba-Mamfe road at mile 14 Lkiliwindi. 04°44'N 09°29'E 200 m
N/A,J. Deaw,Ghana,N/A,"A shrub about 6' high. Flowering pedicels fascicled. Fruit ellipsoid, calyx persistent at the apex",A. A. Enti,Eugenia coronata,Accra,N/A,1971-10-04,Accra,Typed,1753421,Sp 283,N/A,N/A,no type status,J. Deaw,N/A,1971,N/A,4/10/71,Eugenia coronata,Accra
N/A,G. Schweinfurth,Colonia Eritrea,N/A,N/A,N/A,Rumex nervosus V.,Saganéiti pente du Nord au-dessous d'Addi-Abbour,N/A,1892-05-01,N/A,Typed,N/A,1814,N/A,D. Riva,no type status,colligerunt G. Schweinfurth et D. Riva,N/A,N/A,Altitudo 2300/2100 m,1 mai 1892,Rumex nervosus V.,Saganéiti pente du Nord au-dessous d'Addi-Abbour
Combretum schumannii,R. B. Faden,Kenya,K7,Coral rag dry forest with Combretum schumannii dominant,J. O. Kokwaro,Toddaliopsis sansibarensis (Engl.) Engl.,"Chale Peninsula, Coral rag dry forest with Combretum schumannii dominant",N/A,1977-03-07,N/A,Typed,2153520,77/711,Kwale District,A. J. Faden,no type status,R.B. & A.J. Faden,"4°26'S, 39°32'30""E",N/A,0-5 m,7 March 1977,Toddaliopsis sansibarensis (Engl.) Engl.,"Kenya, K7, Kwale District, Chale Peninsula, ca. 4°26'S, 39°32'30""E. Alt 0-5 m. Coral rag dry forest with Combretum schumannii dominant"
N/A,F. Szafranski,Zaïre,Haut-Zaïre,bas fond marécageux près de la route aux environs de l'usine SOTEXKI,N/A,Floscopa glomerata (Roem. et Schult.) Hassk.,bas fond marécageux près de la route aux environs de l'usine SOTEXKI,N/A,1988-02-05,Isiro,Typed,2054694,1378,Haut-Uele,N/A,no type status,F. SZAFRANSKI,N/A,N/A,N/A,5.2.1988,Floscopa glomerata (Roem. et Schult.) Hassk.,"Haut-Zaïre, S-Rég. Haut-Uele, Isiro"
N/A,F. W. H. Migeod,"AFRICA. Bamenda, British Cameroons",Bamenda,Shrub very thorny and spinous. Flower not seen. Fruit pale yellow 1 in. diam. soft.,M. Nee,Solanum aculeatissimum Jacq.,"Alt.5,500 ft.",N/A,1928-01-26,N/A,Mix of Handwritten and Typed,1441275,394,British Cameroons,N/A,no type status,F.W.H.Migeod,N/A,"Dec. 3,1997","5,500 ft.",26. 1. 1928,Solanum sp.,"Alt.5,500 ft."
N/A,T. C. Wrigley,Annobon,N/A,Open woodland. Small sepals; green petals; white filament tube with 10 stamens,A. W. Exell,Cassipourea annobonensis Mildbr. ex Alston,Ridge west of Crater Lake,N/A,1959-07-18,N/A,Mix of Handwritten and Typed,1624568,52,N/A,F. A. Melville,no type status,T.C. Wrigley 52,N/A,1961,1200ft.,18 July 1959,Cassipourea annobonensis Mildbr. ex Alston,ANNOBON: Ridge west of Crater Lake
Podocarpus + Juniperus,William Burger,Ethiopia,Harar,"Forming bush 2.5m tall under Podocarpus, etc.",WB/Kew!,Rubus apetalus Poir,Near G. Ades ±18Km East of Hirna along new highway. Steep slopes with remnant Podocarpus + Juniperus forest,N/A,1962-05-27,N/A,Mix of Handwritten and Typed,N/A,1767,N/A,N/A,no type status,William Burger,9°17'N × 41°13'E,N/A,9200 feet,27 May 1962,Rubus apetalus Poir,Near G. Ades ±18Km E. of Hirna along new hwy. Steep slopes with remnant Podocarpus + Juniperus forest Alt. 9200 feet (9°17'N × 41°13'E)
N/A,J. D. Sauer,Kenya,Coast Province,"Beach ridge, shallow open coast",N/A,Aerva lanata (L.) Juss,"Beach ridge, shallow open coast. Bumburri Beach, N of Mombasa. near Mombasa",N/A,1963-06-15,N/A,Typed,1595870,3914,Kwale District,N/A,no type status,"J.D. Sauer, no. 3914",N/A,N/A,N/A,15 June 1963,Aerva lanata (L.) Juss,"Beach ridge, shallow open coast. Bumburri Beach, N of Mombasa. Coast Province, Kwale District, near Mombasa"
N/A,C. Vigne,Gold Coast,N/A,N/A,N/A,Enantia polycarpa Engl. + Diels,[precise locality unknown],N/A,N/A,N/A,Typed,839434,4086,N/A,N/A,no type status,C. Vigne,N/A,N/A,N/A,s.d.,Enantia polycarpa Engl. + Diels,N/A
N/A,Eman Addo,Ghana,N/A,N/A,N/A,Uvaria versicolor Pierre,[precise locality unknown],N/A,1999-00-00,N/A,Typed,2325255,1026,N/A,N/A,no type status,Eman Addo,N/A,N/A,N/A,1999,Uvaria versicolor Pierre,N/A
N/A,A. A. Enti,Ghana,N/A,"A climber among grasses. Flower white, conspicuous. Latex present",A. A. Enti,Pergularia daemia,Awutu - Winneba Road,N/A,1971-11-22,N/A,Typed,1253349,Sp 398,N/A,N/A,no type status,A.A. Enti,N/A,19 71,N/A,22/11/19 71,Pergularia daemia,Awutu - Winneba Road
N/A,D. W. Thomas,CAMEROON,SOUTHWEST,"Understorey tree, 5 m tall",D. W. Thomas,Cola flavovelutinia K. Schum,PROV. SOUTHWEST: Korup National Park. Primary rain forest,N/A,1987-00-00,N/A,Typed,"NCI# Leaves, twigs Q66P/0029-T|N° 2041255",6850,N/A,N/A,no type status,D.W. Thomas 6850,05°02'N 08°50'E,1987,60 m,1987,Cola flavovelutinia K. Schum,PROV. SOUTHWEST: Korup National Park. Primary rain forest 05°02'N 08°50'E 60 m
N/A,S. A. Thompson,CAMEROON,Sud-Ouest,Erect herb up to 70 cm tall; growing on wet rocks; flowers purple,N/A,Impatiens macroptera Hook.f.,Bakingili; Trail up Mt. Cameroon,N/A,1984-07-09,Bakingili,Typed,N° 2086046,1522,Fako,N/A,no type status,Sue A. Thompson 1522,"4°04'N, 9°02'E",N/A,50-250 m,9 July 1984,Impatiens macroptera Hook.f.,"Bakingili; 4°04'N, 9°02'E. Alt. 50-250 m. Trail up Mt. Cameroon"
N/A,D. Wiens,Kenya,Kitui,Thornbush,N/A,Englerina tenuifolia (Engl.) Gilli,4 km north of Kangondi on road to Embu,N/A,1971-12-16,N/A,Typed,1861166,4484,N/A,N/A,no type status,D. Wiens,N/A,N/A,4500',16-12-71,Englerina tenuifolia (Engl.) Gilli,4 km n. of Kangondi on road to Embu
N/A,S. A. Thompson,CAMEROON,Sud-Ouest,Tree ca 2-3 m tall; bark with light blotches; flowers white,N/A,Avicennia africana P. Beauv.,Bakingili; Seaside,N/A,1984-06-03,Bakingili,Typed,N° 2088074,1333,Fako,John E. Rawlins,no type status,Sue A. Thompson & John E. Rawlins,"4°04'N, 9°02'E",N/A,0 m,3 June 1984,Avicennia africana P. Beauv.,"Bakingili; 4°04'N, 9°02'E. Alt. 0 m. Seaside."
N/A,G. Troupin,N/A,Kivu,forêt ombrophile. Catena II.500 m,N/A,Glyphaea brevis (SPRENG.) MONACHINO,"Vers Km 110 route Kavumu-Walikale; Irangi, réserve IRSAC",N/A,1958-02-18,N/A,Mix of Handwritten and Typed,1548374,6347,Kalehe,N/A,no type status,HERBIER G. TROUPIN,N/A,N/A,850 - 900 m,18.2.1958,Glyphaea brevis (SPRENG.) MONACHINO,"Vers Km 110 route Kavumu-Walikale; Irangi, réserve IRSAC"
N/A,A. Pappi,ERITREA,ASSAORTA,N/A,T. M. Upson,Lavandula pubescens Decaisne,LUNGO IL TORRENTE HADDAS,1902-08-15,1902-08-14,N/A,Mix of Handwritten and Typed,2652,2627,N/A,N/A,no type status,Legit: A. Pappi,N/A,2/4/1996,N/A,14-15.VIII.1902,Lavandula pubescens Decaisne,LUNGO IL TORRENTE HADDAS
N/A,William Burger,Ethiopia,Harar,Trees 8-10m tall. ± 8600 feet taller on steep slopes with mixed forest,WB,Juniperus procera Hochst ex Endl.,N.W face of Gara Mulatta Mtn. ca. 50 km due N of Harar,N/A,1962-02-14,N/A,Mix of Handwritten and Typed,1632855,1453,N/A,N/A,no type status,William Burger,9°16'N+41°43'E,N/A,2500 - 3000 m,"14 Feb, 1962",Juniperus procera Hochst ex Endl.,N.W face of Gara Mulatta Mtn. ca. 50 km due N of Harar 9°16'N+41°43'E alt 2500 - 3000 m
N/A,B. D. Doku,GHANA,VOLTA REGION,"A tree, to 40ft high, 6ft girth, wood yellow or brownish yellow",N/A,TERMINALIA GLAUCESCENS,"HO, VOLTA REGION, GHANA",N/A,1972-12-06,HO,Handwritten,N° 2007210|GC,1,N/A,N/A,no type status,B.D. Doku,N/A,1972,N/A,6/12/1972,TERMINALIA GLAUCESCENS,"HO, VOLTA REGION, GHANA"
N/A,Schimper,Abyssinia,N/A,N/A,N/A,Ipomoea hederacea Chois.,Amora Gettel,N/A,1863-11-24,N/A,Handwritten,373793,1467,N/A,N/A,no type status,Amora Gettel Schimper,N/A,N/A,N/A,24. 11. 63,Ipomoea hederacea Chois.,Amora Gettel
N/A,D. W. Thomas,CAMEROON,SOUTHWEST,"Tree, 15 m tall, with fluted trunk",D. W. Thomas,Tapura africana Oliv.,Degraded forest at Barombi Kang,N/A,1987-05-18,Kumba,Typed,NCI# Bark Q66P/0125-Y|Leaves Q66P/0261-W|№ 2040825,6988,N/A,M. Etuge,no type status,D.W. Thomas & M. Etuge,04°36'N 09°27'E,1987,150 m,18 May 1987,Tapura africana Oliv.,"PROV. SOUTHWEST: Degraded forest at Barombi Kang, Kumba"
N/A,E. A. Mearns,British East Africa,N/A,N/A,N/A,Evolvulus alsinoides L.,"Vicinity of Thika, British East Africa; altitude about 1350 meters",1909-09-07,1909-09-06,N/A,Typed,468387,1114,N/A,N/A,no type status,"Dr. EDGAR A. MEARNS, Collector",N/A,N/A,about 1350 meters,"September 6 and 7, 1909",Evolvulus alsinoides L,"Vicinity of Thika, British East Africa; altitude about 1350 meters"
N/A,G. Mac Naughton,Kenya,N/A,N/A,N/A,Combretum Schumannii Engl.,[precise locality unknown],N/A,N/A,N/A,Typed,856357,580,N/A,N/A,no type status,G. Mac Naughton,N/A,N/A,N/A,N/A,Combretum Schumannii Engl.,N/A
"Irvingia smithii, Guibourtia demeusei, Berlinia sp.",J. M. Fay,CAMEROON,N/A,"Liana, common on river bank. Young fruits with pinkish tinge",Ake Assi,Combretum smeathmannii G. Don,"Along the Sangha River adjacent to the island of Kilona. In riparian forest adjacent to seasonally flooded forest with Irvingia smithii, Guibourtia demeusei, Berlinia sp., Prec: 1400 mm",N/A,1988-02-28,N/A,Typed,2041248|NCI# Stem Q67F/0466-T|Leaves Q67F/0467-U,8271,N/A,N/A,no type status,J. M. Fay 8271,02°21'N 16°09'E,1988,385 m,28 February 1988,Combretum smeathmannii G. Don,"Along the Sangha River adjacent to the island of Kilona. In riparian forest adjacent to seasonally flooded forest with Irvingia smithii, Guibourtia demeusei, Berlinia sp., Prec: 1400 mm 02°21'N 16°09'E 385 m"
Thespesia populnea and Sophora occidentalis,D. D. Soejarto,Ghana,Greater Accra,"Straggling shrub, in association with Thespesia populnea and Sophora occidentalis. Fruits green. Forming clumps just behind beach, on sandy soil. Common",N/A,Diospyros tricolor Hiern.,"Ghana: Greater Accra Province, Bortianor village, 20 kilometers West of Accra, sea coast",N/A,1978-04-01,Bortianor village,Typed,1842606,4793,N/A,N/A,no type status,D.D. Soejarto,N/A,N/A,N/A,"April 1, 1978",Diospyros tricolor Hiern.,"Ghana: Greater Accra Province, Bortianor village, 20 km. West of Accra, sea coast"
N/A,N. Reyna R.,Peru,Loreto,"""Carahuasca amarilla"" - arbol, bosque húmedo tropical",D. R. Simpson,Guatteria scalarinervia D.R. Simpson,Santa María - Río Nanay,N/A,1967-12-15,Alto Nanay,Typed,1751405|229-I,40,Maynas,N/A,HOLOTYPE,Narciso Reyna R.,N/A,N/A,150 m,15 diciembre 1967,Guatteria scalarinervia D.R. Simpson,"Santa María - Río Nanay, distr. Alto Nanay, dept. Loreto, prov. Maynas"
N/A,M. O. Dillon,Peru,Arequipa,"Erect, glutinous shrub to 0.75 m.; flws. red.",N/A,Galvezia elisensii M.O. Dillon & Quipuscoa,"Lomas of Atiquipa, ca. 10.5 km N of turn-off to Atiquipa. KM 584 S of Lima. ca. 150-200 meters",N/A,1983-11-01,N/A,Typed,N° 1940835,3776,Caraveli,D. Dillon,HOLOTYPE,M. O. Dillon & D. Dillon,N/A,N/A,ca. 150-200 m.,1 Nov 1983,Galvezia fruticosa Gmel.,"Lomas of Atiquipa, ca. 10.5 km N of turn-off to Atiquipa. KM 584 S of Lima. ca. 150-200 m."
Achoornea peruviana Poepp.,N/A,N/A,N/A,N/A,F. Pax,Tetrorchidium rubrivenium var. genuinum Müll. Arg.,Tocache. Huallaga,N/A,1830-00-00,N/A,Mix of Handwritten and Typed,875422,1915,N/A,N/A,Isosyntype,N/A,N/A,N/A,N/A,1830,Tetrorchidium rubrivenium Popp. & Endl. var. genuinum Müll. Arg.,Tocache. Huallaga
N/A,J. Campos,PERU,Cajamarca,Trepadora; flor amarilla,W. R. Anderson,Amorimia camporum W.R. Anderson,Entre La Catagua y Tablón,N/A,1996-02-09,Distrito Chirinos,Typed,N° 2296033,2490,San Ignacio,O. Díaz,ISOTYPE,José Campos y O. Díaz 2490,05°19'S 078°47'W,2006,550 - 650 m,9 Febrero 1996,Amorimia camporum W.R. Anderson,Entre La Catagua y Tablón
N/A,Tafalla,Peru,N/A,N/A,A. Mesa,Nolana spathulata Ruiz & Pav.,[precise locality unknown],1788-00-00,1778-00-00,N/A,Typed,845155,s.n.,N/A,N/A,ISOLECTOTYPE,Ruiz et Pavón,N/A,1981,N/A,(1778-1788),Nolana spathulata R & P,N/A
N/A,C. Díaz,PERU,Amazonas,Liana con frutos verdes. Pecúnculos largos,B. Ståhl,Symplocos ovata Ståhl,"Camporedondo, Tullanya, Pascana ""Pajaro Tigre""",N/A,1996-12-04,Camporedondo,Typed,N° 2296023,8808,Luya Province,A. Peña,ISOTYPE,Camilo Díaz y Antonio Peña,N/A,2010,2250-2360 m,4 Diciembre 1996,ERICACEAE,"Camporedondo, Tullanya, Pascana ""Pajaro Tigre"""
Alstroemeria purpurea Ruiz & Pav.,H. Ruiz,Peru,N/A,N/A,Hofreiter,Bomarea purpurea (Ruiz & Pavón) Herb.,Pillao,1788-00-00,1778-00-00,N/A,Mix of Handwritten and Typed,29201|916119,9/58,N/A,J. Pavón,ISOTYPE,Ruiz et Pavón,N/A,2007,N/A,(1778-1788),Bomarea purpurea (R & P) Herb.,Pillao
N/A,V. Quipuscoa S.,PERU,Amazonas,Bosque montano fragmentado,Maximilian Weigend,Lithospermum leymebambense WEIGEND & NÜRK,"Carretera a Celendín, entre Ishpingo - Pomacocha. Bosque montano fragmentado.",N/A,1998-08-20,Leymebamba,Typed,2211679,1378,Chachapoyas,A. Sagástegui A.|S. Leiva G.|M. Bejarano C.,Isotype,"V. Quipuscoa S., A. Sagástegui A., S. Leiva G. & M. Bejarano C.",N/A,September 2006,2800-3000 m,20 agosto 1998,Lithospermum cinerascens (A.DC.) Johnst.,"Carretera a Celendín, entre Ishpingo - Pomacocha. Bosque montano fragmentado."
N/A,L. Williams,PERU,SAN MARTIN,forest,D. Giraldo-Cañas,Marcgraviastrum mixtum (Triana & Planch.) Bedell,SAN ROQUE,1930-02-00,1930-01-00,SAN ROQUE,Typed,624474|65813,6999,N/A,N/A,HOLOTYPE,LLEWELYN WILLIAMS,N/A,2010,ALT. 1350-1500 M.,"JAN.-FEB., 1930",Norantea curva Macbr.,SAN ROQUE
