Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0020_C2077584F.jpg,Richard Evans Schultes,R. E. Schultes,N/A,11228,Dec. 1950,1950-12-00,N/A,Pilotrichum clorophylum (Hnsch.) C. Muell. in Broth.,Pilotrichum chlorophyllum,D. G. Griffin III,N/A,N/A,Colombia,N/A,N/A,San Jose del Guaviare,San Jose del Guaviare,San Jose del Guaviare,N/A,N/A,N/A,1055489,Typed,no type status
0021_C2077585F.jpg,Ynes Mexia,Y. Mexia,N/A,6014,"Aug. 31, 1931",1931-08-31,N/A,Tillandsia chlorophylla (Hitchc.) C.B.T. Smith,Tillandsia chlorophylla,N/A,N/A,N/A,Brazil,Acre,N/A,N/A,"Districto Acre, Thaumaturgo, down Rio Acre","Districto Acre, Thaumaturgo, down Rio Acre",On fallen log,N/A,N/A,N/A,Handwritten,no type status
0022_C2077586F.jpg,Ynes Mexia,Y. Mexia,N/A,5914,"July 16, 1931",1931-07-16,N/A,Pilotrichum chlorophyllum (Schwgr.) C. Muell.,Pilotrichum chlorophyllum,N/A,N/A,N/A,Brazil,Pará,N/A,N/A,"District of Açú, Thorn Assoc., Japanese Colony.","District of Açú, Thorn Association, Japanese Colony",On rotting log in woods,Alt. about 30 m,N/A,870829,Typed,no type status
0023_C2078862F.jpg,"Dana Griffin III, Manuel Lopez",D. Griffin III,M. Lopez,PV-1525,30 marzo 1985,1985-03-30,N/A,Brachythecium plumosum (Hedw.) BSG,Brachythecium plumosum,N/A,N/A,N/A,Venezuela,Trujillo,N/A,N/A,"Páramo de Guirigay, arriba del pueblo de La Placita. Entre las Quebradas La Hacienda, Las Tapias y El Barro, el páramo de Guirigay","Páramo de Guirigay, above the town of La Placita, between Quebradas La Hacienda, Las Tapias, and El Barro, the paramo of Guirigay","Sobre roca húmeda, lecho de riachuelo, a sol",N/A,N/A,1064449,Typed,no type status
0024_C2078913F.jpg,P. Dusén,P. Dusén,N/A,5872,22 February 1897,1897-02-22,N/A,Brachythecium albicans (Hedw.) Schimp.,Brachythecium albicans,W. R. Buck,N/A,N/A,Chile,Patagonia occidental,N/A,Cerro Colorado,"Patagonia occidental, Cerro Colorado",Cerro Colorado,N/A,N/A,N/A,B11749,Typed,no type status
0025_C2078924F.jpg,Ynes Mexia,Y. Mexia,N/A,s.n.,"April 10, 1936",1936-04-10,N/A,Brachythecium australe-cinerascens (C. Muell.) Kindb.,Brachythecium australe-cinerascens,K. D. McFarland,Sept 1982,N/A,Chile,Magallanes,N/A,N/A,"Territorio Magallanes, Last Hope Inlet; Peninsula Antonio Varas; Openings in Nothofagus wood in moist earth",[precise locality unknown],Openings in Nothofagus wood in moist earth,Alt. 25 m.,N/A,1038758,Typed,no type status
0026_C2078925F.jpg,Marko Lewis,M. Lewis,N/A,79-2108,25 May 1979,1979-05-25,N/A,Brachythecium cf. colligonoides Broth. in Herz.,Brachythecium colligonoides,R. Ochyra,February 1982,N/A,Bolivia,Oruro,Sajama,N/A,"DEPTO. ORURO, PROV. SAJAMA: Rio Juntuma Khuchu, 2 mi. down river from Aguas termales de Rio Juntuma Khuchu.","Rio Juntuma Khuchu, 2 miles down river from Aguas termales de Rio Juntuma Khuchu",N/A,4350 m,"18°07' S, 69°00' W",1049405,Typed,no type status
0027_C2078926F.jpg,Marko Lewis,M. Lewis,N/A,79-2109,25 May 1979,1979-05-25,N/A,Brachythecium calliogonoides Broth.,Brachythecium calliogonoides,R. Ochyra,1982,N/A,Bolivia,Oruro,N/A,N/A,"DEPTO. ORURO, PROV. SAJAMA: Rio Juntuma Khuchu, 2 mi. down river from Aguas Termales de Rio Juntuma Khuchu","Rio Juntuma Khuchu, 2 miles down river from Aguas Termales de Rio Juntuma Khuchu",In warmish creek,4350 m,N/A,1049406,Typed,no type status
0028_C2078927F.jpg,Marko Lewis,M. Lewis,N/A,79-2112,25 May 1979,1979-05-25,N/A,Brachythecium camptoneuron Broth. in Herz.,Brachythecium camptoneuron,E. Ochyra,1982,N/A,Bolivia,Oruro,N/A,N/A,"DEPTO. ORURO, PROV. SAJAMA: Rio Juntuma khuchu, 2 mi. down river from Aguas termales de Rio Juntuma Khuchu, 4350 m. 18°07' S, 69°00' W. In warmish creek.","Rio Juntuma Khuchu, 2 miles down river from Aguas termales de Rio Juntuma Khuchu",In warmish creek,4350 m,"18°07' S, 69°00' W",1049407,Typed,no type status
0029_C2078928F.jpg,"Marko Lewis, n°79-2115",M. Lewis,N/A,79-2115,25 May 1979,1979-05-25,N/A,Brachythecium callirgoneoides Broth. in Herz.,Brachythecium callirgoneoides,R. Ochyra,1982,N/A,Bolivia,Oruro,N/A,Sajama,"DEPTO. ORURO, PROV. SAJAMA: Río Jhuntuuma Khuchu, 2 mi. down river from Aguas termales de Rio Jhuntuuma Khuchu, 4350 m, 18°07' S, 69°00' W. In warmish creek.","Río Jhuntuuma Khuchu, 2 miles down river from Aguas termales de Rio Jhuntuuma Khuchu, in warmish creek",N/A,4350 m,"18°07' S, 69°00' W",1049409,Typed,no type status
0030_C2078929F.jpg,Marko Lewis,M. Lewis,N/A,79-2117,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides,R. Ochyra,1982,N/A,Bolivia,Oruro,N/A,N/A,"DEPTO. ORURO, PROV. SAJAMA: Rio Jhutuma Khuchu, 2 mi. down river from Aguas termales De Rio Juchuma Khuchu, 4350 m.","Rio Jhutuma Khuchu, 2 miles down river from Aguas termales De Rio Juchuma Khuchu",In warmish creek,4350 m.,"18°07' S, 69°00' W",1049410,Typed,no type status
0031_C2078930F.jpg,"Marko Lewis, nro-79-2118",M. Lewis,N/A,nro-79-2118,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides,E. Ochyra,1982,N/A,Bolivia,Oruro,N/A,N/A,"DEPTO. ORURO, PROV. SAJAMA: Rio Juntuma khumo, 2 km. down river from Aguas termales de Rio Juntuma khuchu, 4350 m.; 18° 07' S, 69° 00' W. In wirsh marsh creek.","Rio Juntuma khumo, 2 kilometers down river from Aguas termales de Rio Juntuma khuchu, in wirsh marsh creek.",N/A,4350 m.,"18° 07' S, 69° 00' W",1049411,Typed,no type status
0032_C2078931F.jpg,Marko Lewis,M. Lewis,N/A,79-2107,25 May 1979,1979-05-25,N/A,Brachythecium callirgonoides Broth. in Herz.,Brachythecium callirgonoides,R. Ochyra,1982,N/A,Bolivia,Oruro,N/A,N/A,"DEPTO. ORURO, PROV. SAJAMA: Río Juntuma Khuchu, 2 mi. down river from Aguas termales de Río Juntuma Khuchu","Río Juntuma Khuchu, 2 miles down river from Aguas termales de Río Juntuma Khuchu",In warmish creek,4350 m.,"18° 07' S, 69° 00' W",1049404,Typed,no type status
0033_C2078932F.jpg,"Marko Lewis, leg. 79-2119",M. Lewis,N/A,79-2119,25 May 1979,1979-05-25,N/A,Brachythecium callitrichoides Broth. in Herz.,Brachythecium callitrichoides,R. Ochyra,1982,N/A,Bolivia,Oruro,N/A,N/A,"DEPTO. ORURO, PROV. SAJAMA: Rio Juthuma Khuchu, 2 mi. down river from Aguas termales de Rio Juchuma Khuchu","Rio Juthuma Khuchu, 2 miles down river from Aguas termales de Rio Juchuma Khuchu",In warnish creek,4380 m.,"17° 05', 69° 00' W",1049412,Typed,no type status
0034_C2079350F.jpg,Ynes Mexia,Y. Mexia,N/A,6149,"Nov. 23, 1931",1931-11-23,N/A,Vesicularia amphipholia (Spr.) Broth.,Vesicularia amphipholia,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Left bank of Rio Santiago.,"Above Pongo de Manseriche, left bank of Rio Santiago",On stone in overflow forest,Alt. 200 m.,N/A,873368,Typed,no type status
0035_C2079351F.jpg,N/A,N/A,N/A,s.n.,s.d.,1931-10-25,N/A,Vesicularia umbilicata (Spr.) Broth.,Vesicularia umbilicata,E. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,"Above Pongo de Manseriche, Right bank of Rio Santiago.","Above Pongo de Manseriche, right bank of Rio Santiago",Dense forest on log.,Alt. 200 m.,N/A,873367,Typed,no type status
0036_C2079352F.jpg,Ynes Mexia,Y. Mexia,N/A,6217-a,"Dec 4, 1931",1931-12-04,N/A,Vesicularia amphipoda (Spr.) Broth.,Vesicularia amphipoda,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Streamlet on right bank of Rio Santiago.,"Above Pongo de Manseriche, streamlet on right bank of Rio Santiago.",On rocks wet by spray.,Alt. 250 m.,N/A,N/A,Typed,no type status
0037_C2079353F.jpg,Ynes Mexia,Y. Mexia,N/A,s.n.,"Dec. 12, 1931",1931-12-12,N/A,Vesicularia denticulata (Brid.) Broth.,Vesicularia denticulata,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,"Above Pongo de Manseriche, Grocet Carapasbas, ""OG in forests.""","Above Pongo de Manseriche, Grocet Carapasbas, in forests",In forests,Alt. 215 m.,N/A,870867,Mix of Handwritten and Typed,no type status
0038_C2079354F.jpg,Ynes Mexia,Y. Mexia,N/A,6354,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia sphagnicola (Spr.) Broth.,Vesicularia sphagnicola,J. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,"Above Pongo de Manseriche, Crece Inchino","Above Pongo de Manseriche, On earth collected on inclined tree trunk",Crece Inchino,Alt. 215 m.,N/A,873369,Typed,no type status
0039_C2079355F.jpg,Ynes Mexia,Y. Mexia,N/A,6375A,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia amphibola (Spr.) Broth. +Taxithelium planum (Brid.) Mitt.,Vesicularia amphibola,N/A,N/A,Taxithelium planum,Peru,Loreto,N/A,s.n.,"Above Pongo de Manseriche, Dreek Inche.","Above Pongo de Manseriche, Creek Inche, on rotten log.",on rotten log.,Alt. 215 m.,N/A,1039121,Typed,no type status
0040_C2079356F.jpg,Ynes Mexia,Y. Mexia,N/A,6379a,"Jan. 3, 1939.",1939-01-03,N/A,Fuscoletium dimorphotrichum (Spruce) Burch,Fuscoletium dimorphotrichum,Burch,N/A,Orthotrichum plenum (Spruc.) Mitt.,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,On rotten log,Alt. 215 m.,N/A,570880,Typed,no type status
0041_C2079357F.jpg,Ynes Mexia,Y. Mexia,N/A,8377,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia dubyana (Spreng.) Broth.,Vesicularia dubyana,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,"Above Pongo de Manseriche, Crook Inche, On rotten log.","Above Pongo de Manseriche, Crook Inche, on a rotten log",On rotten log,Alt. 215 m.,N/A,870873,Typed,no type status
0042_C2079358F.jpg,Ynes Mexia,Y. Mexia,N/A,8070,"May 14,1936",1936-05-14,N/A,Vesicularia amphibia (Spr.) Broth. — determinavit B. Bartram,Vesicularia amphibia,B. Bartram,N/A,N/A,Peru,Cuzco,La Convencion,N/A,Provincia La Convencion; upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest.,upper valley of the Sambray; on rotten logs,virgin forest,Alt. 1800 m.,N/A,1006398,Typed,no type status
0043_C2079359F.jpg,Ynes Mexia No. 8070,Y. Mexia,N/A,8070,"May 14, 1936",1936-05-14,N/A,Vestigularia amphipoda (Spr.) Broth. in mixture det. Bartram,Vestigularia amphipoda,Bartram,N/A,N/A,Peru,Cuzco,La Convencion,N/A,upper valley of the Sambay; affluent of the Vilcanota,upper valley of the Sambay; affluent of the Vilcanota,on rotten logs in virgin forest,Alt. 1600 m.,N/A,1039122,Typed,no type status
0044_C2079360F.jpg,Leitz,Leitz,N/A,s.n.,Apr 1956,1956-04-00,N/A,Vesicularia vesicularis (Schwagr.) Broth.,Vesicularia vesicularis,N/A,N/A,N/A,Brazil,Santa Catarina,N/A,N/A,"Xaxim, Norte","Xaxim, Norte","""HAMAÇA"" DE MATA VIRGEM",550 m.,N/A,N/A,Typed,no type status
0045_C2079362F.jpg,Richard Evans Schultes,R. E. Schultes,N/A,11107,"Dec., 1950",1950-12-00,N/A,Vesicularia vesicularis (Schwgr.) Broth.,Vesicularia vesicularis,W. D. Reese,"Dec., 1950",N/A,Colombia,Meta,N/A,N/A,alrededores de Villavicencio.,alrededores de Villavicencio,N/A,Alt 500 m.,N/A,1055509,Typed,no type status
0046_C2079715F.jpg,"J.P. Frahm, P. Geissler, S.R. Gradstein, G. Philippi, W. Schulze-Motel",J. P. Frahm,P. Geissler | S. R. Gradstein | G. Philippi | W. Schulze-Motel,875,4.9.1982,1982-09-04,N/A,Entodon jamesonii (Tayl.) Mitt.,Entodon jamesonii,W. Schulze-Motel,N/A,N/A,Peru,Amazonas,Chachapoyas,N/A,"Prov. Chachapoyas, Straße Chachapoyas Cajamarca oberhalb Leimebamba km 417, sexponierter Hang, hochandiner Regenwald auf Kalkstein",Straße Chachapoyas Cajamarca above Leimebamba km 417,"sexponierter Hang, hochandiner Regenwald auf Kalkstein",2800 msn.,N/A,1767822,Typed,no type status
0047_C2079716F.jpg,J. Kenneth Wright,J. K. Wright,N/A,4806,1 April 1964,1964-04-01,N/A,"Entodon jamesonii (Tayl.) Mitt. dupl. det. E. Holz., 1966",Entodon jamesonii,E. Holz.,1966,N/A,Peru,Amazonas,Chachapoyas,N/A,"Cerros Calla Calla, ca. side km. above Leimebamba on the road to Balsas, at San Miguel (no buildings at this locality).","Cerros Calla Calla, side kilometers above Leimebamba on the road to Balsas, at San Miguel","Province of Chachapoyas, Department of Amazonas",Altitude 1400 m.,N/A,1021861,Typed,no type status
0048_C2079717F.jpg,Leg. Dan Griffin III,D. Griffin III,N/A,PV-966,30 Jan. 1985.,1985-01-30,N/A,Entodon jamesoni (Tayl.) Broth.,Entodon jamesoni,Dana Griffin III,N/A,N/A,Venezuela,Merida,N/A,N/A,"Páramo de Los Granates, finca de Los Granates, a lo largo del rio de Los Granates en las lomas arenosas.","Páramo de Los Granates, finca de Los Granates, along the river of Los Granates in the sandy hills","Sobre roca + seca, a sombra.","3,000-3,120 m.",N/A,N/A,Typed,no type status
0049_C2079718F.jpg,Ynes Mexia,Y. Mexia,N/A,8697,"April 21, 1931",1931-04-21,N/A,Entodon lindbergii Hpe.,Entodon lindbergii,A. L. Smith,N/A,N/A,Brazil,Minas Gerais,N/A,Cordisburgo,"Fazenda do Diamante, Campo ruim, Base of living tree in shade","Fazenda do Diamante, Campo ruim, base of living tree in shade",Base of living tree in shade,Alt. 500 m.,N/A,N/A,Typed,no type status
0050_C2079720F.jpg,Marko Lewis,M. Lewis,N/A,79-590,8 February 1979,1979-02-08,N/A,Entodon cf. nanceclimacium C.M. (E. e M. Banks 1982.),Entodon nanceclimacium,W. Buck,1980,N/A,Bolivia,Tarija,Prov. Méndez,N/A,"DEPTO. TARIJA, PROV. MÉNDEZPROV. CERCADO/PROV. AVILÉS: Cañyon 5 mi. SW of Tablada, SW of Tarija; 316.46 m.",Canyon 5 miles southwest of Tablada,Bank of creek,2160 m.,21°30' S; 64°50' W,1978758,Typed,no type status
0051_C2079721F.jpg,Marko Lewis,M. Lewis,N/A,79-1220,22 March 1979,1979-03-22,N/A,Entodon nano-climacium C. M. (E. micans Herz.),Entodon nano-climacium,M. Buck,1980,N/A,Bolivia,La Paz,N/A,Sorata,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red out-crop 2 mi. from Sorata down Rio Consata, 15° 41' S., 68° 43' W.",Near large red outcrop 2 miles from Sorata down Rio Consata,Very shady ground along creek in humid shrubs.,2600 m.,"15° 41' S., 68° 43' W.",1677859,Typed,no type status
0052_C2079723F.jpg,Marko Lewis,M. Lewis,N/A,79-1346,1 April 1979,1979-04-01,N/A,cf. Entodon polycarpus,Entodon polycarpus,W. Buck,1980,N/A,Bolivia,La Paz,Larecaja,N/A,"DEPLO. LA PAZ, PROV. LARECAJA: Between Abra Huallatani and waterfall at Millipaya",Between Abra Huallatani and waterfall at Millipaya,"Waterfall ravine, highest extension of shrubs.",3780 m.,"15° 51' S, 68° 39' W",N/A,Typed,no type status
0053_C2079595F.jpg,H. Roivainen,H. Roivainen,N/A,2095,25.I.1970,1970-01-25,N/A,Isopterygium pulchellum (Hedw.) Jaeg.,Isopterygium pulchellum,R. Ochyra,1996,Nothofagus pumilio,Argentina,Tierra del Fuego,N/A,Ushuaia,"Ushuaia, Arroyo Grande","Ushuaia, Arroyo Grande, on rocks and in humus-clay soil of Nothofagus pumilio, on edge of the waterfall","On rocks and in humus-clay soil of Nothofagus pumilio, on edge of the waterfall",150 m.,"54°47'S, 68°18'W",1182417,Typed,no type status
0054_C2079596F.jpg,H. Roivainen,H. Roivainen,N/A,1352,21.12.1969,1969-12-21,N/A,Isopterygium pulchellum (Brid.) Jaeg.,Isopterygium pulchellum,O. Ochyra,1996,N/A,Argentina,Tierra del Fuego,N/A,N/A,"Tierra del Fuego australis, Valle del río Pipo",Valle del río Pipo,suelo humoso húmedo en el pendiente del río,300 m s.m.,"54°46'S, 68°20'W",1182415,Typed,no type status
