Image Name,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,URL
0011_C0268557F.jpg,A. Touw,A Touw ,N/A,18543,Dat 20.5.1975,1975-05-20,N/A,Macromitrium longicaule C. Müll. Det: D.H. Vitt,Macromitrium longicaule ,D H Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5°51'S 141°05'E, Busilimin. Wet forest on slope above Ok Din river W of Busilimin; on trees along Ok Din River. ","Star Mountains, Wet forest on slope above Ok Din River West of Busilimin; on trees along Ok Din River",Wet forest on slope above Ok Din River West of Busilimin; on trees along Ok Din River,,Alt.: c. 1500 - 1550 m,c. 5°51'S 141°05'E,1141855,Mix of Handwritten and Typed,no type status,
0012_C0268558F.jpg,A. Touw,A Touw,N/A,17369,8.5.1975,1975-05-08,N/A,Macromitrium macrosporum Broth,Macromitrium macrosporum,D H Vitt,N/A,N/A,Papua New Guinea,West Sepik District,N/A,N/A,"Papua New Guinea, West Sepik Distr, Star Mts, c. 5° 5141'05""E NE summit of Mt. Capella",NE summit of Mt Capella,on stems and branches of trees and shrubs in summit scrub,,c. 3900 m,"5° 5141'05""E ",1142194,Typed,no type status ,
0013_C0268559F.jpg,A. Touw ,A Touw ,N/A,16376,Dat: 17.4.1975,1975-04-17,N/A,Macromitrium macrosporum Broth. Det. D.H. Vitt. ,Macromitrium macrosporum,D H Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Papua New Guinea. West Sepik Distr., Star Mts., c. 5° 51' 05""E Mt. Capella Base Camp. Limestone ridge near camp; c. 4 - 5 m. high stunted forest on ridge. ","Star Mountains, Mount Capella Base Camp Limestone ridge near camp  4 - 5 meters high stunted forest on ridge",on trees and shrubs,,Alt: c. 3600 m.,"c. 5° 51' 05""E",1142178,Mix of Handwritten and Typed,no type status,
0014_C0268560F.jpg,D.H. Vitt.,D H Vitt,N/A,17312,Dat: 8.5.1975,1975-05-08,N/A,Macromitrium macrosporum Broth. ,Macromitrium macrosporum,N/A,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"c. 5°S141°05'E NE Summit of Mt. Capella, Summit of ridge between Mt. Capella Base Camp and Mt. Capella ridge; on isolated tree. ","Northeast Summit of Mount Capella, Summit of ridge between Mount Capella Base Camp and Mount Capella ridge; on isolated tree ",N/A,,Alt: c. 3650 m.,c. 5°S141°05'E,1142156,Mix of Handwritten and Typed,no type status,
0015_C0268561F.jpg,D.H. Vitt,D Vitt,N/A,16420,19. 4. 1975,1975-04-19,N/A,Macromitrium macrosporum Broth. ,Macromitrium macrosporum,N/A,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5° S 141°05'E, Mt. Capella NE summit; ","Star Mountains, Mount Capella northeast summit",forest remnant in deep chasm near the summit on soaking wet bark of trees.,,c. 3900 m,5° S 141°05'E,1142175,Typed,no type status,
0016_C0268562F.jpg,A. Touw ,A Touw,N/A,17205,5. 5. 1975,1975-05-05,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,D H Vitt,N/A,N/A,Papua New Guinea,West Sepik ,N/A,N/A,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5' S 141°05'E Near Mt. Capella Base Camp, along trail to Tamanagabip","Near Mount Capella Base Camp, along trail to Tamanagabip",open sub-alpine scrub. At base of limestone rock faces. Very abundant,,c. 3450 m.,c. 5' S 141°05'E,1141880,Typed,no type status,
0017_C0268563F.jpg,N/A,D H Vitt,N/A,18046,14.5.1975,1975-05-14,N/A,Macromitrium megalocladon Fleisch,Macromitrium megalocladon ,D H Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Papua New Guinea, West Sepik Distr, Star Mts, c. 5° 51' S 141° 05' E","Star Mountains, between Folongonom and Artis' Camp",Upper montane forest. Pendulous from heavy tree branches and slanting trunks,,Alt. c. 2500 - 2600 m.,c. 5° 51' S 141° 05' E,1142187,Typed,no type status,
0018_C0268564F.jpg,D. H. Vitt,D. Vitt,N/A,16555,Dat: 21. 4. 1975,1975-04-21,N/A,Macromitrium megalocladon Fleisch.,Macromitrium megalocladon,N/A,N/A,N/A,Papua New Guinea,West Sepik ,municipality: Star Mts,Star Mts,Papua New Guinea. West Sepik Distr. (Star Mts.). c. 5°S 141°05'E Small kuni (grassfield) SW of Mt. Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni,Small kuni (grassfield) SW of Mt Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni,on vertical face of moss covered limestone boulder at edge of kuni,,Alt: c. 3400 m,c. 5°S 141°05'E,1142432,Mix of Handwritten and Typed,no type status ,
0019_C0268565F.jpg,N/A,D H Vitt,N/A,15768,Dat: 7.4. 1975,1975-04-07,N/A,Macromitrium megalocladon Fleisch,Macromitrium megalocladon,Fleisch,N/A,N/A,Papua New Guinea,West Sepik,N/A,Star Mts,"Papua New Guinea. West Sepik Distr., Star Mts. c. 5°S141°05'E. Tel Basin; Ridge above Camp 2.",Tel Basin Ridge above Camp 2,"Terrestrial in open shrubbery on ridge. Dense moss vegetation covering soil, rocks, and the lower portion of shrubs. Dominant. ",,Alt.: c. 3350 m. ,c. 5°S141°05'E,1142300,Typed,no type status,
0020_C0268566F.jpg,leg. S. Hattori,S Hattori ,N/A,s.n. ,VIII. 1946. ,1946-08-00,N/A,20. Macromitrium incurvum (Lindb.) Par.,Macromitrium incurvum,A Noguchi,Ser. I (1947) ,N/A,Japan,Kyushu,Miyazaki ,Minaminaka ,"KIUSHIU, Miyazaki, Minaminaka, Obi, rupicola, photophila, ca. 50 m.","Minaminaka, Obi.","rupicola, photophila, ca. 50 m",,ca. 50 m,N/A,C0288586F,Typed,no type status,
0021_C0268569F.jpg,"Coll. K. Mayebara,",K Mayebara,N/A,s.n.,"December 25, 1951",1951-12-25,N/A,Macromitrium incurvum (Lindb.) Par.,Macromitrium incurvum,A Noguchi,N/A,N/A,Japan,Kumamoto ,N/A,Yoshio,"On exposed rocks, 60 m. above sea, Yoshio, Kumamoto Prefecture ","On exposed rocks, 60 meters above sea, Yoshio, Kumamoto Prefecture",N/A,,60 m. above sea,N/A,1043529,Typed,no type status,
0022_C0268571F.jpg,"Coll: K. Mayebara,",K Mayebara,N/A,s.n.,"February 11, 1952",1952-02-11,N/A,430. Macromitrium gymnostomum Sull. et Lesq.,Macromitrium gymnostomum ,A Noguchi,1952,N/A,Japan,Kumamoto,N/A,Konose,"On rocks, ca. 100 m. above sea, Konose, Kumamoto Prefecture","On rocks, circa 100 meters above sea, Konose, Kumamoto Prefecture",N/A,,ca. 100 m. above sea,N/A,1043490,Typed,no type status,
0023_C0268572F.jpg,Coll. K. Mayebara,K Mayebara,N/A,s.n.,March 1952,1952-03-00,N/A,Macromitrium gymnostomum Sull. et Lesq. ,Macromitrium gymnostomum,A Noguchi,N/A,N/A,Japan,Kumamoto ,County,Hitoyoshi,"On rocks, ca. 100m. alt., Hitoyoshi, Kumamoto County ",On rocks near Hitoyoshi,N/A,,ca. 100m. alt.,N/A,1043493| C0268572F,Typed,no type status ,
0024_C0268574F.jpg,H. H. CHUNG ,H. Chung ,N/A,B.206,"August, 1925 ",1925-08-00,N/A,Macromitrium gymnostomum S. & L.  Det. Thériot.,Macromitrium gymnostomum ,Thériot,N/A,N/A,China,Fukien ,N/A,Foochow,Kushan near Foochow,Kushan near Foochow ,"On rock, altitude 500 m.",,500 m,N/A,1122651 | C0268574F,Typed ,no type status,
0025_C0268575F.jpg,H. H. Chung,H H Chung,N/A,B.20,"May 2, 1925",1925-05-02,N/A,Macromitrium gymnostomum Sull. det. Theriot,Macromitrium gymnostomum,Theriot,N/A,N/A,China,Fukien,N/A,Chuanchow,On rock in bamboo forest. CHUANCHOW,On rock in bamboo forest Chuanchow,On rock in bamboo forest,,N/A,N/A,1123721|C0268575F,Typed,no type status,
0026_C0268579F.jpg,Timo Koponen,T Koponen,N/A,#33590,23 July 1981,1981-07-23,N/A,Macromitrium longicaule C Müll,Macromitrium longicaule,Dale H  Vitt,1989,N/A,Papua New Guinea,N/A,Morobe Prov,N/A,"PAPUA NEW GUINEA Morobe Prov: Lake Wamba 5 km S of Teptep airstrip Rather open montane forest with dominating Pandanus trees 1 km S of lake, alt 2400 m, 6°01'S, 146°33'E, on stump ",5 km S of Teptep airstrip Rather open montane forest with dominating Pandanus trees 1 km S of Lake Wamba on stump,Rather open montane forest with dominating Pandanus trees ,,alt 2400 m,"6°01'S, 146°33'E",1142665 | C0268579F,Mix of Handwritten and Typed,no type status,
0027_C0268581F.jpg,EX FARLOW HERBARIUM,N/A,N/A,B.4.,"March, 1925",1925-03-00,N/A,"Macromitrium japonicum(Dz. & Mk.) C.M.  Syn. ""      incurvum",Macromitrium japonicum,N/A,N/A,N/A,China,FUKIEN PROVINCE,N/A,Amoy,"Namputo, Amoy","Namputo, Amoy",On shady rocks or bark. ,,N/A,N/A,C0268581F,Typed,no type status,
0028_C0268585F.jpg,Timo Koponen,T Koponen,N/A,#32571,9 July 1981,1981-07-09,N/A,Macromitrium macrosporum Broth,Macromitrium macrosporum,D H Vitt,Det: Dale H Vitt 1989,N/A,Papua New Guinea,Morobe Prov,N/A,N/A,"PAPUA NEW GUINEA Morobe Prov: Mt Sarawaket Southern Range 25 km S of Mt Gwam Open alpine grassland and ""subalpine"" forest at L Kenzorogh E of Mt Enggum, alt 3550 m, 6°21'S, 147°07'E","Southern Range 25 kilometers south of Mount Gwam Open alpine grassland and ""subalpine"" forest at L Kenzorogh east of Mount Enggum",on bush,,alt 3550 m,"6°21'S, 147°07'E",1142666 | C0268585F,Mix of Handwritten and Typed,no type status,
0029_C0268587F.jpg,Coll: M. Mizutani and I. Yoshimura,M. Mizutani ,I. Yoshimura ,1049048,"Jan. 23, 1975",1975-01-23,N/A,Macromitrium gymnostomum Sull. et Lesq.,Macromitrium gymnostomum,Z. Iwatsuki,N/A,N/A,Japan,RYUKYU,Is. Iriomote,Sonai,"RYUKYU: Is. Iriomote, Sonai, 1-10 m alt., on tree trunk.","Sonai, on tree trunk","1-10 m alt., on tree trunk",,1-10 m alt,N/A,C0268587F,Typed,no type status,
0030_C0268588F.jpg,leg. et det. F. Sakurai,F Sakurai,N/A,s.n.,X. 1932.,1932-10-00,N/A,Macromitrium incurvum (Lindb.) Paris,Macromitrium incurvum ,N/A,N/A,N/A,Japan,Honshiu,Musashi,Kobutoke,"prope fauces d. Kobutoke, rupi.cola, photophila, ",near the entrance of Kobutoke,"rupi.cola, photophila",,N/A,N/A,1356480,Mix of Handwritten and Typed,no type status,
0031_C0268589F.jpg,Coll. K. Saito,K. Saito,N/A,1051109,"April 3, 1970",1970-04-03,N/A,639. Macromitrium gymnostomum SULL. & LESQ.   Proc. Am. Ac. Arts. Sci. 4: 278 (1958),Macromitrium gymnostomum,A. Noguchi,N/A,N/A,Japan,Kagoshima ,N/A,N/A,"JAPAN: Sumiyo-mura, Isl. Amami-ohshima, Kagoshima Pref.  On rock; elevation about 120 m. ","Sumiyo-mura, Isl. Amami-ohshima,  on rock",N/A,,about 120 m,N/A,N/A,Mix of Handwritten and Typed,no type status,
0032_C0268725F.jpg,V et P Allorge,V Allorge,P Allorge,135,14VI1937,1937-06-14,N/A,Pogonatum urnigerum (Hedw) P.B,Pogonatum urnigerum ,unsure and check,N/A,N/A,Portugal,Azores,N/A,N/A,talus découvert Salto do Cavalo vers 700 m S.MIGUEL,talus découvert Salto do Cavalo vers 700 meters S MIGUEL,N/A,,700 m ,N/A,1181624,Typed,no type status,
0033_C0341037F.jpg,Marko Lewis 83-224 ,M Lewis,N/A,1100485,20 Jan 1983,1983-01-20,N/A,Philonotis,Philonotis,N/A,N/A,N/A,Bolivia,La Paz,Larecaja,N/A,"Between 5-6 Km S of Tacacoma along road to Quiabaya, 16-17 Km N of Sorata","Between 5-6 kilometers south of Tacacoma along road to Quiabaya, 16-17 kilometers north of Sorata",Super humid Ceja de Montaña forests following ravines In small rill in dripping area of small waterfall ,,ca 3550 m,"15°36'S, 68°39'W",C0341037F,Mix of Handwritten and Typed,no type status,
0034_C0341038F.jpg,"Marko Lewis, no. 79-1314",M. Lewis,recordNumber: 1078795,1078795,29 March 1979,1979-03-29,N/A,Philonotis fide Crum,Philonotis ,Crum,N/A,N/A,Bolivia,DEPTO. LA PAZ,PROV. LARECAJA,N/A,Along road 1 mi. from Sorata towards Achacachi,Along road 1 mile from Sorata towards Achacachi,Eroding bank,,2740 m.,15° 45' S. 68° 42' W.,N/A,Typed,no type status,
0035_C0341040F.jpg,Marko Lewis,M. Lewis,N/A,79-2315,1 June 1979,1979-06-01,N/A,Philonotis,Philonotis,N/A,N/A,N/A,Bolivia,COCHABAMBA,CHAPARÉ,N/A,"Cerro Khachi, N. of Corani, 3030 m. 17° 11' S., 65° 54' W. On stones and banks of seepy creek in cloud forest ravine, with tree ferns.","Cerro Khachi, N. of Corani, On stones and banks of seepy creek in cloud forest ravine, with tree ferns","On stones and banks of seepy creek in cloud forest ravine, with tree ferns",,3030 m,"17° 11' S., 65° 54' W",1078769| 1316538,Mix of Handwritten and Typed,no type status,
0036_C0341047F.jpg,Collector: Miss W. M. A. BROOKE,W. M. A Brooke,N/A,6867,13 Oct. 1950,1950-10-13,N/A,N/A,N/A,N/A,N/A,N/A,Bolivia,N/A,N/A,N/A,UNDUAVI ,,,,10000 ft,N/A,1013011,Typed,no type status ,
0037_C0341048F.jpg,Collector: Miss W. M. A. BROOKE,W M A Brooke,N/A,6865,13 Oct. 1950,1950-10-13,N/A,Philanthus,Philanthus,N/A,N/A,N/A,Bolivia,N/A,N/A,N/A,UNDUAVI  10000 ft.,UNDUAVI 10000 feet,N/A,,10000 ft,N/A,5013012,Typed,no type status,
0038_C0341051F.jpg,,Marko Lewis,N/A,79-2315,1 June 1979,1979-06-01,N/A,PHILONOTIS,PHILONOTIS ,N/A,N/A,N/A,Bolivia,COCHABAMBA,CHAPARÉ,N/A,"DEPTO COCHABAMBA, PROV CHAPARÉ Slope of Cerro Khachi, N of Corani, 3030 m 17° 11’ S, 65° 54’ W","Slope of Cerro Khachi, north of Corani","On stones and banks of seepy creek in cloud forest ravine, with tree ferns",,3030 m,"17° 11’ S, 65° 54’ W",1050327,Mix of Handwritten and Typed,no type status,
0039_C0341117F.jpg,Leg. E. Hegewald | P+E. Hegewald,E. Hegewald ,P. Hegewald,Nr. 6989,Datum 31.8.1973,1973-08-31,N/A,Philonotis sphaerocarpа (Hedw.) Brid.,Philonotis sphaerocarpа ,E. Hegewald,N/A,N/A,Peru,Amazonas,Chachapoyas,N/A,"Las Palmas zw. Balsas u. Leimebamba. Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach.",Las Palmas between Balsas and Leimebamba [precise locality unknown],"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach",,Höhe: ±5000 m,N/A,1061647,Mix of Handwritten and Typed,no type status,
0040_C0341152F.jpg,"Coll. Frank D. Bowers, Jr., Claudio Delgadillo M. & Paul Somers, Jr.",F. Bowers,C. Delgadillo|P. Somers,5166,25 December 1973,1973-12-25,N/A,Braunia secunda (Hook.) B.S.G. det. A. J. Sharp,Braunia secunda ,A. Sharp,N/A,N/A,Mexico,BAJA CALIFORNIA SUR,N/A,Todos Santos,"TERR. BAJA CALIFORNIA SUR : Oak-pine and grassland with dry and flowing streams at Sierra de Laguna, 15 miles east of Todos Santos. On boulder, meso, open valley.","Oak-pine and grassland with dry and flowing streams at Sierra de Laguna 15 miles east of Todos Santos On boulder, meso, open valley",N/A,,Alt. ca. 6300 ft.,N/A,1045263|C0341152F,Typed,no type status,
0041_C0341164F.jpg,A.J. and E.B. Sharp|K.R. Thornburgh|E.C. Clebsch,A. J. Sharp,E. B. Sharp | K. R. Thornburgh | E. C. Clebsch,2281,"June 23, 1973",1973-06-23,N/A,Braunia secunda (Hook.) B.S.G.,Braunia secunda ,A. J. Sharp,1992,N/A,Mexico,Oaxaca,N/A,N/A,"Near El Punto on Hwy. 175, Oaxaca, México.  _1625_ m.","Near El Punto on Highway 175, Oaxaca, México [precise locality unknown]","Partial shade, moist, road side cliff",,1625 m,N/A,1045248 | C0341164F,Mix of Handwritten and Typed,no type status ,
0042_C0341169F.jpg,"A.J. and E.B. Sharp, E.C. Clebsch, K.R. Thornburgh",A. Sharp,E. Sharp | E. Clebsch | K. Thornburgh,2736,"July 4, 1973",1973-07-04,N/A,Braunia secunda (Hook.) B.S.G.,Braunia secunda,A. Sharp,N/A,N/A,Mexico,Jalisco,N/A,San Martín Hidalgo,"El Mirador on Hwy 80, 9 mi above San Martín Hidalgo, Jalisco, Mexico.  _+_ 1750 m",9 miles above San Martín Hidalgo on Highway 80 ,"Partial shade, moist, vert. surface of boulder.",,_+_ 1750 m,N/A,1045251,Handwritten,no type status,
0043_C0341179F.jpg,C G PRINGLE,C G Pringle,N/A,10619,"30, Sept, 1908",1908-09-30,N/A,Braunia andrieuxii Lor,Braunia andrieuxii,Cardot,N/A,N/A,Mexico,Jalisco,N/A,Guadalajara,"On rocks near Guadalajara, 5,000 ft",On rocks near Guadalajara,N/A,,"5,000 ft",N/A,1172142 | C0341179F,Typed,no type status,
0044_C0341180F.jpg,C G PRINGLE,C Pringle ,N/A,10627,"17 Sept, 1908",1908-09-17,N/A,"Braunia plicata, Mitt, var. canescens, Card. n. var.",Braunia andreuxii,Efrain De Luna,1992,N/A,Mexico,HIDALGO,N/A,N/A,Cuyamaloya.,Cuyamaloya,N/A,,N/A,N/A,"1045265, C0341180F",Typed,no type status ,
0045_C0341205F.jpg,LEG EGGERS & FRAHM 23.2.79 (13),E Eggers,K Frahm,s.n.,23.2.79,1979-02-23,N/A,Braunia secunda (Hook) B.S.G.,Braunia secunda ,Efrain De Luna,1992,N/A,Mexico,Veracruz ,N/A,N/A,"MEXICO: EDU. VERACRUZ: SIERRA MADRE AN DER STR. F55 Zw. PEROTE + JALAPA, KIEFERN-EICHENW. 2300 m",SIERRA MADRE AN DER STR F55 Zw PEROTE + JALAPA KIEFERN-EICHENW,N/A,,2300 m,N/A,1031423,Mix of Handwritten and Typed,no type status,
0046_C0341207F.jpg,"Coll: Frank D. Bowers, Claudio Delgadillo M., and Paul Somers, Jr.",F D Bowers,C Delgadillo M | P Somers,5067,30 December 1973,1973-12-30,N/A,Braunia secunda (Hook.) B.S.G,Braunia secunda,A J Sharp,unsure and check,N/A,Mexico,Durango,N/A,La Cuidad,"DURANGO: Oak-pine forest with Madrono along Highway 10 about 9 miles west of La Cuidad. On boulder, partial shade, meso, ridge. ",along Highway 10 about 9 miles west of La Cuidad. On boulder,"Oak-pine forest with Madrono, partial shade, meso, ridge. ",,Alt. 8650 ft,N/A,1036945,Mix of Handwritten and Typed,no type status,
0047_C0341213F.jpg,COLLECTED BY: A. J. SHARP,A J Sharp,N/A,114,"July 23, 1941",1941-07-23,N/A,Braunia secunda (Hook.) BSG,Braunia secunda,H A Crum,N/A,N/A,Mexico,D.F.,N/A,N/A,"Siliceous boulder in Rio, above Contreras, D.F., MEXICO. ","Siliceous boulder in Rio, above Contreras",N/A,,N/A,N/A,1045239,Typed,no type status,
0048_C0341223F.jpg,"A. J. Sharp, F. D. Bowers, D. K. Smith, R. A.  Hattaway, Paul Somers, Jr",A. Sharp,F. Bowers | D. Smith | R. Hattaway | P. Somers,42447,"Dec. 19, 1972",1972-12-19,N/A,Braunia squarrulosa (Hampe) Broth,Braunia squarrulosa,F. Bowers,N/A,N/A,Mexico,Chiapas,N/A,N/A,"Partial shade, moist, trail side bank. Yerba Buena, Pueblo Nuevo. (about 55 km. northeast of Tuxtla-Gutierrez).","trail side bank Yerba Buena, Pueblo Nuevo (about 55 km northeast of Tuxtla-Gutierrez)","Partial shade, moist, trail side bank ",,+ 6800 ft,N/A,1045274,Typed,no type status,
0049_C0341228F.jpg,F.J. Hermann 26429,F J Hermann,N/A,1052129,"Feb.9, 1975",1975-02-09,N/A,*Braunia squarrulosa* (Hampe) Broth.,*Braunia squarrulosa*,Efrain De Luna ,1992,N/A,Mexico,Chiapas,N/A,N/A,"On oak trunk in oak-pine woods, alt. 6800 ft., 15 mi. S.E. of San Cristobal de las Casas.","On oak trunk in oak-pine woods, 15 miles southeast of San Cristobal de las Casas",oak-pine woods,,6800 ft.,N/A,26429,Mix of Handwritten and Typed,no type status,
0050_C0341231F.jpg,"A.J. Sharp, F.D. Bowers, D.K. Smith, R.A.  Hattaway, Paul Somers, Jr.",A. J. Sharp,F. D. Bowers | D. K. Smith | R. A.  Hattaway | Paul Somers,2980-a,"Dec. 23, 1972",1972-12-23,N/A,Braunia squarrulosa (Hampe) Broth.,Braunia squarrulosa ,A. J. Sharp,1992,N/A,Mexico,Oaxaca,N/A,N/A,"Oak-pine woods. Roadside near San Pablo Ayutla, (about 70 km. east of Oaxaca.) Oaxaca. ",Roadside near San Pablo Ayutla (about 70 kilometers east of Oaxaca) Oaxaca.,"Oak-pine woods, oak branch, dry, full shade. ",,+6000 ft.,N/A,1045269,Typed,no type status,
0051_C0341234F.jpg,Howard A. Crum,H A Crum,N/A,917,23 July 1949,1949-07-23,N/A,Braunia squarrulosa (Hampe) C. Muell,Braunia squarrulosa,Efrain De Luna,1992,N/A,Mexico,Jalisco,N/A,N/A,"Slopes of La Ferreria, above Masantlán","Slopes of La Ferreria, above Masantlán [precise locality unknown] ","Oak forest, On dead limb, fallen.",,7300 feet,N/A,1089541 | C0341234F,Handwritten,no type status,
0052_C0341237F.jpg,C G PRINGLE,C Pringle,N/A,10550,"17, July, 1908",1908-07-17,N/A,Braunia squarrulosa (Hampe) C Muell,Braunia squarrulosa,Efrain De Luna,1992,N/A,Mexico,FEDERAL DISTRICT,N/A,N/A,"Base of trees, Cima, 10,000 ft","Base of trees, Cima",N/A,,"10,000 ft",N/A,1172449 | C0341237F,Typed,no type status,
