associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,PASS,Mexico,PASS,N/A,PASS,Braunia secunda,PASS,N/A,1941-07-23,N/A,Typed,1045239,PASS,N/A,N/A,no type status,COLLECTED BY: A. J. SHARP,N/A,PASS,N/A,"July 23, 1941",PASS,PASS
N/A,A. Sharp,Mexico,Chiapas,"Partial shade, moist, trail side bank",F. Bowers,Braunia squarrulosa,PASS,N/A,1972-12-19,N/A,Typed,1045274,42447,N/A,F. Bowers | D. Smith | R. Hattaway | P. Somers,no type status,PASS,N/A,N/A,+ 6800 ft,"Dec. 19, 1972",PASS,PASS
N/A,PASS,Mexico,Chiapas,oak-pine woods,Efrain De Luna,PASS,"On oak trunk in oak-pine woods, 15 miles Southeast of San Cristobal de las Casas",N/A,1975-02-09,N/A,Mix of Handwritten and Typed,26429,1052129,N/A,N/A,no type status,PASS,N/A,1992,PASS,"Feb.9, 1975",PASS,"On oak trunk in oak-pine woods, alt. 6800 ft., 15 mi. S.E. of San Cristobal de las Casas."
N/A,A. J. Sharp,Mexico,Oaxaca,PASS,PASS,Braunia squarrulosa,PASS,N/A,1972-12-23,PASS,Typed,1045269,2980-a,N/A,PASS,no type status,PASS,N/A,1992,PASS,"Dec. 23, 1972",Braunia squarrulosa (Hampe) Broth.,PASS
N/A,PASS,Mexico,Jalisco,PASS,Efrain De Luna,Braunia squarrulosa,PASS,N/A,1949-07-23,N/A,PASS,1089541 | C0341234F,917,N/A,N/A,no type status,Howard A. Crum,N/A,1992,PASS,23 July 1949,PASS,PASS
N/A,PASS,Mexico,FEDERAL DISTRICT,N/A,Efrain De Luna,Braunia squarrulosa,"Base of trees, Cima",N/A,1908-07-17,N/A,Typed,1172449 | C0341237F,10550,N/A,N/A,no type status,PASS,N/A,1992,"10,000 ft","17, July, 1908",PASS,PASS
N/A,PASS,Mexico,Chiapas,PASS,Efrain De Luna,Braunia squarrulosa,PASS,N/A,PASS,N/A,PASS,1031467,2250,N/A,PASS,no type status,PASS,N/A,1992,PASS,PASS,PASS,PASS
N/A,E. Eggers,Mexico,Chiapas,EICHEN-KIEFERWALD,Efrain De Luna,Braunia squarrulosa,PASS,N/A,1979-03-10,N/A,PASS,1031495,10.379(29),N/A,PASS,no type status,PASS,N/A,1992,2250 MSM.,PASS,PASS,PASS
N/A,PASS,Mexico,Chiapas,PASS,PASS,Braunia squarrulosa,PASS,N/A,1975-02-09,SAN CRISTOBAL DE LAS CASAS,Mix of Handwritten and Typed,1045277,26429,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"February 9, 1975",PASS,"On oak trunk in oak-pine woods along Route 190, alt. 6800 ft., 15 miles SE."
N/A,PASS,Costa Rica,N/A,"En roca seca, a pleno sol",PASS,Braunia squarrulosa,PASS,N/A,1979-02-04,N/A,PASS,1029423,PASS,Cartago,PASS,PASS,PASS,N/A,PASS,PASS,4 Feb 1979,PASS,PASS
N/A,PASS,Bolivia,Tarija,PASS,PASS,Braunia exserta,PASS,N/A,2001-08-04,N/A,Mix of Handwritten and Typed,C0341246F,1183435,N/A,N/A,no type status,Burnet O'Connor,21°25'S 64°19'W,2001,PASS,4 Ago 2001,Braunia exserta C. Müller,PASS
N/A,PASS,Argentina,PASS,"Subtropical rainforest, epiphyte",PASS,Braunia cirrifolia,Rio Cochuna,N/A,1946-11-27,PASS,PASS,1136355,B11750,PASS,N/A,no type status,PASS,N/A,N/A,1000 m a.s.l.,27 November 1946,Braunia cirrifolia (Mitt) Jaeg,PASS
N/A,PASS,Bolivia,LA PAZ,In ravine with waterfall,Efrain De Luna,PASS,PASS,N/A,1979-04-06,Cachipa,Mix of Handwritten and Typed,PASS,79-1625,PASS,N/A,no type status,PASS,"15° 48' S, 68° 36' W",1992,3250 m,6 April 1979,PASS,PASS
N/A,PASS,Bolivia,LA PAZ,PASS,Dana Griffin III,Braunia plicata,PASS,N/A,1982-12-09,LARECAJA,Mix of Handwritten and Typed,1691412,82-303,N/A,N/A,no type status,Marko Lewis,"16°44'S, 68°41'W",1990,PASS,9 Dec 1982,PASS,PASS
N/A,PASS,Bolivia,PASS,Abundant on exposed rock face,Efrain De Luna,Braunia plicata,Near large red outcrop 2 miles from Sorata down Rio Consata,N/A,1979-03-22,N/A,Mix of Handwritten and Typed,PASS,79-1230,PASS,N/A,no type status,Marko Lewis,"15° 41' S, 68° 43' W",1992,2600 m,22 March 1979,Braunia plicata (Mitt) Jaeg,PASS
N/A,PASS,Bolivia,LA PAZ,N/A,PASS,Braunia plicata,"Banks of trail between Charasani and Niño Karine, NNW of Chuma",N/A,1979-03-05,Chuma,Mix of Handwritten and Typed,PASS,PASS,SAAVEDRA,N/A,no type status,PASS,"15° 11' S, 69° 04' W",1992,PASS,5 March 1979,PASS,"Banks of trail, 3200-3240 m. DEPTO. LA PAZ, PROV. SAAVEDRA: Trail between Charasani and Niño Karine, NNW of Chuma, 15° 11' S, 69° 04' W."
N/A,PASS,Bolivia,DEPTO LA PAZ,N/A,Efrain De Luna,Braunia plicata,PASS,N/A,1979-03-05,N/A,Mix of Handwritten and Typed,PASS,79-940,PROV SAAVEDRA,N/A,no type status,Marko Lewis,"15° 11' S, 69° 04' W",1992,3200 m,5 March 1979,Braunia plicata (Mitt) Jaeg,PASS
N/A,PASS,Bolivia,DEPTO LA PAZ,N/A,Efrain De Luna,Hedwigidium integrifolium,PASS,N/A,1979-03-05,N/A,Mix of Handwritten and Typed,1032366,79-935,PASS,N/A,no type status,PASS,"15° 11' S, 69° 04' W",Nov. 1991,3200 m,5 March 1979,PASS,"Along bank of trail, 3200 m. DEPTO. LA PAZ, PROV. SAAVEDRA: Trail between Charasani and Niño Karine, NNW of Chuma, 15° 11' S, 69° 04' W."
N/A,PASS,Bolivia,PASS,PASS,Efrain De Luna,Hedwigidium integrifolium,PASS,N/A,1979-02-10,N/A, Mix of Handwritten and Typed,PASS,PASS,PASS,N/A,no type status,PASS,"21° 27'S, 64° 54' W",PASS,3350 m,10 February 1979,Hedwigidium integrifolium (P. Beauv.) Dix.,PASS
N/A,PASS,Peru,Ancash,PASS,Dana Griffin III,Braunia secunda,PASS,N/A,1983-01-28,N/A,PASS,N/A,1111863,Yungay,PASS,no type status,PASS,N/A,28 Jan 1983,+ 3380 m,PASS,PASS,PASS
Espeletia schultzii,PASS,Venezuela,ESTADO MERIDA,PASS,PASS,Braunia secunda,PASS,N/A,1985-03-01,PASS,Mix of Handwritten and Typed,PASS,3261,N/A,N/A,no type status,PASS,N/A,1992,PASS,1 marzo 1985,Braunia secunda (Hook.) BSG,PASS
N/A,PASS,Bolivia,Tarija,On rocks in dry deciduous forest,Efrain De Luna,Braunia laxifolia,"at summit of mountain above and West of Entre Rios, along road to Tarija",N/A,1979-02-02,PASS,PASS,PASS,PASS,PASS,N/A,no type status,PASS,PASS,1992,PASS,2 February 1979,PASS,PASS
 N/A,PASS,Bolivia,Depto de Cochabamba,N/A,Efrain De Luna,Braunia subplicata,PASS,N/A,1972-12-24, N/A,Mix of Handwritten and Typed,1045267,25278, N/A,N/A,no type status,PASS,N/A,1992,ca 9500 ft,"December 24, 1972",Braunia subplicata E.G.Britt.,PASS
N/A,PASS,Bolivia,PASS,On cliff under scrub in area of wet meadows and secondary woodlands.,PASS,Racopilum intermedium,"5 kilometers South of road Cochabamba - Villa Tunari kilometer 95, Inca Corral",N/A,1989-11-12,N/A,Mix of Handwritten and Typed,PASS,PASS,Prov Chapare,PASS,no type status,PASS,N/A,N/A,PASS,12 November 1989,Racopilum intermedium Hampe det. B.O. van Zanten,"BOLIVIA. Dept. Cochabamba, Prov. Chapare, Inca Corral, 5 Km S of road Cochabamba - Villa Tunari km 95, alt. 2300 m."
N/A,PASS,Bolivia,La Paz,Fruit and coffee plantations. On rocks in shady fruit orchard.,N/A,Racopilum tomentosum,PASS,N/A,1983-02-07,Coroico,PASS,1100456,83-503,Nor Yungas,N/A,no type status,Marko Lewis,"16°11'S, 67°43'W",N/A,PASS,PASS,Racopilum tomentosum (Hedw.) Brid,PASS
N/A,PASS,Brazil,Minas Geraes,PASS,Bartram,Rhacopilum tomentosum,PASS,N/A,1930-11-11,Viçosa,Typed,PASS,5281-a,N/A,N/A,no type status,"Ynes Mexia, No.",N/A,N/A,PASS,Nov. 11 1930,Rhacopilum tomentosum (Hedw.) Brid. det. Bartram,PASS
N/A,PASS,Ecuador,GALAPAGOS ISLANDS,PASS,N/A,Rhacopilum tomentosum,PASS,N/A,1976-04-24,N/A,PASS,PASS,PASS,Isla Floreana,PASS,no type status,PASS,N/A,N/A,PASS,24.IV.1976,PASS,PASS
N/A,PASS,Peru,Amazonas,"Fels, Erde, Mauer, Baum, morsches Holz, See, Bach.",PASS,Racopilum tomentosum,PASS,N/A,1973-08-31,PASS,Typed,PASS,6726,Chachapoyas,PASS,no type status,PASS,N/A,N/A, m.,Datum 31. 8. 1973,Racopilum tomentosum(Hedw.) Brid.,PASS
N/A,PASS,Suriname,N/A,PASS,PASS,Racopilum tomentosum,PASS,N/A,1975-12-18,Brownsberg,PASS,PASS,4715,N/A,PASS,no type status,PASS,N/A,N/A,N/A,d. 18.XII.1975,Racopilum tomentosum (Hedw.) Brid.,"Brownsberg, trail to Leo Fall. On decaying log."
N/A,PASS,Colombia,Meta,On log in forest,N/A,Racopilum tomentosum,PASS,N/A,1984-09-26,N/A,Typed,C0341803F,1065598, Villavicencio,PASS,no type status,"E. Linares, S.R. Gradstein and B.O. van Zanten 1543",N/A,N/A,PASS,26 Sept. 1984,RACOPILUM TOMENTOSUM (Hedw.) Brid,PASS
N/A,PASS,Bolivia,LA PAZ,PASS,N/A,PASS,1 km S of Coroico along road between Coroico and Yolosa,N/A,1983-02-07,Coroico,PASS,PASS,PASS,NOR YUNGAS,N/A,no type status,PASS,"16°11'S, 67°43'W",N/A,PASS,7 Feb 1983,PASS,PASS
N/A,PASS,Peru,PASS,old tree trunk in dense shade, Bartram,Rhacopilum tomentosum,Hacienda Mercedes; Poca Ferga; old tree trunk in dense shade,N/A,1936-09-15,N/A,Typed,C0341805F,PASS,PASS,N/A,no type status,PASS,N/A,N/A,PASS,"Sept. 15, 1936",Rhacopilum tomentosum (Sw.) Brid. det. Bartram,PASS
N/A,PASS,Peru,Departamento and Provincia Huanuco,on rock in wood,Bartram,Rhacopilum tomentosum,Hacienda Exito; bank of Rio Ysabel; on rock in wood,N/A,1936-09-09,N/A,Typed,PASS,PASS,Distrito Churubamba,N/A,no type status,PASS,N/A,N/A,PASS,"Sept. 9, 1936",PASS,Hacienda Exito; bank of Rio Ysabel; on rock in wood.
N/A,Y. Mexia,Peru,Huanuco,on rock in woods,PASS,Rhacopilum tomentosum,PASS,N/A,1936-09-08,N/A,Typed,1036248 | C0341807F,8168a,Churubamba,N/A,no type status,Ynes Mexia,N/A,N/A,PASS,PASS,PASS,PASS
PASS,R. E. Schultes,Colombia,Amazonas,N/A,H. A. Crum,Callicostella aspera,PASS,N/A,1952-05-19,N/A,Typed,PASS,PASS,N/A,I. Cabrera,no type status,PASS,PASS,1956,Altitude about 700 feet.,"May 19, 1952",PASS,"Río Miritiparaná; Caño Guacayá. On wet, fallen log."
N/A,PASS,Colombia,DEPARTAMENTO DE MAGDALENA,PASS,Dana Griffin III,Leucomium lignicola,PASS,1977-08-00,1977-07-00,PASS,Mix of Handwritten and Typed,PASS,PASS,N/A,PASS,no type status,"Dana Griffin, III, Orlando Rangel y Guido van Reenen,",N/A,N/A,1600-1700 m,Julio-Agosto 1977,PASS,PASS
Hookeriopsis tenue,PASS,Colombia,ANTIOQUIA,PASS,PASS,Trachyxyphium tenue,PASS,N/A,1987-07-06, Mun. de la Unión, Mix of Handwritten and Typed,PASS,PASS, N/A, N/A,no type status,PASS,"5°55' N, 75°17' W", N/A,PASS,6 July 1987,Trachyxyphium tenue (Mitt.) Buck (= Hookeriopsis tenue Mitt.) det. S.P. Churchill,PASS
N/A,PASS,Costa Rica,Cartago,On trunk of tree,N/A,Hypnella pilifera,PASS,1977-07-04,1977-07-03,N/A,Typed,1025621,215,N/A,PASS,no type status,PASS,N/A,N/A,PASS,"Julio 3-4, 1977",Hypnella pilifera (Hook. et Wils.) Jaeg,PASS
N/A,PASS,Venezuela,Estado Bolívar,Frequent on fallen logs in forest,PASS,Hypnella cymbifolia,PASS,N/A,1953-02-11,N/A,PASS,PASS,34365,N/A,N/A,no type status,John J. Wurdack,N/A,N/A,PASS,"February 11, 1953",Hypnella cymbifolia (Hpe.) Jaeg.,PASS
 N/A,PASS,Brazil,Amazonas,PASS,N/A,Hookeriopsis parkeriana,PASS,1979-07-12,1979-07-09,N/A,PASS,PASS,2445,N/A,PASS,No type status,PASS,PASS,N/A,ca. 450 m at summit,9-12 July 1979,Hookeriopsis parkeriana (Hook. & Grev.) Jaeg.,PASS
