associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,A. Touw,Papua New Guinea,West Sepik,On vertical face of moss covered limestone boulder at edge of kuni,D. H. Vitt,Macromitrium megalocladon,"Star Mountains, small kuni (grassfield) southwest of Mount Capella Base Camp",N/A,1975-04-21,N/A,Typed,C0268564F,No. 16555,N/A,N/A,no type status,A. Touw,c. 5° S 141°05’E,N/A,c. 3400 m,21.4. 1975,Macromitrium megalocladon Fleisch.,"West Sepik Distr., Star Mts., c. 5° S 141°05’E Small kuni (grassfield) SW of Mt. Capella Base Camp"
N/A,A. Touw,Papua New Guinea,West Sepik,"Terrestrial in open shrubbery on ridge. Dense moss vegetation covering soil, rocks and the lower portion of shrubs. Dominant.",D. H. Vitt,Macromitrium megalocladon,Tel Basin; Ridge above Camp 2,N/A,1975-04-07,N/A,Typed,C0268565F,15768,N/A,N/A,no type status,A. Touw,c. 5° S 141°05'E,7.4. 1975,c. 3350 m.,7.4. 1975,Macromitrium megalocladon Fleisch.,"West Sepik Distr., Star Mts., c. 5° S 141°05'E Tel Basin; Ridge above Camp 2. "
N/A,S. Hattori,Japan,Miyazaki,"rupicola, photophila",A. Noguchi,Macromitrium incurvum,"Kiushiu, Obi",N/A,1946-08-00,Minaminaka,Typed,C0268566F,s.n.,N/A,N/A,no type status,S. Hattori,N/A,Ser. I (1947),ca 50 m,VIII. 1946,Macromitrium incurvum (Lindb.) Par.,"Kiushiu, Miyazaki, Minaminaka, Obi"
N/A,K. Mayebara,Japan,Kumamoto,On exposed rocks,A. Noguchi,Macromitrium incurvum,"On exposed rocks, 60 meters above sea",N/A,1951-12-25,Yoshio,Typed,C0268569F,s.n.,N/A,N/A,no type status,K. Mayebara,N/A,N/A,60 m. above sea,"December 25, 1951",Macromitrium incurvum (Lindb.) Par.,"On exposed rocks, 60 m. above sea, Yoshio, Kumamoto Prefecture"
N/A,K. Mayebara,Japan,Kumamoto,On rocks,A. Noguchi,Macromitrium gymnostomum,"approximately 100 meters above sea level, Koonose",N/A,1952-02-11,Koonose,Typed,C0268571F,s.n.,N/A,N/A,no type status,K. Mayebara,N/A,N/A,ca. 100 m. above sea,"February 11, 1952",Macromitrium gymnostomum Sull. et Lesq.,"ca. 100 m. above sea, Koonose, Kumamoto Prefecture"
N/A,K. Mayebara,Japan,Kumamoto,On rocks,A. Noguchi,Macromitrium gymnostomum,"On rocks, approximately 100 meters altitude, Hitoyoshi",N/A,1952-03-00,Hitoyoshi,Typed,C0268572F,s.n.,N/A,N/A,no type status,K. Mayebara,N/A,N/A,ca. 100m.,March 1952,Macromitrium gymnostomum Sull. et Lesq.,"On rocks, ca. 100m. alt., Hitoyoshi, Kumamoto County"
N/A,H. H. Chung,China,Fujian,On rock,Theriot,Macromitrium gymnostonum,Kushan near Foochow,N/A,1925-08-00,N/A,Typed,C0268574F,B.206,N/A,N/A,no type status,H. H. Chung,N/A,N/A,altitude 500 m.,"August, 1925",Macromitrium gymnostonum S.& L.,Kushan near Foochow
N/A,H. H. Chung,China,Fujian,bamboo forest,Theriot,Macromitrium gymnostonum,On rock in bamboo forest,N/A,1925-05-02,Chuanchow,Typed,N/A,B.20,N/A,N/A,no type status,H. H. Chung,N/A,N/A,N/A,"May 2, 1925",Macromitrium gymnostonum Sull.,On rock in bamboo forest. CHUANCHOW
N/A,T. Koponen,Papua New Guinea,Morobe,Rather open montane forest with dominating Pandanus trees 1 km S of lake,D. H. Vitt,Macromitrium longicaule,Lake Wamba 5 kilometers south of Teptep airstrip,N/A,1981-07-23,N/A,Typed,C0268579F,#33590,N/A,N/A,no type status,Timo Koponen,"6°01'S, 146°33'E",1989,2400 m,23 July 1981,Macromitrium longicaule C. Müll.,Lake Wamba 5 km S of Teptep airstrip
N/A,H. H. Chung,China,Fujian,On shady rocks or bark.,N/A,Macromitrium japonicum,"Namputo, Amoy",N/A,1925-03-00,N/A,Typed,CO268581F,B. 4,N/A,N/A,no type status,H. H. Chung,N/A,N/A,N/A,"March, 1925","Macromitrium japonicum (Dz. & M.) C. M. Syn. "" "" incurvum","Namputo, Amoy"
N/A,T. Koponen,Papua New Guinea,Morobe,"Open alpine grassland and ""subalpine"" forest at Lake Kenzorgh East of Mt. Enggum, on bush",D. H. Vitt,Macromitrium macrosporum,Mt. Sarawaket Southern Range 2.5 kilometers south of Lake Gwam,N/A,1981-07-09,N/A,Typed,C0268585F,#32571,N/A,N/A,no type status,Timo Koponen,"6°21'S, 147°07'E",1989,3550 m,9 July 1981,Macromitrium macrosporum Broth.,Mt. Sarawaket Southern Range 2.5 km S of L. Gwam
N/A,M. Mizutani,Japan,Ryukyu Islands,[precise habitat unknown],Z. I.,Macrotritium gymnostomum,"Ryukyu Islands, Iriomote Island, Sonai, on tree trunk",N/A,1975-01-23,Isl. Iriomote,Typed,CO268587F,1379,Sonai,I. Yoshimura,no type status,M. Mizutani and I. Yoshimura,N/A,"Jan. 23,1975",1-10 m,"Jan. 23,1975",Macrotritium gymnostomum Sull. et Lesq.,"Ryukyu: Isl. Iriomote, Sonai, 1-10 m alt., on tree trunk."
N/A,K. Sakurai,Japan,Honshu,"rupestris, photophila",K. Sakurai,Macromitrium incurvum,near Kobotoke,N/A,1932-10-00,N/A,Typed,C0268588F,s.n.,Musashi,N/A,no type status,K. Sakurai,N/A,N/A,N/A,X. 1932,Macromitrium incurvum (Lindb.) Paris,"JAPONIA, Honshiu, Musashi, prope fauces d. Kobotoke"
N/A,K. Saito,Japan,Kagoshima,On rock;,A. Noguchi,Macromitrium gymnostomum,Isl. Amami-oshima,N/A,1970-04-03,Sumiyo-mura,Typed,C0268589F,s.n.,N/A,N/A,no type status,K. SAITO,N/A,N/A,elevation about 120 m.,"April 3, 1970",Macromitrium gymnostomum Sull. & Lesq.,"Sumiyo-mura, Isl. Amami-oshima, Kagoshima Pref."
N/A,V. Allorge,Portugal,Azores,talus découvert,N/A,Pogonatum urnigerum,talus at Salto do Cavalo around 700 meters,N/A,1937-06-14,São Miguel,Typed,N/A,133,N/A,P. Allorge,no type status,V. et P. Allorge,N/A,N/A,vers 700 m.,14.VI.1937,Pogonatum urnigerum (Hedw.) P. B.,talus découvert Salto do Cavalo vers 700 m. S. MIGUEL
N/A,M. Lewis,Bolivia,La Paz,Super humid Ceja de Montaña forests following ravines. In small rill in dripping area of small waterfall.,N/A,Philonotis,"Tacacoma 3' between 5 to 6 kilometers south of Tacacoma along the road to Quiabaya, 16 to 17 kilometers north of Sorata",N/A,1983-01-20,Sorata,Typed,C0341037F,83-224,Larecaja,N/A,no type status,Marko Lewis,"15°36'S, 68°39'W",N/A,ca. 3550 m.,20 Jan 1983,Philonotis,"Tacacoma 3' Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata."
N/A,M. Lewis,Bolivia,La Paz,Eroding bank,N/A,Philonotis,Along road 1 mile from Sorata towards Achacachi,N/A,1979-03-29,N/A,Typed,C0341038F,79-1314,Larecaja,N/A,no type status,"Marko Lewis, no. 79-1314","15° 45' S., 68° 42' W.",N/A,2740 m.,29 March 1979,Philonotis fide Crum,"DEPTO. LA PAZ, PROV. LARECAJA: Along road 1 mi. from Sorata towards Achacachi"
N/A,M. Lewis,Bolivia,Cochabamba,"On stones and banks of seepy creek in cloud forest ravine, with tree ferns",N/A,Philonotis,"Slope of Cerro Khachi, north of Corani",N/A,1979-06-01,N/A,Typed,C0341040F,79-2315,Chapare,N/A,no type status,Marko Lewis,"17° 11' S., 65° 54' W.",N/A,3030 m.,1 June 1979,Philonotis,"DEPTO. COCHABAMBA, PROV. CHAPARÉ: Slope of Cerro Khachi, N. of Corani"
N/A,W. M. A. Brooke,Bolivia,N/A,N/A,N/A,N/A,Unduavi,N/A,1950-10-15,N/A,Typed,C0341047F,6867,N/A,N/A,no type status,Miss W. M. A. Brooke,N/A,N/A,10000 ft.,15 Oct. 1950,N/A,UNDUAVI
N/A,W. M. A. Brooke,Bolivia,N/A,N/A,N/A,N/A,Unduavi,N/A,1950-10-13,N/A,Typed,C0341048F,6865,N/A,N/A,no type status,Miss W. M. A. Brooke,N/A,N/A,10000 ft.,13 Oct. 1950,N/A,UNDUAVI
N/A,M. Lewis,Bolivia,Cochabamba,"On stones and banks of seepy creek in cloud forest ravine, with tree ferns",N/A,Philodotis,"Slope of Cerro Khachi, north of Corani",N/A,1979-06-01,N/A,Typed,C0341051F,79-2315,Chapare,N/A,no type status,Marko Lewis,"17°11' S, 65°54' W.",N/A,3030 m.,1 June 1979,PHILODOTIS,"DEPTO. COCHABAMBA, PROV. CHAPARÉ: Slope of Cerro Khachi, N. of Corani"
N/A,P. E. Hegewald,Peru,Amazonas,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach.",E. Hegewald,Philonotis sphaerocarpa,Las Palmas between Balsas and Leimebamba,N/A,1973-08-31,N/A,Typed,N/A,6989,Chachapoyas,N/A,no type status,P+E. Hegewald,N/A,N/A,3000 m,31.8.1973,Philonotis sphaerocarpa (Hedw.) Brid.,Las Palmas zw. Balsas u. Leimebamba.
N/A,F. D. Bowers,Mexico,Baja California Sur,Oak-pine and grassland with dry and flowing streams,A. J. Sharp,Braunia secunda,"Sierra de la Laguna, 15 miles east of Todos Santos, on a boulder in a meso, open valley",N/A,1973-12-25,N/A,Typed,N/A,5166,N/A,C. Delgadillo M. | P. Somers Jr.,no type status,"Frank D. Bowers, Claudio Delgadillo M. & Paul Somers, Jr.",N/A,N/A,ca. 6300 ft,25 December 1973,Braunia andrieuxii Braunia secunda (Hook.) B.S.G,"TERR.BAJA CALIFORNIA SUR; at Sierra de la Laguna. 15 miles east of Todos Santos. On boulder, meso, open valley."
N/A,A. J. Sharp,Mexico,Oaxaca,"Partial shade, moist, road side cliff.",A. J. Sharp,Braunia andrieuxii,Near El Punto on Highway 175,N/A,1973-06-23,N/A,Typed,C0341164F,2281,N/A,E. B. Sharp | E. C. Clebsch | K. F. Thornburgh,no type status,"A.J. and E.B. Sharp, E.C. Clebsch, K.F. Thornsburh",N/A,N/A,+1625 m.,"June 23, 1973",Braunia andrieuxii Lor.,"Near El Punto on Hwy. 175, Oaxaca; Mexico"
N/A,A. J. Sharp,Mexico,Jalisco,"Partial shade, moist, vertical surface of boulder",Efrain De Luna,Braunia andrieuxii,"El Mirador on highway 80, 9 miles above San Martín Hidalgo",N/A,1973-07-04,San Martín Hidalgo,Typed,N/A,2736,N/A,E. B. Sharp | E. C. Clebsch | K. R. Thorneburgh,no type status,"A.J. and E.B. Sharp, E.C. Clebsch, K.R. Thorneburgh",N/A,1992,~1750 m.,"July 4, 1973",Brauna secunda (Hook.) B.S.G.,"El Mirador on hwy. 80, 9 mi. above San Martín Hidalgo, Jalisco; Mexico."
N/A,C. G. Pringle,Mexico,Jalisco,N/A,E. De Luna,Brauina andrieuxii,On rocks near Guadalajara,N/A,1908-09-30,N/A,Typed,N/A,10619,N/A,N/A,no type status,C. G. PRINGLE,N/A,1992,"5,000 ft.","30, Sept., 1908.","Brauina Andrieuxii, Lorentz.",On rocks near Guadalajara
N/A,C. G. Pringle,Mexico,Hidalgo,N/A,Efrain De Luna,Braunia andrieuxii,Cuyamaloya,N/A,1908-09-17,N/A,Typed,N/A,10627,N/A,N/A,no type status,C. G. PRINGLE,N/A,1992,N/A,"17, Sept., 1908.","Braunia andrieuxii Lor. | Braunia plicata, Mitt., var. canescens, Card. n. var.",Cuyamaloya
N/A,Eggers,Mexico,Veracruz,KIEFERN=EICHENW.,Efrain De Luna,Braunia secunda,[precise locality unknown],N/A,1979-02-23,N/A,Typed,N/A,s.n.,N/A,Frahm,no type status,LEG. EGGERS & FRAHM,N/A,1992,2300m,23.2.79(1),Braunia secunda (Hook.) Bruch & Schimp.,"SIERRA MADRE AN DER STR.F55 ZW.PEROTE + JALAPA, KIEFERN=EICHENW."
N/A,F. D. Bowers,Mexico,Durango,Oak-pine forest with Madrono,A. J. Sharp,Braunia secunda,Oak-pine forest with Madrono along Highway 10 about 9 miles west of La Ciudad,N/A,1973-12-30,N/A,Typed,C0341207F,5067,N/A,C. Delgadillo M. | P. Sorensen,no type status,Frank D. Bowers; Claudio Delgadillo M.; Paul Sorensen,N/A,1992,6650 ft.,30 December 1973,Braunia secunda (Hook.) B.S.G.,"DURANGO: Oak-pine forest with Madrono along Highway 10 about 9 miles west of La Ciudad. On boulder, partial shade, meso, ridge."
N/A,A. J. Sharp,Mexico,Distrito Federal,N/A,H. A. Crum,Braunia secunda,"Siliceous boulder in Rio, above Contreras",N/A,1941-07-23,N/A,Typed,C0341213F,1145,N/A,N/A,no type status,A. J. SHARP,N/A,N/A,N/A,"July 23, 1941",Braunia secunda (Hook.) BSG,"Siliceous boulder in Rio, above Contreras, D.F., MEXICO."
N/A,A. J. Sharp,Mexico,Chiapas,"Partial shade, moist",F. Bowers,Braunia squarrosa,"Yerba Buena, trail side bank",N/A,1972-12-19,Pueblo Nuevo,Typed,N/A,4247,N/A,F. D. Bowers | D. K. Smith | R. A. Hattaway | P. Somers Jr.,no type status,"A.J. Sharp, F.D. Bowers, D.K. Smith, R.A. Hattaway, Paul Somers, Jr.",N/A,N/A,+ 6800 ft.,"Dec. 19, 1972",Braunia squarrosa (Hampe) Broth.,"Yerba Buena, Pueblo Nuevo, (about 55 km. northeast of Tuxtla--Gutiérrez), Chiapas"
N/A,F. J. Hermann,Mexico,Chiapas,On oak trunk in oak-pine woods,Efrain de Luna,Braunia squarrulosa,15 miles southeast of San Cristobal de las Casas,N/A,1975-02-09,San Cristobal de las Casas,Typed,C0341228F,26429,N/A,N/A,no type status,F.J. Hermann,N/A,1992,6800 ft.,"Feb.9,1975",Braunia squarrulosa (Hampe) Broth.,"15 mi. S.E. of San Cristobal de las Casas, Chiapas, Mexico."
N/A,A. J. Sharp,Mexico,Oaxaca,"Dry, full shade, oak branch. Oak-pine woods.",A. J. Sharp,Braunia squarrosa,"Roadside near San Pablo Ayutla, about 70 kilometers east of Oaxaca",N/A,1972-12-23,San Pablo Ayutla,Typed,N/A,2980-a,N/A,F. D. Bowers | D. K. Smith | R. A. Hattaway | P. Somers Jr.,no type status,"A.J. Sharp, F.D. Bowers, D.K. Smith, R.A. Hattaway, Paul Somers, Jr.",N/A,"Unsure, check",+6000 ft.,"Dec. 23, 1972",Braunia squarrosa (Hampe) Broth.,"Roadside near San Pablo Ayutla, (about 70 km. east of Oaxaca) Oaxaca."
N/A,H. A. Crum,Mexico,Jalisco,"On dead limb, fallen. Oak forest.",Efrain de Luna,Braunia squarrosa,"Slopes of La Ferreria, above Manantlan",N/A,1949-07-23,N/A,Typed,C0341234F,917,N/A,N/A,no type status,Howard A. Crum,N/A,1992,7300 feet,23 July 1949,Braunia squarrosa (Hampe) Broth.,"Slopes of La Ferrería, above Manantlán."
N/A,C. G. Pringle,Mexico,Federal District,Base of trees,Cardot | Efrain De Luna,Braunsia squarrulosa,"Base of trees, Cima",N/A,1908-07-17,N/A,Typed,N/A,10550,N/A,N/A,no type status,C. G. PRINGLE,N/A,1992,"10,000 ft.","17, July, 1908.","Braunsia squarrulosa, (Hpe.) Broth.","Base of trees, Cima, 10,000 ft."
N/A,Eggers,Mexico,Chiapas,oak-pine forest,Efrain De Luna,Braunia squarrosula,KM 100 on the Ocosingo-San Cristobal oak-pine forest,N/A,1979-05-10,N/A,Typed,N/A,s.n.,N/A,Frahm,no type status,EGGERS & FRAHM,N/A,1992,2250 MSm.,10.5.79(29),Braunia squarrosula (Hampe) Broth.,KM 100 AN DER STR.OCOSINGO-SAN CRISTUBAL EICHEN-KIEFERNWALD 2250 MSm.
N/A,Eggers,Mexico,Chiapas,Eichen-Kiefernwald,Efrain De Luna,Braunia squarrulosa,KM 100 on the road from Ocosingo to San Cristobal,N/A,1979-03-10,N/A,Typed,N/A,10.3.79(29),N/A,Frahm,no type status,EGGERS & FRAHM,N/A,1992,2250 MSM.,10.3.79(29),Braunia squarrulosa (Hampe) Broth.,"EDO.CHIAPAS, KM 100 AN DER STR.OCOSINGO-SAN CRISTOBAL EICHEN-KIEFERNWALD"
N/A,F. J. Hermann,Mexico,Chiapas,On oak trunk in oak-pine woods,Efrain De Luna,Braunia squarrulosa,"along Route 190, 15 miles southeast of San Cristobal de las Casas",N/A,1975-02-09,San Cristobal de las Casas,Typed,N/A,26429,N/A,N/A,no type status,F. J. Hermann,N/A,1992,6800 ft.,"February 9, 1975",Braunia squarrulosa (Hampe) Broth. c.fr.,"along Route 190, 15 miles SE. SAN CRISTOBAL DE LAS CASAS"
N/A,D. Griffin,Costa Rica,San Jose,Bosque primario montano bajo muy húmedo y potreros.,E. De Luna,Braunia squarrulosa,"Valle de Copey, approximately 30 kilometers south of Cartago",N/A,1979-02-04,N/A,Typed,C0341246F,B 97,N/A,M. I. Morales,no type status,"Dana Griffin, III y María Isabel Morales",N/A,1992,2000 m.,4 Feb. 1979,Braunia squarrulosa (Hampe) C. Müll.,"Valle de Copey, ca. 30 kms al sur de Cartago."
N/A,S. Churchill,Bolivia,Tarija,Musgo sobre ramas. c.fr.,S. Churchill,Hedwigia ciliata var. leucophaea,Serrania Huacayoj approximately 35 kilometers west of Entre Rios (road to Tarija),N/A,2001-08-04,N/A,Typed,<20792-20809>,20792,Burnet O'Connor,N/A,no type status,S. Churchill,21°25'S 64°19'W,2001,2300 m,4 Ago 2001,"Hedwigia ciliata var. leucophaea, Encoded in TROPICOS","Serrania Huacayoj. Ca. 35 km oeste de Entre Rios (carretera a Tarija). Bosque montano Tucumano-Boliviano, remanente."
N/A,B. Sparre,Argentina,Tucuman,"Subtropical rainforest, epiphyte",W. R. Buck,Braunia cirrhiifolia,Rio Cochuna,N/A,1946-11-27,Rio Cochuna,Typed,B11750,s.n.,Chicligasta,N/A,no type status,B. Sparre,N/A,N/A,1000 m a.s.l.,27 November 1946,Braunia cirrhiifolia (Mitt.) Jaeg.,"Argentina, Prov. Tucuman, Chicligasta, Rio Cochuna, 1000 m a.s.l."
N/A,M. Lewis,Bolivia,La Paz,In ravine with waterfall,E. De Luna,Braunia cirrhifolia,"Canyon 1 kilometer east of Cachipata, southeast of Sorata",N/A,1979-04-06,N/A,Typed,C0341253F,79-1625,Larecaja,N/A,no type status,"Marko Lewis, no. 79-1625","15° 48' S., 68° 36' W.",1992,3250 m.,6 April 1979,Braunia cirrhifolia (Mitt.) Wils. ex Jaeg.,"DEPTO. LA PAZ, PROV. LARECAJA: Canyon 1 km. E. of Cachipata, SE of Sorata, 3250 m., 15° 48' S., 68° 36' W."
N/A,M. Lewis,Bolivia,La Paz,"Arid woodland and cliff area, at base of cliffs near river amongst a boulder pile in a deep canyon. Small trees, tree cacti and shrubs in shady, protected area.",D. Griffin III,Braunia pilcata,"Along the Río Chalusuyu, near a branch of the Río San Cristóbal, 3 kilometers northwest of Sorata",N/A,1982-12-09,Sorata,Typed,C0341254F,82-303,Larecaja,N/A,no type status,Marko Lewis,"16°44'S, 68°41'W",1990,ca. 2450 m.,9 Dec 1982,Braunia pilcata (Mitt.) Jaeg.,"Along the Río Chalusuyu, a branch of the Río San Cristóbal, 3 km NW of Sorata."
N/A,M. Lewis,Bolivia,La Paz,Abundant on exposed rock face,E. De Luna,Braunia plicata,Near large red outcrop 2 miles from Sorata down Río Consata,N/A,1979-03-22,N/A,Typed,CO341255F,79-1230,Larecaja,N/A,no type status,"Marko Lewis, no.","15° 41' S., 68° 43' W.",1992,2600 m.,22 March 1979,Braunia plicata (Mitt.) Jaeg.,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red outcrop 2 mi. from Sorata down Río Consata, 15° 41' S., 68° 43' W."
