associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,P. C. M. Jansen,Ethiopia,Harerge,N/A,C.C.H. Jongkind,Cirsium vulgare (Savi) Ten.,"around Damota Village, near Alemaya, between Chat and Sorghum fields",0000-00-00,0000-00-00,Damota Village,Typed,N° 2302849,s.n.,N/A,N/A,no type status,P.C.M. Jansen,N/A,14 April 1976,N/A,s.d.,Cirsium vulgare (Savi) Ten.,"around Damota Village, near Alemaya, Between Chat and Sorghum fields."
N/A,A. Koch,Kenya,Kajiado District,Dry bushland,P. Mutiso,Acacia reficiens merkeri (Vatke) Brenan,Ololosibhor,N/A,2003-10-22,Ololosibhor,Typed,2309478,AK61,N/A,W. Sadaka,no type status,"Amanda Koch, Wilson Sadaka, AK61",N/A,"November 02, 2003",N/A,"October 22, 2003",Acacia reficiens merkeri (Vatke) Brenan,Kenya: Kajiado District:Ololosibhor
N/A,J. Bequaert,Democratic Republic of the Congo,Congo Belge,N/A,N/A,Albizia gummifera (J.F.Gmel.) C.A. Smith,[precise locality unknown],1931-11-00,1931-11-00,N/A,Typed,867368,2409,Kivu,N/A,no type status,J. Bequaert,N/A,N/A,N/A,s.d.,Albizia gummifera (J.F.Gmel.) C.A. Smith,Kivu (Ville: Stanleyville)
N/A,N/A,Kenya,Tsavo,N/A,N/A,Digitaria perrottetii (Stend.) Henrard,Tsavo - Taita Andei,1957-12-25,1957-12-25,N/A,Mix of Handwritten and Typed,N/A,s.n.,Taita Andei,N/A,no type status,N/A,N/A,N/A,N/A,25. 12. 1957,Digitaria perrottetii (Stend.) Henrard,"Tsavo - Taita Andei, Kenya"
N/A,H. Callens,Democratic Republic of the Congo,Kivu,N/A,H. Callens,Tarenna pavettoides (Hiern) Bremek.,Kisantu,1958-07-00,1958-07-00,Kisantu,Typed,1584065,s.n.,N/A,N/A,no type status,H. Callens,N/A,1/9/58,N/A,Juillet 1958,Tarenna pavettoides (Hiern) Bremek.,(Congo Belge) Kisantu
N/A,G. Troupin,Rwanda,N/A,Forêt ombrophile,N/A,Melanthera scandens (SW.) R.L.Jones,Voie no 119 route Kamiranzovu-Kamigogo/Piste 13C,N/A,1958-02-01,"Kamiranzovu-Tourbière à Myrica tujæ, O. Virol. 1/50 pente",Typed,1543353,6333,N/A,N/A,no type status,G. Troupin,N/A,N/A,1950 - 2500 m,1/02/1958,Melanthera scandens (SW.) R.L.Jones,"Voie no 119 route Kamiranzovu-Kamigogo/Piste 13C,"
N/A,G. McPherson,Gabon,Ogooué-Ivindo,N/A,N/A,Corynanthe mayumbensis (R. Good) N. Halle,"Réserve de Lopé, au sud d'Ayem, Chantier SOGAREX",N/A,1989-03-20,N/A,Typed,"LP:G966-0223-L, TR:G966-0224-H, WD:G966-0225-L",13781,N/A,N/A,no type status,Gordon McPherson,0°25'S 11°30'E,Det. Wilks & McPherson 1989,C. 200 m,20 Mars 1989,Corynanthe mayumbensis (R. Good) N. Halle,"Réserve de Lopé, au sud d'Ayem, Chantier SOGAREX"
N/A,J. M. Fay,Cameroon,N/A,"In seasonally flooded forest with Uapaca guineensis, Pteridium sp., Bombax sp.","Det. Ake Assi, 1998",Millettia zechiana Harms,On the Sangha River across from Makana gorilla study area in seasonally flooded forest,N/A,1988-03-04,N/A,Typed,2041244,8294,N/A,N/A,no type status,J. M. Fay,02°20'N 016°08'E,N/A,385 m,4 March 1988,Millettia zechiana Harms,"On the Sangha River across from Makana gorilla study area. In seasonally flooded forest with Uapaca guineensis, Pteridium sp., Bombax sp."
N/A,F. N. Hepper,Cameroon,N/A,"Clearing in wood, scrambling over herbage",N/A,Phaseolus lunatus L.,South West of Crater Lake,1959-07-29,1959-07-29,N/A,Typed,1624518,199,N/A,N/A,no type status,F. N. Hepper,N/A,N/A,N/A,29.vii.1959,Phaseolus lunatus L.,South West of Crater Lake
N/A,E. B. Bartram,Kenya,N/A,[precise locality unknown],N/A,N/A,"Mathaiga, near Nairobi",1927-06-04,1927-06-03,Nairobi,Typed,2074762,2,N/A,E. P. Killip,no type status,E. B. Bartram & E. P. Killip,N/A,N/A,1700 meters,"June 3-4, 1927",N/A,"Mathaiga, near Nairobi"
N/A,A. Leonard,Democratic Republic of the Congo ,Kivu ,Vieille forêt secondaire,R. Wilczek,Oxyanthus speciosus DC.,Mulange,1959-05-29,1959-05-29,Mulange,Typed,2086095,3149,N/A,N/A,no type status,A. Leonard,N/A,30/XII/1969,1900m,29/5/1959,Oxyanthus speciosus DC.,Mulange
N/A,Pr. H. LINNE,N/A,N/A,N/A,N/A,Hericiumites jaborini,[precise locality unknown],0000-00-00,0000-00-00,N/A,Mix of Handwritten and Typed,781173,s.n.,N/A,N/A,no type status,Herbier des environs de Leningrad (Gandja) Ecole par le Pr. H. LINNE.,N/A,N/A,N/A,s.d.,Hericiumites jaborini (FR.) Pat. s.n.,Herbier des environs de Leningrad (Gandja) Ecole par le Pr. H. LINNE.
N/A,J. T. Allen,Ghana,Volta Region,N/A,N/A,Dissotis rotundifolia (Sm.) Triana,Larteh; Center for Scientific Research into Plant Medicine (CSRPM) farm,1996-09-23,1996-09-23,N/A,Typed,2200652,41,N/A,N/A,no type status,James T. Allen,N/A,N/A,N/A,"September 23, 1996",Dissotis rotundifolia (Sm.) Triana,Larteh; Center for Scientific Research into Plant Medicine (CSRPM) farm
N/A,J. E. Amoah,Ghana,Ashanti,N/A,N/A,Chrysophyllum perpulchrum Mildbr.,[precise locality unknown],1952-03-00,1952-03-00,Kumasi,Typed,N/A,5632,Kumasi District,N/A,no type status,J.E. Amoah,N/A,N/A,N/A,March 1952,Chrysophyllum perpulchrum Mildbr.,Kumasi Township Forest Reserve
N/A,J. Nemba,Cameroon,Southwest,Secondary growth and old growth forest,D.W. Thomas,Donella welwitschii Pierre ex Engl.,"road 4 to the east, 1st kilometer along Kumba-Mamfe old gravel road, Likomi River",1987-06-15,1987-06-15,N/A,Typed,NCBI Genes: 066/0052-L,s.n.,N/A,D. W. Thomas,no type status,J. Nemba & D.W. Thomas,04°44'N 09°29'E,1987,200 m,15 June 1987,Donella welwitschii Pierre ex Engl.,"road 4 to the E 1st km along Kumba-Mamfe old gravel road, LIKOMI RIVER"
N/A,J. Deaw,Ghana,N/A,N/A,N/A,Eugenia coronata,Accra,N/A,1970-04-00,Accra,Typed,N/A,283,N/A,N/A,no type status,J. Deaw,N/A,N/A,N/A,"4, 1970",Eugenia coronata,Accra
N/A,G. Schweinfurth,Eritrea,N/A,N/A,N/A,Rumex nervosus Vahl,[precise locality unknown],N/A,1892-04-23,N/A,Typed,N/A,N/A,N/A,B. Jürgens,no type status,G. Schweinfurth & B. Jürgens,N/A,N/A,2500 m,Apr-23,Rumex nervosus Vahl,Abyssiniae septentrionalis (Colonia Eritrea). Saganeïti; Gente den Hochlandern zwischnen Matlai-Abhgarat
N/A,R. B. Faden,Kenya,Kwale District,"Coral rag, dry forest with Combretum alchorni",J.O. Kokwaro,Toddaliopsis bremekampii (Engl.) B.L. Burtt,"Chale Peninsula, Coral rag",N/A,1977-03-07,Chale Peninsula,Typed,N° 2153520,77/11,N/A,A. J. Faden,no type status,R.B. & A.J. Faden,"4°26'S, 39°32'E",confirmed J.O. Kokwaro,0-5 m,7 March 1977,Toddaliopsis bremekampii (Engl.) B.L. Burtt,"Kenya, K7, Kwale District, Chale Peninsula, ca 4°26'S, 39°32'E, 0-5 m. Coral rag, dry forest with Combretum alchorni"
N/A,F. Szafranski,Democratic Republic of the Congo,Haut-Uele,bas fond marécageux près de la route aux environs de l'usine SOCODIA,N/A,Floscopa glomerata (RoeM. et Schult.) Hassk.,[precise locality unknown],1988-02-05,1988-02-05,Isiro,Mix of Handwritten and Typed,N° 2048694,1378,N/A,N/A,no type status,F. Szafranski,N/A,N/A,N/A,5.2.1988,Commelinaceae Nom.: Floscopa glomerata (RoeM. et Schult.) Hassk.,"Haut-Zaire, S-Rég., Haut-Uele, Isiro"
N/A,F. W. H. Migeod,Cameroon,N/A,[precise locality unknown],M. Nee,Solanum aculeatissimum Jacq.,Bandend,N/A,1928-12-24,N/A,Typed,1441275,394,N/A,N/A,no type status,F.W.H. Migeod,N/A,"Dec. 3, 1992",4150-5000 ft,24.12.28,Solanum sp.,"Banded, British Cameroons."
N/A,T. C. Wrigley,Tanzania,N/A,Open woodland,A. W. Exell,Canthium amboabonense Hiern ex Alston,Amarungo Ridge west of Crater Lake,N/A,1959-07-18,N/A,Mix of Handwritten and Typed,N/A,No. 52,N/A,Kalabikira,no type status,T.C. Wrigley and Kalabikira,N/A,1961,1200ft.,18 July 1959,Canthium amboabonense Hiern ex Alston,Amarungo Ridge west of Crater Lake
N/A,W. Burger,Ethiopia,Harar Prov.,steep slopes with rem[nant] cedar and Juniperus forest,L.B. Krukoff,Rubus apetalus Poir,8 miles East of Acks on road to Jijiga,N/A,1962-05-27,N/A,Typed,1825230,726,N/A,N/A,no type status,Collector William Burger,N/A,27 May 1962,N/A,27 May 1962,Rubus apetalus Poir,8 mi. E. of Acks on road to Jijiga
N/A,J. D. Sauer,Kenya,Coast Province,"Beach ridge, shallow open coast",N/A,Aerva lanata (L.) Juss.,"Bumburi Beach, north of Mombasa",1963-06-15,1963-06-15,near Mombasa,Typed,595567,3914,Kwale District,N/A,no type status,J.D. Sauer,N/A,N/A,N/A,15 June 1963,Aerva lanata (L.) Juss.,"Coast Province, Kwale District, near Mombasa, Bumburi Beach, N of Mombasa"
N/A,C. Vigne,Cameroon,N/A,N/A,N/A,Oncinotis prolifer,[precise locality unknown],N/A,s.d.,N/A,Typed,839434,s.n.,N/A,N/A,no type status,C. Vigne,N/A,N/A,N/A,s.d.,Apocynaceae Oncinotis prolifer. sp. nov.,N/A
N/A,E. Akdo,Ghana,N/A,N/A,N/A,Uvariopsis versicolor Pierre,[precise locality unknown],N/A,1999-00-00,N/A,Typed,2325285,1026,N/A,N/A,no type status,Enam Akdo,N/A,N/A,N/A,1999,Uvariopsis versicolor Pierre,N/A
N/A,A. A. Enti,Ghana,N/A,A climber among grasses.,A. A. Enti,Periandra densiflora,Awutu - Winneba Road,N/A,1971-04-22,Awutu,Typed,1753348,398,N/A,N/A,no type status,A. A. Enti,N/A,1971,N/A,22. IV. 71,Periandra densiflora,Awutu - Winneba Road.
N/A,D. W. Thomas,Cameroon,Southwest,Primary rain forest,D.W. Thomas,Cola flavovelutina K. Schum,"Korup National Park, primary rain forest",1987-00-00,1987-00-00,N/A,Typed,6667(0029-T),6850,N/A,N/A,no type status,D. W. Thomas,05°02'N 08°50'E,1987,600 m,1987,Cola flavovelutina K. Schum,PRCV. Southwest: Korup National Park. Primary rain forest
N/A,S. A. Thompson,Cameroon,Sud-Ouest,growing on wet rocks,N/A,Impatiens macroptera Hook. f.,Trail up Mt. Cameroon,N/A,1984-07-09,Bakingili,Typed,N° 2086046,1522,Fako,N/A,no type status,Sue A. Thompson,"4°04'N, 9°02'E.",N/A,50-250 m.,9 July 1984,Impatiens macroptera Hook. f.,"Prov. Sud-Ouest, Dept. Fako; Bakingili"
N/A,D. Waterson,Kenya,Kitui,Thickets,N/A,Tapinanthus laceranthus,4 kilometers northeast of Mangondi on road to Embu,1977-07-08,1977-02-16,N/A,Mix of Handwritten and Typed,1864166,484,N/A,N/A,no type status,D. Waterson,N/A,N/A,N/A,16/2-8/7,Englerophytum tenuifolium (Engl.) Gill,4 km n.e. of Mangondi on road to Embu Nr. 4590
N/A,S. A. Thompson,Cameroon,Sud-Ouest,N/A,N/A,Avicennia africana P. Beauv.,Bakingili,N/A,1984-06-03,Bakingili,Typed,N° 2088074,1333,Fako,J. E. Rawlins,no type status,Sue A. Thompson & John E. Rawlins,4°04'N; 9°02'E,N/A,0 m.,3 June 1984,Avicennia africana P. Beauv.,Prov. Sud-Ouest; Dept. Fako: Bakingili
"Glypheae (bois piment), Mouton noir",G. Troupin,Rwanda,Kivu,forêt mésophile.,N/A,N/A,[precise locality unknown],1959-04-02,1959-04-02,N/A,Typed,N/A,5047,N/A,N/A,no type status,Troupin,par. 1°S. long. 28°30'E.,N/A,1950 - 2000 m,2.IV.1959,Tina sp. Glypheae (bois piment) Mouton noir,"Kivu, T.T. Masisi, vers Km 100 route Kavumu-Walikale, par. 1°S. long. 28°30'E."
N/A,A. Pappi,Eritrea,Assarota,N/A,T.M. Upson,Lavandula pubescens Decaisne,along the stream Hadadas,1902-08-15,1902-08-14,N/A,Typed,N/A,s.n.,N/A,N/A,no type status,Legit: A. Pappi,N/A,2/4/1996,N/A,14-15-VIII-1902,Lavandula pubescens Decaisne,ERITREA-ASSAROTA - lungo il torrente Hadadas
N/A,W. Burger,Ethiopia,Harar Province,Hiller on steep slopes with mixed forest ,W. Burger,Juniperus procera Hochst. ex Endl.,"Northwest face of Gara Mullata Mountain, approximately 50 kilometers due west of Harar",1963-02-00,1962-07-00,N/A,Typed,1632855,153,N/A,N/A,no type status,William Burger,ca. 9°16'N & 41°43'E,Jul-Feb 1962,2850 - 3200 m.,Jul-Feb 1962,Juniperus procera Hochst. ex Endl.,N.W. face Gara Mullata Mtn. ca. 50 km. due w. of Harar.
N/A,C. D. Adams,Ghana,Volta Region,"On quiet, slowly gliding or almost still water",N/A,Terminalia glaucescens,"Ho, Volta Region",N/A,1952-10-01,Ho,Typed,2007210,s.n.,N/A,J. F. Morton,no type status,C. D. Adams & John F. Morton,N/A,N/A,N/A,1/10/1952,Terminalia glaucescens,"HO, VOLTA REGION, GHANA"
N/A,Unknown Schimper,Ethiopia,N/A,N/A,N/A,Ipomoea demissa,[precise locality unknown],1863-03-24,1863-03-24,N/A,Handwritten,373793,s.n.,N/A,N/A,no type status,Schimper,N/A,N/A,N/A,24. III. 63,Ipomoea demissa,Abyssinia
N/A,D. W. Thomas,Cameroon,Southwest,Degraded forest,D.W. Thomas,Tapura africana Oliv.,"Degraded forest at Barombi Kang, Kumba",1987-05-18,1987-05-18,Barombi Kang,Typed,Field Museum of Natural History 2040825,6988,Kupe-Muanenguba,N/A,no type status,D.W. Thomas,04°36'N 009°27'E,1987,150 m,18 May 1987,Dichapetalaceae Tapura africana Oliv.,"Degraded forest at Barombi Kang, Kumba."
N/A,E. A. Mearns,Kenya,N/A,[precise locality unknown],N/A,Euphorbia aellenii,Vicinity of Thika,1909-09-07,1909-09-06,N/A,Typed,463287,11174,N/A,N/A,no type status,E.A. Mearns,N/A,N/A,About 1350 meters,"September 6-7, 1909",Euphorbia aellenii ,"Vicinity of Thika, British East Africa"
N/A,G. J. Mather,Kenya,N/A,N/A,N/A,Combretum schumannii Engl.,S. Kavirondo,N/A,1952-04-05,N/A,Typed,856352,580,N/A,N/A,no type status,G.J. Mather,N/A,N/A,N/A,5-IV-1952,Combretum schumannii Engl.?,S. Kavirondo
N/A,J. M. Fay,Cameroon,N/A,In riparian forest adjacent to seasonally flooded forest,Ake Assi,Combretum smeathmannii G. Don,Along the Sangha River adjacent to the island of Kilonia,1988-02-28,1988-02-28,N/A,Typed,N/A,8271,N/A,N/A,no type status,J. M. Fay,02°21'N 16°09'E 385 m,1988,140 m,28 February 1988,Combretum smeathmannii G. Don,"Along the Sangha River adjacent to the island of Kilonia. In riparian forest adjacent to seasonally flooded forest with Irvingia gabonensis, Guboutia demeusei, Berlinia sp."
"Thespesia populnea, Sophora accidentalus",D. D. Soejarto,Ghana,Greater Accra Province,on sandy soil,N/A,Diospyros tricolor Hiern.,"20 kilometers west of Accra, sea coast",1978-04-01,1978-04-01,Botianor village,Typed,1842606,4793,N/A,N/A,no type status,D.D. Soejarto,N/A,N/A,N/A,"April 1, 1978",Diospyros tricolor Hiern.,"20 km. West of Accra, Sea coast."
N/A,N. Reyna,Peru,Loreto,bosque húmedo tropical,D.R. Simpson,Gustavia serralianervia D.R. Simpson,"depto. Loreto, prov. Maynas. Santa María - Río Nanay, distr. Alto Nanay, Loreto.",N/A,1967-12-15,Santa María de Nanay,Typed,N/A,2490,N/A,N/A,HOLOTYPE,Narciso Reyna B.,N/A,1975,150 m,15 diciembre 1967,"""Carahuasca amarillo"" - árbol, bosque húmedo tropical","depto. Loreto, prov. Maynas. Santa María - Río Nanay, distr. Alto Nanay, Loreto."
N/A,M. O. Dillon,Peru,Arequipa,N/A,M.O. Dillon & Quipuscoa,Galvezia eielsenii M.O. Dillon & Quipuscoa,"Lomas of Atiquipa, approximately 105 kilometers north of the turn-off to Atiquipa, kilometer 584 south of Lima",1983-11-01,1983-11-01,Atiquipa,Typed,1940835,3776,Caraveli,D. Dillon,HOLOTYPE,M.O. Dillon & D. Dillon,N/A,N/A,ca. 150-200 m,1 Nov 1983,Galvezia fruticosa Gmel.,"Lomas of Atiquipa, ca. 105 km N of turn-off to Atiquipa, km 584 S of Lima"
N/A,s.n.,Austria,N/A,N/A,F. Pax,Tetrorchidium rubrivenium var. genuinum Müll. Arg.,Insel Madeira,1836-00-00,1836-00-00,N/A,Handwritten,875422,s.n.,N/A,N/A,Isosyntype,"Schott, Nylander",s.d.,s.d.,s.d.,1836,Tetrorchidium rubrivenium var. genuinum Müll. Arg.,Insel Madeira
N/A,J. Campos,Peru,Cajamarca,Trepadora; flor amarilla.,W. R. Anderson,Amorimia camponum W.R. Anderson,[precise locality unknown],N/A,1996-02-09,N/A,Typed,N° 2296033,2490,San Ignacio Province,O. Díaz,ISOTYPE,José Campos & O. Díaz,05°19'S; 078°47'W,17 Sep. 2006,550 - 650,9 Febrero 1996,Amorimia camponum W.R. Anderson,Distrito Chirinos: Entre La Cataqua y Tablón.
N/A,Ruiz & Pavon,Peru,N/A,N/A,N/A,Nolana spathulata Ruiz & Pav.,[precise locality unknown],1788-00-00,1778-00-00,N/A,Typed,845155,s.n.,N/A,N/A,ISOLECTOTYPE,Ruiz & Pavon,N/A,N/A,N/A,(1778-1788),Nolana spathulata Ruiz & Pav.,N/A
N/A,C. Díaz,Peru,Amazonas,Liana con frutos verdes. Pecínculos largos.,E. Stahl,Symplocos ovata Stahl,[precise locality unknown],N/A,1996-12-04,N/A,Typed,2296023,8008,Luya Province,A. Peña,ISOTYPE,Camilo Díaz y Antonio Peña,N/A,"Novon 20(1): 91, fig. 4A-B, 2010",2850–2360 m,4 Diciembre 1996,"Symplocos ovata Stahl, Novon 20(1): 91, fig. 4A-B, 2010 (HOLOTYPE; ⚫, NY; ISOTYPE, F, MO, NY, US)","Camporredondo, Tullanya, Pascana ""Pájaro Tigre"""
N/A,N/A,Peru,N/A,N/A,N/A,Bomarea purpurea (Ruiz & Pavón) Herb.,[precise locality unknown],0000-00-00,0000-00-00,N/A,Mix of Handwritten and Typed,916119,s.n.,N/A,N/A,isotype,Plantae a -Ruiz et Pavón- in vice-regno Peruviano et Chilensi lectae. (1777-1788),N/A,N/A,N/A,s.d.,"Bomarea purpurea (R. & P.) Herb. ISOTYPE of Alstroemeria purpurea Ruiz & Pav. Fl. Peruv. 3: 63, t. 294, f. A. 1802.",N/A
N/A,V. Quipuscoa,Peru,Amazonas,Bosque montano fragmentado,M. Weigend,"Lithospermum leymebambense Weigend & Nürk, sp. nov. ined.","Carretera a Celendín, between Ishpingo and Pomacocha",N/A,1998-08-20,N/A,Typed,2211679,13778,Luya,"A. Sagástegui, S. Leiva, M. Berruano",Isotype,"V. Quipuscoa S., A. Sagástegui A., S. Leiva G. & M. Berruano C.",N/A,"Taxon (S-typ) n. 541, acce. 2006",2800-3000 m,20 agostos 1998,Lithospermum cinerascens (A.D.C.) Johnst.,"Carretera a Celendín, entre Ishpingo - Pomacocha. Bosque montano fragmentado."
N/A,L. Williams,Peru,San Martin,forest,G. Lozano-Contreras,Marcgraviastrum racemosum (Triana & Planch.) Bedell,"forest; Roque, San Martin",1930-02-00,1930-01-00,N/A,Mix of Handwritten and Typed,624474,6999,N/A,N/A,no type status,Llewellyn Williams,N/A,2010,1500-1800 m.,"Jan.-Feb., 1930",Marcgraviastrum racemosum (Triana & Planch.) Bedell,"""forest; Roque, San Martin."""
N/A,Ruiz et Pavon,Peru,N/A,N/A,H. G. Bedell,Marcgravistrum obovatum (G. Don) Bedell,[precise locality unknown],1788-12-31,1778-00-00,N/A,Mix of Handwritten and Typed,843295,s.n.,N/A,N/A,ISOETYPE,Plantae a Ruiz et Pavon in vice-regno Peruviano et Chilensi lectae,N/A,Utrecht VIII. 1982,N/A,1778-1788,Marcgravistrum obovatum (G. Don) Bedell = Norantea macroscypha Gilg,N/A
N/A,N/A,N/A,N/A,N/A,H. G. Bedell,Marcgraviastrum obovatum (G. Don) Bedell,[precise locality unknown],1788-00-00,1775-00-00,N/A,Mix of Handwritten and Typed,N/A,s.n.,N/A,N/A,ISOTYPE,Ruiz & Pavón,N/A,VIII 1982,N/A,(1775-1788),Norantea obovata G. Don = Marcgraviastrum obovatum (G. Don) Bedell,in vice-regno Peruviano ad Chilesi lencate.
N/A,R. B. Foster,Peru,Huánuco,Forested low hills and ravines,M.J. Huft,Aciotis venezuelanus (Pax & K.Hoffm.) Webster,"Puerto Inca to Sungaro, forest trail between Río Pachitea and Río Sungaro",N/A,1982-09-13,N/A,Typed,No: 1921102,8752,N/A,N/A,no type status,Robin B. Foster,N/A,1983,250-300 m,13 Sept. 1982,Aciotis venezuelanus (Pax & K.Hoffm.) Webster,"Pachitea; Puerto Inca to Sungaro, Forest trail between Río Pachitea and Río Sungaro, Forested low hills and ravines, alt. 250-300 m"
N/A,J. S. Vigo,Peru,Loreto,in tall forest,A.M.W. Mennega,Tontelea Coulteriana Miers ex Eichler,Quebrada Huicte,1964-05-27,1964-05-27,unsure and check,Typed,1751666,6505,Datem del Marañón,N/A,no type status,José Schunke Vigo,N/A,III 1982,529 m,27 May 1964,Tontelea Coulteriana Miers ex Eichler,"San Martín: Quebrada Huicte (río Huallaga), in tall forest, 529 m alt."
N/A,M. Rimachi Y.,Peru,Loreto,"marginal forest, ""muena""",A. C. Chautems (Grierson),Endlicheria anomala (Nees) Mez,"Quebrada de Aucayacu, above Genaro Herrera",N/A,1979-02-08,N/A,Typed,2058606,4268,Requena,N/A,no type status,Manuel Rimachi Y.,N/A,2001,N/A,"February 8, 1979",Nectandra krukovii (A.C. Smith) Kosterm.,"Dtto. Saquena. Rio Ucayali, Quebrada de Aucayacu, above Genaro Herrera, marginal forest, ""muena,"" 8 m fr. green."
