associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,PASS,Papua New Guinea,West Sepik,c. 4-5 m high stunted forest on ridge on trees and shrubs,D. H. Vitt,Macromitrium macrosporum,Mt. Capella Base Camp Limestone ridge near camp,N/A,1975-04-17,N/A,Typed,1142178,16376,N/A,N/A,no type status,PASS,c. 5° S 141° 05' E,N/A,c. 3600 m,17.4.1975,Macromitrium macrosporum Broth.,Mt. Capella Base Camp Limestone ridge near camp
N/A,PASS,Papua New Guinea,West Sepik,N/A,D. H. Vitt,Macromitrium macrosporum,PASS,N/A,1975-05-08,N/A,Typed,1142156,PASS,N/A,N/A,no type status,PASS,"c. 5°14'05"" NE",N/A,c. 3650 m,8.5.1975,Macromitrium macrosporum Broth.,"Star Mts. c. 5°14'05"" NE Summit of Mt. Capella. Summit of ridge between Mt. Capella Base Camp and Mt. Capella ridge; on isolated tree."
N/A,A. Touw,Papua New Guinea,West Sepik,Forest remnant in deep chasm near the summit on soaking wet bark of trees,D. H. Vitt,Macromitrium macrosporum,PASS,N/A,1975-04-19,N/A,Typed,1142175,16420,N/A,N/A,no type status,A. Touw,PASS,N/A,c. 3900 m,19.4.1975,Macromitrium macrosporum Broth.,PASS
N/A,PASS,Papua New Guinea,West Sepik,PASS,D. H. Vitt,Macromitrium macrosporum,PASS,N/A,1975-05-05,N/A,Typed,1141880,17205,Star Mts.,N/A,no type status,PASS,c. 5°41'05''E,N/A,c. 3450 m.,5.5.1975,Macromitrium macrosporum Broth.,PASS
N/A,A. Town,Papua New Guinea,West Sepik,Pendulous from heavy tree branches and slanting trunks,D. H. Vitt,Macromitrium megalocladon,Star Mountains Upper montane forest between Folongonom and Arits' Camp,N/A,1975-05-14,N/A,Typed,1142187,18046,N/A,N/A,no type status,A. Town,c. 5°S 141°05'E,N/A,c. 2500 - 2600 m.,14.5.1975,Macromitrium megalocladon Fleisch.,Star Mts. c. 5°S 141°05'E Upper montane forest between Folongonom and Arits' Camp
N/A,A. Touw,Papua New Guinea,West Sepik,N/A,D. H. Vitt,Macromitrium megalocladon,PASS,N/A,1975-04-21,N/A,Typed,1142432,16555,Star Mts.,N/A,no type status,A. Touw,PASS,N/A,c. 3400 m,21.4.1975,Macromitrium megalocladon Fleisch.,Small kuni (grassfield) SW of Mt. Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni
N/A,A. Touw,Papua New Guinea,West Sepik,PASS,D. H. Vitt,Macromitrium megalocladon,PASS,N/A,1975-04-07,N/A,Typed,1142300,15768,N/A,N/A,no type status,A. Touw,PASS,PASS,c. 3350 m,7.4.1975,Macromitrium megalocladon Fleisch.,PASS
N/A,S. Hattori,Japan,Miyazaki,rupicolous photophilous ca 50 m,A. Noguchi,Macromitrium incurvum,Obi,N/A,1946-08-00,Obi,Typed,4235066,s.n.,Minaminaka,N/A,no type status,PASS,N/A,Ser. I (1947),ca 50 m,VIII. 1946,Macromitrium incurvum (Lindb.) Par.,KIUSHIU Miyazaki Minaminaka Obi
N/A,K. Mayebara,Japan,Kumamoto,PASS,A. Noguchi,Macromitrium incurvum,On exposed rocks 60 meters above sea Yoshio,N/A,1951-12-25,Yoshio,Typed,1043529,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,60 m. above sea,"December 25, 1951",Macromitrium incurvum (Lindb.) Par.,On exposed rocks 60 m. above sea Yoshio Kumamoto Prefecture
N/A,A. Mayebara,Japan,Kumamoto,On rocks,A. Noguchi,Macromitrium gymnostomum,PASS,N/A,1952-02-11,PASS,Typed,1043490,430,N/A,N/A,no type status,PASS,N/A,N/A,ca. 100 m. above sea,"February 11, 1952",Macromitrium gymnostomum Sull. et Lesq.,PASS
N/A,K. Mayahara,Japan,Kumamoto,N/A,A. Noguchi,Macromitrium gymnostomum,PASS,N/A,1952-03-00,Hitoyoshi,Typed,1043493,s.n.,N/A,N/A,no type status,K. Mayahara,N/A,N/A,PASS,March 1952,Macromitrium gymnostomum Sull. & Lesq.,On rocks ca. 100m. alt. Hitoyoshi Kumamoto County
N/A,H. H. Cow,China,Fujian,"On rock, shaded",Theriot,Macromitrium gymnostomum,Kushan near Foochow,N/A,1925-08-00,N/A,Typed,PASS,B.206,N/A,N/A,no type status,H. H. Cow,N/A,N/A,500 m.,"August, 1925",Macromitrium gymnostomum S. & L.,Kushan near Foochow
N/A,H. H. Chung,China,Fujian,PASS,Theriot,Macromitrium gymnostomum,On rock in bamboo forest,N/A,PASS,N/A,Typed,1122721,B.20,N/A,N/A,No type status,H. H. Chung,N/A,N/A,N/A,PASS,Macromitrium gymnostomum Sull.,On rock in bamboo forest
Pandanus,T. Koponen,Papua New Guinea,Morobe,Rather open montane forest with dominating Pandanus trees,D. H. Vitt,Macromitrium longicaule,Lake Wamba 5 kilometers south of Teptep airstrip 1 kilometer south of lake,N/A,1981-07-23,N/A,Typed,1142665,33590,N/A,N/A,no type status,Timo Koponen,6°01'S 146°33'E,1989,2400 m,23 July 1981,Macromitrium longicaule C. Mull.,Lake Wamba 5 km S of Teptep airstrip Rather open montane forest with dominating Pandanus trees 1 km S of lake
N/A,PASS,China,Fujian,On shady rocks or bark,N/A,Macromitrium japonicum,PASS,N/A,1928-03-00,PASS,Typed,1122615,B.4.,N/A,N/A,no type status,PASS,N/A,N/A,N/A,March 1928,Macromitrium japonicum (Dz. & Mb.) C. M.,PASS
N/A,T. Koponen,Papua New Guinea,Morobe,"open alpine grassland and ""subalpine"" forest",Dale H. Vitt,Macromitrium macrosporum,PASS,N/A,1981-07-09,N/A,Typed,1142666,32571,N/A,N/A,no type status,Timo Koponen,6°21'S 147°08'E,1989,PASS,9 July 1981,Macromitrium macrosporum Broth.,"Mt. Sarawaket Southern Range 2.5 km S of L. Gwama open alpine grassland and ""subalpine"" forest at L. Kenoroh E of Mt. Enggum"
N/A,M. Mizutani,Japan,Okinawa,on tree trunk,Z. I.,Macromitrium synoicum,"Iriomote, Sonai",N/A,1975-01-23,N/A,Typed,PASS,s.n.,N/A,I. Yoshimura,no type status,PASS,N/A,PASS,PASS,"Jan. 23, 1975",Macromitrium synoicum Sull. et Lesq.,"Iriomote, Sonai"
N/A,C. K. Sakurai,Japan,Honshu,PASS,PASS,Macromitrium incurvum,PASS,N/A,1932-10-00,N/A,Typed,1356480,X. 1932,Musashi,N/A,no type status,PASS,N/A,N/A,N/A,X. 1932,Macromitrium incurvum (Lindb.) Paris,PASS
N/A,K. Sato,Japan,Kagoshima,On rock,A. Noguchi,Macromitrium gymnostomum,Isl. Amami-oshima,N/A,1970-04-03,Sumiyo-mura,Typed,639,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,elevation about 120 m,"April 3, 1970",Macromitrium gymnostomum Sull. & Lesq.,PASS
N/A,V. Allorge,Portugal,Azores,talus découvert,unsure and check,PASS,Salto do Cavalo,N/A,1937-06-14,S. Miguel,Typed,1181624,133,N/A,P. Allorge,no type status,V. et P. Allorge,N/A,PASS,vers 700 m,14.VI.1937,PASS,talus découvert Salto do Cavalo vers 700 m
N/A,M. Lewis,Bolivia,La Paz,Super humid Ceja de Montaña forests following ravines In small rill in dripping area of small waterfall,unsure and check,Philonotis,PASS,N/A,1983-01-20,N/A,Typed,1100485,83-224,Larecaja,N/A,no type status,Marko Lewis,15°36'S 68°39'W,unsure and check,PASS,20 Jan 1983,Philonotis,PASS
N/A,M. Lewis,Bolivia,La Paz,Eroding bank,PASS,Philonotis,PASS,N/A,1979-03-29,N/A,Typed,PASS,79-1314,Larecaja,N/A,no type status,Marko Lewis,"15° 45' S, 68° 42' W",PASS,2740 m.,29 March 1979,Philonotis fide Crum,Along road 1 mi. from Sorata towards Achacachi
N/A,M. Lewis,Bolivia,Cochabamba,On stones and banks of seepy creek in cloud forest ravine with tree ferns,unsure and check,Philonotis,Slope of Cerro Khachi North of Corani,N/A,1979-06-01,N/A,Typed,PASS,79-2315,Chapare,N/A,no type status,Marko Lewis,17° 11' S 65° 54' W,unsure and check,3030 m,1 June 1979,Philonotis,Slope of Cerro Khachi N. of Corani 3030 m
N/A,PASS,Bolivia,N/A,N/A,unsure and check,Philonotis,Unduavi,N/A,1950-10-13,N/A,Typed,1013011,6867,N/A,N/A,no type status,Collector: Alice W. M. A. M. Brunn,N/A,unsure and check,10000 ft.,13 Oct. 1950,Philonotis,Unduavi
N/A,W. M. A. Brookes,Bolivia,N/A,N/A,unsure and check,Phleobothis,Unduavi,N/A,1950-10-13,N/A,Typed,1013012,6865,N/A,N/A,no type status,Miss W. M. A. Brookes,N/A,unsure and check,10000 ft.,13 Oct. 1950,Phleobothis,Unduavi
N/A,M. Lewis,Bolivia,Cochabamba,PASS,unsure and check,Philonotis,Slope of Cerro Khachi North of Corani 3030 meters,N/A,1979-06-01,N/A,Typed,1050327,79-2315,Chapare,N/A,no type status,Marko Lewis,17° 11' S 66° 54' W,unsure and check,3030 m,1 June 1979,Philonotis,PASS
N/A,PASS,Peru,Amazonas,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach",Dana Griffin III,Philonotis sphaerocarpa,Las Palmas between Balsas and Leimebamba,N/A,1973-08-31,N/A,Typed,1061647,PASS,Chachapoyas,PASS,no type status,PASS,N/A,N/A,3000 m,PASS,Philonotis sphaerocarpa (Hedw.) Brid.,Las Palmas zw. Balsas u. Leimebamba
N/A,F. D. Bowers,Mexico,Baja California Sur,PASS,A. J. Sharp,Braunia secunda,PASS,N/A,1973-12-25,N/A,Typed,1045263,5166,N/A,PASS,no type status,PASS,N/A,N/A,PASS,25 December 1973,Braunia secunda (Hook.) B.S.G.,PASS
N/A,A. J. Sharp,Mexico,Oaxaca,"Partial shade, moist, road side cliff",PASS,PASS,Near El Punto on Highway 175,N/A,1973-06-23,N/A,Typed,1045248,2681,N/A,PASS,no type status,PASS,N/A,1992,1625 m,"June 23, 1973",Braunia secunda (Hook.) B.S.G.,PASS
N/A,A. J. Sharp,Mexico,Jalisco,"Partial shade, moist, vert. surface of boulder",B. De Luna,Braunia andrieuxii,"El Mirador on Highway 80, 9 miles above San Martín",N/A,1973-07-01,San Martín,PASS,1045251,2736,Hidalgo,E. B. Sharp | E. C. Clebsch | K. I. Hornburgh,no type status,"A. J. and E. B. Sharp, E. C. Clebsch, K. I. Hornburgh",N/A,1992,1750 m,"July 1, 1973",Braunia secunda (Hook.) B.S.G.,PASS
N/A,C. G. Pringle,Mexico,Jalisco,N/A,E. De Luna,Braunia Andrieuxii,On rocks near Guadalajara,N/A,PASS,N/A,Typed,1172142,10619,N/A,N/A,No type status,C. G. Pringle,N/A,1992,5000 ft.,PASS,"Braunia Andrieuxii, Lorentz.",On rocks near Guadalajara
N/A,C. G. Pringle,Mexico,Hidalgo,N/A,E. De Luna,Braunia andrieuxii,Cuyamaloya,N/A,1908-09-17,PASS,Typed,1045265,10627,N/A,N/A,no type status,C. G. Pringle,N/A,1992,N/A,"17, Sept., 1908","Braunia plicata, Mitt., var. canescens, Card. n. var.",Cuyamaloya
N/A,N. Eggers,Mexico,Veracruz,PASS,E. De Luna,Braunia secunda,PASS,N/A,PASS,N/A,Typed,1031423,PASS,N/A,PASS,no type status,PASS,N/A,1992,N/A,PASS,Braunia secunda (Hook.) B.S.G.,PASS
N/A,F. P. Bowler,Mexico,Durango,"On boulder, partial shade",A. J. Sharp,Braunia secunda,Oak-pine forest with Alnus along Highway 40 about 5 miles west of El Salto,N/A,1970-12-30,N/A,Typed,1036945,5067,N/A,PASS,no type status,PASS,N/A,N/A,PASS,30 December 1970,Braunia secunda (Hook.) B.S.G.,Oak-pine forest with Alnus along Highway 40 about 5 miles west of El Salto
N/A,A. J. Sharp,Mexico,Distrito Federal,Siliceous boulder in water,PASS,Braunia secunda,Above Cantreras,N/A,1941-07-23,N/A,Typed,1045239,116,N/A,N/A,no type status,PASS,N/A,PASS,N/A,"July 23, 1941",Braunia secunda (Hook.) Bruch & Schimp.,"Siliceous boulder in H2O, above Cantreras"
N/A,PASS,Mexico,Chiapas,"Partial shade, moist, trail side bank",PASS,Braunia squarrulosa,"Yerba Buena, Pueblo Nuevo, about 55 kilometers northeast of Tuxtla-Gutiérrez",N/A,1972-12-19,N/A,Typed,1045274,4217,N/A,PASS,no type status,PASS,N/A,N/A,6600 ft.,"Dec. 19, 1972",Braunia squarrulosa (Hampe) Broth.,"Yerba Buena, Pueblo Nuevo, (about 55 km. northeast of Tuxtla-Gutiérrez)"
N/A,P. J. Hermann,Mexico,Chiapas,On oak trunk in oak-pine woods,E. De Luna,Braunia squarrosa,15 miles southeast of San Cristobal de las Casas,N/A,1975-02-09,San Cristobal de las Casas,PASS,1052129,26429,N/A,N/A,no type status,PASS,N/A,1992,PASS,"Feb.9,1975",Braunia squarrosa (Hampe) Broth.,15 mi. S.E. of San Cristobal de las Casas Chiapas Mexico
N/A,A. J. Sharp,Mexico,Oaxaca,PASS,A. J. Sharp,Braunia squarrulosa,PASS,N/A,1972-12-23,San Pablo Ayutla,Typed,1045269,2980-a,N/A,"F. D. Bowers | D. K. Smith | R. A. Hattaway | Paul Somers, Jr.",no type status,"A.J. Sharp, F.D. Bowers, D.K. Smith, R.A. Hattaway, Paul Somers, Jr.",N/A,N/A,4600 ft.,"Dec. 23, 1972",Braunia squarrulosa (Hampe) Broth.,PASS
N/A,H. A. Crum,Mexico,Jalisco,"On dead limb, fallen, oak forest",E. De Luna,Braunia squarrosa,"Slopes of La Ferreria, above Manantlan",N/A,1949-07-23,N/A,Typed,1039541,971,N/A,N/A,no type status,Howard A. Crum,N/A,1992,7300 feet,23 July 1949,Braunia squarrosa (Hampe) Broth.,"Slopes of La Ferreria, above Manantlan"
N/A,C. G. Pringle,Mexico,Federal District,N/A,E. De Luna,Braunia squarrulosa,"Base of trees, Cuautla",N/A,1906-07-17,N/A,Typed,1172249,10550,N/A,N/A,no type status,C. G. Pringle,N/A,1992,10000 ft.,"17, July, 1906",PASS,"Base of trees, Cuautla"
N/A,N. Eggers,Mexico,Chiapas,Oak-pine forest,B. De Luna,Braunia squarrosa,PASS,N/A,0000-00-00,N/A,Typed,1031467,10.5.10/249,N/A,PASS,no type status,PASS,N/A,1992,2050 m,N/A,Braunia squarrosa (Hampe) Broth.,km 100 an der Str. Ocosingo-San Cristobal Eichen-Kiefernwald 2050 m
N/A,PASS,Mexico,Chiapas,Oak-pine forest,E. De Luna,Braunia squarrosa,Kilometer 100 on the road Ocosingo-San Cristobal,PASS,1979-03-10,N/A,PASS,1031495,PASS,N/A,N. Frahm,no type status,LEG.EGGERS & FRAHM,N/A,1992,2250 M,10.3.79(29),Braunia squarrosa (Hampe) Broth,KM 100 AN DER STR. OCOSINGO-SAN CRISTOBAL EICHEN-KIEFERNWALD 2250 M
N/A,F. J. Hermann,Mexico,Chiapas,On oak trunk in oak-pine woods,E. De Luna,PASS,PASS,N/A,1975-02-09,PASS,Typed,1045277,26429,N/A,N/A,no type status,PASS,N/A,1992,PASS,"February 9, 1975",PASS,PASS
N/A,D. Griffin,Costa Rica,San Jose,Bosque primaria montano bajo muy húmedo y potreros,PASS,Braunia squarrulosa,"Valle de Copey, approximately 30 kilometers south of Cartago",N/A,1979-02-04,N/A,Typed,1029423,97,N/A,M. I. Morales,no type status,PASS,N/A,PASS,PASS,4. feb. 1979,Braunia squarrulosa (Hampe) C. Muell.,PASS
N/A,PASS,Bolivia,Tarija,PASS,S. Churchill,Braunia exserta,PASS,N/A,2001-08-04,N/A,Typed,1183435,20792,PASS,N/A,no type status,PASS,21°25'S 64°19'W,2001,2300 m,4 Ago 2001,Braunia exserta C. Müller,PASS
N/A,B. Sparre,Argentina,Tucuman,Subtropical rainforest epiphyte,W. R. Buck,Braunia cirrhifolia,Rio Cochuna,N/A,1946-11-27,PASS,Typed,PASS,PASS,Chicligasta,N/A,no type status,B. Sparre,N/A,N/A,PASS,27 November 1946,Braunia cirrhifolia (Mitt.) Jaeg.,PASS
N/A,M. Lewis,Bolivia,La Paz,In ravine with waterfall,E. De Luna,Braunia cirrhifolia,"Canyon 1 kilometer East of Cachipata, Southeast of Sorata",N/A,1979-04-06,N/A,PASS,1032380,79-1625,Larecaja,N/A,no type status,Marko Lewis no. 79-1625,"15° 48' S, 68° 36' W",1992,PASS,6 April 1979,Braunia cirrhifolia (Mitt.) Wils. ex Jaeg.,PASS
N/A,M. Lewis,Bolivia,La Paz,PASS,D. Griffin III,Braunia plicata,PASS,N/A,1982-12-09,N/A,Typed,1091412,82-303,Larecaja,N/A,no type status,Marko Lewis,PASS,1990,ca. 2450 m,9 Dec 1982,Braunia plicata (Mitt.) Jaeg.,PASS
N/A,M. Lewis,Bolivia,La Paz,Abundant on exposed rock face,PASS,Braunia plicata,Near large red outcrop 2 miles from Sorata down Rio Consata,N/A,1979-03-22,N/A,Typed,1032384,79-1230,Larecaja,N/A,no type status,Marko Lewis,15° 41' S. 68° 43' W.,1992,2600 m,22 March 1979,Braunia plicata (Mitt.) Jaeg.,Near large red outcrop 2 mi. from Sorata down Rio Consata
N/A,M. Lewis,Bolivia,La Paz,Banks of trail,E. De Luna,Braunia plicata,Trail between Charasani and Niño Karine NNW of Chuma,N/A,1979-03-05,N/A,Typed,1032341,79-947,Saavedra,N/A,no type status,Marko Lewis,15° 11' S 69° 04' W,1992,3200-3240 m,5 March 1979,Braunia plicata (Mitt.) Jaeg.,PASS
N/A,M. Lewis,Bolivia,La Paz,Banks of trail,E. De Luna,Braunia plicata,PASS,N/A,1979-03-05,N/A,Typed,1032381,79-940,Saavedra,N/A,no type status,Marko Lewis,PASS,1992,3200 m,5 March 1979,Braunia plicata (Mitt.) Jaeg.,PASS
N/A,M. Lewis,Bolivia,La Paz,Along bank of trail,E. De Luna,Hedwigidium integrifolium,Trail between Charasani and Niko Karine NNW of Chuma,N/A,1979-03-05,N/A,Typed,1032366,79-935,Saavedra,N/A,no type status,Marko Lewis,15° 11' S 69° 04' W,Nov. 1991,3200 m,5 March 1979,Hedwigidium integrifolium (P. Beauv.) Dix.,Trail between Charasani and Niko Karine NNW of Chuma
N/A,M. Lewis,Bolivia,Tarija,Dirt bank in Kheñwa forest,E. De Luna,Hedwigidium integrifolium,PASS,N/A,1979-02-10,N/A,Typed,1032358,79-615,Méndez,N/A,no type status,Marko Lewis,PASS,Nov. 1991,3350 m,10 February 1979,Hedwigidium integrifolium (P. Beauv.) Dix.,PASS
N/A,M. Dillon,Peru,Ancash,Growing on branches,Dana Griffin III,Braunia secunda,PASS,N/A,1983-01-28,N/A,Typed,1111863,3128D,Yungay,PASS,no type status,PASS,N/A,28 Jan. 1983,± 3380 m,28 Jan. 1983,Braunia secunda (Hook.) B.S.G.,"Ca. 25 km NE of Yungay, slopes below Laguna de Llanganuco"
N/A,D. Griffin,Venezuela,Merida,Sobre roca seca a baja luz,D. Griffin,Braunia secunda,PASS,N/A,PASS,N/A,Typed,PV-1133,PASS,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,Braunia secunda (Hook.) BSG,PASS
N/A,M. Lewis,Bolivia,Tarija,On rocks in dry deciduous forest,B. De Luna,Braunia subincana,PASS,N/A,1979-02-02,N/A,Typed,1032377,79-489A,O'Connor,N/A,no type status,Marko Lewis,PASS,1992,1750 m,2 February 1979,Braunia laxifolia Herz.,PASS
N/A,F. J. Hermann,Bolivia,Cochabamba,N/A,Efrain De Luna,Braunia subplicata,From the Province of Chaparé Purchased in market at Cochabamba,N/A,1972-12-24,Cochabamba,Typed,1045267,25278,Chaparé,N/A,no type status,F. J. Hermann,N/A,1992,PASS,"December 24, 1972",Braunia subplicata E.G.Britt.,From the Province of Chaparé Purchased in market at Cochabamba
N/A,S. R. Gradstein,Bolivia,Cochabamba,On cliff under scrub in area of wet meadows and secondary woodlands,B. O. van Zanten,Racopilum intermedium,5 kilometers south of road Cochabamba - Villa Tunari kilometer 95,N/A,1989-11-12,Incacorral,Typed,1091583,7560,Chapare,M. Lewis,no type status,PASS,N/A,N/A,PASS,12 November 1989,Racopilum intermedium Hampe,5 Km S of road Cochabamba - Villa Tunari km 95
N/A,M. Lewis,Bolivia,La Paz,Fruit and coffee plantations. On rocks in shady fruit orchard.,unsure and check,Racopilum tomentosum,PASS,N/A,1983-02-07,Coroico,Typed,1100456,83-503,Nor Yungas,N/A,no type status,Marko Lewis,"16°11'S, 67°43'W",unsure and check,ca. 1650 m,7 Feb 1983,Racopilum tomentosum (Hedw.) Brid.,1 km S of Coroico along road between Coroico and Yolosa
N/A,Y. Mexia,Brazil,Minas Gerais,PASS,Bartram,Rhacopilum tomentosum,Fazenda de F. Lopez,N/A,1930-11-11,Viçosa,Typed,PASS,5281a,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,PASS,"Nov. 11, 1930",Rhacopilum tomentosum (Hedw.) Brid.,PASS
N/A,S. R. Gradstein,Ecuador,Galapagos Islands,Paidium guayavas woodlands and pampas on rather dry shaded rocks,W. A. Weber,Rhacopilum tomentosum,Isla Floreana east of Cruz Farm,N/A,1976-04-24,N/A,Typed,1023912,M-58,N/A,N/A,no type status,S. R. Gradstein,N/A,N/A,at 250-350 m,24.IV.1976,Rhacopilum tomentosum (Hedw.) Brid.,Isla Floreana Paidium guayavas woodlands and pampas east of Cruz Farm on rather dry shaded rocks
N/A,P.-H. Hegewald,Peru,Amazonas,Fels Erde Mauer Baum Strauch Holz Sec Bach,E. Hegewald,Racopilum tomentosum,Saulamur between Balsas and Leimebamba,N/A,1973-08-31,N/A,Typed,1026724,6726,Chachapoyas,N/A,no type status,PASS,N/A,N/A,N/A,Datum 31.8.1973,Racopilum tomentosum (Hedw.) Brid.,Saulamur zw. Balsas u. Leimebamba
N/A,J. Florschütz,Suriname,N/A,On decaying log,P. A. Florschütz | J. Florschütz-de Waard,Racopilum tomentosum,PASS,N/A,1975-12-18,N/A,Typed,1028580,PASS,N/A,P. A. Florschütz,No type status,PASS,N/A,N/A,N/A,18.XII.1975,Racopilum tomentosum (Hedw.) Brid.,PASS
N/A,E. Linares,Colombia,Meta,PASS,unsure and check,Racopilum tomentosum,PASS,N/A,1984-09-26,N/A,Typed,1065598,1543,Villavicencio,S. R. Gradstein | B. O. van Zanten,no type status,PASS,N/A,unsure and check,PASS,26 Sept. 1984,Racopilum tomentosum (Hedw.) Brid.,PASS
N/A,M. Lewis,Bolivia,La Paz,Fruit and coffee plantations. Bark of fruit trees in orchard.,unsure and check,Racopilum tomentosum,PASS,N/A,1983-02-07,Coroico,Typed,1100344,83-511,Nor Yungas,N/A,no type status,Marko Lewis,"16°11'S, 67°43'W",unsure and check,ca. 1650 m,7 Feb 1983,Racopilum tomentosum (Hedw.) Brid.,1 km S of Coroico along road between Coroico and Yolosa
