associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,A. Touw,Papua New Guinea,West Sepik,PASS,D. H. Vitt,Macromitrium longicaule ,PASS,N/A,1975-05-20,N/A,PASS,1141855,18543,PASS,N/A,no type status,A. Touw,c. 5°51'S 141°05'E,N/A,PASS,Dat 20.5.1975,Macromitrium longicaule C. Müll. Det: D.H. Vitt,PASS
N/A,A. Touw,Papua New Guinea,PASS,on stems and branches of trees and shrubs in summit scrub,D. H. Vitt,Macromitrium macrosporum,PASS,N/A,1975-05-08,N/A,Typed,1142194,17369,PASS,N/A,no type status ,A. Touw,PASS,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Papua New Guinea,West Sepik,on trees and shrubs,D. H. Vitt,Macromitrium macrosporum,PASS,N/A,1975-04-17,N/A,PASS,1142178,16376,PASS,N/A,no type status,PASS,PASS,N/A,PASS,Dat: 17.4.1975,PASS,PASS
N/A,D. H. Vitt,Papua New Guinea,West Sepik,PASS,PASS,Macromitrium macrosporum,PASS,N/A,1975-05-08,N/A,PASS,1142156,17312,N/A,N/A,no type status,PASS,PASS,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Papua New Guinea,West Sepik,PASS,N/A,Macromitrium macrosporum,"Star Mountains, Mount Capella northeast summit",N/A,1975-04-19,N/A,Typed,1142175,16420,N/A,N/A,no type status,PASS,PASS,N/A,PASS,19. 4. 1975,Macromitrium macrosporum Broth. ,PASS
N/A,A. Touw,Papua New Guinea,West Sepik ,PASS,D. H. Vitt,Macromitrium macrosporum,"Near Mount Capella Base Camp, along trail to Tamanagabip",N/A,1975-05-05,N/A,PASS,1141880,17205,N/A,N/A,no type status,PASS,PASS,N/A,PASS,5. 5. 1975,PASS,PASS
N/A,D. H. Vitt,Papua New Guinea,West Sepik,PASS,D. H. Vitt,Macromitrium megalocladon ,PASS,N/A,1975-05-14,N/A,PASS,1142187,18046,PASS,N/A,no type status,N/A,PASS,N/A,PASS,14.5.1975,PASS,PASS
N/A,PASS,Papua New Guinea,West Sepik ,on vertical face of moss covered limestone boulder at edge of kuni,PASS,Macromitrium megalocladon,PASS,N/A,1975-04-21,Star Mts,Mix of Handwritten and Typed,1142432,16555,PASS,N/A,no type status ,D. H. Vitt,c. 5°S 141°05'E,N/A,PASS,PASS,PASS,PASS
N/A,D. H. Vitt,Papua New Guinea,West Sepik,"Terrestrial in open shrubbery on ridge. Dense moss vegetation covering soil, rocks, and the lower portion of shrubs. Dominant. ",Fleisch,Macromitrium megalocladon,PASS,N/A,1975-04-07,PASS,Typed,1142300,15768,N/A,N/A,no type status,PASS,PASS,N/A,PASS,Dat: 7.4. 1975,PASS,PASS
N/A,S. Hattori,Japan,PASS,PASS,A. Noguchi,Macromitrium incurvum,PASS,N/A,1946-08-00,Minaminaka ,Typed,C0288586F,s.n. ,Miyazaki ,N/A,no type status,S. Hattori,N/A,PASS,PASS,VIII. 1946. ,20. Macromitrium incurvum (Lindb.) Par.,"KIUSHIU, Miyazaki, Minaminaka, Obi, rupicola, photophila, ca. 50 m."
N/A,K. Mayebara,Japan,Kumamoto ,N/A,A. Noguchi,PASS,PASS,N/A,1951-12-25,Yoshio,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"December 25, 1951",PASS,PASS
N/A,K. Mayebara,Japan,Kumamoto,N/A,A. Noguchi,Macromitrium gymnostomum ,PASS,N/A,1952-02-11,PASS,Typed,1043490,s.n.,N/A,N/A,no type status,"Coll: K. Mayebara,",N/A,1952,PASS,"February 11, 1952",430. Macromitrium gymnostomum Sull. et Lesq.,PASS
N/A,K. Mayebara,Japan,Kumamoto ,N/A,A. Noguchi,Macromitrium gymnostomum,PASS,N/A,1952-03-00,Hitoyoshi,Typed,1043493| C0268572F,s.n.,County,N/A,no type status ,K. Mayebara,N/A,N/A,ca. 100m.,March 1952,Macromitrium gymnostomum Sull. et Lesq. ,"On rocks, ca. 100m. alt., Hitoyoshi, Kumamoto County "
N/A,H. Chung,China,Fukien ,"On rock, altitude 500 m.",Thériot,Macromitrium gymnostomum ,Kushan near Foochow ,N/A,1925-08-00,Foochow,Typed ,PASS,B.206,N/A,N/A,no type status,H. H. CHUNG,N/A,N/A,500 m,"August, 1925 ",PASS,Kushan near Foochow
N/A,PASS,China,Fukien,On rock in bamboo forest,Theriot,Macromitrium gymnostomum,PASS,N/A,1925-05-02,Chuanchow,Typed,PASS,B.20,N/A,N/A,no type status,H. H. Chung,N/A,N/A,N/A,"May 2, 1925",PASS,PASS
N/A,T. Koponen,Papua New Guinea,PASS,Rather open montane forest with dominating Pandanus trees ,PASS,Macromitrium longicaule,5 km S of Teptep airstrip Rather open montane forest with dominating Pandanus trees 1 km S of Lake Wamba on stump,N/A,1981-07-23,N/A,Mix of Handwritten and Typed,PASS,PASS,PASS,N/A,no type status,Timo Koponen,"6°01'S, 146°33'E",1989,2400 m,23 July 1981,PASS,"PAPUA NEW GUINEA Morobe Prov: Lake Wamba 5 km S of Teptep airstrip Rather open montane forest with dominating Pandanus trees 1 km S of lake, alt 2400 m, 6°01'S, 146°33'E, on stump "
N/A,N/A,China,FUKIEN PROVINCE,On shady rocks or bark. ,N/A,Macromitrium japonicum,"Namputo, Amoy",N/A,1925-03-00,Amoy,Typed,PASS,B.4.,N/A,N/A,no type status,EX FARLOW HERBARIUM,N/A,N/A,N/A,"March, 1925",PASS,"Namputo, Amoy"
N/A,T. Koponen,Papua New Guinea,Morobe Prov,on bush,D. H. Vitt,Macromitrium macrosporum,PASS,N/A,1981-07-09,N/A,PASS,PASS,PASS,N/A,N/A,no type status,Timo Koponen,"6°21'S, 147°07'E",Det: Dale H Vitt 1989,3550 m,9 July 1981,Macromitrium macrosporum Broth,PASS
N/A,M. Mizutani,Japan,RYUKYU,PASS,Z. Iwatsuki,Macromitrium gymnostomum,PASS,N/A,1975-01-23,PASS,PASS,PASS,PASS,PASS,I. Yoshimura,no type status,PASS,N/A,N/A,PASS,PASS,Macromitrium gymnostomum Sull. et Lesq.,PASS
N/A,PASS,Japan,PASS,PASS,N/A,Macromitrium incurvum ,PASS,N/A,1932-10-00,Kobutoke,PASS,1356480,s.n.,Musashi,N/A,no type status,PASS,N/A,N/A,N/A,PASS,Macromitrium incurvum (Lindb.) Paris,PASS
N/A,K. Saito,Japan,Kagoshima ,N/A,A. Noguchi,Macromitrium gymnostomum,PASS,N/A,1970-04-03,PASS,Mix of Handwritten and Typed,N/A,1051109,PASS,N/A,no type status,K. Saito,N/A,N/A,about 120 m,"April 3, 1970",PASS,PASS
N/A,V. Allorge,Portugal,Azores,N/A,PASS,Pogonatum urnigerum ,talus découvert Salto do Cavalo vers 700 meters S MIGUEL,N/A,1937-06-14,N/A,Typed,1181624,135,N/A,P. Allorge,no type status,V et P Allorge,N/A,N/A,700 m,PASS,PASS,PASS
N/A,M. Lewis,Bolivia,La Paz,PASS,N/A,Philonotis,"Between 5-6 kilometers south of Tacacoma along road to Quiabaya, 16-17 kilometers north of Sorata",N/A,1983-01-20,N/A,Mix of Handwritten and Typed,C0341037F,1100485,Larecaja,N/A,no type status,Marko Lewis 83-224,"15°36'S, 68°39'W",N/A,PASS,20 Jan 1983,Philonotis,"Between 5-6 Km S of Tacacoma along road to Quiabaya, 16-17 Km N of Sorata"
N/A,M. Lewis,Bolivia,PASS,Eroding bank,Crum,PASS,Along road 1 mile from Sorata towards Achacachi,N/A,1979-03-29,N/A,Typed,PASS,1078795,PASS,PASS,no type status,PASS,PASS,N/A,PASS,29 March 1979,PASS,PASS
N/A,M. Lewis,Bolivia,COCHABAMBA,PASS,N/A,Philonotis,PASS,N/A,1979-06-01,N/A,Mix of Handwritten and Typed,PASS,79-2315,CHAPARÉ,N/A,no type status,Marko Lewis,PASS,N/A,3030 m,1 June 1979,Philonotis,PASS
N/A,PASS,Bolivia,N/A,PASS,N/A,N/A,PASS,N/A,1950-10-13,N/A,Typed,1013011,6867,N/A,N/A,no type status ,PASS,N/A,N/A,PASS,13 Oct. 1950,N/A,UNDUAVI 
N/A,W. M. A. Brooke,Bolivia,N/A,N/A,N/A,Philanthus,UNDUAVI 10000 feet,N/A,1950-10-13,N/A,Typed,5013012,6865,N/A,N/A,no type status,Collector: Miss W. M. A. BROOKE,N/A,N/A,10000 ft,13 Oct. 1950,Philanthus,PASS
N/A,PASS,Bolivia,COCHABAMBA,"On stones and banks of seepy creek in cloud forest ravine, with tree ferns",N/A,PHILONOTIS ,PASS,N/A,1979-06-01,N/A,PASS,1050327,79-2315,CHAPARÉ,N/A,no type status,PASS,PASS,N/A,3030 m,1 June 1979,PHILONOTIS,PASS
N/A,E. Hegewald,Peru,Amazonas,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach",E. Hegewald,PASS,Las Palmas between Balsas and Leimebamba ,N/A,1973-08-31,N/A,Mix of Handwritten and Typed,1061647,Nr. 6989,Chachapoyas,P. Hegewald,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,F. Bowers,Mexico,BAJA CALIFORNIA SUR,N/A,PASS,Braunia secunda ,PASS,N/A,1973-12-25,Todos Santos,Typed,PASS,5166,N/A,PASS,no type status,"Frank D. Bowers, Jr., Claudio Delgadillo M. & Paul Somers, Jr.",N/A,N/A,ca. 6300 ft.,25 December 1973,Braunia secunda (Hook.) B.S.G. det. A. J. Sharp,PASS
N/A,A. J. Sharp,Mexico,Oaxaca,"Partial shade, moist, road side cliff",A. J. Sharp,Braunia secunda ,PASS,N/A,1973-06-23,N/A,Mix of Handwritten and Typed,1045248 | C0341164F,2281,N/A,PASS,no type status ,PASS,N/A,1992,1625 m,"June 23, 1973",Braunia secunda (Hook.) B.S.G.,"Near El Punto on Hwy. 175, Oaxaca, México.  _1625_ m."
N/A,PASS,Mexico,Jalisco,PASS,PASS,Braunia secunda,PASS,N/A,1973-07-04,PASS,Handwritten,1045251,2736,N/A,PASS,no type status,"A.J. and E.B. Sharp, E.C. Clebsch, K.R. Thornburgh",N/A,PASS,PASS,"July 4, 1973",Braunia secunda (Hook.) B.S.G.,PASS
N/A,C. G. Pringle,Mexico,Jalisco,N/A,Cardot,Braunia andrieuxii,On rocks near Guadalajara,N/A,1908-09-30,Guadalajara,Typed,1172142 | C0341179F,10619,N/A,N/A,no type status,C G PRINGLE,N/A,N/A,"5,000 ft","30, Sept, 1908",Braunia andrieuxii Lor,"On rocks near Guadalajara, 5,000 ft"
N/A,C. Pringle,Mexico,HIDALGO,N/A,Efrain De Luna,PASS,Cuyamaloya,N/A,1908-09-17,N/A,Typed,PASS,10627,N/A,N/A,no type status ,C G PRINGLE,N/A,1992,N/A,PASS,"Braunia plicata, Mitt, var. canescens, Card. n. var.",Cuyamaloya.
N/A,E. Eggers,Mexico,Veracruz ,PASS,Efrain De Luna,Braunia secunda ,PASS,N/A,PASS,PASS,PASS,1031423,PASS,PASS,PASS,no type status,PASS,N/A,1992,2300 m,PASS,PASS,"MEXICO: EDU. VERACRUZ: SIERRA MADRE AN DER STR. F55 Zw. PEROTE + JALAPA, KIEFERN-EICHENW. 2300 m"
N/A,F. D. Bowers,Mexico,Durango,PASS,A. J. Sharp,Braunia secunda,PASS,N/A,1973-12-30,PASS,PASS,1036945,5067,N/A,C. Delgadillo M. | P. Somers,no type status,"Coll: Frank D. Bowers, Claudio Delgadillo M., and Paul Somers, Jr.",N/A,unsure and check,8650 ft,30 December 1973,PASS,PASS
N/A,A. J. Sharp,Mexico,PASS,N/A,PASS,Braunia secunda,PASS,N/A,1941-07-23,N/A,Typed,1045239,PASS,N/A,N/A,no type status,COLLECTED BY: A. J. SHARP,N/A,PASS,N/A,"July 23, 1941",PASS,PASS
N/A,A. Sharp,Mexico,Chiapas,"Partial shade, moist, trail side bank ",F. Bowers,Braunia squarrulosa,PASS,N/A,1972-12-19,N/A,Typed,1045274,42447,N/A,F. Bowers | D. Smith | R. Hattaway | P. Somers,no type status,PASS,N/A,N/A,+ 6800 ft,"Dec. 19, 1972",PASS,PASS
N/A,PASS,Mexico,Chiapas,oak-pine woods,Efrain De Luna,PASS,"On oak trunk in oak-pine woods, 15 miles southeast of San Cristobal de las Casas",N/A,1975-02-09,N/A,Mix of Handwritten and Typed,26429,1052129,N/A,N/A,no type status,PASS,N/A,1992,PASS,"Feb.9, 1975",PASS,"On oak trunk in oak-pine woods, alt. 6800 ft., 15 mi. S.E. of San Cristobal de las Casas."
N/A,A. J. Sharp,Mexico,Oaxaca,PASS,PASS,Braunia squarrulosa ,PASS,N/A,1972-12-23,PASS,Typed,1045269,2980-a,N/A,F. D. Bowers | D. K. Smith | R. A. Hattaway | Paul Somers,no type status,"A.J. Sharp, F.D. Bowers, D.K. Smith, R.A. Hattaway, Paul Somers, Jr.",N/A,1992,PASS,"Dec. 23, 1972",Braunia squarrulosa (Hampe) Broth.,PASS
N/A,H. A. Crum,Mexico,Jalisco,PASS,Efrain De Luna,Braunia squarrulosa,PASS,N/A,1949-07-23,N/A,PASS,1089541 | C0341234F,917,N/A,N/A,no type status,Howard A. Crum,N/A,1992,PASS,23 July 1949,PASS,PASS
N/A,PASS,Mexico,FEDERAL DISTRICT,N/A,Efrain De Luna,Braunia squarrulosa,"Base of trees, Cima",N/A,1908-07-17,N/A,Typed,1172449 | C0341237F,10550,N/A,N/A,no type status,PASS,N/A,1992,"10,000 ft","17, July, 1908",PASS,PASS
N/A,E. Eggers,Mexico,CHIAPAS,PASS,Efrain De Luna,Braunia squarrulosa,PASS,N/A,PASS,N/A,PASS,1031467,2250,N/A,PASS,no type status,PASS,N/A,1992,PASS,PASS,PASS,PASS
N/A,E. Eggers,MEXICO,CHIAPAS,EICHEN-KIEFERWALD,Efrain De Luna,Braunia squarrulosa,PASS,N/A,1979-03-10,N/A,PASS,1031495,10.379(29),N/A,PASS,no type status,PASS,N/A,1992,2250 MSM.,PASS,PASS,PASS
N/A,F. J. Hermann,Mexico,Chiapas,PASS,A. J. Sharp,Braunia squarrulosa,PASS,N/A,1975-02-09,SAN CRISTOBAL DE LAS CASAS ,Mix of Handwritten and Typed,1045277,26429 ,N/A,N/A,no type status,PASS,N/A,N/A,6800 ft,"February 9, 1975",PASS,"On oak trunk in oak-pine woods along Route 190, alt. 6800 ft., 15 miles SE. "
N/A,D. Griffin,Costa Rica,N/A,"En roca seca, a pleno sol",PASS,Braunia squarrulosa,PASS,N/A,1979-02-04,N/A,PASS,1029423,PASS,Cartago,PASS,PASS,PASS,N/A,PASS,"2,000 m",4 Feb 1979,PASS,PASS
N/A,B. O'Connor,Bolivia,Tarija,PASS,S. Churchill,Braunia exserta ,PASS,N/A,2001-08-04,N/A,Mix of Handwritten and Typed,C0341246F,1183435,N/A,N/A,no type status,Burnet O'Connor,21°25'S 64°19'W,2001,PASS,4 Ago 2001,Braunia exserta C. Müller,PASS
N/A,B. Sparre,Argentina,PASS,"Subtropical rainforest, epiphyte",W. R. Buck,Braunia cirrifolia,Rio Cochuna,N/A,1946-11-27,PASS,PASS,1136355,B11750,PASS,N/A,no type status,PASS,N/A,N/A,1000 m a.s.l.,27 November 1946,Braunia cirrifolia (Mitt) Jaeg,PASS
N/A,M. Lewis,Bolivia,LA PAZ,In ravine with waterfall,Efrain De Luna,PASS,PASS,N/A,1979-04-06,Cachipa,Mix of Handwritten and Typed,PASS,79-1625,PASS,N/A,no type status,PASS,"15° 48' S, 68° 36' W",1992,3250 m,6 April 1979,PASS,PASS
N/A,M. Lewis,Bolivia,LA PAZ,PASS,Dana Griffin III,Braunia plicata,PASS,N/A,1982-12-09,LARECAJA,Mix of Handwritten and Typed,1691412,82-303,N/A,N/A,no type status,Marko Lewis,"16°44'S, 68°41'W",1990,PASS,9 Dec 1982,PASS,PASS
N/A,M. Lewis,Bolivia,PASS,Abundant on exposed rock face,Efrain De Luna,Braunia plicata,Near large red outcrop 2 miles from Sorata down Rio Consata,N/A,1979-03-22,N/A,Mix of Handwritten and Typed,PASS,79-1230 ,PASS,N/A,No type status,Marko Lewis,"15° 41' S, 68° 43' W",1992,2600 m,22 March 1979,Braunia plicata (Mitt) Jaeg,PASS
N/A,M. Lewis,Bolivia,LA PAZ,N/A,PASS,Braunia plicata,"Banks of trail between Charasani and Niño Karine, NNW of Chuma",N/A,1979-03-05,Chuma,Mix of Handwritten and Typed,PASS,PASS,SAAVEDRA,N/A,No type status,PASS,"15° 11' S, 69° 04' W",1992,PASS,5 March 1979,PASS,"Banks of trail, 3200-3240 m. DEPTO. LA PAZ, PROV. SAAVEDRA: Trail between Charasani and Niño Karine, NNW of Chuma, 15° 11' S, 69° 04' W."
N/A,M. Lewis,Bolivia,DEPTO LA PAZ,N/A,Efrain De Luna,Braunia plicata,PASS,N/A,1979-03-05,N/A,Mix of Handwritten and Typed,PASS,79-940,PROV SAAVEDRA,N/A,no type status,Marko Lewis,"15° 11' S, 69° 04' W",1992,3200 m,5 March 1979,Braunia plicata (Mitt) Jaeg,PASS
N/A,M. Lewis,Bolivia,DEPTO LA PAZ,N/A,Efrain De Luna,Hedwigidium integrifolium,PASS,N/A,1979-03-05,N/A,Mix of Handwritten and Typed,1032366,79-935,PASS,N/A,no type status,PASS,"15° 11' S, 69° 04' W",Nov. 1991,3200 m,5 March 1979,PASS,"Along bank of trail, 3200 m. DEPTO. LA PAZ, PROV. SAAVEDRA: Trail between Charasani and Niño Karine, NNW of Chuma, 15° 11' S, 69° 04' W."
N/A,M. Lewis,Bolivia,PASS,PASS,Efrain De Luna,Hedwigidium integrifolium ,PASS,N/A,1979-02-10,N/A,Mix of Handwritten and Typed,PASS,PASS,PASS,N/A,no type status,PASS,"21° 27'S, 64° 54' W",PASS,3350 m,10 February 1979,Hedwigidium integrifolium (P. Beauv.) Dix.,PASS
N/A,M. Dillon,Peru,Ancash,PASS,Dana Griffin III,Braunia secunda,PASS,N/A,1983-01-28,N/A,PASS,N/A,1111863,Yungay,U. Molau | P. Matekaitis,No type status,PASS,N/A,28 Jan 1983,+ 3380 m,PASS,PASS,PASS
Espeletia schultzii,D. Griffin,Venezuela,ESTADO MERIDA,PASS,PASS,Braunia secunda ,PASS,N/A,1985-03-01,PASS,Mix of Handwritten and Typed,PASS,3261,N/A,N/A,no type status,"Dana Griffin, III",N/A,1992,"3,100-3,200 m",1 marzo 1985,Braunia secunda (Hook.) BSG,PASS
N/A,M. Lewis,Bolivia,Tarija ,On rocks in dry deciduous forest,Efrain De Luna,Braunia laxifolia,"at summit of mountain above and west of Entre Rios, along road to Tarija",N/A,1979-02-02,PASS,PASS,PASS,PASS,PASS,N/A,no type status ,PASS,PASS,1992,PASS,2 February 1979,PASS,PASS
N/A,PASS,Bolivia,Depto de Cochabamba,N/A,Efrain De Luna,Braunia subplicata ,Province of Chapare Purchased in market ,N/A,1972-12-24,N/A,Mix of Handwritten and Typed,1045267,25278 ,N/A,N/A,no type status,PASS,N/A,1992,ca 9500 ft,"December 24, 1972",Braunia subplicata E.G.Britt.,PASS
N/A,PASS,Bolivia,PASS,On cliff under scrub in area of wet meadows and secondary woodlands. ,B. O. van Zanten,Racopilum intermedium,"5 kilometers South of road Cochabamba - Villa Tunari kilometer 95, Inca corral",N/A,1989-11-12,N/A,Mix of Handwritten and Typed,PASS,PASS,Prov Chapare,M. Lewis,no type status,PASS,N/A,N/A,2300 m,12 November 1989,Racopilum intermedium Hampe det. B.O. van Zanten,"BOLIVIA. Dept. Cochabamba, Prov. Chapare, Inca corral, 5 Km S of road Cochabamba - Villa Tunari km 95, alt. 2300 m. "
N/A,M. Lewis,Bolivia,La Paz,Fruit and coffee plantations. On rocks in shady fruit orchard. ,N/A,Racopilum tomentosum,PASS,N/A,1983-02-07,Coroico,PASS,1100456,83-503,Nor Yungas,N/A,No type status,Marko Lewis,"16°11'S, 67°43'W ",N/A,PASS,PASS,Racopilum tomentosum (Hedw.) Brid,PASS
N/A,Y. Mexia,Brazil,Minas Geraes,PASS,Bartram,Rhacopilum tomentosum,PASS,N/A,1930-11-11,Viçosa,Typed,PASS,5281-a,N/A,N/A,no type status,"Ynes Mexia, No.",N/A,N/A,PASS,Nov. 11 1930,Rhacopilum tomentosum (Hedw.) Brid. det. Bartram,PASS
N/A,PASS,Ecuador,GALAPAGOS ISLANDS,PASS,N/A,Rhacopilum tomentosum,PASS,N/A,1976-04-24,N/A,PASS,PASS,PASS,Isla Floreana,PASS,no type status ,PASS,N/A,N/A,PASS,24.IV.1976,PASS,PASS
N/A,P. Hegewald,Peru,Amazonas,"Fels, Erde, Mauer, Baum, morsches Holz, See, Bach.",E. Hegewald,Racopilum tomentosum ,PASS,N/A,1973-08-31,PASS,Typed,PASS,6726,Chachapoyas,E. Hegewald,no type status,P+E. Hegewald,N/A,N/A,m.,Datum 31. 8. 1973,Racopilum tomentosum(Hedw.) Brid.,PASS
N/A,J. Florschütz,Suriname ,N/A,PASS,PASS,Racopilum tomentosum,PASS,N/A,1975-12-18,Brownsberg ,PASS,PASS,4715,N/A,PASS,no type status,PASS,N/A,N/A,N/A,d. 18.XII.1975,Racopilum tomentosum (Hedw.) Brid.,"Brownsberg, trail to Leo Fall. On decaying log."
N/A,E. Linares,Colombia,Meta,On log in forest,N/A,Racopilum tomentosum,PASS,N/A,1984-09-26,N/A,Typed,C0341803F,1065598,Villavicencio,S. R. Gradstein | B. O. van Zanten,no type status,"E. Linares, S.R. Gradstein and B.O. van Zanten 1543",N/A,N/A,600 m,26 Sept. 1984,RACOPILUM TOMENTOSUM (Hedw.) Brid,PASS
N/A,M. Lewis,Bolivia,LA PAZ,PASS,N/A,PASS,1 km S of Coroico along road between Coroico and Yolosa,N/A,1983-02-07,Coroico,PASS,PASS,PASS,NOR YUNGAS,N/A,no type status,PASS,"16°11'S, 67°43'W",N/A,PASS,7 Feb 1983,PASS,PASS
N/A,PASS,Peru,PASS,old tree trunk in dense shade,Bartram,Rhacopilum tomentosum,Hacienda Mercedes; Poca Ferga; old tree trunk in dense shade ,N/A,1936-09-15,N/A,Typed,C0341805F,PASS,PASS,N/A,no type status,PASS,N/A,N/A,1950 m.,"Sept. 15, 1936",Rhacopilum tomentosum (Sw.) Brid. det. Bartram,PASS
N/A,Y. Mexia,Peru,Departamento and Provincia Huanuco,on rock in wood,Bartram,Rhacopilum tomentosum,Hacienda Exito; bank of Rio Ysabel; on rock in wood,N/A,1936-09-09,N/A,Typed,PASS,PASS,Distrito Churubamba,N/A,no type status ,PASS,N/A,N/A,PASS,"Sept. 9, 1936",PASS,Hacienda Exito; bank of Rio Ysabel; on rock in wood.
N/A,Y. Mexia,Peru,Huanuco,on rock in woods,PASS,Rhacopilum tomentosum,PASS,N/A,1936-09-08,N/A,Typed,1036248 | C0341807F,8168a,Churubamba,N/A,no type status,Ynes Mexia,N/A,N/A,1100 m,PASS,PASS,PASS
PASS,R. E. Schultes,Colombia,Amazonas,N/A,H. A. Crum,Callicostella aspera,PASS,N/A,1952-05-19,N/A,Typed,PASS,PASS,N/A,I. Cabrera,no type status,PASS,PASS,1956,Altitude about 700 feet.,"May 19, 1952",PASS,"Río Miritiparaná; Caño Guacayá. On wet, fallen log. "
N/A,D. Griffin,Colombia,DEPARTAMENTO DE MAGDALENA,PASS,Dana Griffin III,Leucomium lignicola,PASS,1977-08-00,1977-07-00,PASS,Mix of Handwritten and Typed,PASS,PASS,N/A,O. Rangel | G. van Reenen,no type status,"Dana Griffin, III, Orlando Rangel y Guido van Reenen,",N/A,N/A,1600-1700 m,Julio-Agosto 1977,PASS,PASS
