associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,A. Touw,Papua New Guinea,West Sepik,Limestone ridge near camp about 4-5 meters high stunted forest on ridge,D. H. Vitt,Macromitrium macrosporum,Mt Capella Base Camp Limestone ridge near camp about 4-5 meters high stunted forest on ridge,N/A,1975-04-17,N/A,Typed,1142178,16376,N/A,N/A,no type status,A Touw No 16376,c 5°S141°05E,N/A,c 3600 m,17.4.1975,Macromitrium macrosporum Broth,West Sepik Distr Star Mts c 5°S141°05E Mt Capella Base Camp Limestone ridge near camp c 4 -5 m high stunted forest on ridge
N/A,A. Touw,Papua New Guinea,West Sepik,N/A,D. H. Vitt,Macromitrium macrosporum,NE Summit of Mt Capella Summit of ridge between Mt Capella Base Camp and Mt Capella ridge on isolated tree ,N/A,1975-05-08,N/A,Typed,1142156,17312,Star Mountains,N/A,no type status,N/A,c. 5°S 141°05'E,N/A,c. 3650 m,Dat. 8.5. 1975,Macromitrium macrosporum Broth.,c. 5°S 141°05'E NE Summit of Mt. Capella. Summit of ridge between Mt. Capella Base Camp and Mt. Capella ridge; on isolated tree
N/A,A. Touw,Papua New Guinea,West Sepik,Forest remnant in deep chasm near the summit on soaking wet bark of trees,D. H. Vitt,Macromitrium macrosporum,Mount Capella northeast summit ,N/A,1975-04-19,N/A,Typed,1142175,16420,Star Mountains,N/A,no type status,A Touw No 16420,c 5°S 141°05'E,N/A,c 3300 m,19.4.1975,Macromitrium macrosporum Broth,Mt Capella NE summit; forest remnant in deep chasm near the summit on soaking wet bark of trees
N/A,A. Touw,Papua New Guinea,West Sepik,Open sub-alpine scrub. At base of limestone rock faces.,D. H. Vitt,Macromitrium macrosporum,"Near Mt. Capella Base Camp, along trail to Tamanagabip ",N/A,1975-05-05,N/A,Typed,1141880,17205,Star Mts.,N/A,no type status,A. Touw No. 17205,c. 5°S 141°05'E,N/A,c. 3450 m.,5.5. 1975,Macromitrium macrosporum Broth.,"Near Mt. Capella Base Camp, along trail to Tamanagabip; open sub-alpine scrub. At base of limestone rock faces."
N/A,A. Touw,Papua New Guinea,West Sepik District,Pendulous from heavy tree branches and slanting trunks,D. H. Vitt,Macromitrium megalocladon,Upper montane forest between Folongonom and Artis' Camp,N/A,1975-05-14,N/A,Typed,1142187,18046,Star Mts,N/A,no type status,A Touw No 18046,c 5°14'05E,N/A,c 2500 - 2600 m,14.5.1975,Macromitrium megalocladon Fleisch,c 5°14'05E Upper montane forest between Folongonom and Artis' Camp
N/A,A. Touw,Papua New Guinea,West Sepik,On vertical face of moss covered limestone boulder at edge of kuni,D. H. Vitt,Macromitrium megalocladon,Small Kuki (grassfield) southwest of Mount Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni,N/A,1975-04-21,N/A,Mix of Handwritten and Typed,1142432,16555,Star Mountains,N/A,no type status,A. Touw No. 16555,c. 5°(40'SE),N/A,c. 3400 m,21.4.1975,Macromitrium megalocladon Fleisch.,c. 5°(40'SE) Small Kuki (grassfield) SW of Mt. Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni
N/A,A. Touw,Papua New Guinea,West Sepik,Terrestrial in open shrubbery on ridge Dense moss vegetation covering soil rocks and the lower portion of shrubs Dominant,D. H. Vitt,Macromitrium megalocladon,Ridge above Camp 2 Tel Basin ,N/A,1975-04-07,N/A,Typed,1142300,15768,Star Mts,N/A,no type status,A Touw No 15768,c 5°S141°05'E,N/A,c 3350 m,7.4. 1975,Macromitrium megalocladon Fleisch,Tel Basin; Ridge above Camp 2
N/A,S. Hattori,Japan,Kyushu,"rupicola, photophila, ca 50 m",A. Noguchi,Macromitrium incurvum,"Minaminiaka, Obi, on rocks, light-loving, about 50 meters",N/A,1946-08-00,N/A,Typed,1235066,s.n.,Miyazaki,N/A,no type status,S Hattori,N/A,unsure and check,ca 50 m,VIII 1946,Macromitrium incurvum (Lindb.) Par.,"KIUSHIU: Miyazaki, Minaminiaka, Obi, rupicola, photophila, ca 50 m"
N/A,K. Mayebara,Japan,Kumamoto,On exposed rocks,A. Noguchi,Macromitrium incurvum,"On exposed rocks, 60 meters above sea, Yosiho ",N/A,1951-12-25,N/A,Typed,1043529,s.n.,N/A,N/A,no type status,K Mayebara,N/A,N/A,60 m. above sea,"December 25, 1951",Macromitrium incurvum (Lindb.) Par.,"On exposed rocks, 60 m. above sea, Yosiho, Kumamoto Prefecture"
N/A,K. Mayebara,Japan,Kumamoto,On rocks,A. Noguchi,Macromitrium gymnostomum,"On rocks, approximately 100 meters above sea, Koonose ",N/A,1952-02-11,N/A,Typed,1043490,s.n.,N/A,N/A,no type status,K Mayebara,N/A,N/A,ca. 100m. above sea,"February 11, 1952",Macromitrium gymnostomum Sull. et Lesq.,"On rocks, ca. 100m. above sea, Koonose, Kumamoto Prefecture"
N/A,K. Mayebara,Japan,Kumamoto,On rocks,A. Noguchi,Macromitrium gymnostomum,"On rocks, approximately 1000 meters altitude, Hitoyoshi ",N/A,1952-03-00,N/A,Typed,4043493,s.n.,N/A,N/A,no type status,A Noguchi,N/A,N/A,ca. 1000m,March 1952,Macromitrium gymnostomum Sull. et Lesq.,"On rocks, ca. 1000m alt., Hitoyoshi, Kumamoto County"
N/A,H. H. Chung,China,Fukien,On rock,Theriot,Macromitrium gymnostomum,Kushan near Foochow ,N/A,unsure and check,N/A,Mix of Handwritten and Typed,1122334,B.206,N/A,N/A,no type status,N/A,N/A,N/A,altitude 500 m.,s.d.,Macromitrium gymnostomum S. & L.,Kushan near Foochow
N/A,H. H. Chung,China,Fukien,On rock in bamboo forest,Theriot,Macromitrium gymnostomum,[precise locality unknown],N/A,unsure and check,N/A,Mix of Handwritten and Typed,1122721,2.20,N/A,N/A,no type status,N/A,N/A,N/A,N/A,s.d.,Macromitrium gymnostomum Sull.,On rock in bamboo forest
N/A,T. Koponen,Papua New Guinea,Morobe,Rather open montane forest with dominating Pandanus trees,Dale H. Vitt,Macromitrium longicaule,"Lake Wamba 5 kilometers South of Teptep airstrip, 1 kilometer South of lake",N/A,1981-07-23,N/A,Typed,1142665,35590,N/A,N/A,no type status,Timo Koponen,"6°31'S, 146°33'E",1989,2400 m,23 July 1981,Macromitrium longicaule C. Müll.,"Lake Wamba 5 km S of Teptep airstrip, Rather open montane forest with dominating Pandanus trees 1 km S of lake, alt. 2400 m, 6°31'S, 146°33'E, on stump"
N/A,N/A,China,Fukien,On shady rocks or bark,N/A,Macromitrium japonicum,[precise locality unknown],N/A,N/A,N/A,Typed,1172825,B4,N/A,N/A,no type status,N/A,N/A,N/A,N/A,s.d.,Macromitrium japonicum (Dz & Mk) C M Syn,On shady rocks or bark
N/A,T. Koponen,Papua New Guinea,Morobe,"Open alpine grassland and ""subalpine"" forest",Dale H. Vitt,Macromitrium microstomum,Mount Sarawaket Southern Range 25 kilometers south of Lake Gwam at Lake Kenzoroh east of Mount Enggom ,N/A,1981-07-09,N/A,Typed,1142666,33571,N/A,N/A,no type status,Timo Koponen,6°21'S 147°07'E,Det: Dale H Vitt 1989,3550 m,9 July 1981,Macromitrium microstomum Broth,"Mt Sarawaket Southern Range 2,5 km S of L Gwam Open alpine grassland and ""subalpine"" forest at L Kenzoroh E of Mt Enggom alt 3550 m 6°21'S 147°07'E"
N/A,N. Kitagawa,Japan,Ibaraki,on tree trunk,A. Noguchi | T. Iwatsuki,Macromitrium gymnostomum,[precise locality unknown],N/A,1973-10-21,N/A,Typed,1049048,s.n.,N/A,T. Yoshimura,no type status,N/A,N/A,N/A,1-10 m,"Oct. 21,1973",Macromitrium gymnostomum Sull. et Lesq.,"Ibaraki, Sosei, 1-10 m alt., on tree trunk"
N/A,N/A,Japan,Honshu,N/A,N/A,Macromitrium incurvum,[precise locality unknown],N/A,N/A,N/A,Typed,1356480,s.n.,N/A,N/A,no type status,N/A,N/A,N/A,N/A,s.d.,Macromitrium incurvum (Lindb.) Paris,"Honshu, Musashi, prope Tama-ri Kobotoké, pleiophylla"
N/A,R. Saito,Japan,Kagoshima,On rock,A. Noguchi,Macromitrium gymnostomum,"Sumiyo-mura, Amami-ohshima Island ",N/A,1970-04-03,N/A,Typed,1051109,s.n.,N/A,N/A,no type status,R SAITO,N/A,N/A,elevation about 120 m,"April 3, 1970",Macromitrium gymnostomum SULL. & LESQ.,"Sumiyo-mura, Isl. Amami-ohshima, Kagoshima Pref."
N/A,V. Allorge,Portugal,Azores,N/A,N/A,Pogonatum urnigerum,[precise locality unknown],N/A,1937-06-14,N/A,Typed,1181624,s.n.,N/A,P. Allorge,no type status,V et P Allorge,N/A,N/A,vers 700 m,14.VI.1937,Pogonatum urnigerum (Hedw.) P.B.,Iles Açores
N/A,M. Lewis,Bolivia,La Paz,Supra humid Ceja de Montaña forests following ravines In small rill in dripping area of small waterfall,N/A,Philonotis,"Between 5-6 kilometers south of Tacacoma along road to Quiabaya, 16-17 kilometers north of Sorata ",N/A,1983-01-20,N/A,Typed,1100485,83-224,Larecaja,N/A,no type status,Marko Lewis 83-224,"15°36'S, 68°39'W",N/A,ca 3550 m,20 Jan 1983,Philonotis,"DEPTO LA PAZ PROV LARECAJA: Utacoma 21 Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata 15°36'S, 68°39'W ca 3550 m"
N/A,M. Lewis,Bolivia,La Paz,Eroding bank,Crum,Philonotis,Along road 1 mile from Sorata towards Achacachi ,N/A,1979-03-29,N/A,Typed,1078755,79-1314,Larecaja,N/A,no type status,Marko Lewis,"15° 45' S, 68° 42' W",N/A,2740 m,29 March 1979,Philonotis fide Crum,"Along road 1 mi from Sorata towards Achacachi, 15° 45' S, 68° 42' W"
N/A,M. Lewis,Bolivia,Cochabamba,Cloud forest ravine with tree ferns,N/A,Philonotis,"Slope of Cerro Khachi, north of Corani, on stones and banks of steep creek in cloud forest ravine ",N/A,1979-06-01,N/A,Typed,1078769,79-2315,Chapare,N/A,no type status,"Marko Lewis, no. 79-2315","17° 11' S., 65° 54' W",N/A,3030 m,1 June 1979,Philonotis,"DEPTO. COCHABAMBA. PROV. CHAPARE: Slope of Cerro Khachi, N. of Corani, 3030 m., 17° 11' S., 65° 54' W. On stones and banks of steep creek in cloud forest ravine, with tree ferns"
N/A,E. W. D. Holway,Bolivia,N/A,N/A,N/A,unsure and check,Unduavi ,N/A,1950-10-13,N/A,Typed,2013011,6867,N/A,N/A,no type status,Mrs E W D Holway,N/A,N/A,10000 ft,13 Oct 1950,N/A,UNDUAVI 10000 ft
N/A,W. M. A. Brooke,Bolivia,N/A,N/A,N/A,unsure and check,Unduavi ,N/A,1950-10-13,N/A,Typed,5989,6865,N/A,N/A,no type status,Mrs W M A Brooke,N/A,N/A,10000 ft,13 Oct 1950,N/A,UNDUAVI 10000 ft
N/A,M. Lewis,Bolivia,Cochabamba,"On stones and banks of seepy creek in cloud forest ravine, with tree ferns",N/A,Philonotis,"Slope of Cerro Khachi, north of Corani ",N/A,1979-06-01,N/A,Typed,1050327,79-2315,Chapare,N/A,no type status,"Marko Lewis, no. 79-2315","17° 11' S., 65° 54' W.",N/A,3030 m.,1 June 1979,PHILONOTIS,"Slope of Cerro Khachi, N. of Corani, 3030 m., 17° 11' S., 65° 54' W."
N/A,R. Rewald,Peru,Amazonas,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach",D. S. Griffin III,Psilonatis ephemerascens,Las Palmas between Balsas and Leimebamba ,N/A,1971-08-31,N/A,Mix of Handwritten and Typed,1061647,s.n,N/A,N/A,no type status,R Rewald,N/A,N/A,3000 m,31.8.1971,Psilonatis ephemerascens (Besch.),Las Palmas zw. Balsas u. Leimebamba
N/A,F. D. Bowers,Mexico,Baja California Sur,Oak-pine and grassland with dry and flowing streams,A. J. Sharp,Braunia secunda,"15 miles east of Todos Santos, Sierra de Laguna, on boulder, open valley",N/A,1973-12-25,N/A,Typed,1045263,5166,N/A,C. Delgadillo M. | P. Somers,no type status,"Frank D Bowers, Claudio Delgadillo M & Paul Somers",N/A,N/A,ca 4300 ft,25 December 1973,Braunia secunda (Hook) B S G,"Oak-pine and grassland with dry and flowing streams at Sierra de Laguna, 15 miles east of Todos Santos, On boulder, meso, open valley"
N/A,A. J. Sharp,Mexico,Oaxaca,"Partial shade, moist, road side cliff",Efrain De Luna,Braunia andrieuxii,Near El Punto on Highway 175 ,N/A,1973-06-23,N/A,Typed,1045218,2081,N/A,E. B. Sharp | B. E. Classon | R. R. Thornburgh,no type status,"A. J. and E. B. Sharp, B. E. Classon, R. R. Thornburgh",N/A,1992,2625 m,"June 23, 1973",Braunia secunda (Hook.) B.S.G.,"Near El Punto on Hwy. 175, Oaxaca; Mexico. 2625 m."
N/A,A. J. Sharp,Mexico,Jalisco,"Partial shade, moist, vert. surface of boulder",Efrain De Luna,Braunia andrieuxii,"El Mirador on highway 80, 3 miles above San Martin Hidalgo ",N/A,1973-07-04,N/A,Typed,1045251,2736,N/A,S. S. Sharp | E. B. Clebsch | K. R. Thornburgh,no type status,"A.J. and S.S. Sharp, E.B. Clebsch, K.R. Thornburgh",N/A,1992,1750 m,"July 4, 1973",Braunia secunda (Hook.) B.S.G.,"El Mirador on hwy. 80, 3 mi. above San Martin Hidalgo, Jalisco, Mexico. 1750 m."
N/A,C. G. Pringle,Mexico,Jalisco,On rocks,unsure and check,Braunia andrieuxii,On rocks near Guadalajara,N/A,1906-09-30,Guadalajara,Mix of Handwritten and Typed,1172132,10619,N/A,N/A,no type status,C G Pringle,N/A,N/A,5000 ft,30 Sept 1906,Braunia Andrieuxii Lorentz,On rocks near Guadalajara 5000 ft
N/A,C. G. Pringle,Mexico,Hidalgo,N/A,unsure and check,Braunia andrieuxii,[precise locality unknown],N/A,1906-09-17,N/A,Typed,1045265,10627,N/A,N/A,no type status,C G PRINGLE,N/A,N/A,N/A,17 Sept 1906,"Braunia plicata, Mitt, var canescens, Card n var",N/A
N/A,E. Mayr,Mexico,Jalapa,N/A,Efrain De Luna,Braunia secunda,[precise locality unknown],N/A,N/A,N/A,Mix of Handwritten and Typed,1031423,s.n.,N/A,F. Mayr,no type status,Edi & Franz Mayr,N/A,1992,2300m,s.d.,Braunia secunda (Hook.) B.S.G.,Haube an der Strasse Zalapa-Perote
N/A,F. J. Hermann,Mexico,Chiapas,Oak-pine forest with Abies,N/A,Braunia secunda,"Highway 10 about 7 miles east of La Ciudad, on boulder, partial shade",N/A,1950-10-07,N/A,Typed,1036945,20657,N/A,N/A,no type status,F. J. Hermann,N/A,N/A,elev. 8100 ft.,"Oct. 7, 1950",Braunia secunda (Hook.) B.S.G.,"Oak-pine forest with Abies, highway 10 about 7 miles east of La Ciudad, on boulder, partial shade, elev. 8100 ft."
N/A,A. J. Sharp,Mexico,Distrito Federal,Siliceous boulder,H. A. Crum,Braunia secunda,"Siliceous boulder in mountains, above Contreras ",N/A,1941-07-23,N/A,Mix of Handwritten and Typed,1045239,116,N/A,N/A,no type status,A J SHARP,N/A,N/A,N/A,"July 23, 1941",Braunia secunda (Hook.) BSG,"Siliceous boulder in mts, above Contreras, D.F., MEXICO"
N/A,A. J. Sharp,Mexico,Chiapas,"Partial shade, moist",E. Bowers,Braunia squarrulosa,"Loma Bonita, Pueblo Nuevo, (about 55 kilometers northwest of Tuxtla-Gutierrez), trail side bank",N/A,1972-12-19,N/A,Typed,1045274,4247,N/A,F. D. Bowers | J. A. Crum | G. L. Smith | R. A. Hattaway | P. Somers Jr.,no type status,"A.J. Sharp, F.D. Bowers, J.A. Crum, G.L. Smith, R.A. Hattaway, Paul Somers, Jr.",N/A,N/A,+ 6500 ft.,"Dec. 19, 1972",Braunia squarrulosa (Hampe) Broth.,"Partial shade, moist, trail side bank. Loma Bonita, Pueblo Nuevo, (about 55 km. northwest of Tuxtla-Gutierrez), Chiapas, + 6500 ft."
N/A,F. J. Hermann,Mexico,Chiapas,On oak trunk in oak-pine woods,F. J. Hermann,Braunia squarrulosa,15 miles southeast of San Cristobal de las Casas ,N/A,1975-02-09,San Cristobal de las Casas,Typed,1052129,26429,N/A,N/A,no type status,F.J. Hermann 26429,N/A,"Feb.9,1975",6800 ft.,"Feb.9,1975",Braunia squarrulosa (Hampe) Broth.,"On oak trunk in oak-pine woods, alt. 6800 ft. 15 mi. S.E. of San Cristobal de las Casas, Chiapas, Mexico."
N/A,A. J. Sharp,Mexico,Oaxaca,"Dry, full shade, oak branch. Oak-pine woods",E. De Luna,Braunia squarrulosa,"Roadside near San Pablo Ayutla, about 70 kilometers east of Oaxaca ",N/A,1972-12-31,San Pablo Ayutla,Typed,1045269,2980-a,N/A,P. D. Bowers | D. K. Smith | R. A. Hattaway | P. Somers Jr,no type status,"A.J. Sharp, P.D. Bowers, D.K. Smith, R.A. Hattaway, Paul Somers, Jr",N/A,1992,2000 ft,"Dec. 31, 1972",Braunia squarrulosa (Hampe) Broth,"Roadside near San Pablo Ayutla, (about 70 km. east of Oaxaca.)"
N/A,H. A. Crum,Mexico,Jalisco,"On dead limb, fallen Oak forest",E. De Luna,Braunia squarrulosa,"Slopes of La Ferreria, above Manzanilla",N/A,1949-07-23,N/A,Typed,1058541,917,N/A,N/A,no type status,Howard A Crum,N/A,1992,7300 feet,23 July 1949,Braunia squarrulosa (Hampe) Broth,"Slopes of La Ferreria, above Manzanilla"
N/A,C. G. Pringle,Mexico,Federal District,Base of trees,E. De Luna,Braunia squarrulosa,"Base of trees, Cima, 10,000 feet ",N/A,1906-07-17,N/A,Mix of Handwritten and Typed,1172439,10550,N/A,N/A,no type status,C G PRINGLE,N/A,1992,"10,000 ft.",17 July 1906,"Braunia squarrulosa, (Hpe.) Broth.","Base of trees, Cima, 10,000 ft."
N/A,Eggers,Mexico,Chiapas,oak-pine forest,E. De Luna,Braunia squarrosula,km 100 on the road Ocosingo-San Cristobal ,N/A,1979-03-10,N/A,Mix of Handwritten and Typed,1031467,s.n.,N/A,J. P. Frahm,no type status,LEG. EGGERS & FRAHM 10.3.79(24),N/A,1992,2050 MSM,10.3.79(24),Braunia squarrosula (Hamp.) Broth.,KM 100 AN DER STR. OCOSINGO-SAN CRISTOBAL EICHEN-KIEFERNWALD 2050 MSM
N/A,L. Edgers,Mexico,Chiapas,oak-pine forest,N/A,Braunia squarrulosa,km 100 on the road Ocosingo-San Cristobal ,N/A,1979-03-10,San Cristobal,Handwritten,1031495,29,N/A,F. Frank,no type status,LEO EDGERS & FRANK 10.3.79(29),N/A,N/A,2250 MSM,10.3.79,Braunia squarrulosa (Hampe)Broth,KM 100 AN DER STR OCOSINGO-SAN CRISTOBAL EICHEN-KIEFERNWALD 2250 MSM
N/A,F. J. Hermann,Mexico,Chiapas,"On oak trunk in oak-pine woods along Route 190, alt. 6800 ft.",Eliane De Luna,Braunia squarrulosa,15 miles southeast of San Cristobal de las Casas ,N/A,1975-02-09,N/A,Typed,1045277,26429,N/A,N/A,no type status,F J Hermann 26429,N/A,1992,6800 ft.,"February 9, 1975","Braunia squarrulosa (Hampe) Broth., c.fr.","Estado de Chiapas, 15 miles SE. SAN CRISTOBAL DE LAS CASAS"
N/A,D. Griffin,Costa Rica,San Jose,Bosque primario montano bajo muy húmedo y potreros,E. De Luna,Braunia squarrulosa,"Valle de Copey, about 30 kilometers south of Cartago",N/A,1979-02-04,N/A,Typed,1029423,s.n.,N/A,M. Morales,no type status,"Dana Griffin, III y Maria Morales",N/A,1992,2000 m,4 feb. 1979,Braunia squarrulosa (Hampe) C. Müll.,"Valle de Copey, ca. 30 kms al sur de Cartago. Bosque primario montano bajo muy húmedo y potreros. Alt. 2000 m"
N/A,S. Churchill,Bolivia,Tarija,Remnant Tucumano-Bolivian montane forest,S. Churchill,Braunia exserta,"Serranía Huacayoj, approximately 35 kilometers west of Entre Ríos (road to Tarija)",N/A,2001-08-04,N/A,Typed,1183435,20792,N/A,N/A,no type status,S. Churchill 20792,21°25'S 64°19'W,2001,2300 m,4 Ago 2001,Braunia exserta C. Müller,"Tarija: Burnet O'Connor Serranía Huacayoj. Ca. 35 km oeste de Entre Ríos (carretera a Tarija). Bosque montano Tucumano-Boliviano, remanente"
N/A,B. Sparre,Argentina,Tucuman,"Subtropical rainforest, epiphyte",N/A,Braunia cirrhifolia,"Rio Cochuna, 1000 meters above sea level ",N/A,1946-11-27,N/A,Typed,1136355,811750,N/A,N/A,no type status,B Sparre,N/A,N/A,1000 m a s l,27 November 1946,Braunia cirrhifolia (Mitt) Jaeg,"Prov Tucuman, Choligasta, Rio Cochuna, 1000 m a s l"
N/A,M. Lewis,Bolivia,La Paz,In ravine with waterfall,E. De Luna,Braunia cirrhifolia,"Canyon 1 kilometer east of Cachipata, southeast of Sorata ",N/A,1979-04-06,N/A,Typed,1032380,79-1625,Larecaja,N/A,no type status,Marko Lewis,"15° 48' S., 68° 36' W.",1992,3250 m.,6 April 1979,Braunia cirrhifolia (Mitt.) Wils. ex Jaeg.,"Canyon 1 km. E. of Cachipata, SE of Sorata, 3250 m., 15° 48' S., 68° 36' W."
N/A,M. Lewis,Bolivia,La Paz,"Arid woodland and cliff area, many cacti present At base of cliffs near river amongst a boulder pile in a deep canyon Small trees, tree cacti and shrubs in shady, protected area",D. Griffin III,Braunia plicata,"Along the Río Chalusuyu, a branch of the Río San Cristóbal, 5 kilometers northwest of Suri",N/A,1982-12-09,N/A,Handwritten,1091412,82-303,N/A,N/A,no type status,Marko Lewis 82-303,"16°44'S, 68°41'W",1990,ca 2450 m,9 Dec 1982,Braunia plicata (Mitt.) Jaeg,"PROV INQUISIVI: Río Chalusuyu' along the Río Chalusuyu, a branch of the Río San Cristóbal, 5 km NW of Suri, 16°44'S, 68°41'W ca 2450 m"
N/A,M. Lewis,Bolivia,La Paz,Abundant on exposed rock face,E. De Luna,Braunia plicata,Near large red outcrop 2 miles from Sorata down Rio Consata ,N/A,1979-03-22,N/A,Typed,1032384,79-1230,Larecaja,N/A,no type status,M. Lewis no. 79-1230,"15° 41' S., 68° 43' W.",1992,2600 m.,22 March 1979,Braunia plicata (Mitt.) Jaeg.,"Near large red outcrop 2 mi. from Sorata down Rio Consata, 15° 41' S., 68° 43' W."
