associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,PASS,PASS,PASS,PASS,PASS,Macromitrium incurvifolium,PASS,N/A,1975-03-09,N/A,Typed,1142151,14660,PASS,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,PASS,PASS,PASS,PASS,Macromitrium longicaule,PASS,N/A,1975-05-20,N/A,Typed,1141855,18543,N/A,N/A,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Papua New Guinea,PASS,PASS,D. H. Vitt,Macromitrium macrosporum,PASS,N/A,PASS,N/A,Typed,1142194,PASS,PASS,N/A,no type status,PASS,PASS,PASS,PASS,8.5. 1975,Macromitrium macrosporum Broth.,PASS
N/A,PASS,Papua New Guinea,PASS,PASS,PASS,Macromitrium macrosporum,PASS,N/A,1975-04-17,N/A,Typed,1142178,PASS,PASS,N/A,no type status,PASS,PASS,PASS,PASS,17.4.1975,PASS,PASS
N/A,PASS,PASS,PASS,N/A,PASS,Macromitrium macrosporum,PASS,N/A,PASS,N/A,Typed,1142156,PASS,PASS,N/A,no type status,PASS,PASS,N/A,PASS,PASS,Macromitrium macrosporum Broth.,PASS
N/A,PASS,Papua New Guinea,PASS,PASS,D. H. Vitt,Macromitrium macrosporum,PASS,N/A,1975-04-19,N/A,Typed,1142175,PASS,PASS,N/A,no type status,PASS,PASS,PASS,PASS,19.4.1975,PASS,PASS
N/A,PASS,Papua New Guinea,PASS,PASS,D.H. Vitt,Macromitrium macrosporum,PASS,N/A,1975-05-05,N/A,Typed,1141880,17205,Star Mts.,N/A,no type status,PASS,PASS,PASS,PASS,5.5. 1975,Macromitrium macrosporum Broth.,PASS
N/A,PASS,Papua New Guinea,West Sepik District,Pendulous from heavy tree branches and slanting trunks,D. H. Vitt,Macromitrium megalocladon,PASS,N/A,1975-05-14,N/A,Typed,1142187,18046,PASS,N/A,no type status,PASS,PASS,PASS,PASS,14.5.1975,PASS,PASS
N/A,PASS,Papua New Guinea,PASS,PASS,PASS,Macromitrium megalocladon,PASS,N/A,1975-04-21,N/A,PASS,1142432,16555,PASS,N/A,no type status,PASS,PASS,N/A,PASS,21.4.1975,Macromitrium megalocladon Fleisch.,PASS
N/A,PASS,Papua New Guinea,PASS,PASS,PASS,Macromitrium megalocladon,PASS,N/A,1975-04-07,N/A,Typed,1142300,15768,PASS,N/A,no type status,PASS,PASS,PASS,PASS,7.4. 1975,PASS,PASS
N/A,PASS,Japan,PASS,PASS,A. Noguchi,Macromitrium incurvum,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,K. Mayebara,Japan,PASS,PASS,A. Noguchi,Macromitrium incurvum,PASS,N/A,1951-12-25,N/A,Typed,1043529,s.n.,PASS,N/A,no type status,PASS,N/A,PASS,60 m. above sea,"December 25, 1951",Macromitrium incurvum (Lindb.) Par.,PASS
N/A,PASS,Japan,PASS,PASS,A. Noguchi,Macromitrium gymnostomum,PASS,N/A,PASS,N/A,Typed,1043490,s.n.,N/A,N/A,no type status,PASS,N/A,PASS,ca. 100m. above sea,PASS,Macromitrium gymnostomum Sull. et Lesq.,"On rocks, ca. 100m. above sea, Koonose, Kumamoto Prefecture"
N/A,PASS,Japan,PASS,PASS,PASS,Macromitrium gymnostomum,PASS,N/A,PASS,PASS,Typed,PASS,PASS,PASS,N/A,no type status,N/A,N/A,PASS,PASS,PASS,Macromitrium gymnostomum Sull. et Lesq.,PASS
N/A,H. H. Chung,China,PASS,PASS,PASS,Macromitrium gymnostomum,PASS,N/A,PASS,N/A,PASS,PASS,B.206,N/A,N/A,no type status,PASS,N/A,N/A,PASS,PASS,PASS,Kushan near Foochow
N/A,PASS,China,PASS,On rock in bamboo forest,Theriot,PASS,[precise locality unknown],N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,N/A,PASS,PASS,On rock in bamboo forest
N/A,PASS,Papua New Guinea,PASS,PASS,PASS,PASS,PASS,N/A,1981-07-23,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,PASS,1989,alt. 2400 m,23 July 1981,PASS,PASS
N/A,N/A,China,PASS,On shady rocks or bark,PASS,Macromitrium japonicum,[precise locality unknown],N/A,N/A,N/A,Typed,PASS,PASS,N/A,N/A,no type status,N/A,N/A,N/A,N/A,s.d.,PASS,On shady rocks or bark
N/A,T. Koponen,Papua New Guinea,PASS,"Open alpine grassland and ""subalpine"" forest",PASS,PASS,PASS,N/A,1981-07-09,N/A,Typed,1142666,PASS,PASS,N/A,no type status,Timo Koponen,PASS,PASS,PASS,9 July 1981,PASS,PASS
N/A,PASS,Japan,PASS,PASS,PASS,PASS,PASS,N/A,PASS,N/A,Typed,1049048,PASS,N/A,PASS,no type status,PASS,N/A,N/A,1-10 m alt.,PASS,PASS,PASS
N/A,PASS,Japan,Honshu,N/A,N/A,Macromitrium incurvum,[precise locality unknown],N/A,PASS,N/A,Typed,1356480,s.n.,PASS,N/A,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
N/A,PASS,Japan,PASS,PASS,PASS,Macromitrium gymnostomum,PASS,N/A,PASS,PASS,Typed,1051109,s.n.,PASS,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Portugal,Azores,PASS,N/A,PASS,PASS,N/A,PASS,N/A,Typed,1181624,PASS,N/A,PASS,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Bolivia,La Paz,PASS,N/A,Philonotis,PASS,N/A,1983-01-20,N/A,Typed,1100485,83-224,Larecaja,N/A,no type status,PASS,"15°36'S, 68°39'W",N/A,PASS,20 Jan 1983,Philonotis,PASS
N/A,M. Lewis,Bolivia,La Paz,PASS,PASS,Philonotis,PASS,N/A,1979-03-29,PASS,Typed,PASS,79-1314,Larecaja,N/A,no type status,PASS,PASS,N/A,PASS,29 March 1979,Philonotis fide Crum,PASS
N/A,M. Lewis,Bolivia,Cochabamba,PASS,N/A,Philonotis,PASS,N/A,1979-06-01,N/A,Typed,PASS,79-2315,Chapare,N/A,no type status,PASS,"17° 11' S., 65° 54' W",N/A,3030 m,1 June 1979,Philonotis,PASS
N/A,PASS,Bolivia,N/A,N/A,N/A,PASS,PASS,N/A,PASS,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,10000 ft,PASS,N/A,UNDUAVI 10000 ft
N/A,PASS,Bolivia,N/A,N/A,N/A,PASS,PASS,N/A,1950-10-13,N/A,Typed,PASS,6865,N/A,N/A,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,M. Lewis,Bolivia,Cochabamba,PASS,N/A,Philonotis,PASS,N/A,1979-06-01,N/A,Typed,1050327,79-2315,Chapare,N/A,no type status,PASS,"17° 11' S., 65° 54' W.",N/A,PASS,1 June 1979,PASS,PASS
N/A,PASS,Peru,PASS,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach",PASS,PASS,PASS,N/A,1971-08-31,N/A,PASS,1061647,PASS,N/A,N/A,no type status,PASS,N/A,N/A,3000 m,31.8.1971,PASS,PASS
N/A,PASS,Mexico,PASS,PASS,PASS,PASS,PASS,N/A,PASS,N/A,Typed,1045263,PASS,N/A,PASS,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Mexico,PASS,"Partial shade, moist, road side cliff",PASS,PASS,Near El Punto on Highway 175 [precise locality unknown],N/A,1973-06-23,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,N/A,PASS,PASS,"June 23, 1973",Braunia secunda (Hook.) B.S.G.,PASS
N/A,A. J. Sharp,Mexico,Jalisco,PASS,PASS,PASS,PASS,N/A,1973-07-04,PASS,Typed,1045251,2736,N/A,PASS,no type status,PASS,N/A,PASS,PASS,"July 4, 1973",Braunia secunda (Hook.) B.S.G.,PASS
N/A,PASS,Mexico,Jalisco,PASS,PASS,Braunia andrieuxii,PASS,N/A,PASS,PASS,PASS,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,C. G. Pringle,Mexico,Hidalgo,N/A,PASS,PASS,[precise locality unknown],N/A,1906-09-17,N/A,Typed,1045265,10627,N/A,N/A,no type status,PASS,N/A,PASS,N/A,PASS,PASS,PASS
N/A,PASS,Mexico,PASS,N/A,PASS,Braunia secunda,[precise locality unknown],N/A,N/A,N/A,PASS,1031423,PASS,N/A,PASS,no type status,PASS,N/A,1992,PASS,PASS,PASS,PASS
N/A,PASS,Mexico,PASS,PASS,N/A,Braunia secunda,PASS,N/A,PASS,N/A,Typed,1036945,PASS,N/A,N/A,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,A. J. Sharp,Mexico,N/A,PASS,PASS,Braunia secunda,PASS,N/A,1941-07-23,N/A,PASS,1045239,PASS,N/A,N/A,no type status,PASS,N/A,PASS,N/A,"July 23, 1941",PASS,PASS
N/A,PASS,Mexico,PASS,PASS,PASS,Braunia squarrulosa,PASS,N/A,1972-12-19,N/A,Typed,1045274,4247,N/A,PASS,no type status,PASS,N/A,N/A,+ 6500 ft.,"Dec. 19, 1972",PASS,PASS
N/A,PASS,Mexico,PASS,PASS,PASS,Braunia squarrulosa,PASS,N/A,PASS,San Cristobal de las Casas,Typed,1052129,PASS,N/A,N/A,no type status,PASS,N/A,PASS,alt. 6800 ft.,PASS,Braunia squarrulosa (Hampe) Broth.,PASS
N/A,PASS,Mexico,Oaxaca,PASS,E. De Luna,Braunia squarrulosa,PASS,N/A,PASS,San Pablo Ayutla,Typed,1045269,PASS,N/A,PASS,no type status,PASS,N/A,1992,PASS,PASS,PASS,PASS
N/A,PASS,Mexico,Jalisco,PASS,E. De Luna,Braunia squarrulosa,PASS,N/A,PASS,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,1992,7300 feet,PASS,PASS,PASS
N/A,PASS,Mexico,PASS,PASS,PASS,Braunia squarrulosa,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Mexico,Chiapas,PASS,PASS,Braunia squarrulosa,PASS,N/A,PASS,N/A,PASS,1031467,PASS,N/A,PASS,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,PASS,PASS,PASS,N/A,Braunia squarrulosa,PASS,N/A,PASS,PASS,PASS,1031495,PASS,N/A,PASS,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Mexico,Chiapas,PASS,PASS,Braunia squarrulosa,PASS,N/A,PASS,N/A,Typed,1045277,PASS,N/A,N/A,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Costa Rica,San Jose,PASS,E. De Luna,Braunia squarrulosa,PASS,N/A,PASS,N/A,Typed,1029423,PASS,N/A,PASS,no type status,PASS,N/A,1992,PASS,PASS,Braunia squarrulosa (Hampe) C. Müll.,PASS
N/A,PASS,Bolivia,Tarija,PASS,S. Churchill,Braunia exserta,PASS,N/A,PASS,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Argentina,PASS,"Subtropical rainforest, epiphyte",PASS,Braunia cirrhifolia,PASS,N/A,1946-11-27,PASS,Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,N/A,PASS,27 November 1946,PASS,PASS
N/A,M. Lewis,Bolivia,La Paz,PASS,PASS,Braunia cirrhifolia,PASS,N/A,1979-04-06,PASS,Typed,1032380,79-1625,Larecaja,N/A,no type status,PASS,"15° 48' S., 68° 36' W.",1992,3250 m.,6 April 1979,PASS,PASS
N/A,PASS,Bolivia,La Paz,PASS,PASS,Braunia plicata,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,no type status,PASS,"16°44'S, 68°41'W",1990,PASS,PASS,PASS,PASS
N/A,M. Lewis,Bolivia,La Paz,PASS,E. De Luna,Braunia plicata,PASS,N/A,1979-03-22,N/A,PASS,1032384,79-1230,Larecaja,N/A,no type status,PASS,"15° 41' S., 68° 43' W.",1992,2600 m.,22 March 1979,Braunia plicata (Mitt.) Jaeg.,PASS
N/A,PASS,Bolivia,La Paz,PASS,PASS,Braunia plicata,PASS,N/A,1979-03-05,N/A,Typed,1032341,PASS,Saavedra,N/A,no type status,PASS,PASS,PASS,PASS,5 March 1979,Braunia plicata (Mitt.) Jaeg.,PASS
N/A,PASS,Bolivia,La Paz,PASS,PASS,Braunia plicata,PASS,N/A,1979-03-05,N/A,Typed,1032381,79-940,PASS,N/A,no type status,PASS,PASS,1992,PASS,5 March 1979,Braunia plicata (Mitt.) Jaeg.,PASS
N/A,PASS,Bolivia,La Paz,PASS,PASS,PASS,PASS,N/A,PASS,N/A,PASS,1032366,PASS,Saavedra,N/A,no type status,PASS,PASS,N/A,PASS,PASS,PASS,PASS
N/A,M. Lewis,PASS,PASS,PASS,N/A,Hedwigidium integrifolium,PASS,N/A,1979-02-10,N/A,PASS,1032358,79-615,PASS,N/A,no type status,PASS,PASS,N/A,PASS,10 February 1979,PASS,PASS
N/A,PASS,Peru,Ancash,Growing on branches,PASS,Braunia secunda,PASS,N/A,1983-01-28,PASS,Typed,PASS,PASS,PASS,U. Molau | P. Matekaitis,no type status,PASS,N/A,PASS,+ 3380 m,PASS,PASS,PASS
N/A,PASS,Venezuela,Merida,PASS,PASS,Braunia secunda,PASS,N/A,PASS,N/A,Typed,PASS,PASS,PASS,PASS,no type status,PASS,N/A,PASS,PASS,PASS,Braunia secunda (Hook.) BSG,PASS
N/A,PASS,Bolivia,Tarija,PASS,E. De Luna,PASS,PASS,N/A,1979-02-02,PASS,Typed,1032377,79-489A,O'Connor,N/A,no type status,PASS,PASS,1992,PASS,2 February 1979,PASS,PASS
N/A,PASS,Bolivia,Cochabamba,N/A,PASS,PASS,PASS,N/A,PASS,N/A,Typed,1045267,PASS,Chapare,N/A,no type status,PASS,N/A,1992,PASS,PASS,PASS,PASS
N/A,PASS,Bolivia,PASS,PASS,PASS,Racopilum intermedium,PASS,N/A,1989-11-12,PASS,Typed,PASS,7560,PASS,M. Lewis,no type status,PASS,N/A,N/A,PASS,12 November 1989,PASS,PASS
N/A,M. Lewis,Bolivia,La Paz,PASS,N/A,PASS,PASS,N/A,1983-02-07,Coroico,Typed,1100456,83-503,Nor Yungas,N/A,no type status,Marko Lewis 83-503,PASS,N/A,PASS,7 Feb 1983,PASS,PASS
N/A,Y. Mexia,Brazil,PASS,On rotting log,PASS,PASS,PASS,N/A,1930-11-11,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
PASS,PASS,Ecuador,PASS,PASS,W. A. Weber,PASS,PASS,N/A,PASS,N/A,Typed,1023912,PASS,PASS,PASS,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Peru,Amazonas,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,1026724,PASS,Chachapoyas,PASS,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,J. Florschütz,Suriname,N/A,On decaying log,PASS,PASS,"Brownsberg, trail to Leo fall [precise locality unknown]",N/A,1975-12-18,N/A,Typed,1028580,4715,N/A,P. A. Florschütz,no type status,PASS,N/A,PASS,N/A,PASS,PASS,PASS
N/A,E. Linares,Colombia,PASS,PASS,PASS,PASS,PASS,N/A,1984-09-26,PASS,Typed,PASS,1543,Villavicencio,PASS,no type status,PASS,N/A,PASS,PASS,26 Sept. 1984,PASS,PASS
N/A,PASS,Bolivia,La Paz,PASS,PASS,PASS,PASS,N/A,PASS,Coroico,Typed,1100344,PASS,Nor Yungas,N/A,no type status,PASS,"16°11'S, 67°43'W",PASS,PASS,PASS,PASS,PASS
N/A,PASS,Peru,Huanuco,PASS,PASS,Rhacopilum tomentosum,PASS,N/A,1936-09-15,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"Sept. 15,1936",Rhacopilum tomentosum (Sw.) Brid.,PASS
N/A,Y. Mexia,Peru,PASS,on rock in wood,N/A,Rhacopilum tomentosum,PASS,N/A,1936-09-09,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,Alt. 1100 m.,"Sept. 9,1936",PASS,PASS
N/A,PASS,Peru,Huanuco,PASS,PASS,PASS,PASS,N/A,PASS,PASS,Typed,PASS,8168a,PASS,N/A,no type status,PASS,N/A,N/A,Alt. 1100 m.,PASS,PASS,PASS
N/A,PASS,Colombia,Amazonas,PASS,N/A,PASS,PASS,N/A,1952-05-19,N/A,PASS,PASS,16563,N/A,PASS,no type status,PASS,PASS,N/A,Altitude about 700 feet,"May 19, 1952",PASS,PASS
N/A,PASS,Colombia,Magdalena,Bosque nublado montano bajo,PASS,PASS,PASS,1977-08-00,1977-07-00,PASS,Typed,1029476,PASS,PASS,O. Rangel | G. van Reenen,no type status,PASS,N/A,PASS,PASS,Julio-Agosto 1977,PASS,PASS
N/A,S. P. Churchill,Colombia,Antioquia,In secondary montane forest,PASS,Trachyxyphium tenue,PASS,N/A,1987-07-06,N/A,Typed,1139980,15466,PASS,N/A,no type status,PASS,PASS,PASS,PASS,6 July 1987,PASS,PASS
N/A,PASS,Costa Rica,Cartago,PASS,PASS,Hypnella pilifera,PASS,1977-07-04,1977-07-03,N/A,Typed,1025621,PASS,N/A,PASS,no type status,PASS,N/A,PASS,PASS,"Julio 3-4, 1977",Hypnella pilifera (Hook. et Wils.) Jaeg.,PASS
N/A,PASS,Venezuela,PASS,PASS,E. B. Bartram,Hypnella cymbifolia,PASS,N/A,PASS,N/A,Typed,1026297,34365,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,Hypnella cymbifolia (Hpe.) Jaeg.,PASS
N/A,W. R. Buck,Brazil,Amazonas,PASS,PASS,Hookeriopsis parkeriana,PASS,PASS,PASS,N/A,Typed,PASS,2445,N/A,PASS,no type status,PASS,PASS,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Peru,Pasco,In Weinmannia forest,PASS,Hypnella pilifera,PASS,N/A,PASS,N/A,Typed,1059405,PASS,PASS,N/A,no type status,PASS,"10°30'S, 75°30'W",PASS,PASS,PASS,PASS,PASS
N/A,PASS,Peru,PASS,PASS,N/A,Hypnella pilifera,PASS,N/A,1981-12-04,N/A,Typed,1059455,s.n.,N/A,D. E. Willard,no type status,PASS,"13°11'S, 71°22'W",N/A,PASS,4 Dec. 1981,Hypnella pilifera (Hook. & Wils.) Jaeg.,PASS
N/A,S. P. Churchill,Colombia,Antioquia,PASS,S. P. Churchill,Hypnella diversifolia,PASS,N/A,1992-07-11,PASS,Typed,1139992,18335,PASS,N/A,no type status,PASS,PASS,N/A,PASS,11 July 1992,PASS,PASS
N/A,E. B. Bartram,Venezuela,PASS,PASS,PASS,Hypnella cymbifolia,[precise locality unknown],N/A,PASS,N/A,PASS,1026299,PASS,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Peru,Pasco,PASS,N/A,Hypnella pallescens,PASS,N/A,1981-07-30,N/A,Typed,1059403,4720,N/A,N/A,no type status,PASS,10°30'S 75°30'W,N/A,PASS,30 July 1981,PASS,PASS
N/A,PASS,Venezuela,PASS,PASS,PASS,PASS,PASS,N/A,1953-02-11,N/A,Typed,1026300,PASS,N/A,N/A,no type status,PASS,N/A,PASS,elev. 1250 - 1200 m.,"February 11, 1953",PASS,PASS
N/A,T. Husnot,France,PASS,PASS,N/A,Weisia compacta,PASS,N/A,N/A,PASS,PASS,1084497,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,N/A,s.d.,Weisia compacta Brid.,PASS
PASS,H. Inoue,Japan,N/A,PASS,Z. Iwatsuki,Macromitrium japonicum,PASS,N/A,1973-01-11,N/A,Typed,1021837,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,elevation about 10 m,PASS,Macromitrium japonicum Doz. et Molk.,PASS
N/A,PASS,Brazil,Santa Catarina,rupestre,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Brazil,PASS,PASS,Frahm,Campylopus arctocarpus,PASS,N/A,1977-07-22,PASS,Typed,1026026,PASS,PASS,N/A,no type status,PASS,N/A,N/A,1200 msm,22.7.1977,PASS,PASS
N/A,PASS,Brazil,Santa Catarina,PASS,N/A,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,Schäfer-Verwimp,PASS,São Paulo,PASS,PASS,PASS,PASS,N/A,PASS,N/A,Typed,1097651,PASS,PASS,N/A,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Peru,Amazonas,PASS,PASS,Campylopus heterostachys,PASS,N/A,1982-09-06,PASS,Typed,1053590,s.n.,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
