associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,A. Touw,New Guinea,Morobe District,In fork of Plumeria tree in garden,D. H. Vitt,Macromitrium incurvifolium,[precise locality unknown],N/A,1975-03-09,N/A,Typed,1142151,14660,N/A,N/A,no type status,A. Touw No. 14660,N/A,Det: D.H. Vitt,c. 20 m.,Dat: 9-3- 1975 Alt. c. 20 m.,Macromitrium incurvifolium (Hook. & Grev.) Schwägr.,"Papua New Guinea Morobe Distr., Las. In fork of Plumeria tree in garden."
N/A,D. H. Vitt,New Guinea,N/A,"wet forest on slope above Ok Din River, W of Busilmin, on trees along Ok Din River",D. H. Vitt,Macromitrium longicaule,[precise locality unknown],N/A,1975-05-20,N/A,Typed,1141855,18543,N/A,N/A,no type status,Macromitrium longicaule C. Müll.,7°5'S 141°05'E,Det. D.H. Vitt,1500 - 1550 m.,20.5.1975 Alt. 1500 - 1550 m.,Macromitrium longicaule C. Müll.,"Papua New Guinea, Morobe Dist. Star Mts. 7°5'S 141°05'E Busilmin, wet forest on slope above Ok Din River, W of Busilmin, on trees along Ok Din River."
N/A,D. H. Vitt,Papua New Guinea,West Sepik Distr,N/A,D. H. Vitt,Macromitrium macrosporum,"5°S14'09""E NE summit of Mt. Capella; on stems and branches of trees and shrubs in summit scrub",N/A,1975-08-05,N/A,Typed,1142194,17369,Star Mts,N/A,no type status,Det: D.H. Vitt,N/A,8.5. 1975,Altit. 3900 m.,8.5. 1975,Macromitrium macrosporum Broth.,"5°S14'09""E NE summit of Mt. Capella; on stems and branches of trees and shrubs in summit scrub."
N/A,G. H. Vitt,Papua New Guinea,West Sepik District,On trees and shrubs,G. H. Vitt,Macromitrium macrosporum,"Limestone ridge, 4-5 meters high stunted forest on ridge",N/A,1975-04-17,Capella Base Camp,Typed,1142178,1142178,Star Mts.,N/A,no type status,G.H. Vitt,N/A,17.4.1975,3600 m.,17.4.1975,Macromitrium macrosporum Broth.,"Limestone ridge, 4-5 m high stunted forest on ridge"
N/A,D. H. Vitt,New Guinea,N/A,N/A,D. H. Vitt,Macromitrium macrosporum,"Summit of Mt. Capella, on isolated tree",N/A,1975-05-08,N/A,Typed,1142156,1142156,N/A,N/A,no type status,D.H. Vitt,c. 5°S141°05'E,N/A,Alt.c. 4650 m.,Dat. 8.5. 1975 Alt.c. 4650 m.,Macromitrium macrosporum Broth.,"Summit of Mt. Capella c. 5°S141°05'E NE Summit of Mt. Capella, Summit of ridge between Mt. Capella Base Camp and Mt. Capella ridge; on isolated tree."
N/A,D. H. Vitt,Papua New Guinea,West Sepik District,N/A,D. H. Vitt,Macromitrium macrosporum,Mt. Capella NE summit in deep chasm near the summit on soaking wet bark of trees,N/A,1975-04-19,N/A,Typed,1142175,19.4.1975,Star Mts.,N/A,no type status,D. H. Vitt,c 5°S141°09'E,19.4.1975,3900 m,19.4.1975,Macromitrium macrosporum Broth.,c 5°S141°09'E  Mt. Capella NE summit
N/A,D. H. Vitt,Papua New Guinea,West Sepik District,Very abundant,D. H. Vitt,Macromitrium macrosporum,"Near Mt. Capella Base Camp, along trail to Tamanagabip; open sub-alpine scrub, at base of limestone rock faces",N/A,1975-05-05,N/A,Typed,1141880,17205,Star Mts.,N/A,no type status,D.H. Vitt,N/A,5.5. 1975,Alt.c. 3450 m.,5.5. 1975,Macromitrium macrosporum Broth.,"Near Mt. Capella Base Camp, along trail to Tamanagabip; open sub-alpine scrub. At base of limestone rock faces"
N/A,D. H. Vitt,Papua New Guinea,West Sepik District,Pendulous from heavy tree branches and slanting trunks,D. H. Vitt,Macromitrium megalocladon,[precise locality unknown],N/A,1975-05-14,N/A,Typed,1142187,18046,Sur Mts.,N/A,no type status,Det: D.H. Vitt,5-7 S 141°19'E,14.5.1975,2500 - 2600 m.,14.5.1975,Macromitrium megalocladon Fleisch.,5-7 S 141°19'E Upper montane forest between Telefomin and Atbalmin Airstrip Camp
N/A,D. H. Vitt,Papua New Guinea,West Sepik District,on vertical face of moss covered limestone boulder at edge of kunai,N/A,Macromitrium megalocladon,[precise locality unknown],N/A,1975-04-21,N/A,Typed,1142432,16555,Star Mts,N/A,no type status,Dett. D.H. Vitt,N/A,N/A,c. 3400 m.,Dat. 21.4.1975,Macromitrium megalocladon Fleisch.,Small kunai (grassfield) SW of Mt. Capella Base Camp on vertical face of moss covered limestone boulder at edge of kunai
N/A,D. H. Vitt,Papua New Guinea,West Sepik District,"Dense moss vegetation covering soil, rocks and the lower portion of shrubs. Dominant.",D. H. Vitt,Macromitrium megalocladon,Tel Kasim Ridge above Camp 1 on Star Mountains Expedition,N/A,1975-04-07,N/A,Typed,1142300,15768,Star Mts.,N/A,no type status,D.H. Vitt,"5°51'41""S 141°05'E",7.4. 1975,c. 3350 m.,7.4. 1975,Macromitrium megalocladon Fleisch.,"5°51'41""S 141°05'E Tel Kasim Ridge above Camp 1 on Star Mts. Expedition"
N/A,S. Hatteri,Japan,Miyazaki,N/A,A. Noguchi,Macromitrium incurvum,[precise locality unknown],N/A,N/A,Obi,Mix of Handwritten and Typed,1225663,1 (1947),Minaminaka,N/A,no type status,S. Hatteri,N/A,det. A. Noguchi VIII 1946,N/A,s.d.,Musci japonici,"KIUSHIU, Miyazaki, Minaminaka, Obi"
N/A,K. Mayebara,Japan,Kumamoto Prefecture,N/A,A. Noguchi,Macromitrium incurvum,"On exposed rocks, 60 meters above sea, Yoshio",N/A,1951-12-25,N/A,Typed,1043529,s.n.,Yatsushiro,N/A,no type status,"K. Mayebara, December 25, 1951",N/A,Det. A. Noguchi,60 m. above sea,"December 25, 1951",Macromitrium incurvum (Lindb.) Par.,"On exposed rocks, 60 m. above sea, Yoshio, Kumamoto Prefecture"
N/A,K. Miyekawa,Japan,Kumamoto Prefecture,N/A,A. Noguchi,Macromitrium gymnostomum,"On rocks, ca. 100 meters above sea, Koonose",N/A,1932-02-11,N/A,Typed,1043490,s.n.,N/A,N/A,no type status,K. Miyekawa,N/A,Edited by A. Noguchi & S. Hattori,ca. 100m. above sea,"February 11, 1932",Macromitrium gymnostomum Sull. et Lesq.,"On rocks, ca. 100m. above sea, Koonose, Kumamoto Prefecture"
N/A,N/A,Japan,Hiroshima Prefecture,N/A,A. Noguchi,Macromitrium gymnostomum,[precise locality unknown],N/A,N/A,"On rocks, ca. 100m. alt., Hirootoko, Kisa-machi",Typed,1043493,N/A,Kamo County,N/A,no type status,N/A,N/A,"Mar. 7, 1952",N/A,N/A,Macromitrium gymnostomum Sull. et Lesq.,N/A
N/A,H. H. Chung,China,Fujian Province,N/A,Tixier,Macromitrium gymnostomum,Kushan near Foochow,N/A,1932-03-00,N/A,Typed,1422304,B.206,N/A,N/A,no type status,H. H. Chung,N/A,N/A,N/A,March 1932,Macromitrium gymnostomum S.& L. Det. Tixier,Kushan near Foochow
N/A,N/A,China,N/A,On rock in bamboo forest,Theriot,Macronitrium gymnostomum,[precise locality unknown],N/A,N/A,N/A,Typed,1122221,B.20,N/A,N/A,no type status,Flora of China,N/A,N/A,N/A,N/A,Macronitrium gymnostomum Sull. det. Theriot,On rock in bamboo forest
N/A,D. H. Vitt,Papua New Guinea,Morobe Prov.,open montane forest with dominating Pandanus trees,D. H. Vitt,Macromitrium longirostre,"Lake Wamba 5 kilometers south of Teptep airstrip, Bettner open montane forest with dominating Pandanus trees 1 kilometer south of lake, on stump",N/A,1981-07-23,N/A,Typed,33590,1142666,N/A,N/A,no type status,Det: Dale H. Vitt 1989,"6°21'S, 146°35'E",1989,2400 m,23 July 1981,Macromitrium longirostre C. Müll.,"Lake Wamba 5 km S of Teptep airstrip, Bettner open montane forest with dominating Pandanus trees 1 km S of lake, alt. 2400 m, 6°21'S, 146°35'E, on stump"
N/A,N/A,China,Fukien Province,On shady rocks or bark,S. M.,Macromitrium japonicum,[precise locality unknown],N/A,N/A,N/A,Typed,1122525,B.4.,N/A,N/A,Ex Farlow Herbarium,N/A,N/A,N/A,N/A,s.d.,Macromitrium japonicum(Doz. et Mk.)S.M.,On shady rocks or bark
N/A,T. Koponen,Papua New Guinea,Morobe Province,"Open alpine grassland and ""subalpine"" forest",N/A,Fabronia neogiunea,[precise locality unknown],N/A,1981-07-09,N/A,Typed,1142666,3571,Mt. Sarawaket Southern Range,N/A,no type status,Timo Koponen,"6°24'S, 147°07'E",N/A,3550 m,9 July 1981,Myriniopsis macrocarpa Broth,"2.5 km S of L. Gwam. Open alpine grassland and ""subalpine"" forest at L. Gwenzoroh E of Mt. Enggom, alt. 3550 m, 6°24'S, 147°07'E"
N/A,N/A,Japan,N/A,"HABITAT: Ise, Hiyamizu, Miwai, 1-10 m alt., on tree trunk",N/A,Sematophyllum subhumile,[precise locality unknown],N/A,1977-01-30,N/A,Typed,1049048,1049048,N/A,N/A,no type status,Edited by A.Noguchi and K.Iwatsuki,N/A,N/A,1-10 m,Jan. 30 1977,Musci Japonici Exsiccati,1379. Sematophyllum subhumile Sull. et Lesq.
N/A,F. Verdoorn,Japan,Honshu,N/A,N/A,Macromitrium incurvum,[precise locality unknown],N/A,1936-00-00,N/A,Typed,1356480,s.n.,Musashi,N/A,no type status,Fr. Verdoorn,N/A,N/A,N/A,1936,Musci selecti et critici edidit Fr. Verdoorn Series III (1936) Cl. Aug. brevifolii var. X,Musashi Honshu Japan
N/A,K. Saito,Japan,Sumiyo-mura,N/A,A. Noguchi,Macromitrium gymnostomum,[precise locality unknown],N/A,1979-04-03,Kagoshima Pref,Typed,1051109,s.n.,Amamioshima,N/A,no type status,K. Saito,N/A,Det. A. Noguchi,elevation about 150 m,"April 3, 1979",Bryophyta selecta exsiccata 639. Macromitrium gymnostomum Sull. & Lesq,On tree elevation about 150 m
N/A,V. Allorge,Portugal,Azores,Mousses et hepatiques recoltés en 1937,N/A,Bryophyta azorica,[precise locality unknown],N/A,1937-06-11,N/A,Typed,1181624,N/A,N/A,P. Allorge,no type status,V. et P. Allorge,N/A,N/A,N/A,11.VI.1937,BRYOPHYTA AZORICA,Iles Açores pr. P. Allorge
N/A,N/A,Bolivia,La Paz,Sunny humid Ceja de Montaña forests following ravines in small rill in dripping area of small waterfall,N/A,Philonotis,[precise locality unknown],N/A,1983-01-20,N/A,Typed,1100485,83-224,Larecaja,N/A,no type status,"DEPTO. LA PAZ PROV. LARECAJA: (Tacacoma 2) Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata. 15°36'S, 68°39'W ca. 3550 m.","15°36'S, 68°39'W",N/A,ca. 3550 m.,20 Jan 1983,Philonotis,"Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata."
N/A,M. Lewis,Bolivia,La Paz,N/A,H. Crum,Philonotis,Along road 1 mile from Sorata towards Achacachi,N/A,1979-03-29,Sorata,Typed,1078795,79-1314,Larecaja,N/A,no type status,N/A,15° 45' S 68° 42' W,N/A,Eroding bank 2740 m,29 March 1979,Philonotis fide Crum,Along road 1 mi from Sorata towards Achacachi 15° 45' S 68° 42' W
N/A,M. Lewis,Bolivia,Cochabamba,"Cloud forest ravine, with tree ferns",N/A,Philonotis,"Slope of Cerro Khachi, on stones and banks of seepy creek in cloud forest ravine, with tree ferns",N/A,1979-06-01,N/A,Typed,1078739,79-2315,Chapare,N/A,no type status,N/A,"17° 11' S., 65° 54' W",N/A,3030 m,1 June 1979,Philonotis,"Slope of Cerro Khachi, N. of Corani, 3030 m., 17° 11' S., 65° 54' W. On stones and banks of seepy creek in cloud forest ravine, with tree ferns."
N/A,B. A. Krukoff,Bolivia,N/A,N/A,N/A,N/A,Unduavi 10000 feet,N/A,1950-10-15,N/A,Typed,6967,10007,N/A,N/A,no type status,Collected by B. A. Krukoff,N/A,N/A,10000 ft,15 Oct 1950,N/A,UNDUAVI 10000 ft
N/A,M. E. Hensold,Bolivia,N/A,N/A,N/A,Paepalanthus sp.,[precise locality unknown],N/A,1950-10-13,N/A,Typed,2043042,6865,N/A,N/A,no type status,M. E. Hensold,N/A,N/A,10000 ft.,13 Oct. 1950,Paepalanthus sp.,UND:AVI 10000 ft.
N/A,M. Lewis,Bolivia,Cochabamba,N/A,N/A,Philonotis,"Slope of Cerro Khachi, N. of Corani, 3000 meters, 17° 11' S., 65° 54' W. On stones and banks of seepy creek in cloud forest ravine, with tree ferns.",N/A,1979-06-01,N/A,Typed,1050327,79-2315,Chapare,N/A,no type status,Mario Lewis,"17° 11' S., 65° 54' W.",N/A,3000 m.,1 June 1979,BRYOPHYTA OF BOLIVIA Philonotis,"Prov. Chapare, Slope of Cerro Khachi, N. of Corani, 3000 m., 17° 11' S., 65° 54' W. On stones and banks of seepy creek in cloud forest ravine, with tree ferns."
N/A,P. E. Herwald,Peru,Chachapoyas,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach",N/A,Moosfloea von Peru,Las Palmas southwest of Balsas and Leimebamba,N/A,1971-08-31,N/A,Handwritten,1061647,N/A,N/A,N/A,no type status,P.E. Herwald,N/A,N/A,3000 m,31.8.1971,Moosfloea von Peru,Las Palmas sw. Balsas u. Leimebamba
N/A,N/A,Mexico,Baja California Sur,Oak-pine and grass-land with dry and cinder streams at Sierra de Laguna,N/A,Fraunia andrenyi,"15 miles east of Todos Santos, on boulder, mesa, open valley",N/A,N/A,N/A,Typed,1045263,N/A,N/A,N/A,no type status,"Elzada U. Clover, 1952 Duke University Herbarium",N/A,N/A,ca. 6300 ft.,N/A,Fraunia andrenyi Lor,"Oak-pine and grass-land with dry and cinder streams at Sierra de Laguna. 15 miles east of Todos Santos, on boulder, mesa, open valley."
N/A,E. De Luna,Mexico,Oaxaca,"Partial shade, moist, road side cliff",A. J. Sharp,Braunia secunda,Near El Punto on Highway 175 ,N/A,1973-06-23,N/A,Typed,1045248,9301,N/A,N/A,no type status,"Del. Efraim De Luna, 1952 Duke University Herbarium",N/A,N/A,2625 m.,"June 23, 1973",Braunia secunda (Hook.) B.S.G.,"Partial shade, moist, road side cliff. Near El Punto on Hwy. 175"
N/A,A. J. Sharp,Mexico,Jalisco,"partial shade, moist, very abundant",A. J. Sharp,Braunia secunda,"El Mirador on highway 80, 9 miles above San Martín Hidalgo",N/A,1973-07-04,San Martín Hidalgo,Typed,1045251,2736,N/A,N/A,no type status,Collected for a planned book Flora of Mexico Sponsored by the Richards Foundation,N/A,Det. A. J. Sharp,1750 m.,"July 4, 1973",Braunia secunda (Hook.) B.S.G.,"El Mirador on hwy. 80, 9 mi. above San Martín Hidalgo"
N/A,D. McVean,Mexico,Jalisco,N/A,N/A,Braunia andrieuxii,[precise locality unknown],N/A,1945-12-00,N/A,Typed,1172182,N/A,N/A,N/A,no type status,Donald McVean,N/A,N/A,N/A,DEC 1945,Braunia andrieuxii Lor.,In the Cryptogamic Herbarium Chicago Natural History Museum
N/A,C. G. Pringle,Mexico,Hidalgo,N/A,N/A,Braunia plicata,[precise locality unknown],N/A,1906-09-17,N/A,Typed,1045265,10627,N/A,N/A,no type status,C. G. Pringle,N/A,N/A,N/A,17 Sept 1906,Braunia plicata Mitt,Hidalgo
N/A,N/A,Mexico,Hidalgo,N/A,Elena De Luna,Braunia secunda,[precise locality unknown],N/A,N/A,N/A,Typed,1031423,N/A,N/A,N/A,no type status,"Elena De Luna, 1992 Duke University Herbarium",N/A,1992,500 m altitude,N/A,Braunia secunda (Hook.) Bruch & Schimp.,"Maguey Manso, an old site, 500 m altitude"
N/A,D. Richards,Mexico,N/A,N/A,N/A,Braunia secunda,[precise locality unknown],N/A,1981-01-00,N/A,Typed,1036945,5059,N/A,N/A,no type status,Donald Richards,N/A,N/A,N/A,Jan. 1981,Braunia secunda (Hook.) Bruch & Schimp.,BRYOPHYTES OF MEXICO Collected for a national flora of Mexico Supported by the National Foundation
N/A,A. J. Sharp,Mexico,N/A,"Siliceous boulder in fir, above Cantarranas, elev. 10,000 ft.",H. A. Crum,Braunia secunda,[precise locality unknown],N/A,1941-07-23,N/A,Typed,1045239,1142,N/A,N/A,no type status,A. J. Sharp,N/A,1962 (no exact date given),"10,000 ft.","July 23, 1941",Braunia secunda (Hook.) Bruch & Schump.,From the Herbarium of the UNIVERSITY OF TENNESSEE EXPEDITION FOR THE CORRELATION OF FLORA OF THE SOUTHERN APPALACHIANS AND MEXICO-CENTRAL AMERICAN HIGHLANDS
N/A,E. Muell,Mexico,N/A,"Parted on rocks, moist, trail side banks, Yerba Buena, Pueblo Nuevo, about 55 km. northeast of Santa Barbara, Chiapas + 6500 ft.",T. Sowens,Braunia squarrulosa,[precise locality unknown],N/A,1972-12-19,N/A,Typed,1045274,4247,N/A,N/A,no type status,Collected for a general flora study of Mexico,N/A,N/A,+ 6500 ft.,"Dec. 19, 1972",Braunia squarrulosa (Hampe) C. Muell,From the Herbarium of the UNIVERSITY OF TENNESSEE
N/A,B. De Lisle,Mexico,N/A,oak-pine woods,B. De Lisle,Braunia squarrulosa,"On oak trunk in oak-pine woods, 15 miles northeast of San Cristobal de las Casas",N/A,1975-02-02,N/A,Typed,1052129,N/A,N/A,N/A,no type status,"Brian De Lisle, 1992 Duke University Herbarium",N/A,1992,ca. 6500 ft.,"Feb.2,1975",Braunia squarrulosa (Hampe) Broth.,"On oak trunk in oak-pine woods, alt. ca. 6500 ft. 15 mi. N.E. of San Cristobal de las Casas, Chiapas"
N/A,E. U. Clover,Mexico,Oaxaca,"dry, full shade, oak branch",E. De Luna,Braunia squarrulosa,[precise locality unknown],N/A,1952-00-00,San Pablo Ayutla,Typed,1045269,2960-A,N/A,A. J. Sharp | P. D. Bowers | D. K. Smith | R. A. Hattaway | P. Somers Jr.,no type status,"Elzada U. Clover, A.J. Sharp, P.D. Bowers, D.K. Smith, R.A. Hattaway, Paul Somers, Jr.",N/A,1992,"about 10,000 ft.",1952,Braunia squarrulosa (Hampe) C. Muell.,"dry, full shade, oak branch, (about 70 km. east of Oaxaca.) Elev. about 10,000 ft."
N/A,E. De Luna,Mexico,Jalisco,Oak forest,E. De Luna,Braunia squarrulosa,"On dead limb, fallen, Oak forest, Slope of La Ferreria, above Manantlan ",N/A,1946-07-23,N/A,Typed,1089541,217,N/A,N/A,no type status,"Efrain De Luna, 1992 Duke University Herbarium",N/A,1992,7300 feet,23 July 1946,Braunia squarrulosa (Hampe) C. Muell.,"On dead limb, fallen, 7300 feet, Oak forest, Slope of La Ferreria, above Manantlan"
N/A,D. Richards,Mexico,N/A,N/A,N/A,Braunia squarrulosa,[precise locality unknown],N/A,1945-12-00,N/A,Typed,1172449,N/A,N/A,N/A,no type status,Donald Richards,N/A,N/A,N/A,Dec 1945,Braunia squarrulosa (Hampe) C. Muell.,"Del Tizate De Luna, 1992, Duke University Herbarium"
N/A,E. De Luna,Mexico,Chiapas,N/A,N/A,Braunia squarrulosa,[precise locality unknown],N/A,1992-00-00,N/A,Typed,1031467,1031467,N/A,N/A,no type status,"Del. Efrain De Luna, 1992 Duke University Herbarium",N/A,s.d.,2250 m,s.d.,Braunia squarrulosa (Hampe) C. Muell.,AM 100 km ver Sta. Cristobal-San Cristobal
N/A,N/A,N/A,N/A,N/A,N/A,Braunia squarrulosa,[precise locality unknown],N/A,N/A,N/A,Typed,1031495,N/A,N/A,N/A,no type status,Efrain De Luna 1992 Duke University Herbarium,N/A,N/A,N/A,N/A,Braunia squarrulosa (Hampe) C Muell,N/A
N/A,B. De Lesse,Mexico,Chiapas,On oak trunk in oak-pine woods,F. J. Hermann,Braunia squarrulosa,[precise locality unknown],N/A,1952-00-00,N/A,Typed,1045277,s.n.,N/A,N/A,no type status,"Brouha De Lesse, 1952",15 miles SE.,"February 9, 1972",6800 ft,1952,Braunia squarrulosa (Hampe) C. Muell.,On oak trunk in oak-pine woods Dupl. verif. A.J.Sharp
N/A,E. De Luna,Costa Rica,San Jose,"En rocas seca, a pleno sol.",E. De Luna,Braunia squarrulosa,[precise locality unknown],N/A,N/A,N/A,Typed,1029423,N/A,N/A,N/A,no type status,"Efrain De Luna, 1992 Duke University Herbarium",N/A,1992,"2,000 m.",s.d.,Braunia squarrulosa (Hampe) C. Müll.,"En rocas seca, a pleno sol."
N/A,B. O'Connor,Bolivia,Tarija,"Musgo sobre ramas, C.fr.",S. Churchill,Braunia exserta,[precise locality unknown],N/A,2001-10-00,N/A,Mix of Handwritten and Typed,1163435,1163435,Burnet O'Connor,N/A,no type status,Burnet O'Connor,21°25'S 64°13'W,4 Ago 2001,2100 m,"Oct. S. Churchill, 2001",Hedwigiaceae Braunia exserta C. Müller,"35 km oeste de Entre Rios (carretera a Tarija), Bosque montano Tucumano-Boliviano, remanente, <20792-20809>"
N/A,N/A,Argentina,Prov. Tucuman,"Subtropical rainforest, epiphyte",B. Sparre,Braunia cirrhifolia,[precise locality unknown],N/A,N/A,Rio Cochuna,Typed,1136855,N/A,Chicligasta,N/A,no type status,"Naturhistoriska Riksmuseet, Stockholm (S)",N/A,27 November 1946,1000 m.s.s.l.,s.d.,Braunia cirrhifolia (Mitt.) Jaeg,1000 m.s.s.l.
N/A,M. Lewis,Bolivia,La Paz,N/A,Efraín De Luna,Braunia cirrhifolia,"In ravine with waterfall, 3250 meters",N/A,1979-04-06,Sorata,Typed,1032380,79-1625,Larecaja,N/A,no type status,"Marko Lewis, no. 79-1625","15° 48' S., 68° 36' W.",1992,3250 m.,6 April 1979,Braunia cirrhifolia (Mitt.) Jaeg.,"In ravine with waterfall, 3250 m."
N/A,D. Griffin,Bolivia,La Paz,"Arid woodland and cliff area, many cacti present. At base of cliff near river amongst a boulder pile in a deep canyon. Small trees, tree cacti and shrubs in shady, protected area.",D. Griffin III,Braunia plicata,"Along the Río Chulumani, at branch of the Río San Cristóbal, 16°44'S, 68°41'W, ca. 2450 meters",N/A,1990-00-00,N/A,Typed,1091442,s.n.,Inquisivi,N/A,no type status,"Dana Griffin III, 1990","16°44'S, 68°41'W",1990,ca. 2450 m.,s.d.,Braunia plicata (Mitt.) Jaeg.,"Along the Río Chulumani, at branch of the Río San Cristóbal"
N/A,M. Lewis,Bolivia,La Paz,"Abundant on exposed rock face, 2600 m.",E. De Luna,Braunia plicata,Near large red outcrop 2 miles from Sorata down Rio Consata,N/A,1979-03-22,N/A,Typed,1032384,79-1230,Larecaja,N/A,no type status,"Efrain De Luna, 1992 Duke University Herbarium","15° 41' S., 68° 43' W.",1992,2600 m.,22 March 1979,Braunia plicata (Mitt.) Jaeg.,"Near large red outcrop 2 mi. from Sorata down Rio Consata, 15° 41' S., 68° 43' W."
N/A,E. De Luna,Bolivia,La Paz,"Banks of trail, 3200-3240 m.","Efrain De Luna, 1992",Braunia plicata,"Trail between Charazani and Niño Karine, NNW of Chuma ",N/A,1979-03-05,N/A,Typed,1032341,1032341,Saavedra,N/A,no type status,"Efrain De Luna, 1979","15° 11' S., 69° 04' W.",Duke University Herbarium,3200-3240 m.,5 March 1979,Braunia plicata (Mitt.) Jaeg.,"Trail between Charazani and Niño Karine, NNW of Chuma, 15° 11' S., 69° 04' W."
N/A,E. De Luna,Bolivia,La Paz,"Banks of trail, 3200 m.",E. De Luna,Braunia plicata,"Trail between Charazani and Nino Karine, NNW of Chuma",N/A,1979-03-05,N/A,Typed,1032381,79-940,N/A,N/A,no type status,"Efrain De Luna, 1992","15° 11' S., 69° 04' W.",1992,3200 m.,5 March 1979,Braunia plicata (Mitt.) Jaeg.,"Trail between Charazani and Nino Karine, NNW of Chuma, 15° 11' S., 69° 04' W."
