verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
A. Touw,PASS,N/A,PASS,PASS,1975-03-09,N/A,PASS,Macromitrium incurvifolium,D. H. Vitt,N/A,N/A,Papua New Guinea,PASS,PASS,PASS,PASS,PASS,N/A,PASS,N/A,1142151,PASS,no type status
A. Touw,PASS,N/A,18543,PASS,1975-05-20,N/A,PASS,Macromitrium longicaule,PASS,N/A,N/A,Papua New Guinea,West Sepik,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1141855,Typed,no type status
PASS,PASS,N/A,17369,PASS,1975-05-08,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,PASS,N/A,PASS,PASS,PASS,PASS,PASS,1142194,Typed,no type status
PASS,PASS,N/A,16376,PASS,1975-04-17,N/A,PASS,Macromitrium macrosporum,PASS,N/A,N/A,Papua New Guinea,West Sepik,PASS,N/A,PASS,PASS,PASS,PASS,PASS,1142178,PASS,no type status
PASS,PASS,N/A,17312,PASS,1975-05-08,N/A,PASS,Macromitrium macrosporum,PASS,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,PASS,PASS,PASS,PASS,PASS,1142156,Typed,no type status
PASS,PASS,N/A,16420,PASS,1975-04-19,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,PASS,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,PASS,PASS,Forest remnant in deep chasm near the summit on soaking wet bark of trees,PASS,c. 5°S 141°05'E,1142175,Typed,no type status
PASS,PASS,N/A,17205,PASS,1975-05-05,N/A,PASS,Macromitrium macrosporum,PASS,N/A,N/A,Papua New Guinea,West Sepik,PASS,N/A,PASS,PASS,PASS,PASS,PASS,1141880,PASS,no type status
PASS,PASS,N/A,18046,14.5.1975,1975-05-14,N/A,PASS,Macromitrium megalocladon,PASS,N/A,N/A,Papua New Guinea,West Sepik,PASS,N/A,PASS,PASS,Pendulous from heavy tree branches and slanting trunks,PASS,PASS,1142187,PASS,no type status
PASS,PASS,N/A,16555,PASS,1975-04-21,N/A,PASS,Macromitrium megalocladon,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1142432,PASS,no type status
PASS,PASS,N/A,15768,PASS,1975-04-07,N/A,Macromitrium megalocladon Fleisch.,Macromitrium megalocladon,PASS,N/A,N/A,Papua New Guinea,West Sepik,N/A,PASS,PASS,PASS,PASS,PASS,PASS,1142300,Typed,no type status
leg. S. Hattori,PASS,N/A,s.n.,PASS,1946-08-00,N/A,PASS,Macromitrium incurvum,PASS,PASS,N/A,Japan,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,Typed,no type status
PASS,PASS,N/A,PASS,"December 25, 1951",1951-12-25,N/A,PASS,PASS,PASS,N/A,N/A,Japan,Kumamoto,N/A,Yoshio,PASS,PASS,N/A,PASS,N/A,PASS,Typed,no type status
PASS,PASS,N/A,PASS,"February 11, 1952",1952-02-11,N/A,PASS,Macromitrium gymnostomum,PASS,PASS,N/A,Japan,Kumamoto,N/A,Koonose,PASS,PASS,PASS,PASS,N/A,1043490,Typed,no type status
PASS,PASS,N/A,s.n.,March 1952,1952-03-00,N/A,PASS,Macromitrium gymnostomum,PASS,N/A,N/A,Japan,Kumamoto,PASS,Hitoyoshi,PASS,PASS,N/A,ca. 100m. alt.,N/A,PASS,Typed,no type status
PASS,PASS,N/A,B.206,"August, 1925",1925-08-00,N/A,PASS,Macromitrium gymnostomum,PASS,N/A,N/A,China,PASS,N/A,PASS,Kushan near Foochow,Kushan near Foochow,PASS,PASS,N/A,PASS,Typed,no type status
H. H. Chung,PASS,N/A,B.20,PASS,PASS,N/A,PASS,Macromitrium gymnostomum,Theriot,N/A,N/A,China,PASS,N/A,PASS,PASS,PASS,PASS,N/A,N/A,PASS,Typed,no type status
Timo Koponen,PASS,N/A,33590,23 July 1981,1981-07-23,N/A,PASS,Macromitrium longicaule,PASS,1989,PASS,Papua New Guinea,PASS,N/A,N/A,PASS,PASS,Rather open montane forest with dominating Pandanus trees,PASS,PASS,1142665,PASS,no type status
PASS,PASS,N/A,B.4.,PASS,PASS,N/A,PASS,Macromitrium japonicum,N/A,N/A,N/A,China,PASS,N/A,PASS,PASS,PASS,PASS,N/A,N/A,PASS,Typed,no type status
Timo Koponen,PASS,N/A,PASS,9 July 1981,1981-07-09,N/A,PASS,Macromitrium macrosporum,PASS,PASS,N/A,Papua New Guinea,PASS,N/A,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,no type status
PASS,M. Mizutani,I. Yoshimura,s.n.,PASS,1975-01-23,N/A,PASS,PASS,PASS,PASS,N/A,Japan,PASS,N/A,N/A,PASS,PASS,PASS,PASS,N/A,PASS,PASS,no type status
PASS,PASS,N/A,PASS,X. 1932,1932-10-00,N/A,Macromitrium incurvum (Lindb.) Paris,Macromitrium incurvum,N/A,N/A,N/A,Japan,Honshu,Musashi,PASS,PASS,PASS,N/A,N/A,N/A,1356480,Typed,no type status
PASS,PASS,N/A,PASS,"April 3, 1970",1970-04-03,N/A,PASS,Macromitrium gymnostomum,A. Noguchi,N/A,N/A,Japan,Kagoshima,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,no type status
PASS,PASS,PASS,PASS,14.VI.1937,1937-06-14,N/A,PASS,PASS,PASS,N/A,N/A,Portugal,Azores,N/A,PASS,PASS,PASS,PASS,PASS,N/A,1181624,Typed,no type status
PASS,M. Lewis,N/A,PASS,20 Jan 1983,1983-01-20,N/A,Philonotis,Philonotis,PASS,PASS,N/A,Bolivia,La Paz,Larecaja,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,no type status
PASS,M. Lewis,N/A,PASS,29 March 1979,1979-03-29,N/A,PASS,PASS,PASS,PASS,N/A,Bolivia,PASS,PASS,N/A,PASS,PASS,Eroding bank,PASS,"15° 45' S, 68° 42' W",PASS,Typed,no type status
Marko Lewis,PASS,N/A,79-2315,1 June 1979,1979-06-01,N/A,Philonotis,Philonotis,PASS,PASS,N/A,Bolivia,Cochabamba,PASS,N/A,PASS,PASS,PASS,3030 m,PASS,PASS,PASS,no type status
PASS,PASS,N/A,6867,13 Oct. 1950,1950-10-13,N/A,PASS,PASS,PASS,PASS,N/A,Bolivia,N/A,N/A,N/A,Unduavi,Unduavi,N/A,10000 ft.,N/A,1013011,Typed,no type status
PASS,PASS,N/A,6865,13 Oct. 1950,1950-10-13,N/A,PASS,PASS,PASS,PASS,N/A,Bolivia,N/A,N/A,N/A,PASS,PASS,N/A,PASS,N/A,PASS,Typed,no type status
Marko Lewis,PASS,N/A,79-2315,1 June 1979,1979-06-01,N/A,Philonotis,Philonotis,PASS,PASS,N/A,Bolivia,Cochabamba,PASS,N/A,PASS,PASS,PASS,3030 m,PASS,1050327,PASS,no type status
PASS,PASS,PASS,PASS,31.8.1973,1973-08-31,N/A,Philonotis sphaerocarpa (Hedw.) Brid.,Philonotis sphaerocarpa,PASS,N/A,N/A,Peru,Amazonas,Chachapoyas,N/A,Las Palmas zw. Balsas u. Leimebamba,Las Palmas between Balsas and Leimebamba,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach",PASS,N/A,1061647,PASS,no type status
PASS,PASS,PASS,5166,25 December 1973,1973-12-25,N/A,PASS,Braunia secunda,PASS,N/A,N/A,Mexico,Baja California Sur,N/A,PASS,PASS,PASS,PASS,Alt. ca. 6300 ft.,N/A,PASS,Typed,no type status
PASS,A. J. Sharp,PASS,PASS,"June 23, 1973",1973-06-23,N/A,Braunia secunda (Hook.) B.S.G.,Braunia secunda,PASS,1992,N/A,Mexico,Oaxaca,N/A,N/A,PASS,PASS,"Partial shade, moist, road side cliff",1625 m,N/A,PASS,PASS,no type status
PASS,PASS,PASS,2736,PASS,PASS,N/A,Braunia secunda (Hook.) B.S.G.,PASS,PASS,1992,N/A,Mexico,Jalisco,PASS,PASS,PASS,PASS,"Partial shade, moist, vert. surface of boulder",PASS,N/A,1045251,PASS,no type status
PASS,PASS,N/A,10619,PASS,PASS,N/A,PASS,Braunia Andrieuxii,PASS,PASS,N/A,Mexico,Jalisco,N/A,PASS,PASS,On rocks near Guadalajara,N/A,PASS,N/A,PASS,Typed,no type status
PASS,PASS,N/A,10627,PASS,1908-09-17,N/A,PASS,Braunia andrieuxii,PASS,1992,N/A,Mexico,Hidalgo,N/A,N/A,PASS,Cuyamaloya,N/A,N/A,N/A,PASS,Typed,no type status
PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,Braunia secunda,PASS,1992,N/A,Mexico,Veracruz,PASS,PASS,PASS,PASS,PASS,PASS,N/A,1031423,Typed,no type status
PASS,PASS,PASS,5067,PASS,PASS,N/A,Braunia secunda (Hook.) B.S.G.,Braunia secunda,PASS,PASS,N/A,Mexico,Durango,N/A,PASS,PASS,PASS,PASS,PASS,N/A,1036945,PASS,no type status
PASS,PASS,N/A,PASS,"July 23, 1941",1941-07-23,N/A,Braunia secunda (Hook.) Bruch & Schimp.,Braunia secunda,PASS,PASS,N/A,Mexico,PASS,N/A,N/A,PASS,PASS,PASS,N/A,N/A,1045239,Typed,no type status
PASS,PASS,PASS,PASS,"Dec. 19, 1972",1972-12-19,N/A,Braunia squarrulosa (Hampe) Broth.,Braunia squarrulosa,F. Bowers,N/A,N/A,Mexico,Chiapas,N/A,N/A,PASS,PASS,"Partial shade, moist, trail side bank",PASS,N/A,1045274,Typed,no type status
PASS,PASS,N/A,PASS,PASS,1975-02-09,N/A,PASS,PASS,PASS,1992,N/A,Mexico,Chiapas,N/A,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,no type status
PASS,A. J. Sharp,PASS,2980-a,"Dec. 23, 1972",1972-12-23,N/A,Braunia squarrulosa (Hampe) Broth.,Braunia squarrulosa,PASS,PASS,N/A,Mexico,Oaxaca,N/A,San Pablo Ayutla,PASS,Roadside near San Pablo Ayutla about 70 kilometers east of Oaxaca,"Dry, full shade, oak branch. Oak-pine woods",PASS,N/A,1045269,Typed,no type status
Howard A. Crum,PASS,N/A,PASS,23 July 1949,1949-07-23,N/A,PASS,PASS,PASS,1992,N/A,Mexico,Jalisco,N/A,N/A,PASS,PASS,PASS,PASS,N/A,PASS,Typed,no type status
PASS,PASS,N/A,10550,PASS,PASS,N/A,PASS,Braunia squarrulosa,PASS,1992,N/A,Mexico,Federal District,N/A,N/A,PASS,PASS,N/A,PASS,N/A,PASS,Typed,no type status
PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,1992,N/A,Mexico,Chiapas,N/A,N/A,PASS,PASS,PASS,PASS,N/A,1031467,PASS,no type status
PASS,E. Eggers,PASS,PASS,PASS,1979-03-10,N/A,PASS,PASS,PASS,1992,N/A,Mexico,Chiapas,N/A,N/A,PASS,PASS,PASS,PASS,N/A,1031495,Mix of Handwritten and Typed,no type status
PASS,PASS,N/A,26429,"February 9, 1975",1975-02-09,N/A,PASS,PASS,PASS,PASS,N/A,Mexico,Chiapas,N/A,PASS,PASS,PASS,On oak trunk in oak-pine woods,PASS,N/A,1045277,PASS,no type status
PASS,PASS,PASS,PASS,PASS,1979-02-04,N/A,PASS,Braunia squarrulosa,PASS,N/A,N/A,Costa Rica,PASS,PASS,N/A,PASS,PASS,PASS,PASS,N/A,1029423,Typed,no type status
PASS,PASS,N/A,PASS,4 Ago 2001,2001-08-04,N/A,Braunia exserta C. Müller,Braunia exserta,PASS,2001,N/A,Bolivia,Tarija,PASS,N/A,PASS,PASS,PASS,PASS,21°25'S 64°19'W,PASS,PASS,no type status
PASS,PASS,N/A,B11750,27 November 1946,1946-11-27,N/A,PASS,PASS,PASS,N/A,N/A,Argentina,PASS,PASS,N/A,PASS,Rio Cochuna,PASS,1000 m a.s.l.,N/A,PASS,Typed,no type status
PASS,PASS,N/A,79-1625,6 April 1979,1979-04-06,N/A,PASS,Braunia cirrhifolia,PASS,1992,N/A,Bolivia,La Paz,PASS,PASS,PASS,PASS,In ravine with waterfall,3250 m,"15° 48' S, 68° 36' W",PASS,Mix of Handwritten and Typed,no type status
Marko Lewis,PASS,N/A,82-303,9 Dec 1982,1982-12-09,N/A,PASS,Braunia plicata,PASS,1990,N/A,Bolivia,La Paz,PASS,PASS,PASS,PASS,PASS,PASS,"16°44'S, 68°41'W",PASS,PASS,no type status
Marko Lewis,PASS,N/A,79-1230,22 March 1979,1979-03-22,N/A,PASS,Braunia plicata,PASS,1992,N/A,Bolivia,La Paz,Larecaja,N/A,PASS,Near large red outcrop 2 miles from Sorata down Rio Consata,Abundant on exposed rock face,2600 m,PASS,PASS,PASS,no type status
Marko Lewis,PASS,N/A,79-947,5 March 1979,1979-03-05,N/A,Braunia plicata (Mitt.) Jaeg.,Braunia plicata,PASS,1992,N/A,Bolivia,La Paz,Saavedra,PASS,PASS,PASS,PASS,PASS,PASS,1032341,PASS,no type status
Marko Lewis,PASS,N/A,79-940,5 March 1979,1979-03-05,N/A,PASS,Braunia plicata,PASS,1992,N/A,Bolivia,PASS,PASS,N/A,PASS,PASS,PASS,3200 m,PASS,1032381,PASS,no type status
Marko Lewis,PASS,N/A,79-935,5 March 1979,1979-03-05,N/A,Hedwigidium integrifolium (P. Beauv.) Dix.,Hedwigidium integrifolium,PASS,Nov. 1991,N/A,Bolivia,PASS,PASS,N/A,PASS,PASS,PASS,3200 m,PASS,1032366,PASS,no type status
PASS,PASS,N/A,PASS,10 February 1979,1979-02-10,N/A,Hedwigidium integrifolium (P. Beauv.) Dix.,Hedwigidium integrifolium,PASS,PASS,N/A,Bolivia,PASS,PASS,N/A,PASS,PASS,Dirt bank in Kheñwa forest,3350 m,PASS,PASS,PASS,no type status
PASS,PASS,PASS,PASS,28 Jan. 1983,1983-01-28,N/A,PASS,Braunia secunda,Dana Griffin III,PASS,N/A,Peru,Ancash,Yungay,N/A,PASS,PASS,PASS,PASS,N/A,PASS,PASS,no type status
PASS,PASS,N/A,PASS,PASS,PASS,N/A,Braunia secunda (Hook.) BSG,Braunia secunda,PASS,PASS,PASS,Venezuela,PASS,N/A,N/A,PASS,PASS,PASS,PASS,N/A,PASS,PASS,no type status
Marko Lewis,PASS,N/A,79-489A,2 February 1979,1979-02-02,N/A,PASS,PASS,PASS,1992,N/A,Bolivia,Tarija,O'Connor,PASS,PASS,PASS,On rocks in dry deciduous forest,PASS,PASS,1032377,PASS,no type status
PASS,PASS,N/A,25278,"December 24, 1972",1972-12-24,N/A,Braunia subplicata E.G.Britt.,Braunia subplicata,Efrain De Luna,1992,N/A,Bolivia,PASS,PASS,PASS,PASS,PASS,N/A,PASS,N/A,1045267,PASS,no type status
PASS,PASS,PASS,PASS,12 November 1989,1989-11-12,N/A,PASS,Racopilum intermedium,PASS,N/A,N/A,Bolivia,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,no type status
Marko Lewis,PASS,N/A,83-503,7 Feb 1983,1983-02-07,N/A,PASS,Racopilum tomentosum,PASS,PASS,N/A,Bolivia,La Paz,Nor Yungas,Coroico,PASS,PASS,Fruit and coffee plantations. On rocks in shady fruit orchard.,ca. 1650 m,"16°11'S, 67°43'W",1100456,PASS,no type status
PASS,PASS,N/A,PASS,PASS,1930-11-11,N/A,PASS,Rhacopilum tomentosum,Bartram,N/A,N/A,Brazil,PASS,N/A,Viçosa,PASS,PASS,PASS,Alt. 720 m.,N/A,PASS,Typed,no type status
PASS,PASS,PASS,PASS,24.IV.1976,1976-04-24,N/A,Rhacopilum tomentosum (Hedw.) Brid.,Rhacopilum tomentosum,PASS,N/A,N/A,Ecuador,Galapagos Islands,PASS,N/A,PASS,PASS,PASS,PASS,N/A,1023912,PASS,no type status
PASS,PASS,PASS,6726,PASS,1973-08-31,N/A,PASS,Racopilum tomentosum,PASS,N/A,N/A,Peru,Amazonas,Chachapoyas,PASS,PASS,PASS,PASS,PASS,N/A,PASS,Typed,no type status
Leg. J. & P. A. Florschütz,PASS,PASS,4715,PASS,1975-12-18,N/A,Racopilum tomentosum (Hedw.) Brid.,Racopilum tomentosum,PASS,N/A,N/A,Suriname,N/A,N/A,PASS,PASS,PASS,PASS,N/A,N/A,1028580,Typed,no type status
PASS,PASS,PASS,PASS,26 Sept. 1984,1984-09-26,N/A,PASS,Racopilum tomentosum,PASS,PASS,N/A,Colombia,Meta,Villavicencio,N/A,PASS,PASS,PASS,alt. 600 m,N/A,PASS,Typed,no type status
PASS,PASS,N/A,PASS,7 Feb 1983,1983-02-07,N/A,Racopilum tomentosum (Hedw.) Brid.,Racopilum tomentosum,PASS,PASS,N/A,Bolivia,La Paz,Nor Yungas,Coroico,PASS,PASS,PASS,PASS,"16°11'S, 67°43'W",PASS,Typed,no type status
PASS,PASS,N/A,8190a,"Sept. 15, 1936",1936-09-15,N/A,PASS,Rhacopilum tomentosum,Bartram,N/A,N/A,Peru,PASS,PASS,N/A,PASS,PASS,PASS,Alt. 1950 m.,N/A,PASS,Typed,no type status
PASS,PASS,N/A,8165a,"Sept. 9, 1936",1936-09-09,N/A,PASS,PASS,Bartram,N/A,N/A,Peru,PASS,PASS,N/A,PASS,Hacienda Exito; bank of Rio Ysabel; on rock in wood,on rock in wood,PASS,N/A,PASS,Typed,no type status
Ynes Mexia,Y. Mexia,N/A,8168a,PASS,PASS,N/A,PASS,Rhacopilum tomentosum,PASS,N/A,N/A,Peru,Huanuco,Churubamba,N/A,PASS,PASS,On rock in woods,PASS,N/A,PASS,Typed,no type status
PASS,R. E. Schultes,I. Cabrera,PASS,"May 19, 1952",1952-05-19,N/A,PASS,PASS,H. A. Crum,1956,PASS,Colombia,Amazonas,N/A,N/A,PASS,PASS,PASS,PASS,PASS,PASS,Typed,no type status
PASS,PASS,PASS,PASS,Julio-Agosto 1977,1977-07-00,1977-08-00,PASS,PASS,PASS,N/A,N/A,Colombia,PASS,N/A,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,no type status
PASS,PASS,PASS,PASS,6 July 1987,1987-07-06,N/A,PASS,PASS,PASS,N/A,PASS,Colombia,Antioquia,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,no type status
PASS,PASS,PASS,215,"Julio 3-4, 1977",1977-07-03,1977-07-04,PASS,Hypnella pilifera,N/A,N/A,N/A,Costa Rica,Cartago,N/A,N/A,PASS,PASS,PASS,PASS,N/A,1025621,Typed,no type status
John J. Wurdack,PASS,N/A,34365,PASS,PASS,N/A,Hypnella cymbifolia (Hpe.) Jaeg.,Hypnella cymbifolia,PASS,N/A,N/A,Venezuela,PASS,N/A,N/A,PASS,PASS,PASS,PASS,N/A,PASS,PASS,no type status
PASS,PASS,N/A,2445,9-12 July 1979,1979-07-09,1979-07-12,Hookeriopsis parkeriana (Hook. & Grev.) Jaeg.,Hookeriopsis parkeriana,N/A,N/A,N/A,Brazil,Amazonas,N/A,N/A,PASS,PASS,On branches at summit,ca. 450 m at summit,PASS,PASS,PASS,no type status
Robin B. Foster,R. B. Foster,PASS,4722,30 July 1981,1981-07-30,N/A,Hypnella pilifera (Hook. & Wils.) Jaeg.,Hypnella pilifera,PASS,N/A,N/A,Peru,Pasco,N/A,N/A,PASS,PASS,In Weinmannia forest,PASS,PASS,1059405,Typed,no type status
PASS,PASS,PASS,s.n.,PASS,1981-12-04,N/A,Hypnella pilifera (Hook. & Wils.) Jaeg.,Hypnella pilifera,PASS,PASS,N/A,Peru,Cuzco,N/A,N/A,PASS,PASS,Extremely mossy elfin cloud forest near shallow ravine,2850 m,PASS,1059455,Typed,no type status
PASS,PASS,N/A,18335,11 July 1992,1992-07-11,N/A,PASS,Hypnella diversifolia,PASS,N/A,N/A,Colombia,Antioquia,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,no type status
PASS,PASS,N/A,PASS,"January 7, 1953",1953-01-07,N/A,Hypnella cymbifolia (Hpe.) Jaeg.,Hypnella cymbifolia,PASS,N/A,N/A,Venezuela,Estado Bolívar,N/A,N/A,PASS,PASS,PASS,PASS,N/A,1026299,Typed,no type status
PASS,PASS,PASS,PASS,30 July 1981,1981-07-30,N/A,PASS,Hypnella Pallescens,PASS,N/A,PASS,Peru,Pasco,N/A,N/A,PASS,PASS,In Weinmannia forest,PASS,PASS,PASS,PASS,no type status
PASS,PASS,N/A,PASS,PASS,PASS,N/A,Hypnella cymbifolia (Hpe.) Jaeg.,Hypnella cymbifolia,PASS,N/A,N/A,Venezuela,PASS,N/A,N/A,PASS,PASS,PASS,PASS,N/A,PASS,Typed,no type status
PASS,T. Husnot,N/A,PASS,PASS,PASS,N/A,PASS,Weissia compacta,N/A,N/A,N/A,France,PASS,N/A,Athis,PASS,PASS,PASS,N/A,N/A,PASS,PASS,no type status
Coll. H. Inoue,H. Inoue,PASS,s.n.,PASS,1973-01-11,N/A,PASS,Macromitrium japonicum,Z. Iwatsuki,N/A,Pinus thunbergii,Japan,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,Typed,no type status
R. Reitz,PASS,N/A,2464,PASS,1948-12-17,N/A,PASS,Campylopus arctocarpus,PASS,1949,N/A,Brazil,Santa Catarina,N/A,PASS,PASS,PASS,Rupestre,PASS,N/A,PASS,PASS,no type status
leg. Frahm,PASS,N/A,s.n.,PASS,1977-07-22,N/A,Campylopus arctocarpus (Hornsch.) Mitt.,Campylopus arctocarpus,PASS,N/A,PASS,Brazil,PASS,N/A,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,no type status
PASS,PASS,N/A,PASS,PASS,PASS,N/A,Campylopus arctocarpus (Hornsch.) Mitt.,Campylopus arctocarpus,N/A,N/A,N/A,Brazil,Santa Catarina,N/A,N/A,PASS,PASS,N/A,PASS,N/A,PASS,PASS,no type status
PASS,PASS,N/A,PASS,5.9.1987,1987-09-05,N/A,PASS,Campylopus griseus,PASS,N/A,N/A,Brazil,São Paulo,N/A,N/A,PASS,PASS,PASS,1400 msm,N/A,1097651,PASS,no type status
PASS,PASS,PASS,PASS,6.9.1982,1982-09-06,N/A,PASS,Campylopus heterostachys,PASS,PASS,N/A,Peru,Amazonas,PASS,PASS,PASS,PASS,PASS,2600 m,N/A,PASS,Typed,no type status
