Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0010_C2077570F.jpg,Ynes Mexia,Y. Mexia,N/A,6204,"Dec. 2, 1931",1931-12-02,N/A,Plagiochila subchlorophyllosa C. M.,Plagiochila subchlorophyllosa,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Streamlet near mouth of Rio Santiago,Above Pongo de Manseriche Streamlet near mouth of Rio Santiago,On fallen log,Alt. 400 m,N/A,1057692,Typed,no type status
0011_C2077571F.jpg,Ynes Mexia,Y. Mexia,N/A,6804,"Dec. 2, 1931",1931-12-02,N/A,Pilotrichella chlorophyllosa,Pilotrichella chlorophyllosa,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Streamlet near mouth of Rio Santiago On fallen logs,Above Pongo de Manseriche Streamlet near mouth of Rio Santiago,On fallen logs,Alt. 400 m,N/A,C2075711F,Typed,no type status
0012_C2077573F.jpg,J. Florschütz-de Waard & R. Zielman,J. Florschütz-de Waard,R. Zielman,5135,d.d. 5 - 11 - 1981,1981-11-05,N/A,Pilotrichum chlorophyllum (Hornsch.)C.Müll. Oer.,Pilotrichum chlorophyllum,R. Zijlstra,N/A,Cecropia,Suriname,Nickerie,N/A,N/A,area of Kabalebo Dam project distr. Nickerie line NW from road km 39.5 p. SN 58W,area of Kabalebo Dam project line northwest from road kilometer 39.5 point SN 58W,Secondary wood with Cecropia (boeappaja) on rotting log,ALT. 0-50 m,N/A,1073523,Typed,no type status
0013_C2077574F.jpg,J. Florschütz-de Waard & R. Zijlmans,J. Florschütz-de Waard,R. Zijlmans,5254,d.d. 3-11-1991,1991-11-03,N/A,Plagiochila chlorophyllum (Hornsch.) J.C. Mill.,Plagiochila chlorophyllum,R. Zijlmans,N/A,N/A,Suriname,Nickerie,N/A,N/A,area of Kabalebo Dam project distr. Nickerie line NW from road km 39.5 p. 5H 5W qu. 5D,area of Kabalebo Dam project line northwest from road kilometer 39.5,Savanna forest on rotting log,Alt.: 0 - 50 m,N/A,1140152,Typed,no type status
0014_C2077575F.jpg,J. Florschütz-de Waard & R. Zijlman,J. Florschütz-de Waard,R. Zijlman,5098,30-10-1981,1981-10-30,N/A,Pilotrichum chlorophyllum (Hornsch.) Mitt.,Pilotrichum chlorophyllum,R. Zijlman,N/A,N/A,Suriname,Nickerie,N/A,N/A,Area of Kabalebo Dam project distr. Nickerie line W from road 34 km Dr. 5N 58W qu. SB,Area of Kabalebo Dam project line West from road 34 kilometers,Rainforest on rotting log,Alt. 0 - 50 m,N/A,1073528,Typed,no type status
0015_C2077576F.jpg,"J. C. Lindeman, A. A. Gorts-van Rijn, M. Jansen-Jacobs, A. L. Stoffers, C. Reijnders",J. C. Lindeman,A. A. Gorts-van Rijn | M. Jansen-Jacobs | A. L. Stoffers | C. Reijnders,243 A,3-XI-1980,1980-11-03,N/A,Pilotricum chlorophyllum (Hornsch.) C. Müll.,Pilotricum chlorophyllum,H. Zijlstra,N/A,N/A,Suriname,Nickerie,N/A,N/A,"Area of Kabalebo Dam project, distr. Nickerie, Forest S of km 28.7","Area of Kabalebo Dam project, Forest South of kilometer 28.7","Forest South of kilometer 28.7, epiphyte on tree trunk",Alt. 30 - 130 m.,"4°50'N, 57°30'50""W",10735527,Typed,no type status
0016_C2077577F.jpg,J. Florschütz-de Waard and R. Zijlman,J. Florschütz-de Waard,R. Zijlman,5141,31 October 1981,1981-10-31,N/A,Pilotrichum chlorophyllum (Hornsch.) C. Müll.,Pilotrichum chlorophyllum,R. Zijlman,N/A,Astrocarpum,Suriname,Nickerie,N/A,N/A,"Kabalebo river area, line W. from road km 34, 5°N, 58°W","Kabalebo river area, line W. from road km 34",On decaying log in marsh forest,alt. 0-50 m,"5°N, 58°W",1079833,Typed,no type status
0017_C2077578F.jpg,J. and P.A. Florschütz,J. Florschütz,P. A. Florschütz,4690,18 December 1975,1975-12-18,N/A,Pilostium chlorophyllum (Hornsch.) C. Muell.,Pilostium chlorophyllum,R. Zielman | J. Florschütz-de Waard,N/A,N/A,Suriname,Brownsberg,N/A,N/A,trail to Leo Val,trail to Leo Val,On rotting log in rainforest,alt. ca. 500 m,N/A,C2075796F,Typed,no type status
0018_C2077579F.jpg,H. Cornelissen & S. R. Gradstein,H. Cornelissen,S. R. Gradstein,C076,8 March 1977,1977-03-08,N/A,Pilotrichella chlorophyllum (Hornsch.) C. Müll.,Pilotrichella chlorophyllum,J. Florschütz-de Waard,N/A,N/A,Guyana,N/A,N/A,N/A,Mabura Hill 180 km S of Georgetown 5°20'N 58°40'W,Mabura Hill 180 kilometers south of Georgetown,On rotting tree base in mixed rain forest,alt. 0-50 m,5°20'N 58°40'W,1021586,Typed,no type status
0019_C2077582F.jpg,Richard Evans Schultes et Isidoro Cabrera,R. E. Schultes,I. Cabrera,14294,"October 4-6, 1951",1951-10-04,1951-10-06,Pilotrichum chlorophyllum (Hornsch.) C.M.,Pilotrichum chlorophyllum,H. A. Crum,1956,N/A,Colombia,Vaupés,N/A,N/A,"Rio Kuduyari (affluent of Rio Vaupés), Yapobodi, quartzite savanna","Rio Kuduyari, Yapobodi, quartzite savanna",On rotten logs,N/A,N/A,C2077561F,Typed,no type status
0020_C2077584F.jpg,Leg: Richard Evans Schultes,R. E. Schultes,N/A,11128,N/A,0000-00-00,N/A,Pilosium chlorophyllum (Hsch.) C.M. in Broth.,Pilosium chlorophyllum,D. Griffin,Dec. 1950,N/A,Colombia,Guaviare,N/A,San Jose del Guaviare,San Jose del Guaviare,San Jose del Guaviare,N/A,N/A,N/A,1055489,Typed,no type status
0021_C2077585F.jpg,Ynes Mexia,Y. Mexia,N/A,5014a,"Aug. 31, 1931",1931-08-31,N/A,Pilotrichum chlorophyllum (Hsch.) A.M.,Pilotrichum chlorophyllum,J. M. Bartram,N/A,N/A,Brazil,Para,N/A,N/A,Thomé Assú down Rio Acará 3 km. On fallen log.,Thomé Assú down Rio Acará 3 kilometers. On fallen log.,N/A,Alt. 35 m.,N/A,N/A,Typed,no type status
0022_C2077586F.jpg,Ynes Mexia,Y. Mexia,N/A,5014,"July 16, 1931",1931-07-16,N/A,Pilotrichum chlorophyllosum (Besch.) C. Muell.,Pilotrichum chlorophyllosum,Bartram,N/A,N/A,Brazil,Pará,N/A,N/A,Districto Acará. Thomé Assú. Japanese Colony.,Districto Acará. Thomé Assú. Japanese Colony.,On rotting log in woods. Abundant.,Alt. about 30 m.,N/A,870829,Typed,no type status
0023_C2078862F.jpg,"leg. Dana Griffin III, Manuel López F.",D. Griffin,M. López F.,PV-1525,14 marzo 1985,1985-03-14,N/A,Brachythecium plumosum (Hedw.) BSG,Brachythecium plumosum,D. Griffin III,N/A,N/A,Venezuela,Trujillo,N/A,N/A,"páramo de Guirigay, arriba del pueblo de La Puerta. Entre el río Barro y Pozo Blanco","Páramo de Guirigay, above the town of La Puerta. Between the Barro River and Pozo Blanco","Sobre roca húmeda, lecho de riachuelo, a sol.",3200-3300 m,N/A,1064449,Typed,no type status
0024_C2078913F.jpg,P. Dusén,P. Dusén,N/A,5872,22 February 1897,1897-02-22,N/A,Brachythecium albicans (Hedw.) Schimp.,Brachythecium albicans,W. R. Buck,N/A,N/A,Chile,Patagonia,N/A,N/A,Cerra Colorado,Cerra Colorado,N/A,N/A,N/A,B11749,Typed,no type status
0025_C2078924F.jpg,Ynes Mexia,Y. Mexia,N/A,8001,"April 10, 1936",1936-04-10,N/A,Brachythecium subpilosum (Hpe. & Wils.) Jaeg.,Brachythecium austro-glareosum,K. D. McFarland,Sept. 1987,Nothofagus,Chile,Magallanes,N/A,N/A,Last Hope Inlet; Peninsula Antonio Varas,Last Hope Inlet; Peninsula Antonio Varas,Openings in Nothofagus wood in moist earth. Common; scattered in small tufts.,Alt. 25 m,N/A,430729,Typed,no type status
0026_C2078925F.jpg,Marko Lewis,M. Lewis,N/A,79-2108,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Rio Junthuma Khucha 2 mi. down river from Aguas termales de Rio Junthuma Khucha,Rio Junthuma Khucha 2 miles down river from Aguas termales de Rio Junthuma Khucha,In warmish creek,4350 m,18°07' S. 69°00' W.,1049405,Mix of Handwritten and Typed,no type status
0027_C2078926F.jpg,Marko Lewis,M. Lewis,N/A,79-2109,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Rio Junthuma Khuchu 2 mi. down river from Aguas termales de Rio Junthuma Khuchu,Rio Junthuma Khuchu 2 miles down river from Aguas termales de Rio Junthuma Khuchu,In warmish creek,4350 m,"18° 07' S., 69° 00' W.",1049406,Typed,no type status
0028_C2078927F.jpg,Marko Lewis,M. Lewis,N/A,79-2112,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Rio Junthuma Khuchu 2 mi. down river from Aguas termales de Rio Junthuma Khuchu,Rio Junthuma Khuchu 2 miles down river from Aguas termales de Rio Junthuma Khuchu,In warmish creek,4350 m,"18° 07' S, 69° 00' W",1049407,Typed,no type status
0029_C2078928F.jpg,Marko Lewis,M. Lewis,N/A,2115,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Rio Junthuma Khuchu 2 mi down river from Aguas termales de Rio Junthuma Khuchu,Rio Junthuma Khuchu 2 miles down river from Aguas termales de Rio Junthuma Khuchu,In warmish creek,4350 m,18° 07' S 69° 00' W,1049409,Typed,no type status
0030_C2078929F.jpg,Marko Lewis,M. Lewis,N/A,79-2117,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Rio Junthuma Khuchu 2 mi. down river from Aguas termales de Rio Junthuma Khuchu,Rio Junthuma Khuchu 2 miles down river from Aguas termales de Rio Junthuma Khuchu,In warmish creek,4350 m.,18° 07' S 69° 00' W,1049410,Typed,no type status
0031_C2078930F.jpg,Marko Lewis,M. Lewis,N/A,2118,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,K. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Rio Junthuma Khucha 2 mi. down river from Aguas termales de Rio Junthuma Khucha,Rio Junthuma Khucha 2 miles down river from Aguas termales de Rio Junthuma Khucha,In warmish creek,4350 m,18° 07' S 69° 00' W,1049411,Typed,no type status
0032_C2078931F.jpg,Marko Lewis,M. Lewis,N/A,79-2107,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Rio Junthuma Khuchu 2 mi. down river from Aguas termales de Rio Junthuma Khuchu,Rio Junthuma Khuchu 2 miles down river from Aguas termales de Rio Junthuma Khuchu,In warmish creek,4350 m.,18° 07' S. 69° 00' W.,1049404,Typed,no type status
0033_C2078932F.jpg,Marko Lewis,M. Lewis,N/A,79-2119,25 May 1979,1979-05-25,N/A,Brachythecium calliergonioides Broth. in Herz.,Brachythecium calliergonioides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,Río Junthuma Khuchu 2 mi. down river from Aguas termales de Río Junthuma Khuchu,Río Junthuma Khuchu 2 miles down river from Aguas termales de Río Junthuma Khuchu,In warmish creek,4350 m.,18° 07' S. 69° 00' W.,1049412,Typed,no type status
0034_C2079350F.jpg,Ynes Mexia,Y. Mexia,N/A,6149,"Nov. 23, 1931",1931-11-23,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Left bank of Rio Santiago,Above Pongo de Manseriche Left bank of Rio Santiago,On stone in overflow forest,Alt. 200 m.,N/A,873368,Typed,no type status
0035_C2079351F.jpg,Ynes Mexia No. 16160,Y. Mexia,N/A,16160,"Nov. 25, 1931",1931-11-25,N/A,Vesicularia amphibia (Sp.) Broth.,Vesicularia amphibia,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Right bank of Rio Santiago,Above Pongo de Manseriche Right bank of Rio Santiago,Dense forest on log,alt. 200 m.,N/A,873367,Typed,no type status
0036_C2079352F.jpg,Ynes Mexia,Y. Mexia,N/A,6217-a,"Dec. 4, 1931",1931-12-04,N/A,Vesicularia amphibia (Spr.) Broth.,Vesicularia amphibia,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Streamlet on right bank of Rio Santiago,Above Pongo de Manseriche Streamlet on right bank of Rio Santiago,On rocks wet by spray,Alt. 250 m.,N/A,870879,Typed,no type status
0037_C2079353F.jpg,Ynes Mexia,Y. Mexia,N/A,6259,"Dec. 12, 1931",1931-12-12,N/A,Vestiaira amphibia (Spr.) Broth.,Vestiaira amphibia,G. K. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,Creek Carapisa bog in forest,Alt. 215 m.,N/A,870867,Typed,no type status
0038_C2079354F.jpg,Ynes Mexia,Y. Mexia,N/A,6354-a,"Jan. 3, 1938",1938-01-03,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Crost Inchio,Above Pongo de Manseriche Crost Inchio,On earth collected on inclined tree trunk,Alt. 215 m,N/A,873369,Typed,no type status
0039_C2079355F.jpg,Ynes Mexia,Y. Mexia,N/A,6375a,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia amphibia (Spr.) Broth.,Vesicularia amphibia,Bartram,N/A,Taxithelium planum,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Creek Inche. On rotten log.,Above Pongo de Manseriche Creek Inche,On rotten log. Sterile.,Alt. 215 m.,N/A,1039121,Typed,no type status
0040_C2079356F.jpg,Yves Mexia,Y. Mexia,N/A,6378a,"Jan. 3, 1938",1938-01-03,N/A,Vestiaularia amphibia (Spr.) Broth.,Vestiaularia amphibia,J. L. Darb.,s.d.,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,Crook inlets on rotten logs,alt. 215 m.,N/A,370880,Typed,no type status
0041_C2079357F.jpg,Yves Mexia,Y. Mexia,N/A,6377,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia amphibia (Spr.) Broth.,Vesicularia amphibia,E. B. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Creek Imche,Above Pongo de Manseriche Creek Imche,On rotten log,Alt. 215 m,N/A,870873,Typed,no type status
0042_C2079358F.jpg,Ynes Mexia,Y. Mexia,N/A,8070,"May 14, 1936",1936-05-14,N/A,Vesicularia amphibia (Spr.) Broth.,Vesicularia amphibia,Bartram,N/A,N/A,Peru,Cuzco,La Convencion,N/A,upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,on rotten logs in virgin forest,Alt. 1800 m,N/A,C2077509F,Typed,no type status
0043_C2079359F.jpg,Ynes Mexia,Y. Mexia,N/A,8070,"May 14, 1936",1936-05-14,N/A,Vesicularia amphibia (Spr.) Broth. in mixture,Vesicularia amphibia,E. Bartram,N/A,N/A,Peru,Cuzco,La Convencion,N/A,upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,on rotten logs in virgin forest,Alt. 1800 m,N/A,1039122,Typed,no type status
0044_C2079360F.jpg,L. Reitz,L. Reitz,N/A,"2,222",20.9.1961,1961-09-20,N/A,Vesicularia vesicularis (Schwager.) Broth.,Vesicularia vesicularis,H. B. S. Magill,1944,N/A,Brazil,Santa Catarina,Brusque,Azambuja,"Azambuja, Brusque",Azambuja,Epífito de mata virgem,50 msm,N/A,5463,Typed,no type status
0045_C2079362F.jpg,Leg: Richard Evans Schultes,R. E. Schultes,N/A,11107,"Dec., 1950",1950-12-00,N/A,Vesicularia vesicularis (Schw.) Broth.,Vesicularia vesicularis,D. Griffin III,N/A,N/A,Colombia,Meta,N/A,N/A,alrededores de Villavicencio,Alrededores de Villavicencio,N/A,Alt 500 m,N/A,1055509,Typed,No type status
0046_C2079715F.jpg,"leg. J. P. Frahm, P. Geissler, S. R. Gradstein, G. Philippi, W. Schultze-Motel",J. P. Frahm,P. Geissler | S. R. Gradstein | G. Philippi | W. Schultze-Motel,875,4.9.1982,1982-09-04,N/A,Entodon jamesonii (Tayl.) Mitt.,Entodon jamesonii,W. Schultze-Motel,N/A,N/A,Peru,Amazonas,Chachapoyas,N/A,"Straße Chachapoyas-Cajamarca oberhalb Leimebamba km 417, s-exponierter Hang, hochandiner Regenwald auf Kalkstein","Straße Chachapoyas-Cajamarca above Leimebamba kilometer 417, south-exposed slope, high Andean rainforest on limestone",hochandiner Regenwald auf Kalkstein,2800 msm,N/A,1076822,Typed,no type status
0047_C2079716F.jpg,Paul C. Hutchison J. Kenneth Wright,P. C. Hutchison,J. K. Wright,1806,1 April 1964,1964-04-01,N/A,Entodon jamesonii (Tayl.) Mitt.,Entodon jamesonii,H. Robinson,1966,N/A,Peru,Chachapoyas,Amazonas,N/A,Cerros Calla Calla east side 5 km above Leimebamba on the road to Balsas at San Miguel (no buildings at this locality),Cerros Calla Calla east side 5 kilometers above Leimebamba on the road to Balsas at San Miguel (no buildings at this locality),N/A,Altitude 1400 m,N/A,1012131,Typed,no type status
0048_C2079717F.jpg,leg. Dana Griffin III,D. Griffin,N/A,20,28 Oct. 1989,1989-10-28,N/A,Entodon jamesoni (tayl.) Broth.,Entodon jamesoni,D. Griffin,N/A,N/A,Venezuela,Merida,N/A,N/A,páramo de Los Granates finca de Los Granates a lo largo del río de Los Granates y en las lomas cercanas,Paramo de Los Granates finca de Los Granates along the river of Los Granates and in the nearby hills,Sobre roca + seca a sombra,3000-3100 m,N/A,PV-966,Typed,no type status
0049_C2079718F.jpg,Ynes Mexia,Y. Mexia,N/A,5687,"April 21, 1931",1931-04-21,N/A,Entodon Ludwigii C. Müll. Det. Bertram,Entodon Ludwigii,Bertram,N/A,N/A,Brazil,Minas Gerais,N/A,Corinto,Fazenda do Diamante Campo Tiritas,Fazenda do Diamante Campo Tiritas,Base of living tree in shade,Alt. 500 m,N/A,870818,Typed,no type status
0050_C2079720F.jpg,Marko Lewis,M. Lewis,N/A,79-590,8 February 1979,1979-02-08,N/A,Entodon cf. nano-climacium C. M. (E. E. micans Herz.),Entodon nano-climacium,W. Buck,1980,N/A,Bolivia,Tarija,Méndez,N/A,"Prov. Méndez/Prov. Cercado/Prov. Aviles. Canyon 5 mi. SW of Tablada, SW of Tarija","Canyon 5 miles southwest of Tablada, southwest of Tarija",Bank of creek,2160 m,"21° 36' S, 64° 48' W",1078783,Typed,no type status
0051_C2079721F.jpg,Marko Lewis,M. Lewis,N/A,79-1220,22 March 1979,1979-03-22,N/A,Entodon nano-climacium C.M. (= E. micans Herz.),Entodon nano-climacium,W. Buck,1980,N/A,Bolivia,La Paz,Larecaja,N/A,Near large red outcrop 2 mi. from Sorata down Rio Consata,Near large red outcrop 2 miles from Sorata down Rio Consata,Very shady ground along creek in humid shrubs,2600 m.,"15° 41' S., 68° 43' W.",1078759,Typed,no type status
0052_C2079723F.jpg,Marko Lewis no. 79-1346,M. Lewis,N/A,79-1346,1 April 1979,1979-04-01,N/A,cf. Entodon polycarpus,Entodon polycarpus,W. Buck,1980,N/A,Bolivia,La Paz,Larecaja,N/A,Between Abra Huallata and waterfall at Millipaya 16° 51' S. 68° 39' W.,Between Abra Huallata and waterfall at Millipaya,Waterfall ravine highest extension of shrubs,3780 m.,16° 51' S. 68° 39' W.,1078757,Typed,no type status
0053_C2079595F.jpg,H. Roivainen,H. Roivainen,N/A,2095,25.1.1970,1970-01-25,N/A,Isopterygium pulchellum (Hedw.) Jaeg.,Isopterygium pulchellum,R. Ochyra,1996,Nothofagus pumilio,Argentina,Tierra del Fuego,N/A,Ushuaia,Arroyo Grande (54°47.5'S 68°17'W) en fisuras de roca y en raices humoso-arcillosos de Nothofagus pumilio en orilla de la cascada 150 m s.m.bastante copiosamente,Arroyo Grande in rock fissures and in humus-clay roots of Nothofagus pumilio on the edge of the waterfall 150 meters above sea level,en fisuras de roca y en raices humoso-arcillosos de Nothofagus pumilio en orilla de la cascada 150 m s.m.bastante copiosamente,150 m s.m.,54°47.5'S 68°17'W,1132417,Typed,no type status
0054_C2079596F.jpg,H. Roivainen,H. Roivainen,N/A,1352,24.12.1969,1969-12-24,N/A,Isopterygium pulchellum (Brid.) Jaeg.,Isopterygium pulchellum,R. Ochyra,1996,N/A,Argentina,Tierra del Fuego,N/A,Ushuaia,"Valle del río pipo (5°46'S, 68°20'W), suelo humoso húmedo en el pendiente del río","Valle del río pipo, Ushuaia","Suelo humoso húmedo en el pendiente del río, bastante copiosamente",300 m s.n.m.,"5°46'S, 68°20'W",1132415,Typed,no type status
0055_C2079597F.jpg,leg. B. P. Phillip & A. C. Smith,B. P. Phillip,A. C. Smith,14871,"November 29, 1926",1926-11-29,N/A,Isopterygium stigmosum (C. M.) Par.,Isopterygium tenerum,R. R. Ireland,1988,N/A,Colombia,Santander,N/A,N/A,between Puerto Wilches and Puerto Santos,between Puerto Wilches and Puerto Santos,N/A,alt. 110-115 m,N/A,1040009,Mix of Handwritten and Typed,no type status
