Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0240_V0603038F.jpg,P. Szafranski,P. Szafranski,N/A,1378,5.2.1988,1988-02-05,N/A,Ploscoba zlomarata (Roem. et Schult.) Hassk.,Ploscoba zlomarata,unsure and check,unsure and check,N/A,Democratic Republic of the Congo,Haut-Uele,N/A,Isiro,bas fond marecageux pres de la route aux environs de l'ugine SOCODIA,near the road around the factory SOCODIA,bas fond marecageux,N/A,N/A,2084694,Typed,no type status
0241_V0604513F.jpg,J. Nemba & D.W. Thomas,J. Nemba,D. W. Thomas,520,15 June 1987,1987-06-15,N/A,Donella velvitischii Pierre ex Engl.,Donella velvitischii,D. W. Thomas,1987,N/A,Cameroon,Southwest,N/A,N/A,Secondary growth and old growth forest along Kumba-Mamfe road at mile 14 Likilwindi NCI# Leaves Stems 066/0052-L,Secondary growth and old growth forest along Kumba-Mamfe road at mile 14 Likilwindi,Secondary growth and old growth forest,200 m,0444'N 0929'E,2041320,Typed,No type status
0242_V0604673F.jpg,Wm Buger,W. Buger,N/A,1220,27 May 1962,1962-05-27,N/A,Rubus apetalus Poir,Rubus apetalus,W. Buger,N/A,N/A,Ethiopia,Harar,N/A,N/A,Near G Ass Asmara on E of Hirna along very dry steep slopes with remnant Acacia Cupressus juniperus forest at 2200 feet,Near G Ass Asmara on East of Hirna along very dry steep slopes,Forming low and partial under Acacia Cupressus at 2200 feet,2200 feet,9°17' N 41°33' E,1825230,Mix of Handwritten and Typed,No type status
0243_V0605675F.jpg,Troupin,N/A,N/A,6047,26.7.1958,1958-07-26,N/A,Tiliac. Gilletiae Louis (frères) nson. inoge,Tiliac. gilletiae,N/A,N/A,N/A,Democratic Republic of the Congo,Kivu,Lubero,N/A,Territ. Lubero env. de Kakeri Welege traversée TRIG,Kakeri Welege,Forêt culturable,850-900 m,N/A,1543374,Typed,no type status
0244_V0605928F.jpg,Sue A. Thompson & John E. Rawlins,S. A. Thompson,J. E. Rawlins,1333,3 June 1984,1984-06-03,N/A,Avicennia africana P. Beauv.,Avicennia africana,N/A,N/A,N/A,Cameroon,Sud-Ouest,Fako,Bakingili,Prov. Sud-Ouest Dept. Fako Bakingili,Bakingili,Seaside,Alt. 0 m,4°04' N 9°02' E,2088074,Mix of Handwritten and Typed,no type status
0245_V0606178F.jpg,Coll. R.B. & A.J. Faden 77/711,R. B. Faden,A. J. Faden,77/711,7 March 1977,1977-03-07,N/A,Toddaliopsis sansibarensis (Engl.) Engl.,Toddaliopsis sansibarensis,J. O. Kokwaro,N/A,Combretum schumannii,Kenya,Kwale,Chale Peninsula,N/A,K7 Kwale District Chale Peninsula ca. 4°26’S 39°32’30”E,Chale Peninsula,Coral dry forest,Alt 0-5 m,4°26’S 39°32’30”E,No 2153520,Typed,no type status
0246_V0606676F.jpg,Coll. F. W. H. Migeod,F. W. H. Migeod,N/A,No. 394,25. 1. 1928,1928-01-25,N/A,Solanum sp.,Solanum aculeatissimum,M. Mee,"Dec. 8, 1972",N/A,Cameroon,British Cameroons,Baenda,N/A,"Baenda, British Cameroons",Baenda,Shrub very thorny and spinous Flower west soft. fruit pale yellow 1 in diam often,ALT. 4500 ft.,N/A,1441275,Mix of Handwritten and Typed,no type status
0247_V0606921F.jpg,D. Lucas,D. Lucas ,N/A,4884,16/12/71,1971-12-16,N/A,Englerina tenuifolia (Engl.) Gilli,Englerina tenuifolia,unsure and check,unsure and check,Tapinanthus,Kenya,Kitui,N/A,N/A,4 kn n of Kangondi on road to Embo,4 kilometers north of Kangondi on road to Embo,Thornbush,4500 ft,N/A,1864166,Mix of Handwritten and Typed,no type status
0248_V0607392F.jpg,William Burger,W. Burger,N/A,1453,14 Feb. 1962,1962-02-14,N/A,Juniperus procera Hochst. ex Endl.,Juniperus procera,W. Burger,14 Feb. 1962,N/A,Ethiopia,Harar,Harar Province,N/A,N.W. face of Gara Mukubata Mtn. loc. 50 km due W. of Harar. 9°16'N x 41°43'E at 3150 - 3200 m,North-west face of Gara Mukubata Mountain location 50 kilometers due West of Harar. 9°16'N x 41°43'E,Trees 8 - 10 meters tall at 3600 feet taller on steep slopes with mixed forest,3150 - 3200 m,9°16'N x 41°43'E,1632855,Mix of Handwritten and Typed,no type status
0249_V0607965F.jpg,D. W. Thomas & M. Etuge,D. W. Thomas,M. Etuge,6989,18 May 1987,1987-05-18,N/A,Dichapetalaceae Tapura africana Oliv.,Tapura africana,D. W. Thomas,1987,N/A,Cameroon,Southwest,N/A,N/A,Degraded forest at Barombi Kang Kumba,Barombi Kang Kumba,Degraded forest,150 m,04°36'N 09°27'E,A6697/0125-Y Q26P/0261-W,Typed,no type status
0250_C0665657F.jpg,Ken Young & Mark Eisenberg,K. Young,M. Eisenberg,265,20 April 1981,1981-04-20,N/A,Thelypteris (subg. Amauropelta) cheilanthioides (Kunze) Proctor,Thelypteris cheilanthioides,A. R. Smith,1989,N/A,Peru,Cusco,La Convencion,Quillabamba,Just east of Quillabamba Finca Chihina cacao coffee yucca mangoes bananas corn crops grow,Just east of Quillabamba,Finca Chihina cacao coffee yucca mangoes bananas corn crops grow,Alt. 1300-1400 m,N/A,2038794,Mix of Handwritten and Typed,no type status
0251_C0665739F.jpg,L. León & T. Young & M. Huayapa,L. León,T. Young | M. Huayapa,2911,10 setiembre 1991 1700-1800 m.,1991-09-10,N/A,Thelypteris euchlora (Sod.) Reed,Thelypteris euchlora,Robert G. Stolze,1992,N/A,Peru,Cuzco,Paucartambo,N/A,"Borde de Nube, Río La Unión, En bosques de neblina","Borde de Nube, Río La Unión, En bosques de neblina","Herb growing in massive groves, stems 1.5 meters long, lower part of stem with scales",1700-1800 m.,N/A,N° 2112158,Typed,no type status
0252_C0666112F.jpg,N/A,N/A,N/A,5202,"Aug 13, 1956",1956-08-13,N/A,Thelypteris opulenta (Kauf.) Fosberg,Thelypteris opulenta,A. R. Smith,1979,N/A,Peru,Loreto,Maynas,Iquitos,Rio Itaya 10 km s of Iquitos,Rio Itaya 10 kilometers south of Iquitos,In old banana planting,N/A,N/A,1587072,Mix of Handwritten and Typed,N/A
0253_C0666202F.jpg,J. J. Wurdack,J. J. Wurdack,N/A,705,1 June 1962,1962-06-01,N/A,Thelypteris pavoniana (Klotzsch),Thelypteris pavoniana,A. R. Smith | D. B. Lellinger,"1979, 1989 | 1966",N/A,Peru,Amazonas,Chachapoyas,N/A,Upper slopes of Puma-urco east-southeast of Chachapoyas,Upper slopes of Puma-urco east-southeast of Chachapoyas,On banks locally frequent,elev. 2700-3000 m,N/A,1647265,Mix of Handwritten and Typed,no type status
0254_C0666203F.jpg,Coll. Macbride & Featherstone,N. E. Macbride,F. C. Featherstone,1622,"JULY 8-22, 1922",1922-07-08,1922-07-22,Dryopteris Pavoniana (Kl.) C.Chr.,Thelypteris pavoniana,A. R. Smith,1979,Shrubs,Peru,Mito,N/A,N/A,Summit ridge of the pass above Mito,Summit ridge of the pass above Mito,Summit ridge of the pass open shrub formation,About 9000 ft,N/A,518129,Typed,N/A
0255_C0666206F.jpg,A. F. Killip & C. L. Schmitt,A. F. Killip,C. L. Schmitt,24947,"September 18, 1929",1929-09-18,N/A,Dryopteris megalados (Schk.) Urban,Thelypteris pennata,A. R. Smith,1989,N/A,Peru,Loreto,San Antonio,Rio Itaya,Rio Itaya at about 110 meters dense forest,Rio Itaya at about 110 meters,Dense forest,about 110 meters,N/A,1520607,Typed,no type status
0256_C0666207F.jpg,E.P. Killp|C.B. Killp|A.C. Smith,E. P. Killp,C. B. Killp | A. C. Smith,29747,"September 24–27, 1929",1929-09-24,1929-09-27,Dryopteris megalodus (Schk.) Urban,Thelypteris pennata,Alan R. Smith,Date 1989,N/A,Peru,Loreto,N/A,N/A,"Soledad, on Rio Itaya","Soledad, on Rio Itaya",N/A,about 110 meters,N/A,152068,Typed,no type status
0257_C0666362F.jpg,Rolla M. & Alice F. Tryon,R. M. Tryon,A. F. Tryon,6566,23 October 1963,1963-10-23,N/A,"Thelypteris rufa (Poir.) A.R. Smith, ined | Thelypteris lindigii (C.Chr.) Alston ",Thelypteris rufa,Alan R. Smith,"Date 1979, 1987",N/A,Peru,Ancash,N/A,N/A,"Road from Huaras to Cusum, west valley",Road from Huaras to Cusum west valley,damp shaded rocks,2800 m,N/A,1833066,Typed,no type status
0258_V0075820F.jpg,coll T R Dudley,T. R. Dudley,N/A,10783,14 July 1968,1968-07-14,N/A,Thelypteris subg. Amauropelta not recognized; undescribed?,Thelypteris dudleyi,Alan R. Smith,1980,N/A,Peru,Cuzco,La Convencion,N/A,Prov La Convencion Dept Cuzco,[precise locality unknown],"Common, terrestrial type with bright green foliage of purplish-black and glossy petioles; saxatile on almost vertical rock faces. In full sun on old open landslide, just above the cloud forest, between camp 435 and almost to camp 5, at 2285 meters on the commonest colonizes of landslide",2285 m,12°37'; 73°32',1719861,Typed,Isotype
0259_V0040586F.jpg,Narciso Reyna Rjourto,N. Reyna,N/A,40,15 diciembre 1967,1967-12-15,N/A,Guatteria scalarinervia,Guatteria scalarinervia,D. R. Simpson,1975,N/A,Peru,Loreto,Maynas,Santa María,"Santa María - Río Nanay, distr. Alto Nanay depto. Loreto prov. Maynas","Santa María - Río Nanay, Alto Nanay","""Carahuascas amarilla"" árbol, bosque húmedo tropical",Alt. 150 m,N/A,229-T,Typed,holotype
0260_V0042484F.jpg,Funck & Schlim,N/A,N/A,1375,1830,1830-00-00,N/A,Tetrorchidium rubrivenium var. genuinum Müll. Arg. Prodr. 15(2): 1133. 1866.,Tetrorchidium genuinum,F. Pax,N/A,N/A,Colombia,N/A,N/A,N/A,New Granada La Pradera,New Granada La Pradera,N/A,N/A,N/A,60787,Mix of Handwritten and Typed,Isoisotype
0261_V0078059F.jpg,Tafalla collected with and for Ruíz & Pavón,N. Tafalla,Ruíz | Pavón,s.n.,14 November 1794,1794-11-14,N/A,Nolana spathulata R. & Pav.,Nolana spathulata,A. Mesa,1981,N/A,Peru,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,845155,Typed,Isolectotype
0262_V0081497F.jpg,M. O. Dillon & D. Dillon,M. O. Dillon,D. Dillon,3776,1 Nov 1983,1983-11-01,N/A,Galvezia fruticosa Gmel.,Galvezia fruticosa,unsure and check,unsure and check,unsure and check,Peru,Arequipa,Caraveli,uncertain (see locality below),Lomas of Atiquipa ca. 10.5 km N of turn-off to Atiquipa km 584 S of Lima,"Lomas of Atiquipa, approximately 10.5 kilometers north of the turn-off to Atiquipa, kilometer 584 south of Lima","Erect, glutinous shrub to 0.75 meters; flowers red",150-200 m,N/A,N/A,Typed,holotype
0263_V0092855F.jpg,José Campos y O. Diaz 2490,J. Campos,O. Diaz,2490,9 Febrero 1996,1996-02-09,N/A,Amorimia camporum W.R. Anderson,Amorimia camporum,W. R. Anderson,2006,N/A,Peru,Cajamarca,San Ignacio,N/A,Distrito Chirinos: Entre La Catagua y Tablón,Entre La Catagua y Tablón,N/A,550 - 650 m,05°19' S 078°47' W,Nº 2296033,Mix of Handwritten and Typed,Isotype
