Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0010_C0045536F.jpg,Thomas G. Lammers,T.G. Lammers,N/A,10674,9 May 1998,1998-05-09,1998-05-09,Dryopteris carthusiana (Vill.) H.P. Fuchs,Dryopteris carthusiana (Vill.) H.P. Fuchs,N/A,N/A,N/A,United States of America,Illinois,Cook,N/A,"Cook Co.: Palos Twp. Swallow Cliffs Woods Forest Preserve, southwest of the jct. of US Hwy 45 and State Hwy 83. Local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run.","Palos Twp. Swallow Cliffs Woods Forest Preserve, southwest of the junction of US Highway 45 and State Highway 83, local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run",Mesic maple-basswood forest on steep slopes of deep ravine,N/A,N/A,2228497,Typed,no type status
0011_C0052862F.jpg,G. Follmann,G. Follmann,N/A,s.n.,s.d.,s.d.,s.d.,Abrothallus parmeliarum (SOMM.) ARN. (anam. Vouauxiomycetes santessonii HAWKSW.) Patellariaceae,Abrothallus parmeliarum (SOMM.) ARN.,G. Follmann,(IV/1985),N/A,Deutschland,Rheinland-Pfalz,N/A,N/A,"Deutschland, Rheinland-Pfalz: zerstreut in der Oberinde der Lagerlappen von Hypogymnia physodes (L.) NYL., 450 m, NW – SW, pH 6,0; Heckengürtel am Südfuß des Schwarzheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel",Südfuß des Schwarzheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel,"zerstreut in der Oberinde der Lagerlappen von Hypogymnia physodes, Heckengürtel",450 m,N/A,N/A,Typed,no type status
0012_C0052873F.jpg,H.T. Lumbsch & E. Mietzsch,H.T. Lumbsch,E. Mietzsch,5135 D,24.5.1987,1987-05-24,N/A,Buellia punctata (Hoffm.) Massal.,Amandinea punctata (Hoffm.) Coppins & Scheid.,R.J. Salm,3 July 2019,N/A,Germany,Rheinland-Pfalz,Landkreis Mainz/Bingen,N/A,"BRD, Rheinland-Pfalz, Landkreis Mainz/Bingen, TK 25: 6013 Bingen, Ockenheimer Hörnchen",Ockenheimer Hörnchen,An Populus.,N/A,N/A,N/A,Typed,no type status
0013_C0052970F.jpg,Shirley Tucker,S. Tucker,N/A,16863,"March 17, 1977",1977-03-17,1977-03-17,Buellia punctata (Hoffm.) Mass.,Amandinea punctata (Hoffm.) Coppins & Scheid.,R. J. Salm,3 July 2019,Taxodium,United States,Louisiana,St. Tammany Parish,N/A,"Fontainebleau State Park, north shore of Lake Pontchartrain, St. Tammany Parish","Fontainebleau State Park, north shore of Lake Pontchartrain",Common on Taxodium,N/A,"30°20'N, 90°03'W",N/A,Typed,no type status
0014_C0053210F.jpg,H.T. Lumbsch & E. Mietzsch,H.T. Lumbsch,E. Mietzsch,5127 a,24.5.1987,1987-05-24,N/A,Aspicilia contorta,"Circinaria contorta (Hoffm.) A. Nordin, Savic & Tibell",N/A,N/A,N/A,Germany,Rheinland-Pfalz,Landkreis Mainz-Bingen,Ingelheim am Rhein,"BRD, Rheinland-Pfalz, Landkreis Mainz-Bingen, Tk 25: 6014 Ingelheim am Rhein, Weg von Gau-Algesheim zum Ockenheimer Hörnchen. An Mörtel.","Tk 25: 6014 Ingelheim am Rhein, Weg von Gau-Algesheim zum Ockenheimer Hörnchen. An Mörtel.",An Mörtel.,N/A,N/A,N/A,Typed,no type status
0015_C0053622F.jpg,Edward M. Wheeler,E.M. Wheeler,N/A,s.n.,7 Jan 1989,1989-01-07,1989-01-07,Buellia bahiana Malme on Ilex glabra,Hafellia bahiana (Malme) Sheard,R.J. Salm,20 August 2015,Ilex glabra,United States,Florida,Polk County,N/A,"POLK COUNTY: Tiger Creek Preserve, just to right of Wakeford Road Entrance","Tiger Creek Preserve, just to the right of Wakeford Road Entrance",N/A,N/A,N/A,Lumbsch - 9401,Typed,no type status
0016_C0055249F.jpg,H. Mietzsch,H. Mietzsch,N/A,6246,27.8.1988,1988-08-27,1988-08-27,Baeomyces fungoides Sw.,Baeomyces fungoides Sw.,N/A,N/A,N/A,Switzerland,Graubünden,Unterengadin,Zernez,"Schweiz, Graubünden, Unterengadin, TK 25: 1218 Zernez, Marangun, Sursass","TK 25: Marangun, Sursass",Auf Erde,2150-2300 m alt.,N/A,N/A,Typed,no type status
0017_C0089982F.jpg,H. Mietszsch,H. Mietszsch,N/A,6983,26.8.1989,1989-08-26,N/A,Xanthoparmelia somloensis (Gyelnik) Hale,Xanthoparmelia somloensis (Gyelnik) Hale,N/A,N/A,N/A,Switzerland,Graubünden,N/A,Savognin,"Albulatal, TK 25: 1236 Savognin, Straße von Latsch nach Stugl","Albulatal, TK 25, road from Latsch to Stugl",N/A,1600 m alt.,N/A,N/A,Typed,no type status
0018_C0090059F.jpg,leg. Aino Henssen,A. Henssen,N/A,21 931 a,29.8.1971,1971-08-29,N/A,Xanthoria elegans (Link) Th. Fr.,Xanthoria elegans (Link) Th. Fr.,N/A,N/A,N/A,Switzerland,Graubünden,N/A,N/A,"Graubünden, Albula Pass, auf Dolomit","Graubünden, Albula Pass, on dolomite",N/A,2000 m ü.M.,N/A,N/A,Typed,no type status
0019_C0090105F.jpg,H.T. Lumbsch,H.T. Lumbsch,N/A,12159,26.08.2001,2001-08-26,2001-08-26,Arctoparmelia centrifuga,Arctoparmelia centrifuga,N/A,N/A,N/A,Norway,Sogn og Fjordane,N/A,N/A,"NORWEGEN. Sogn og Fjordane. Jotunheimen, alpine Matten an der Straße 55 zwischen Turtegrö und Hervassbu","Jotunheimen, alpine Matten along road 55 between Turtegrö and Hervassbu",Auf Silikatgestein,1400 m alt.,N/A,N/A,Typed,no type status
0020_C0090117F.jpg,H. T. Lumbsch,H. T. Lumbsch,N/A,10566 b,14.7.1994,1994-07-14,1994-07-14,Acarospora,Acarospora,N/A,N/A,N/A,USA,Arizona,Gila Co.,San Carlos Lake,"San Carlos Lake, E exposed slopes above dam, just N of Coolidge 33°11'N, 110°32'W","East exposed slopes above dam, just north of Coolidge",On siliceous rocks,N/A,"33°11'N, 110°32'W",Nr. 10566 b,Typed,no type status
0021_C0090185F.jpg,"H.T. Lumbsch, E. Mietzsch & C.",H.T. Lumbsch,E. Mietzsch & C.,7103 f,19.11.1989,1989-11-19,N/A,Xanthoparmelia conspersa (Ach.) Hale,Xanthoparmelia conspersa (Ach.) Hale,N/A,N/A,N/A,Germany,Hessen,Stadt Wiesbaden,Dotzheim,"TK 25: 5925 Wiesbaden, Dotzheim, Felsiger am Weilburger Bach. An Silikatgestein","TK 25: 5925 Wiesbaden, Dotzheim, Felsiger at Weilburger Bach",Silicate rock,N/A,N/A,N/A,Typed,no type status
0022_C0090341F.jpg,"leg. T. FEURER, H. HERTEL & H. KILLIAS",T. Feurer,"H. Hertel, H. Killias",No. 282,12.X.1977,1977-10-12,1977-10-12,Buellia schaereri DNOT.,Buellia schaereri,N/A,s.d.,N/A,Italy,Südtirol,N/A,N/A,"Dolomiten, Rosengarten-Gruppe Purgetsch-Tal (an der Autostfraße zwischen Nigerpaß und Tiers), nahe der Abzweigung des Sträßchens ins Tscharmin-Tal bei Runggun, 1220 m.","Dolomiten, Rosengarten-Gruppe Purgetsch-Tal near the branching of the road into Tscharmin-Tal by Runggun",Lichter Lärchen-Bestand auf Almgelände. An der Stammbasis und an leicht geneigten Stämmen von Lärchen (Larix decidua) in Menge.,1220 m.,N/A,s.n.,Typed,no type status
0023_C0090513F.jpg,HENRY A. IMSHAUG & FREDERICK H. IMSHAUG,H.A. Imshaug,F.H. Imshaug,31340,21 September 1963,1963-09-21,1963-09-21,Bemblyiospora chloritis (Nyl.) Zahlbr.,Bemblyiospora chloritis (Nyl.) Zahlbr.,N/A,N/A,N/A,Tobago,N/A,N/A,N/A,"Main Ridge along ""Mt. St. George - Castara Track"" (near Castara)","Main Ridge along ""Mt. St. George - Castara Track"" (near Castara)",Scattered cultivations in clearings of rain forest,ca. 1200 ft.,N/A,N/A,Typed,no type status
0024_C0090526F.jpg,H.T. Lumbsch,H.T. Lumbsch,N/A,8890,10.5.1983,1983-05-10,N/A,Bellemerea,Bellemerea,N/A,N/A,N/A,Italy,Südtirol,N/A,N/A,"Italien, Südtirol, Vinschgau, Gomagoi, E des Ortes","Italy, Südtirol, Vinschgau, Gomagoi, east of the place",An Silikatgestein,N/A,N/A,N/A,Typed,no type status
0025_C0095075F.jpg,Henry A. Imshaug,H.A. Imshaug,N/A,60155,3 October 1976,1976-10-03,N/A,Xanthoria fallax (Hepp) Arn.,Xanthoria fallax (Hepp) Arn.,N/A,N/A,N/A,United States,Michigan,Chippewa County,Drummond Island,"CHIPEWA COUNTY (DRUMMOND ISLAND): Along road at Drummond airport, Sec. 25, T. 42 N., R. 5 E.","Along road at Drummond airport, Section 25, Township 42 North, Range 5 East",on Acer,N/A,46° 01' N and 83° 44' W.,N/A,Typed,no type status
0026_C0095081F.jpg,H. Imshaug & K. Ohlsson,H. Imshaug,K. Ohlsson,49793,9 October 1971,1971-10-09,1971-10-09,Xanthoparmelia mougeotii (Schaer.) Hale,Xanthoparmelia mougeotii (Schaer.) Hale,N/A,N/A,"Anthobryum, Berberis",Chile,Magallanes,N/A,N/A,Scattered Anthobryum and Berberis on low hill near Primera Angostura,low hill near Primera Angostura,N/A,N/A,"52° 27' S, 69° 36' W",N/A,Typed,no type status
0027_C0095120F.jpg,W. L. Culberson & R. Ornduff,W. L. Culberson,R. Ornduff,22493,"September 3, 1998",1998-09-03,N/A,"Xanthoria parietina (L.) Th.Fr. in N. Acta Reg. Soc. Sc. Upsal., ser. 3,3:67. 1861. ",Xanthoria parietina (L.) Th.Fr.,W. L. Culberson,N/A,Zyophyllum sp.,South Africa,Western Cape,N/A,N/A,"15 km SE of Oudtshoorn, on the road above Blossoms.","15 kilometers Southeast of Oudtshoorn, on the road above Blossoms",On twigs of Zyophyllum sp.,N/A,N/A,N/A,Typed,no type status
0028_C0095147F.jpg,William L. Culberson,W.L. Culberson,N/A,s.n.,9.VIII.1996,1996-08-09,1996-08-09,Xanthoria polycarpa (Ehrh.) Riebcr,"Polycauliona polycarpa (Hoffmann) Frödén, Arup & Søchting",A.Johnson & C.F. Culberson,N/A,Pinus ponderosa,United States of America,Washington,Spokane County,Spokane,"In urbe Spokane, loco Riverside State Park. Ad ramunculos fruticis in Pineto (Pinus ponderosa).",Riverside State Park,Ramunculos fruticis in Pineto,N/A,N/A,22403,Typed,no type status
0029_C0209265F_3143.jpg,P. Ponce de Leon,P. Ponce de Leon,N/A,296,"September 21, 1978",1978-09-21,1978-09-21,Amanita,Amanita,N/A,N/A,N/A,United States of America,Alaska,N/A,N/A,"At or above timberline, windswept slopes of mountains about 20-30 miles north of Mt. McKinley","At or above timberline, windswept slopes of mountains about 20-30 miles north of Mount McKinley","with mosses, lichens, Vaccinium spp. and other Ericads",N/A,N/A,C0209265F,Typed,no type status
0030_C0225578F_7209.jpg,P. Ponce de Leon,P. Ponce de Leon,N/A,303,"September 21, 1978",1978-09-21,N/A,Lycoperdon,Lycoperdon,N/A,N/A,N/A,United States,Alaska,N/A,N/A,"Alaska. At or above timberline, windswept slopes of mountains 20-30 miles north of Mt. McKinley. With mosses. lichens, Vaccinium spp. and other Ericads.","At or above timberline, windswept slopes of mountains 20-30 miles north of Mt. McKinley",Cream color. On high slopes above timberline.,N/A,N/A,C0225578F,Typed,no type status
0031_C0227005F_7903.jpg,P. Ponce de Leon,P. Ponce de Leon,N/A,267,"September 20, 1978",1978-09-20,N/A,Agaricaceae,Agaricaceae,N/A,N/A,Albies; Prunus; Betula; Alnus species,United States,Alaska,N/A,N/A,"Boggy area south of Yukon, just below the Chatanika River, about 25 miles north of Fairbanks, Alaska","Boggy area south of Yukon, just below the Chatanika River, about 25 miles north of Fairbanks","In hummocks composed of grasses, lichens, mosses and Ericads, under Albies, Prunus, Betula and Alnus species",N/A,N/A,F 1075800,Typed,no type status
0032_C0237407F_12659.jpg,"Leg. Chr. King, det. Singer",C. King,N/A,s.n.,1988,1988-00-00,1988-00-00,Psilocybe muliercula Sing. & Smith,Psilocybe muliercula Sing. & Smith,Singer,N/A,N/A,New Zealand,South Island,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,F 1089947,Typed,no type status
0033_C0264367F.jpg,W.G. Bramley,W.G. Bramley,N/A,s.n.,s.d.,0000-00-00,0000-00-00,Nectria cinnabarina (Tode ex Fr.) Fr. with Tubercularia vulgaris,Nectria cinnabarina (Tode ex Fr.) Fr.,T. Petch,10 Jan. 1938,Tubercularia vulgaris,United Kingdom,N/A,N/A,N/A,"On Crataegus, Bolton Percy, Yorkshire.","Bolton Percy, Yorkshire",On Crataegus,N/A,N/A,C0264367F,Typed,no type status
0034_C0272218F_%201.jpg,H. E. Parks and J. P. Tracy,H. E. Parks,J. P. Tracy,s.n.,"Sept. 15, 1930",1930-09-15,1930-09-15,Exobasidium Vaccinii (Fckl.) Wor.,Exobasidium Vaccinii (Fckl.) Wor.,N/A,N/A,Arbutus Menziesii Pursh.,United States,California,Humboldt County,N/A,"Kneeland, Bald Hills","Kneeland, Bald Hills","[precisely as on the label ""Seriously affecting the young shoots.""]",N/A,N/A,C0272218F,Typed,no type status
0035_C0272225F_%201.jpg,Harold E. Parks and Joseph P. Tracy,H.E. Parks,J.P. Tracy,13207,"June 3, 1934",1934-06-03,1934-06-03,Exobasidium Vaccinii (Fuckl.) Wor.,Exobasidium Vaccinii (Fuckl.) Wor.,N/A,N/A,Vaccinium ovatum Pursh,United States,California,Humboldt County,Trinidad,Trinidad,Trinidad,N/A,N/A,N/A,C0272225F,Typed,no type status
0036_C0272229F_%201.jpg,Lee Bonar,L. Bonar,N/A,890,21 August 1954,1954-08-21,1954-08-21,Exobasidium Vaccinii (Fckl.) Wor.,Exobasidium Vaccinii (Fckl.) Wor.,N/A,N/A,On Arctostaphylos patula Greene.,United States,California,Shasta County,N/A,"Manzanita Lake, Lassen National Park, Shasta County.","Manzanita Lake, Lassen National Park",N/A,N/A,N/A,C0272229F,Typed,no type status
0037_C0272257F.jpg,leg. H. et P. Sydow,H. Sydow,P. Sydow,67,14. 8. 1903.,1903-08-14,N/A,"Entyloma crastophilum Sacc. Michelia I, p. 540; Sacc. Syll. VII, p. 491.",Entyloma crastophilum Sacc.,N/A,N/A,N/A,Germany,Sachsen,N/A,N/A,"Sachsen: am Grossen Winterberge, ""Zwiesel bei Schmilka.","Grosser Winterberg, Zwiesel bei Schmilka",Auf Blättern von Holcus lanatus.,N/A,N/A,C0272257F,Typed,no type status
0038_C0272323F.jpg,"Leg: O. Mattirolo, comm. G. Lagerheim",O. Mattirolo,N/A,s.n.,27/9 1895,1895-09-27,1895-09-27,Neovossia Moliniae (Thüm.) Körn.,Neovossia Moliniae (Thüm.) Körn.,N/A,N/A,Molinia coerulea,Italy,Como,N/A,Rodero,"Italia: Rodero, prov. Como in ovaris Moliniae coeruleae","Rodero, in ovaries of Molinia caerulea",N/A,N/A,N/A,C0272323F,Typed,no type status
0039_C0272329F.jpg,"Richard W. Pohl, Gerrit Davidse",R.W. Pohl,G. Davidse,11146,25 September 1968,1968-09-25,N/A,Oplismenus setarius (Lam.) Roem. & Schult.,Oplismenus setarius (Lam.) Roem. & Schult.,N/A,N/A,N/A,Costa Rica,Puntarenas,N/A,N/A,5 KM NW of the Carretera Interamericana in Boruca area,5 kilometers northwest of the Carretera Interamericana in Boruca area,Carpeting the ground at the margin of forest and savanna,elev. 450 m.,N/A,C0272329F,Typed,no type status
0040_C0272400F.jpg,E. W. D. Holway,E.W.D. Holway,N/A,s.n.,"Aug. 8, 1901.",1901-08-08,N/A,"Tuburcinia Clintoniae, Kom. 1899: Fungi Rossiae, p. 260. On Streptopus rosens.",Tuburcinia Clintoniae Kom.,F. Bartholomew,N/A,Streptopus rosens,Canada,British Columbia,N/A,N/A,"Glacier, Brit. Columbia,",Glacier,N/A,N/A,N/A,C0272400F,Typed,no type status
0041_C0272404F.jpg,F. Bubak,F. Bubak,N/A,3239,Majo.,1900-05-00,1900-05-00,Tuburcinia anemones (Pers.) Liros.,Tuburcinia anemones (Pers.) Liros.,N/A,N/A,Anemones nemorosae,Czech Republic,Bohemia,N/A,Poděbrady,"Bohemia: ad folia viva Anemones nemorosae ad Poděbrad, m.",Bohemia: near Anemones nemorosae at Poděbrad,N/A,N/A,N/A,CO272404F,Typed,no type status
0042_C0291873F.jpg,E. W. D. Holway,E.W.D. Holway,N/A,27,"Jan. 27, 1915",1915-01-27,1915-01-27,Ravenelia appendiculata Lagerh. & Diet. on Phyllanthus sp.,Ravenelia appendiculata Lagerh. & Diet.,E.B. Mains,"Jan. 27, 1915",Phyllanthus sp.,Guatemala,Solola,N/A,N/A,"Solola, Guatemala",Solola,N/A,N/A,N/A,C0291873F,Typed,no type status
0043_C0356535F.jpg,H. St. John,H. St. John,N/A,16662,"Aug. 26, 1934",1934-08-26,1934-08-26,Humata banksii Alston,Humata banksii Alston,E.B. Copeland,s.d.,N/A,Rarotonga,Cook Islands,N/A,N/A,"Northwest slope of Teire, Terei woods","Northwest slope of Teire, Terei woods","Epi phyto. Fronds mostly pendant, coriaceous.",altitude 350 meters,N/A,1435764,Typed,no type status
0044_C0358423F.jpg,G.J. Chamberlain,G.J. Chamberlain,N/A,s.n.,"Oct. 15, 1911",1911-10-15,N/A,Trichomanes reniforme,Trichomanes reniforme,N/A,N/A,N/A,New Zealand,N/A,N/A,Ohakune,Ohakune,[precise locality unknown],N/A,N/A,N/A,1407795,Typed,no type status
0045_C0359489F.jpg,S. López P.,S. López,N/A,s.n.,4 Dic. 1969,1969-12-04,1969-12-04,Lophosoria quadripinnata (J.F. Gmel.) C. Chr. var quadripinnata,Lophosoria quadripinnata var. quadripinnata,M. Véliz,22/IV/2005,N/A,Guatemala,Jalapa,N/A,N/A,"Jalapa, Aldea San Raymundo, Finca Los Manzanillos","Aldea San Raymundo, Finca Los Manzanillos",Creciendo dentro de bosque de Quercus sp.,2308 msnm,"14° 38' 43"" N; 90° 06' 07"" O",2298970,Typed,no type status
0046_C0363828F.jpg,T. G. Yuncker,T.G. Yuncker,N/A,"17,429","Nov. 17, 1957",1957-11-17,N/A,Lycopodium cernuum L.,Lycopodium cernuum L.,N/A,N/A,N/A,Jamaica,St. Andrew,N/A,N/A,"Scrambling over side of cut, along trail near Bellevue",trail near Bellevue,Scrambling over side of cut,Alt. 3000-4000 ft.,N/A,1482756,Typed,no type status
0047_C0363985F.jpg,Carvalho 2092,Carvalho,N/A,2092,25-IV-1986,1986-04-25,N/A,Lycopodiella cernua (L.) Pic. Serm.,Lycopodiella cernua (L.) Pic. Serm.,J. Fernández Casas,1991,N/A,Equatorial Guinea,Bioko,N/A,Basile,"Malabo - Basile, km 13, cerca de Basile, 32NMK7809, mrgenes de la carretera, Carvalho 2092, 25-IV-1986.","Malabo - Basile, km 13, near Basile",Margins of the road,390 m.,32NMK7809,2201362,Typed,no type status
0048_C0364207F.jpg,Father M. Vanoverbergh,M. Vanoverbergh,N/A,3591,April 13,1913-04-13,N/A,Asplenium contiguum Kaulf.,Asplenium contiguum Kaulf.,N/A,N/A,N/A,Philippines,Bontoc Subprovince,N/A,N/A,"Bontoc Subprovince, Luzon","Bontoc Subprovince, Luzon",N/A,N/A,N/A,395249,Typed,no type status
0049_C0364726F.jpg,W. Takeuchi & J.B. Kinabak,W. Takeuchi,J.B. Kinabak,9366,"February 5, 1994",1994-02-05,N/A,Blechnum ledermannii Brause,Blechnum ledermannii Brause,N/A,N/A,N/A,Papua New Guinea,New Ireland,N/A,N/A,"New Ireland; Hans Meyer Range, Site 4 on the expedition report","Hans Meyer Range, Site 4","Montane rainforest, forest dominated by bryohtye, pspteridophyte regrowth",c. 1800 m.,4°25' x 152°36'E,2262543,Typed,no type status
0050_C0366013F.jpg,Tagawa & Iwatsuki 888,M. Tagawa,K. Iwatsuki,888,"May 20, 1956",1956-05-20,1956-05-20,Dryopteris crassirhizoma Nakai,Dryopteris crassirhizoma Nakai,N/A,N/A,N/A,Japan,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,1475001,Typed,no type status
0051_C0366453F.jpg,J. Ohwi,J. Ohwi,N/A,s.n.,April 1951,1951-04-00,1951-04-00,Polystichum tripteron Presl,Polystichum tripteron Presl,N/A,N/A,N/A,Japan,Honshu,N/A,N/A,"Otsuki, in Sagami","Otsuki, in Sagami",N/A,N/A,N/A,1464206,Typed,no type status
0052_C0368029F.jpg,L. & A. Fay,L. Fay,A. Fay,1206,11 Apr 1985,1985-04-11,N/A,Drynaria laurentii (Christ.) Hieron.,Drynaria laurentii (Christ.) Hieron.,N/A,N/A,N/A,Liberia,N/A,N/A,N/A,Cuttington University College,Cuttington University College,"On tree trunk about 10' from ground; common in groves of rubber trees, on trunks.",Alt. 250 m.,N/A,2111378,Typed,no type status
0053_C0376117F.jpg,R.B. & A.J.Faden,R.B. Faden,A.J. Faden,77/53,5 Jan. 1977,1977-01-05,N/A,Pyrossia lanceolata (L.) Farw.,Pyrossia lanceolata (L.) Farw.,D.B. Lellinger,1979,N/A,Sri Lanka,Doduwa Province,Kurunegala,Mawathagama,"North Western Province, Kurunegala District, near Dambukanda Hill, ca. 7°37'N, 80°24'30""E.","North Western Province, Kurunegala District, near Dambukanda Hill",Forest,Alt. 600 m,"ca. 7°37'N, 80°24'30""E.",2014294,Typed,no type status
0054_C0378283F.jpg,M. Togawa & K. Iwatuki,M. Togawa,K. Iwatuki,11550,"July 23, 1956",1956-07-23,N/A,Diplazium umbilicatum (Poir.) Hieron.,Diplazium umbilicatum (Poir.) Hieron.,N/A,N/A,N/A,Japan,Kagoshima,N/A,N/A,"Kyushu, Pref. Kagoshima: western slope of Mt. Koyoshi, south of Kanoyacity","Kyushu, western slope of Mt. Koyoshi, south of Kanoya",Wet rocky slope in densely wooded ravine,N/A,N/A,1475055,Typed,no type status
0055_C0383180F.jpg,A. Carestia,A. Carestia,N/A,s.n.,1871,1871-00-00,1871-00-00,Lycopodium complanatum L.,Lycopodium complanatum L.,Joan H. Wlce,1962,N/A,Italy,N/A,N/A,N/A,Salita alla Boscarella presso Sospel,Salita alla Boscarella near Sospel,N/A,N/A,N/A,8028302,Typed,no type status
