Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0010_V0597275F.jpg,P.C.M. Jansen,P.C.M. Jansen,N/A,s.n.,s.d.,0000-00-00,0000-00-00,Cirsium vulgare (Savi) Ten.,Cirsium vulgare (Savi) Ten.,C.C.H. Jongkind,14 April 1976,N/A,Ethiopia,Harerge,N/A,Damota Village,"around Damota Village, near Alemaya, Between Chat and Sorghum fields.","around Damota Village, near Alemaya, between Chat and Sorghum fields",N/A,N/A,N/A,N° 2302849,Typed,no type status
0011_V0597626F.jpg,"Amanda Koch, Wilson Sadaka, AK61",A. Koch,W. Sadaka,AK61,"October 22, 2003",2003-10-22,N/A,Acacia reficiens merkeri (Vatke) Brenan,Acacia reficiens merkeri (Vatke) Brenan,P. Mutiso,"November 02, 2003",N/A,Kenya,Kajiado District,N/A,Ololosibhor,Kenya: Kajiado District:Ololosibhor,Ololosibhor,Dry bushland,N/A,N/A,2309478,Typed,no type status
0012_V0597688F.jpg,J. Bequaert,J. Bequaert,N/A,2409,s.d.,1931-11-00,1931-11-00,Albizia gummifera (J.F.Gmel.) C.A. Smith,Albizia gummifera (J.F.Gmel.) C.A. Smith,N/A,N/A,N/A,Democratic Republic of the Congo,Congo Belge,Kivu,N/A,Kivu (Ville: Stanleyville),[precise locality unknown],N/A,N/A,N/A,867368,Typed,no type status
0013_V0588237F.jpg,N/A,N/A,N/A,s.n.,25. 12. 1957,1957-12-25,1957-12-25,Digitaria perrottetii (Stend.) Henrard,Digitaria perrottetii (Stend.) Henrard,N/A,N/A,N/A,Kenya,Tsavo,Taita Andei,N/A,"Tsavo - Taita Andei, Kenya",Tsavo - Taita Andei,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
0014_V0580026F.jpg,H. Callens,H. Callens,N/A,s.n.,Juillet 1958,1958-07-00,1958-07-00,Tarenna pavettoides (Hiern) Bremek.,Tarenna pavettoides (Hiern) Bremek.,H. Callens,1/9/58,N/A,Democratic Republic of the Congo,Kivu,N/A,Kisantu,(Congo Belge) Kisantu,Kisantu,N/A,N/A,N/A,1584065,Typed,no type status
0015_V0580516F.jpg,G. Troupin,G. Troupin,N/A,6333,1/02/1958,1958-02-01,N/A,Melanthera scandens (SW.) R.L.Jones,Melanthera scandens (SW.) R.L.Jones,N/A,N/A,N/A,Rwanda,N/A,N/A,"Kamiranzovu-Tourbière à Myrica tujæ, O. Virol. 1/50 pente","Voie no 119 route Kamiranzovu-Kamigogo/Piste 13C,",Voie no 119 route Kamiranzovu-Kamigogo/Piste 13C,Forêt ombrophile,Alt. 1950 - 2500 m,N/A,1543353,Typed,no type status
0016_V0574490F.jpg,Gordon McPherson,G. McPherson,N/A,13781,20 Mars 1989,1989-03-20,N/A,Corynanthe mayumbensis (R. Good) N. Halle,Corynanthe mayumbensis (R. Good) N. Halle,N/A,Det. Wilks & McPherson 1989,N/A,Gabon,Ogooué-Ivindo,N/A,N/A,"Réserve de Lopé, au sud d'Ayem, Chantier SOGAREX","Réserve de Lopé, au sud d'Ayem, Chantier SOGAREX",N/A,C. 200 m,0°25'S 11°30'E,"LP:G966-0223-L, TR:G966-0224-H, WD:G966-0225-L",Typed,no type status
0017_V0574226F.jpg,J. M. Fay,J.M. Fay,N/A,8294,4 March 1988,1988-03-04,N/A,Millettia zechiana Harms,Millettia zechiana Harms,"Det. Ake Assi, 1998",N/A,N/A,Cameroon,N/A,N/A,N/A,"On the Sangha River across from Makana gorilla study area. In seasonally flooded forest with Uapaca guineensis, Pteridium sp., Bombax sp.",On the Sangha River across from Makana gorilla study area in seasonally flooded forest,"In seasonally flooded forest with Uapaca guineensis, Pteridium sp., Bombax sp.",385 m,02°20'N 016°08'E,2041244,Typed,no type status
0018_V0580728F.jpg,F. N. Hepper,F.N. Hepper,N/A,199,29.vii.1959,1959-07-29,1959-07-29,Phaseolus lunatus L.,Phaseolus lunatus L.,N/A,N/A,N/A,Cameroon,N/A,N/A,N/A,South West of Crater Lake,South West of Crater Lake,"Clearing in wood, scrambling over herbage",N/A,N/A,1624518,Typed,no type status
0019_V0578764F.jpg,E. B. Bartram & E. P. Killip,E. B. Bartram,E. P. Killip,2,"June 3-4, 1927",1927-06-03,1927-06-04,N/A,N/A,N/A,N/A,N/A,Kenya,N/A,N/A,Nairobi,"Mathaiga, near Nairobi","Mathaiga, near Nairobi",[precise locality unknown],1700 meters,N/A,2074762,Typed,no type status
0020_V0594158F.jpg,A. Leonard,A. Leonard,N/A,3149,29/5/1959,1959-05-29,1959-05-29,Oxyanthus speciosus DC.,Oxyanthus speciosus DC.,R. Wilczek,30/XII/1969,N/A,Democratic Republic of the Congo ,Kivu ,N/A,Mulange,Mulange,Mulange,Vieille forêt secondaire,Alt. 1900m,N/A,2086095,Typed,no type status
0021_V0573054F.jpg,Herbier des environs de Leningrad (Gandja) Ecole par le Pr. H. LINNE.,Pr. H. LINNE,N/A,s.n.,s.d.,0000-00-00,0000-00-00,Hericiumites jaborini (FR.) Pat. s.n.,Hericiumites jaborini,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Herbier des environs de Leningrad (Gandja) Ecole par le Pr. H. LINNE.,[precise locality unknown],N/A,N/A,N/A,781173,Mix of Handwritten and Typed,no type status
0022_V0601010F.jpg,James T. Allen,J.T. Allen,N/A,41,"September 23, 1996",1996-09-23,1996-09-23,Dissotis rotundifolia (Sm.) Triana,Dissotis rotundifolia (Sm.) Triana,N/A,N/A,N/A,Ghana,Volta Region,N/A,N/A,Larteh; Center for Scientific Research into Plant Medicine (CSRPM) farm,Larteh; Center for Scientific Research into Plant Medicine (CSRPM) farm,N/A,N/A,N/A,2200652,Typed,no type status
0023_V0602418F.jpg,J.E. Amoah,J.E. Amoah,N/A,5632,March 1952,1952-03-00,1952-03-00,Chrysophyllum perpulchrum Mildbr.,Chrysophyllum perpulchrum Mildbr.,N/A,N/A,N/A,Ghana,Ashanti,Kumasi District,Kumasi,Kumasi Township Forest Reserve,[precise locality unknown],N/A,N/A,N/A,N/A,Typed,no type status
0024_V0604513F.jpg,J. Nemba & D.W. Thomas,J. Nemba,D.W. Thomas,s.n.,15 June 1987,1987-06-15,1987-06-15,Donella welwitschii Pierre ex Engl.,Donella welwitschii Pierre ex Engl.,D.W. Thomas,1987,N/A,Cameroon,Southwest,N/A,N/A,"road 4 to the E 1st km along Kumba-Mamfe old gravel road, LIKOMI RIVER","road 4 to the east, 1st kilometer along Kumba-Mamfe old gravel road, Likomi River",Secondary growth and old growth forest,200 m,04°44'N 09°29'E,NCBI Genes: 066/0052-L,Typed,no type status
0025_V0572217F.jpg,J. Deaw,J. Deaw,N/A,283,"4, 1970",1970-04-00,N/A,Eugenia coronata,Eugenia coronata,N/A,N/A,N/A,Ghana,N/A,N/A,Accra,Accra,Accra,N/A,N/A,N/A,N/A,Typed,no type status
0026_V0602609F.jpg,G. Schweinfurth & B. Jürgens,G. Schweinfurth,B. Jürgens,N/A,Apr-23,1892-04-23,N/A,Rumex nervosus Vahl,Rumex nervosus Vahl,N/A,N/A,N/A,Eritrea,N/A,N/A,N/A,Abyssiniae septentrionalis (Colonia Eritrea). Saganeïti; Gente den Hochlandern zwischnen Matlai-Abhgarat,[precise locality unknown],N/A,2500 m,N/A,N/A,Typed,no type status
0027_V0606178F.jpg,R.B. & A.J. Faden,R.B. Faden,A.J. Faden,77/11,7 March 1977,1977-03-07,N/A,Toddaliopsis bremekampii (Engl.) B.L. Burtt,Toddaliopsis bremekampii (Engl.) B.L. Burtt,J.O. Kokwaro,confirmed J.O. Kokwaro,N/A,Kenya,Kwale District,N/A,Chale Peninsula,"Kenya, K7, Kwale District, Chale Peninsula, ca 4°26'S, 39°32'E, 0-5 m. Coral rag, dry forest with Combretum alchorni","Chale Peninsula, Coral rag","Coral rag, dry forest with Combretum alchorni",0-5 m,"4°26'S, 39°32'E",N° 2153520,Typed,no type status
0028_V0603038F.jpg,F. Szafranski,F. Szafranski,N/A,1378,5.2.1988,1988-02-05,1988-02-05,Commelinaceae Nom.: Floscopa glomerata (RoeM. et Schult.) Hassk.,Floscopa glomerata (RoeM. et Schult.) Hassk.,N/A,N/A,N/A,Democratic Republic of the Congo,Haut-Uele,N/A,Isiro,"Haut-Zaire, S-Rég., Haut-Uele, Isiro",[precise locality unknown],bas fond marécageux près de la route aux environs de l'usine SOCODIA,N/A,N/A,N° 2048694,Mix of Handwritten and Typed,no type status
0029_V0606676F.jpg,F.W.H. Migeod,F.W.H. Migeod,N/A,394,24.12.28,1928-12-24,N/A,Solanum sp.,Solanum aculeatissimum Jacq.,M. Nee,"Dec. 3, 1992",N/A,Cameroon,N/A,N/A,N/A,"Banded, British Cameroons.",Bandend,[precise locality unknown],4150-5000 ft,N/A,1441275,Typed,no type status
0030_V0601406F.jpg,T.C. Wrigley and Kalabikira,T.C. Wrigley,Kalabikira,No. 52,18 July 1959,1959-07-18,N/A,Canthium amboabonense Hiern ex Alston,Canthium amboabonense Hiern ex Alston,A. W. Exell,1961,N/A,Tanzania,N/A,N/A,N/A,Amarungo Ridge west of Crater Lake,Amarungo Ridge west of Crater Lake,Open woodland,1200ft.,N/A,N/A,Mix of Handwritten and Typed,no type status
0031_V0604673F.jpg,Collector William Burger,W. Burger,N/A,726,27 May 1962,1962-05-27,N/A,Rubus apetalus Poir,Rubus apetalus Poir,L.B. Krukoff,27 May 1962,N/A,Ethiopia,Harar Prov.,N/A,N/A,8 mi. E. of Acks on road to Jijiga,8 miles East of Acks on road to Jijiga,steep slopes with rem[nant] cedar and Juniperus forest,N/A,N/A,1825230,Typed,no type status
0032_V0565514F.jpg,J.D. Sauer,J.D. Sauer,N/A,3914,15 June 1963,1963-06-15,1963-06-15,Aerva lanata (L.) Juss.,Aerva lanata (L.) Juss.,N/A,N/A,N/A,Kenya,Coast Province,Kwale District,near Mombasa,"Coast Province, Kwale District, near Mombasa, Bumburi Beach, N of Mombasa","Bumburi Beach, north of Mombasa","Beach ridge, shallow open coast",N/A,N/A,595567,Typed,no type status
0033_V0565977F.jpg,C. Vigne,C. Vigne,N/A,s.n.,s.d.,s.d.,N/A,Apocynaceae Oncinotis prolifer. sp. nov.,Oncinotis prolifer,N/A,N/A,N/A,Cameroon,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,839434,Typed,no type status
0034_V0566108F.jpg,Enam Akdo,E. Akdo,N/A,1026,1999,1999-00-00,N/A,Uvariopsis versicolor Pierre,Uvariopsis versicolor Pierre,N/A,N/A,N/A,Ghana,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,2325285,Typed,no type status
0035_V0567164F.jpg,A. A. Enti,A.A. Enti,N/A,398,22. IV. 71,1971-04-22,N/A,Periandra densiflora,Periandra densiflora,A. A. Enti,1971,N/A,Ghana,N/A,N/A,Awutu,Awutu - Winneba Road.,Awutu - Winneba Road,A climber among grasses.,N/A,N/A,1753348,Typed,no type status
0036_V0591661F.jpg,D. W. Thomas,D.W. Thomas,N/A,6850,1987,1987-00-00,1987-00-00,Cola flavovelutina K. Schum,Cola flavovelutina K. Schum,D.W. Thomas,1987,N/A,Cameroon,Southwest,N/A,N/A,PRCV. Southwest: Korup National Park. Primary rain forest,"Korup National Park, primary rain forest",Primary rain forest,600 m,05°02'N 08°50'E,6667(0029-T),Typed,no type status
0037_V0567306F.jpg,Sue A. Thompson,S.A. Thompson,N/A,1522,9 July 1984,1984-07-09,N/A,Impatiens macroptera Hook. f.,Impatiens macroptera Hook. f.,N/A,N/A,N/A,Cameroon,Sud-Ouest,Fako,Bakingili,"Prov. Sud-Ouest, Dept. Fako; Bakingili",Trail up Mt. Cameroon,growing on wet rocks,Alt. 50-250 m.,"4°04'N, 9°02'E.",N° 2086046,Typed,no type status
0038_V0606921F.jpg,D. Waterson,D. Waterson,N/A,484,16/2-8/7,1977-02-16,1977-07-08,Englerophytum tenuifolium (Engl.) Gill,Tapinanthus laceranthus,N/A,N/A,N/A,Kenya,Kitui,N/A,N/A,4 km n.e. of Mangondi on road to Embu Nr. 4590,4 kilometers northeast of Mangondi on road to Embu,Thickets,N/A,N/A,1864166,Mix of Handwritten and Typed,no type status
0039_V0605928F.jpg,Sue A. Thompson & John E. Rawlins,S.A. Thompson,J.E. Rawlins,1333,3 June 1984,1984-06-03,N/A,Avicennia africana P. Beauv.,Avicennia africana P. Beauv.,N/A,N/A,N/A,Cameroon,Sud-Ouest,Fako,Bakingili,Prov. Sud-Ouest; Dept. Fako: Bakingili,Bakingili,N/A,Alt. 0 m.,4°04'N; 9°02'E,N° 2088074,Typed,no type status
0040_V0605675F.jpg,Troupin,G. Troupin,N/A,5047,2.IV.1959,1959-04-02,1959-04-02,Tina sp. Glypheae (bois piment) Mouton noir,N/A,N/A,N/A,"Glypheae (bois piment), Mouton noir",Rwanda,Kivu,N/A,N/A,"Kivu, T.T. Masisi, vers Km 100 route Kavumu-Walikale, par. 1°S. long. 28°30'E.",[precise locality unknown],forêt mésophile.,1950 - 2000 m,par. 1°S. long. 28°30'E.,N/A,Typed,no type status
0041_V0571550F.jpg,Legit: A. Pappi,A. Pappi,N/A,s.n.,14-15-VIII-1902,1902-08-14,1902-08-15,Lavandula pubescens Decaisne,Lavandula pubescens Decaisne,T.M. Upson,2/4/1996,N/A,Eritrea,Assarota,N/A,N/A,ERITREA-ASSAROTA - lungo il torrente Hadadas,along the stream Hadadas,N/A,N/A,N/A,N/A,Typed,no type status
0042_V0607392F.jpg,William Burger,W. Burger,N/A,153,Jul-Feb 1962,1962-07-00,1963-02-00,Juniperus procera Hochst. ex Endl.,Juniperus procera Hochst. ex Endl.,W. Burger,Jul-Feb 1962,N/A,Ethiopia,Harar Province,N/A,N/A,N.W. face Gara Mullata Mtn. ca. 50 km. due w. of Harar.,"Northwest face of Gara Mullata Mountain, approximately 50 kilometers due west of Harar",Hiller on steep slopes with mixed forest ,alt. 2850 - 3200 m.,ca. 9°16'N & 41°43'E,1632855,Typed,no type status
0043_V0570163F.jpg,C. D. Adams & John F. Morton,C. D. Adams,J. F. Morton,s.n.,1/10/1952,1952-10-01,N/A,Terminalia glaucescens,Terminalia glaucescens,N/A,N/A,N/A,Ghana,Volta Region,N/A,Ho,"HO, VOLTA REGION, GHANA","Ho, Volta Region","On quiet, slowly gliding or almost still water",N/A,N/A,2007210,Typed,no type status
0044_V0570543F.jpg,Schimper,Unknown Schimper,N/A,s.n.,24. III. 63,1863-03-24,1863-03-24,Ipomoea demissa,Ipomoea demissa,N/A,N/A,N/A,Ethiopia,N/A,N/A,N/A,Abyssinia,[precise locality unknown],N/A,N/A,N/A,373793,Handwritten,no type status
0045_V0607965F.jpg,D.W. Thomas,D.W. Thomas,N/A,6988,18 May 1987,1987-05-18,1987-05-18,Dichapetalaceae Tapura africana Oliv.,Tapura africana Oliv.,D.W. Thomas,1987,N/A,Cameroon,Southwest,Kupe-Muanenguba,Barombi Kang,"Degraded forest at Barombi Kang, Kumba.","Degraded forest at Barombi Kang, Kumba",Degraded forest,150 m,04°36'N 009°27'E,Field Museum of Natural History 2040825,Typed,no type status
0046_V0570471F.jpg,E.A. Mearns,E.A. Mearns,N/A,11174,"September 6-7, 1909",1909-09-06,1909-09-07,Euphorbia aellenii ,Euphorbia aellenii,N/A,N/A,N/A,Kenya,N/A,N/A,N/A,"Vicinity of Thika, British East Africa",Vicinity of Thika,[precise locality unknown],About 1350 meters,N/A,463287,Typed,no type status
0047_V0570108F.jpg,G.J. Mather,G.J. Mather,N/A,580,5-IV-1952,1952-04-05,N/A,Combretum schumannii Engl.?,Combretum schumannii Engl.,N/A,N/A,N/A,Kenya,N/A,N/A,N/A,S. Kavirondo,S. Kavirondo,N/A,N/A,N/A,856352,Typed,no type status
0048_V0570110F.jpg,J. M. Fay,J.M. Fay,N/A,8271,28 February 1988,1988-02-28,1988-02-28,Combretum smeathmannii G. Don,Combretum smeathmannii G. Don,Ake Assi,1988,N/A,Cameroon,N/A,N/A,N/A,"Along the Sangha River adjacent to the island of Kilonia. In riparian forest adjacent to seasonally flooded forest with Irvingia gabonensis, Guboutia demeusei, Berlinia sp.",Along the Sangha River adjacent to the island of Kilonia,In riparian forest adjacent to seasonally flooded forest,140 m,02°21'N 16°09'E 385 m,N/A,Typed,no type status
0049_V0590787F.jpg,D.D. Soejarto,D.D. Soejarto,N/A,4793,"April 1, 1978",1978-04-01,1978-04-01,Diospyros tricolor Hiern.,Diospyros tricolor Hiern.,N/A,N/A,"Thespesia populnea, Sophora accidentalus",Ghana,Greater Accra Province,N/A,Botianor village,"20 km. West of Accra, Sea coast.","20 kilometers west of Accra, sea coast",on sandy soil,N/A,N/A,1842606,Typed,no type status
0050_V0040586F.jpg,Narciso Reyna B.,N. Reyna,N/A,2490,15 diciembre 1967,1967-12-15,N/A,"""Carahuasca amarillo"" - árbol, bosque húmedo tropical",Gustavia serralianervia D.R. Simpson,D.R. Simpson,1975,N/A,Peru,Loreto,N/A,Santa María de Nanay,"depto. Loreto, prov. Maynas. Santa María - Río Nanay, distr. Alto Nanay, Loreto.","depto. Loreto, prov. Maynas. Santa María - Río Nanay, distr. Alto Nanay, Loreto.",bosque húmedo tropical,150 m,N/A,N/A,Typed,HOLOTYPE
0051_V0081497F.jpg,M.O. Dillon & D. Dillon,M.O. Dillon,D. Dillon,3776,1 Nov 1983,1983-11-01,1983-11-01,Galvezia fruticosa Gmel.,Galvezia eielsenii M.O. Dillon & Quipuscoa,M.O. Dillon & Quipuscoa,N/A,N/A,Peru,Arequipa,Caraveli,Atiquipa,"Lomas of Atiquipa, ca. 105 km N of turn-off to Atiquipa, km 584 S of Lima","Lomas of Atiquipa, approximately 105 kilometers north of the turn-off to Atiquipa, kilometer 584 south of Lima",N/A,ca. 150-200 m,N/A,1940835,Typed,HOLOTYPE
0052_V0042484F.jpg,"Schott, Nylander",s.n.,N/A,s.n.,1836,1836-00-00,1836-00-00,Tetrorchidium rubrivenium var. genuinum Müll. Arg.,Tetrorchidium rubrivenium var. genuinum Müll. Arg.,F. Pax,s.d.,N/A,Austria,N/A,N/A,N/A,Insel Madeira,Insel Madeira,N/A,s.d.,s.d.,875422,Handwritten,Isosyntype
0053_V0092855F.jpg,José Campos & O. Díaz,J. Campos,O. Díaz,2490,9 Febrero 1996,1996-02-09,N/A,Amorimia camponum W.R. Anderson,Amorimia camponum W.R. Anderson,W. R. Anderson,17 Sep. 2006,N/A,Peru,Cajamarca,San Ignacio Province,N/A,Distrito Chirinos: Entre La Cataqua y Tablón.,[precise locality unknown],Trepadora; flor amarilla.,550 - 650,05°19'S; 078°47'W,N° 2296033,Typed,ISOTYPE
0054_V0078059F.jpg,Ruiz & Pavon,Ruiz & Pavon,N/A,s.n.,(1778-1788),1778-00-00,1788-00-00,Nolana spathulata Ruiz & Pav.,Nolana spathulata Ruiz & Pav.,N/A,N/A,N/A,Peru,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,845155,Typed,ISOLECTOTYPE
0055_V0092864F.jpg,Camilo Díaz y Antonio Peña,C. Díaz,A. Peña,8008,4 Diciembre 1996,1996-12-04,N/A,"Symplocos ovata Stahl, Novon 20(1): 91, fig. 4A-B, 2010 (HOLOTYPE; ⚫, NY; ISOTYPE, F, MO, NY, US)",Symplocos ovata Stahl,E. Stahl,"Novon 20(1): 91, fig. 4A-B, 2010",N/A,Peru,Amazonas,Luya Province,N/A,"Camporredondo, Tullanya, Pascana ""Pájaro Tigre""",[precise locality unknown],Liana con frutos verdes. Pecínculos largos.,2850–2360 m,N/A,2296023,Typed,ISOTYPE
0056_V0092900F.jpg,Plantae a -Ruiz et Pavón- in vice-regno Peruviano et Chilensi lectae. (1777-1788),N/A,N/A,s.n.,s.d.,0000-00-00,0000-00-00,"Bomarea purpurea (R. & P.) Herb. ISOTYPE of Alstroemeria purpurea Ruiz & Pav. Fl. Peruv. 3: 63, t. 294, f. A. 1802.",Bomarea purpurea (Ruiz & Pavón) Herb.,N/A,N/A,N/A,Peru,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,916119,Mix of Handwritten and Typed,isotype
0057_V0092906F.jpg,"V. Quipuscoa S., A. Sagástegui A., S. Leiva G. & M. Berruano C.",V. Quipuscoa,"A. Sagástegui, S. Leiva, M. Berruano",13778,20 agostos 1998,1998-08-20,N/A,Lithospermum cinerascens (A.D.C.) Johnst.,"Lithospermum leymebambense Weigend & Nürk, sp. nov. ined.",M. Weigend,"Taxon (S-typ) n. 541, acce. 2006",N/A,Peru,Amazonas,Luya,N/A,"Carretera a Celendín, entre Ishpingo - Pomacocha. Bosque montano fragmentado.","Carretera a Celendín, between Ishpingo and Pomacocha",Bosque montano fragmentado,2800-3000 m,N/A,2211679,Typed,Isotype
0058_V0092915F.jpg,Llewellyn Williams,L. Williams,N/A,6999,"Jan.-Feb., 1930",1930-01-00,1930-02-00,Marcgraviastrum racemosum (Triana & Planch.) Bedell,Marcgraviastrum racemosum (Triana & Planch.) Bedell,G. Lozano-Contreras,2010,N/A,Peru,San Martin,N/A,N/A,"""forest; Roque, San Martin.""","forest; Roque, San Martin",forest,alt. 1500-1800 m.,N/A,624474,Mix of Handwritten and Typed,no type status
0059_V0092918F.jpg,Plantae a Ruiz et Pavon in vice-regno Peruviano et Chilensi lectae,Ruiz et Pavon,N/A,s.n.,1778-1788,1778-00-00,1788-12-31,Marcgravistrum obovatum (G. Don) Bedell = Norantea macroscypha Gilg,Marcgravistrum obovatum (G. Don) Bedell,H. G. Bedell,Utrecht VIII. 1982,N/A,Peru,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,843295,Mix of Handwritten and Typed,ISOETYPE
0060_V0092921F.jpg,Ruiz & Pavón,N/A,N/A,s.n.,(1775-1788),1775-00-00,1788-00-00,Norantea obovata G. Don = Marcgraviastrum obovatum (G. Don) Bedell,Marcgraviastrum obovatum (G. Don) Bedell,H. G. Bedell,VIII 1982,N/A,N/A,N/A,N/A,N/A,in vice-regno Peruviano ad Chilesi lencate.,[precise locality unknown],N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,ISOTYPE
