Image Name,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,URL
0010_C0268554F.jpg,A Touw No 14660,A Touw,N/A,14660,9-3- 1975,1975-03-09,N/A,Macromitrium incurvifolium (Hook & Grev) Schwaegr,Macromitrium incurvifolium,D H Vitt,N/A,N/A,Papua New Guinea,Morobe,Lae,N/A,In fork of Plumeria tree in garden,In fork of Plumeria tree in garden,N/A,,Alt c 20 m,N/A,1142151,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/629/C0268554F.jpg
0011_C0268557F.jpg,A Touw No 18543,A Touw,N/A,18543,20.5.1975,1975-05-20,N/A,Macromitrium longicaule C. Müll,Macromitrium longicaule,D H Vitt,N/A,N/A,Papua New Guinea,West Sepik,Star Mountains,N/A,Busilmin; wet forest on slope above Ok Din river w of Busilmin; on trees along Ok Din River,Above Ok Din river west of Busilmin on trees along Ok Din River,wet forest,,1500 - 1550 m,5°S 141°05'E,1141855,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/633/C0268557F.jpg
0012_C0268558F.jpg,A Touw No 17369,A Touw,N/A,17369,8.5. 1975,1975-05-08,N/A,Macromitrium macrosporum Broth,Macromitrium macrosporum,D R Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,Star Mts c 5°S141°05E NE summit of Mt Capella,Northeast summit of Mount Capella,on stems and branches of trees and shrubs in summit scrub,,Alt c 3900 m,c 5°S141°05E,1142194,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/635/C0268558F.jpg
0013_C0268559F.jpg,A Touw No 16376,A Touw,N/A,16376,17.4.1975,1975-04-17,N/A,Macromitrium macrosporum Broth,Macromitrium macrosporum,D H Vitt,N/A,N/A,Papua New Guinea,West Sepik,Star Mountains,N/A,"Mt Capella base camp c 5°14'10""E limestone ridge near camp c 4-5 m high scoured forest on ridge",Mount Capella base camp limestone ridge near camp,high scoured forest on ridge on trees and shrubs,,Alt c 3600 m,"c 5°14'10""E",1142178,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/637/C0268559F.jpg
0014_C0268560F.jpg,N/A,N/A,N/A,A Town No 17312,8 5 1975,1975-05-08,N/A,Macromitrium macrosporum Broth,Macromitrium macrosporum,D H Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Star Mts 5°51'41""S 141°05'E NE Summit of Mt Capella Summit of ridge between Mt Capella Base Camp and Mt Capella ridge on isolated tree",NE Summit of Mt Capella Summit of ridge between Mt Capella Base Camp and Mt Capella ridge on isolated tree,on isolated tree,,Alt c 3650 m,"5°51'41""S 141°05'E",1142156,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/639/C0268560F.jpg
0015_C0268561F.jpg,D H Vitt,D H Vitt,N/A,16420,19.4.1975,1975-04-19,N/A,Macromitrium macrosporum Broth,Macromitrium macrosporum,N/A,N/A,N/A,Papua New Guinea,West Sepik,Star Mountains,N/A,Mt Capella NE summit; forest remnant in deep chasm near the summit on soaking wet bark of trees,Mount Capella northeast summit,forest remnant in deep chasm near the summit on soaking wet bark of trees,,Alt 3300 m,c 5°S 141°05'E,1142175,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/641/C0268561F.jpg
0016_C0268562F.jpg,N/A,A Touw,N/A,17205,5.5. 1975,1975-05-05,N/A,Macromitrium macrosporum Broth,Macromitrium macrosporum,D H Vitt,N/A,N/A,Papua New Guinea,West Sepik,Star Mountains,N/A,"Near Mt Capella Base Camp, along trail to Tamanagablp; open sub-alpine scrub At base of limestone rock faces","Near Mount Capella Base Camp, along trail to Tamanagablp",Open sub-alpine scrub at base of limestone rock faces,,Alt c 3450 m,c 5°S 141°05'E,1141880,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/643/C0268562F.jpg
0017_C0268563F.jpg,A Touw,A Touw,N/A,18046,14.5.1975,1975-05-14,N/A,Macromitrium megalocladon Fleisch,Macromitrium megalocladon,D H Vitt,N/A,N/A,Papua New Guinea,West Sepik,Star Mountains,N/A,Upper montane forest between Folongonom and Artis' Camp,Upper montane forest between Folongonom and Artis' Camp,Pendulous from heavy tree branches and slanting trunks,,Alt c 2500 - 2600 m,c 5°S141°05E,1142187,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/645/C0268563F.jpg
0018_C0268564F.jpg,A Touw,A Touw,N/A,16555,21.4.1975,1975-04-21,N/A,Macromitrium megalocladon Fleisch,Macromitrium megalocladon,D R Vitt,N/A,N/A,Papua New Guinea,West Sepik,Star Mountains,N/A,Small Kuri (grassfield) SW of Mt Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuri,Small Kuri (grassfield) Southwest of Mount Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuri,Vertical face of moss covered limestone boulder at edge of kuri,,Alt c 3400 m,N/A,1142432,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/647/C0268564F.jpg
0019_C0268565F.jpg,N/A,N/A,N/A,s.n,7.4. 1975,1975-04-07,N/A,Macromitrium megalocladon Fleisch,Macromitrium megalocladon,D.H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,Star Mts,N/A,"Tel Basin Ridge above Camp 2, Terrestrial in open shrubbery on ridge, Dense moss vegetation covering soil, rocks and the lower portion of shrubs",Tel Basin Ridge above Camp 2,"Terrestrial in open shrubbery on ridge, Dense moss vegetation covering soil, rocks and the lower portion of shrubs, Dominant",,Alt. c. 3350 m,5°S141°05'E,1142300,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/649/C0268565F.jpg
0020_C0268566F.jpg,leg S Hattori,S Hattori,N/A,s.n.,VII 1946,1946-07-00,N/A,Macromitrium incurvum (Lindb.) Par.,Macromitrium incurvum,A Noguchi,1947,N/A,Japan,Kyushu,Miyazaki,Minaminaka,"Obi, rupicola, photophila, ca 50 m",Obi,"rupicola, photophila",,ca 50 m,N/A,1235066,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/651/C0268566F.jpg
0021_C0268569F.jpg,K Miyehara,K Miyehara,N/A,s.n.,"December 25, 1951",1951-12-25,N/A,Macromitrium incurvum (Lindb.) Par.,Macromitrium incurvum,A Noguchi,N/A,N/A,Japan,Kumamoto,N/A,Yoshio,"On exposed rocks, 60 m above sea, Yoshio, Kumamoto Prefecture","On exposed rocks, 60 meters above sea",On exposed rocks,,60 m above sea,N/A,1043529,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/658/C0268569F.jpg
0022_C0268571F.jpg,K Mayebara,K Mayebara,N/A,s.n.,"February 11, 1952",1952-02-11,N/A,Macromitrium gymnostomum Sull. et Lesq.,Macromitrium gymnostomum,A Noguchi | S Hattori,1965,N/A,Japan,Kumamoto,N/A,Koonose,"On rocks, ca. 100m. above sea, Koonose, Kumamoto Prefecture",Koonose,"On rocks, approximately 100 meters above sea",,ca. 100m. above sea,N/A,1043490,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/661/C0268571F.jpg
0023_C0268572F.jpg,K. Mayebara,K. Mayebara,N/A,s.n.,March 1952,1952-03-00,N/A,Macromitrium gymnostomum Sull. et Lesq.,Macromitrium gymnostomum,A. Noguchi,N/A,N/A,Japan,Kumamoto,N/A,Hitoyoshi,"On rocks, ca. 100m. alt., Hitoyoshi, Kumamoto County",On rocks,On rocks at approximately 100 meters altitude,,ca. 100m. alt.,N/A,1043493,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/663/C0268572F.jpg
0024_C0268574F.jpg,H H Chung,H H Chung,N/A,B.206,August 1925,1925-08-00,N/A,Macromitrium gymnostomum S. & L.,Macromitrium gymnostomum,Theriot,N/A,N/A,China,Fukien,N/A,N/A,Kuchan near Foochow,Kuchan near Foochow,On rock,,altitude 500 m,N/A,1132251,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/668/C0268574F.jpg
0025_C0268575F.jpg,N/A,N/A,N/A,2.20,s.d.,N/A,N/A,Mecromitirum gymnostomum Sull. det. Theriot,Mecromitirum gymnostomum,Theriot,N/A,N/A,China,Fukien,N/A,N/A,On rock in bamboo forest,On rock,Bamboo forest,,N/A,N/A,1122221,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/669/C0268575F.jpg
0026_C0268579F.jpg,Timo Koponen,T Koponen,N/A,#35590,23 July 1981,1981-07-23,N/A,Macromitrium longicaule C Müll,Macromitrium longicaule,D H Vitt,1989,Pandanus,Papua New Guinea,Morobe,N/A,N/A,"Lake Wamba 5 km S of Toptop airstrip, Rather open montane forest with dominating Pandanus trees 1 km S of lake, alt 2400 m","Lake Wamba 5 kilometers south of Toptop airstrip, 1 kilometer south of lake",Rather open montane forest with dominating Pandanus trees,,alt 2400 m,146°23'E,1142665,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/676/C0268579F.jpg
0027_C0268581F.jpg,N/A,N/A,N/A,B.4,s.d.,N/A,N/A,"Macromitrium japonicum[De.& Mk.]C.M. Syn. "" incurvum",Macromitrium japonicum,N/A,N/A,N/A,China,Fukien,N/A,N/A,On shady rocks or bark,On shady rocks or bark,Shady rocks or bark,,N/A,N/A,1122125,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg
0028_C0268585F.jpg,Timo Koponen,T Koponen,N/A,35571,9 July 1981,1981-07-09,N/A,Macromitrium macrosporum Broth,Macromitrium macrosporum,D H Vitt,1999,N/A,Papua New Guinea,Morobe,N/A,N/A,"Mt Sarawaket Southern Range 2.5 km S of L Gwam Open alpine grassland and ""subalpine"" forest at L Kenzoroh E of Mt Enggom alt 3550 m 6°21'S 147°07'E",Mount Sarawaket Southern Range 2.5 kilometers South of Lake Gwam at Lake Kenzoroh East of Mount Enggom,Open alpine grassland and subalpine forest,,alt 3550 m,6°21'S 147°07'E,1142666,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/687/C0268585F.jpg
0029_C0268587F.jpg,Coll. N. Nishimura and I. Yoshimura,N. Nishimura,I. Yoshimura,s.n.,"21,1973",1973-00-21,N/A,Macromitium gymnostomum Sull. et Lesq.,Macromitium gymnostomum,N/A,N/A,N/A,Japan,Irimote,N/A,Sonai,"Irimote, Sonai, 1-10 m alt., on tree trunk",on tree trunk,on tree trunk,,1-10 m alt.,N/A,1049048,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg
0030_C0268588F.jpg,N/A,N/A,N/A,s.n.,X. 1932,1932-10-00,N/A,Macromitrium incurvum (Lindb.) Paris,Macromitrium incurvum,Fr. Verdoorn,1936,N/A,Japan,Honshu,N/A,N/A,"Musashi, prope Inagei et Kobubutu, epiphylla",near Inagei and Kobubutu,epiphyllous,,N/A,N/A,1356480,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg
0031_C0268589F.jpg,Coll R SAITO,R Saito,N/A,s.n,"April 3, 1970",1970-04-03,N/A,Macromitrium gymnostomum Sull & Lesq,Macromitrium gymnostomum,A Noguchi,N/A,N/A,Japan,Kagoshima,N/A,N/A,"Sumiyomura, Isl Amami-ohshima","Sumiyomura, Amami-ohshima Island",On rock,,elevation about 120 m,N/A,1051109,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg
0032_C0268725F.jpg,V et P Allorge,V Allorge,P Allorge,s.n,14.VI.1937,1937-06-14,N/A,Pogonatum urnigerum (Hedw.) P.B,Pogonatum urnigerum,N/A,N/A,N/A,Portugal,Azores,N/A,N/A,Caldeira découvert Salto do Cavalo vers 700 m S.MIGUEL,Caldeira découvert Salto do Cavalo at 700 meters,N/A,,vers 700 m,N/A,1181624,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2302/601/C0268725F.jpg
0033_C0341037F.jpg,Marko Lewis 83-224,M Lewis,N/A,83-224,20 Jan 1983,1983-01-20,N/A,Philonotis,Philonotis,N/A,N/A,N/A,Bolivia,La Paz,Larecaja,N/A,"UTacacoma 21 Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata 15°36'S, 68°39'W ca 3550 m","Between 5-6 kilometers south of Tacacoma along road to Quiabaya, 16-17 kilometers north of Sorata",Super humid Ceja de Montaña forests following ravines In small rill in dripping area of small waterfall,,ca 3550 m,"15°36'S, 68°39'W",1100485,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/796/C0341037F.jpg
0034_C0341038F.jpg,Marko Lewis,M Lewis,N/A,79-1314,29 March 1979,1979-03-29,N/A,Philonotis fide Crum,Philonotis,Crum,N/A,N/A,Bolivia,La Paz,Larecaja,N/A,"Along road 1 mi from Sorata towards Achacachi, 15° 45' S, 68° 42' W",Along road 1 mile from Sorata towards Achacachi,Eroding bank,,2740 m,"15° 45' S, 68° 42' W",1078795,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/797/C0341038F.jpg
0035_C0341040F.jpg,Marko Lewis,M Lewis,N/A,79-2315,1 June 1979,1979-06-01,N/A,Philonotis,Philonotis,N/A,N/A,N/A,Bolivia,Cochabamba,Chapare,N/A,Cerro Khachi N of Corani 3030 m 17°11' S 65°54' W On stones and banks of swpy creek in cloud forest ravine with tree ferns,Cerro Khachi North of Corani,On stones and banks of swampy creek in cloud forest ravine with tree ferns,,3030 m,17°11' S 65°54' W,1078769,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/798/C0341040F.jpg
0036_C0341047F.jpg,Mrs M H Zimmerman,M H Zimmerman,N/A,6867,13 Oct 1950,1950-10-13,N/A,N/A,N/A,N/A,N/A,N/A,Bolivia,N/A,N/A,Unduavi,UNDUAVI,Unduavi,N/A,,10000 ft,N/A,2013011,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/803/C0341047F.jpg
0037_C0341048F.jpg,Mrs W. M. A. Brooke,W. M. A. Brooke,N/A,6865,13 Oct. 1950,1950-10-13,N/A,N/A,N/A,N/A,N/A,N/A,Bolivia,Unduavi,N/A,N/A,Unduavi 10000 ft,[precise locality unknown],N/A,,10000 ft,N/A,2013012,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/804/C0341048F.jpg
0038_C0341051F.jpg,Marko Lewis,M. Lewis,N/A,79-2315,1 June 1979,1979-06-01,N/A,PHILONOTIS,Philonotis,N/A,N/A,N/A,Bolivia,Cochabamba,Chapare,N/A,"Slope of Cerro Khasul, N of Corani, 3030 m, 17°11' S, 65°54' W On stones and banks of seepy creek in cloud forest ravine, with tree ferns","Slope of Cerro Khasul, North of Corani","On stones and banks of seepy creek in cloud forest ravine, with tree ferns",,3030 m,"17°11' S, 65°54' W",1050327,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/806/C0341051F.jpg
0039_C0341117F.jpg,S. Wegwald,S. Wegwald,N/A,s.n.,31.8.1971,1971-08-31,N/A,Psilotis sphaerocarpa (Hedw.),Psilotis sphaerocarpa,D. S. Griffin III,N/A,N/A,Peru,Amazonas,Chachapoyas,N/A,Las Palmas zw. Baleas u. Leimebamba,Las Palmas between Baleas and Leimebamba,"Erde, Mauer, Baum, Strauch, Holz, See, Bach",,3000 m,N/A,1061647,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg
0040_C0341152F.jpg,"Frank D Bowere, Claudio Delgadillo M & Paul Somers",F D Bowere,C Delgadillo M | P Somers,5166,25 December 1979,1979-12-25,N/A,Braunia secunda (Hook) B.S.G det A.J.Sharp,Braunia andrieuxii,Efrain De Luna,1992,N/A,Mexico,Baja California Sur,N/A,N/A,"Oak-pine and grassland with dry and flowing streams at Sierra de Laguna, 15 miles east of Todos Santos On boulder, meso, open valley",15 miles east of Todos Santos at Sierra de Laguna,"Oak-pine and grassland with dry and flowing streams, on boulder, meso, open valley",,Alt ca 5900 ft,N/A,1045263,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/513/C0341152F.jpg
0041_C0341164F.jpg,"A.J. and L.R. Sharp, B.E. Wofford, R.R. Thornburgh",A. J. Sharp,L. R. Sharp | B. E. Wofford | R. R. Thornburgh,2481,"June 23, 1973",1973-06-23,N/A,Braunia secunda (Hook.) B.S.G.,Braunia andieuxii,Efrain De Luna,1992,N/A,Mexico,Oaxaca,N/A,N/A,"Near El Punto on Hwy 175, Oaxaca, México",Near El Punto on Highway 175,"Partial shade, moist, road side cliff",,2625 m,N/A,1045248,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/538/C0341164F.jpg
0042_C0341169F.jpg,"A. J. Sharp, E. B. Clemons, K. R. Thornburgh",A. J. Sharp,E. B. Clemons | K. R. Thornburgh,2736,"July 4, 1973",1973-07-04,N/A,Braunia secunda (Hook.) B.S.G.,Braunia andrieuxi,Efren De Luna,1992,N/A,Mexico,Jalisco,San Martin Hidalgo,N/A,"El Mirador on hwy. 80, 5 mi. above San Martin Hidalgo","El Mirador on highway 80, 5 miles above San Martin Hidalgo","Partial shade, moist, vert. surface of boulder",,1750 m,N/A,1045251,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg
0043_C0341179F.jpg,C G PRINGLE,C G Pringle,N/A,10619,26 Sept 1906,1906-09-26,N/A,Braunia andrieuxii Lorentz,Braunia andrieuxii,Efrain De Luna,1992,N/A,Mexico,Jalisco,N/A,Guadalajara,"On rocky near Guadalajara, 5,000 ft",On rocky area near Guadalajara,Rocky area,,"5,000 ft",N/A,1172142,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/568/C0341179F.jpg
0044_C0341180F.jpg,C G PRINGLE,C G Pringle,N/A,10627,17 Sept 1906,1906-09-17,N/A,"Braunia plicata, Mitt, var canescens, Card n var",Braunia andrieuxii,E De Luna,1992,N/A,Mexico,Hidalgo,N/A,N/A,N/A,[precise locality unknown],N/A,,N/A,N/A,1045265,Mix of Handwritten and Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/570/C0341180F.jpg
0045_C0341205F.jpg,LEGENERHS & FRANK 25/2/1841,Legenerhs,Frank,s.n.,25/2/1841,1841-02-25,N/A,Braunia secunda (Hook.) Bruch & Schimp.,Braunia secunda,N/A,N/A,N/A,Mexico,Veracruz,Xalapa,N/A,"MEXICO: VERACRUZ, XALAPA, HAUDE AN DER STR.F55 ZW.PEROTE",On the road F55 between Perote,N/A,,N/A,N/A,1031423,Mix of Handwritten and Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg
0046_C0341207F.jpg,"Coll Frank E Sharp, Charles T Bryson Jr, and Paul Cox",F E Sharp,C T Bryson Jr | P Cox,5059,Dec 1959,1959-12-00,N/A,Braunia secunda (Hook) Bruch & Schimp,Braunia secunda,N/A,N/A,N/A,Mexico,Durango,N/A,N/A,"Oak-pine forest city Durango along Highway 40 about 7 miles west of La Ciudad, on boulder, partial shade","Along Highway 40 about 7 miles west of La Ciudad, on boulder","Oak-pine forest, partial shade",,Alt 8500 ft,N/A,1036945,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg
0047_C0341213F.jpg,A J SHARP,A J Sharp,N/A,116,"July 23, 1941",1941-07-23,N/A,Braunia secunda (Hook.) BSG,Braunia secunda,H A Crum,N/A,N/A,Mexico,Distrito Federal,N/A,N/A,"siliceous boulder in Rio, above Contreras","siliceous boulder in Rio, above Contreras",siliceous boulder in Rio,,N/A,N/A,1045239,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg
0048_C0341223F.jpg,"A.J. Sharp, F.D. Bowers, B.E. Smith, R.A. Hathaway, Paul Somers, Jr",A J Sharp,F D Bowers|B E Smith|R A Hathaway|Paul Somers Jr,4247,"Dec. 19, 1972",1972-12-19,N/A,Braunia squarrulosa (Hampe) Broth,Braunia squarrulosa,F Bowers,N/A,N/A,Mexico,Chiapas,N/A,N/A,"Partial shade, moist, trail side bank, Zona Baja, Pueblo Nuevo (about 55 km. northwest of Tuxtla-Gutierrez), Chiapas, ± 6500 ft","Trail side bank, Zona Baja, Pueblo Nuevo, about 55 kilometers northwest of Tuxtla-Gutierrez","Partial shade, moist",,± 6500 ft,N/A,1045274,Mix of Handwritten and Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/712/C0341223F.jpg
0049_C0341228F.jpg,F J Hermann 26429,F J Hermann,N/A,26429,"Feb 9,1975",1975-02-09,N/A,Braunia squarrulosa (Hampe) Broth,Braunia squarrulosa,Det Efrain De Luna,1992,N/A,Mexico,Chiapas,N/A,San Cristobal de las Casas,15 mi N E of San Cristobal de las Casas,15 miles northeast of San Cristobal de las Casas,On oak trunk in oak-pine woods,,alt 6800 ft,N/A,1052129,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/716/C0341228F.jpg
0050_C0341231F.jpg,"A J Sharp, F D Bowers, D K Smith, R A Hattaway, Paul Somers, Jr",A J Sharp,F D Bowers | D K Smith | R A Hattaway | Paul Somers Jr,2980-a,"Dec 30, 1972",1972-12-30,N/A,Braunia squarrulosa (Hampe) Broth,Braunia squarrulosa,E De Luna,1992,N/A,Mexico,Oaxaca,N/A,San Pablo Ayutla,"Roadside near San Pablo Ayutla, about 70 km east of Oaxaca","Roadside near San Pablo Ayutla, about 70 kilometers east of Oaxaca","Dry, full shade, oak branch, Oak-pine woods",,2000 ft,N/A,1045269,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/719/C0341231F.jpg
0051_C0341234F.jpg,Howard & Grum,Howard,Grum,917,23 July 1949,1949-07-23,N/A,Braunia squarrodosa (Hampe) Broth,Braunia squarrodosa,E. De Luna,1992,N/A,Mexico,Jalisco,N/A,Manantlán,"Slope of La Perrita, above Manantlan","Slope of La Perrita, above Manantlán","Oak forest, on dead limb, fallen",,7300 feet,N/A,1089541,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/722/C0341234F.jpg
0052_C0341237F.jpg,C G Pringle,C G Pringle,N/A,10550,"17 July, 1906",1906-07-17,N/A,Braunia squarrulosa (Hpe) Broth,Braunia squarrulosa,Efrain De Luna,1992,N/A,Mexico,Federal District,N/A,N/A,"Base of trees, Cima, 10,000 ft","Base of trees at Cima at 10,000 feet",Base of trees,,"10,000 ft",N/A,1172439,Mix of Handwritten and Typed,no type status,https://fm-digital-assets.fieldmuseum.org/2307/724/C0341237F.jpg
