Image,title,collectedBy,secondaryCollectors,phylum,family,genus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,identifiedBy,dateIdentified,acceptedScientificName,otherScientificName,scientificName,associatedTaxa,verbatimEventDate,eventDate,country,countryCode,firstPoliticalUnit,secondPoliticalUnit,city,verbatimLocality,locality,habitat,substrate,verbatimElevation,maximumElevationInMeters,minimumElevationInMeters,verbatimCoordinates,decimalLatitude,decimalLongitude,collectionCode,recordNumber,catalogNumber,language,languageRemarks,originalMethod,typeStatus,occuranceRemarks,sex,reproductiveCondition,generalNotes,expeditionFundedBy,generalInformationAboutThePlantSpecimenItself,rawFormat
0009_V0075836F.jpg,,S. Knapp,N/A,,,,,,,Robert G. Stolze,,,,,N/A,4 July 1982,,Panama,,Colón,N/A,,Santa Rita Ridge road 21-26 km from Transisthmian Highway,Santa Rita Ridge road 21-26 kilometers from Transisthmian Highway,Tropical wet forest,,500-550 m,,,9°25'N 79°37'W,,,,5881,,,,Typed,Isotype,,,,,,,
0010_BR0000006918378.jpg,,B. Van de Vijver,N/A,,,,,,,N/A,,,,,Cistus | Pinus,25/04/2007,,Italy,,Apulia,Foggia,,Promontorio del Gargano Madonna di Loreto Behind the Chapel of Madonna di Loreto,Behind the Chapel of Madonna di Loreto,macchia-shrub with Cistus and Pinus,,N/A,,,N/A,,,,s.n.,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0011_K000263710.jpg,,J. J. de Wilde,Sosef | van Nek,,,,,,,N/A,,,,,N/A,22-1-1991,,Gabon,,Estuaire,N/A,,About 10 km on the road from Tchimbélé to Assok 0 04 N 10 23 E,About 10 kilometers on the road from Tchimbélé to Assok,Vine 7 meters long in tree in roadside Pods silvery-grey Seeds glossy dark blue Leaflets thick leathery dull green above beneath paler green with reddish nervation,,Alt.: 580 m,,,0 04 N 10 23 E,,,,10130,,,,Typed,Isotype,,,,,,,
0012_B%2010%200385068.jpg,,R. Berazaín,J. Bisse | M. A. Díaz | H. Dietrich | L. González Gélgel | J. Gutiérrez | E. Köhler | L. Lepper | U. Rändel | H. Scharschmidt,,,,,,,H. Manitz,,,,,N/A,09-11-1979,,Cuba,,Guantánamo,N/A,,"Abra de Mariana, loma al oeste del barranco Coordendas de la cuadrícula (Cuba 1:250000): 16/71 [1.5/70.4]","Abra de Mariana, loma al oeste del barranco",N/A,,N/A,,,[1.5/70.4],,,,1671,,,,Typed,Isotypus,,,,,,,
0013_B%2010%200185601.jpg,,M. Delavay,N/A,,,,,,,N/A,,,,,N/A,2 avril 1887,,China,,Yunnan,N/A,,Mo-so-yn,Mo-so-yn,N/A,,N/A,,,N/A,,,,1902,,,,Handwritten,no type status,,,,,,,
0014_K000773283.jpg,,B. T. Lowne,N/A,,,,,,,N/A,,,,,N/A,Aug. 9th 1902,,United Kingdom,,Surrey,N/A,,Knapdale Hill,Knapdale Hill,N/A,,N/A,,,N/A,,,,648,,,,Handwritten,no type status,,,,,,,
0015_K001207911.jpg,,G. Hatschbach,N/A,,,,,,,H. M. Pedersen,,,,,N/A,9/9/1976,,Brazil,,Parana,N/A,,Rio Iguacu prox. a barra do Perioto (mun. Guarapuava),Rio Iguacu near the mouth of Perioto,Eva 1m terreno arenoso margens de rio,,N/A,,,N/A,,,,25993,,,,Typed,no type status,,,,,,,
0016_EIG.435.jpg,,I. Kukkonen,N/A,,,,,,,J. Sarvela,,,,,Juniperus procera,8.XI.1982,,Ethiopia,,Oromia,Bale,,Saneti plateau and Mount Batu,Saneti plateau and Mount Batu,"Alpine belt dominated by Festuca schimperiana, Euryops prostrata, Anthemis tigreensis. Steep forested slope of a river canyon. Pastured slope.",,c. 4000-4200 m,,,0655'N; 39940'E,,,,12608,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0017_B%2010%200069251.jpg,,P. Kessler,N/A,,,,,,,P. Kessler,,,,,N/A,Date 21.12.1988,,Malaysia,,Sarawak,1st Division,,Base of Gunung Pueh,Base of Gunung Pueh,Secondary vegetation along road,,Alt. up to 200 m,,,N/A,,,,283,,,,Typed,no type status,,,,,,,
0018_K000931304.jpg,,E. Cordula,C. Melo | M. K. Pinheiro,,,,,,,G. P. Lewis,,,,,N/A,23/VII/2007,,Brazil,,Pernambuco,Mirandiba,,Serra das Umburanas (afloramento rochoso),Serra das Umburanas,Afloramento rochoso | arbustiva caducifolia | área de caatinga | arbustiva estacional decidual | floresta seca,,457 m,,,Lat: 8°12' S Long: 38°32' W,,,,49239,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0019_B%2010%200279821.jpg,,M. Jacobs,N/A,,,,,,,unsure and check,,,,,N/A,Aug. 1,,Malaysia,,Sarawak,N/A,,1st div. N slopes of Mount Penrissen (S. of Kuching) approx. 1°5' N 110°15' E Primary forest on sandstone substratum,North slopes of Mount Penrissen south of Kuching,"In very moist sandstone gorge on rocks. Inflor. sheaths violet, tip olive-greenish; and flowers sordidly pale yellow. Frequent on the spot. Pollinated by small blue-glossy beetles.",,alt. c. 700-900 m,,,1°5' N 110°15' E,,,,5005,,,,Typed,no type status,,,,,,,
0020_E00570050.jpg,,N/A,N/A,,,,,,,N/A,,,,,N/A,23 March 12,,United Kingdom,,Scotland,N/A,,N/A,[precise locality unknown],N/A,,N/A,,,N/A,,,,s.n.,,,,Mix of Handwritten and Typed,Holotype,,,,,,,
0021_K001046329.jpg,,A. P. Duarte,N/A,,,,,,,A. P. Duarte,,,,,N/A,29/9/60,,Brazil,,Rio de Janeiro,N/A,,"Guanabara, ""mangue próximo ao Jóquei Club da Ilha do Governador""","Guanabara, near the Jockey Club of Ilha do Governador",Arbusto e pequenas árvores de flores brancas,,N/A,,,N/A,,,,5121,,,,Typed,no type status,,,,,,,
0022_K000536956.jpg,,J. F. Macbride,N/A,,,,,,,F. A. Michalangeli,,,,,N/A,"Aug. 27-Sept. 1, 1923",,Peru,,Junín,N/A,,Montaña slope,Montaña slope,N/A,,About 4000 feet,,,N/A,,,,5234,,,,Mix of Handwritten and Typed,Isotype,,,,,,,
0023_B%2010%200030420.jpg,,P. J. M. Maas,H. H. Maas | L. Kollmann,,,,,,,P. J. M. Maas,,,,,N/A,16 Feb 1999,,Brazil,,Espirito Santo,Santa Teresa,,Estacao Biologica de Santa Lucia,Estacao Biologica de Santa Lucia,Wet forest on brown sand Vegetation with many Palmae and terrestrial and epiphytic Bromeliaceae,,800 m,,,"19°5'8""S 40°32'W",,,,8833,,,,Typed,Isotype,,,,,,,
0024_B%2010%200375227.jpg,,X. Cornejo,C. Bonifaz,,,,,,,unsure and check,,,,,C. heterophylla | C. scabrida | C. lanceolata | C. crotonoides,"Oct 27, 1997",,Ecuador,,Manabi,Bahia de Caraquez,,"8 Km. Alrededores de Universidad Católica. Bosque seco tropical deciduo, fuertemente intervenido.",8 kilometers around Universidad Católica,"Bosque seco tropical deciduo, fuertemente intervenido.",,30 m,,,-00.45 -80.32,,,,5822,,,,Typed,Isotype,,,,,,,
0025_B%2010%200030508.jpg,,W. Meier,S. Llamozas,,,,,,,N/A,,,,,N/A,16-19 de abril 1993,,Venezuela,,Distrito Federal,N/A,,Cordillera de la Costa entre Fila Maestra y Fila Juan Toro-Brazo Grande,Cordillera de la Costa between Fila Maestra and Fila Juan Toro-Brazo Grande,Bosque nublado primario,,400-500 m.s.n.m.,,,N/A,,,,3685,,,,Typed,Isotype,,,,,,,
0026_K000964719.jpg,,W. Hoehne,N/A,,,,,,,M. Kuhlmann,,,,,N/A,13/03/53,,Brazil,,São Paulo,Cantareira,,Cantareira. São Paulo,Cantareira. São Paulo,N/A,,N/A,,,N/A,,,,10228,,,,Typed,no type status,,,,,,,
0027_BM000934757.jpg,,W. N. Suksdorf,N/A,,,,,,,M. Nee | Tiina Särkinen,,,,,N/A,3. Aug. 1926,,United States,,Washington,Klickitat,,High sandy river-bank at Bingen,High sandy river-bank at Bingen,N/A,,N/A,,,N/A,,,,12045,,,,Typed,no type status,,,,,,,
0028_EIG.5460.jpg,,H. Eggert,N/A,,,,,,,N/A,,,,,N/A,17 May 79,,United States,,Illinois,N/A,,Western Illinois,Western Illinois,N/A,,N/A,,,N/A,,,,s.n.,,,,Handwritten,no type status,,,,,,,
0029_EIG.6763.jpg,,I. Kukkonen,N/A,,,,,,,J. Suvvela,,,,,N/A,13. Sept. 1981,,Australia,,Queensland,N/A,,"Atherton Tableland Lamins Hill, E. of Malanda Patch of rain forest Fern climbing on tree stems","Atherton Tableland Lamins Hill, East of Malanda",Patch of rain forest Fern climbing on tree stems,,N/A,,,N/A,,,,11003,,,,Typed,no type status,,,,,,,
0030_C0095147F.jpg,,W. L. Culberson,N/A,,,,,,,R. J. Salm,,,,,Pinus ponderosa,9.VIII.1996,,United States,,Washington,Spokane,,"In urbe Spokane, loco Riverside State Park. Ad ramunculos fruticis in Pineto (Pinus ponderosa)",Riverside State Park,Ad ramunculos fruticis in Pineto,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0031_C0095120F.jpg,,W. L. Culberson,R. Ornduff,,,,,,,W. L. Culberson,,,,,Zygophyllum,"September 3, 1998",,South Africa,,Western Cape,N/A,,"15km SE of Oudtshoorn, on the road above Blossoms. On twigs of Zygophyllum sp.","15 kilometers southeast of Oudtshoorn, on the road above Blossoms",On twigs of Zygophyllum sp.,,N/A,,,N/A,,,,22493,,,,Typed,no type status,,,,,,,
0032_C0095081F.jpg,,H. Imshaug,K. Ohlsson,,,,,,,N/A,,,,,Anthobryum | Berberis,9 October 1971,,Chile,,Magallanes,N/A,,on low hill near Primera Angostura,on low hill near Primera Angostura,Scattered Anthobryum and Berberis,,N/A,,,"52° 27' S., 69° 36' W.",,,,49793,,,,Typed,no type status,,,,,,,
0033_C0095075F.jpg,,H. A. Imshaug,N/A,,,,,,,unsure and check,,,,,Acer,3 October 1976,,United States,,Michigan,Chippewa,,Along road at Drummond airport Sec. 25 T. 42 N. R. 5 E. 46° 01' N and 83° 44' W.,Along road at Drummond airport,N/A,,N/A,,,46° 01' N and 83° 44' W.,,,,60155,,,,Typed,no type status,,,,,,,
0034_C0090526F.jpg,,H. T. Lumbsch,N/A,,,,,,,unsure and check,,,,,N/A,10.5.1983,,Italy,,South Tyrol,Vinschgau,,E des Ortes,E des Ortes,An Silikatgestein,,N/A,,,N/A,,,,889 0,,,,Typed,no type status,,,,,,,
0035_C0090513F.jpg,,H. A. Imshaug,F. H. Imshaug,,,,,,,N/A,,,,,N/A,21 September 1963,,Trinidad and Tobago,,Tobago,N/A,,"Main Ridge along ""Mt. St. George - Castara Track"" (near Castara)","Main Ridge along ""Mt. St. George - Castara Track"" near Castara",Scattered cultivations in clearings of rain forest,,ca. 1200 ft.,,,N/A,,,,31340,,,,Typed,no type status,,,,,,,
0036_C0090341F.jpg,,T. Feurer,H. Hertel | H. Kilias,,,,,,,unsure and check,,,,,Larix decidua,12.X.1977,,Italy,,South Tyrol,N/A,,"Dolomiten, Rosengarten-Gruppe Purgametsch-Tal (an der Autostraße zwischen Nigerpaß und Tiers), nahe der Abzweigung des Sträßchens ins Tschamin-Tal bei Rungun","Dolomiten, Rosengarten-Gruppe Purgametsch-Tal near the junction of the road into Tschamin-Tal at Rungun",Lichter Lärchen-Bestand auf Almgelände. An der Stammbasis und an leicht geneigten Stämmen von Lärchen (Larix decidua) in Menge.,,1220 m,,,N/A,,,,282,,,,Typed,no type status,,,,,,,
0037_C0090185F.jpg,,H. T. Lumbsch,E. Mietzsch | C.,,,,,,,N/A,,,,,N/A,19.11.1989,,Germany,,Hessen,Wiesbaden,,"TK 25: 5925 Wiesbaden, Dotzheim, Felsen am Weilburger Bach","Dotzheim, Felsen am Weilburger Bach",An Silikatgestein,,N/A,,,N/A,,,,7103 f,,,,Typed,no type status,,,,,,,
0038_C0090150F.jpg,,N. Hladun,H. T. Lumbsch | A. Henssen,,,,,,,N/A,,,,,N/A,1983/05/24,,Spain,,Catalunya,Gerona,,"Les Toruelles, bei Torroella de Fluvia, auf Granitfelsen in Kalkfladmoor","Les Toruelles, near Torroella de Fluvia",auf Granitfelsen in Kalkfladmoor,,N/A,,,N/A,,,,925,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0039_C0090117F.jpg,,H. T. Lumbsch,N/A,,,,,,,unsure and check,,,,,N/A,14.7.1994,,United States,,Arizona,Gila,,San Carlos Lake E exposed slopes above dam just N of Coolidge,San Carlos Lake east exposed slopes above dam just north of Coolidge,On siliceous rocks,,N/A,,,33°11'N 110°32'W,,,,10566 b,,,,Typed,no type status,,,,,,,
0040_C0090105F.jpg,,H. T. Lumbsch,N/A,,,,,,,unsure and check,,,,,N/A,26.08.2001,,Norway,,Sogn og Fjordane,N/A,,Jotunheimen alpine Matten an der Straße 55 zwischen Turtegrö und Hervassbu Auf Silikatgestein,Jotunheimen alpine Matten an der Straße 55 zwischen Turtegrö und Hervassbu,Auf Silikatgestein,,1400 m alt,,,N/A,,,,12159,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0041_C0090059F.jpg,,A. Henssen,N/A,,,,,,,unsure and check,,,,,N/A,29.8.1971,,Switzerland,,Graubünden,N/A,,Albulapaß 2000 m ü.M. auf Dolomit,Albulapaß,auf Dolomit,,2000 m ü.M.,,,N/A,,,,21 931 a,,,,Typed,no type status,,,,,,,
0042_C0089982F.jpg,,H. Mietzsch,N/A,,,,,,,N/A,,,,,N/A,26.8.1989,,Switzerland,,Graubünden,N/A,,Albula-Tal TK 25: 1236 Savognin Straße von Latsch nach Stugl,Albula-Tal TK 25: 1236 Savognin Straße von Latsch nach Stugl,Locker an Gestein,,1600 m alt,,,N/A,,,,6983,,,,Typed,no type status,,,,,,,
0043_C0055249F.jpg,,H. Mietzsch,N/A,,,,,,,unsure and check,,,,,N/A,27.8.1988,,Switzerland,,Graubünden,Unterengadin,,1218 Zernez Marangun Sursass 2150-2300 m alt. Auf Erde.,Marangun Sursass,Auf Erde,,2150-2300 m alt.,,,N/A,,,,6246 c,,,,Typed,no type status,,,,,,,
0044_C0053622F.jpg,,E. M. Wheeler,N/A,,,,,,,R. J. Salm,,,,,Ilex glabra,7 Jan 1989,,United States,,Florida,Polk,,Tiger Creek Preserve just to right of Wakeford Road Entrance,Tiger Creek Preserve just to right of Wakeford Road Entrance,N/A,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0045_C0053240F.jpg,,N/A,N/A,,,,,,,R. J. Salm,,,,,N/A,9.7.90,,Germany,,Rhineland-Palatinate,Eifel,,Nitzptal N 450m,Nitzptal N 450 meters,N/A,,450m,,,N/A,,,,MTB5608,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0046_C0053210F.jpg,,H. T. Lumbsch,E. Mietzsch,,,,,,,R. J. Salm,,,,,N/A,24.5.1987,,Germany,,Rheinland-Pfalz,Mainz-Bingen,,TK 25: 6014 Ingelheim am Rhein Weg von Gau-Algesheim zum Ockenheimer Hörnchen An Mörtel,Weg von Gau-Algesheim zum Ockenheimer Hörnchen,An Mörtel,,N/A,,,N/A,,,,5127 a,,,,Typed,no type status,,,,,,,
0047_C0052970F.jpg,,S. Tucker,N/A,,,,,,,R. J. Salm,,,,,Taxodium,"March 17, 1977",,United States,,Louisiana,St. Tammany,,"Fontainebleau State Park, north shore of Lake Pontchartrain","Fontainebleau State Park, north shore of Lake Pontchartrain",Common on Taxodium,,N/A,,,"30°20'N, 90°03'W",,,,16863,,,,Typed,no type status,,,,,,,
0048_C0052873F.jpg,,H. T. Lumbsch,E. Mietzsch,,,,,,,R. J. Salm,,,,,Populus,24.5.1987,,Germany,,Rheinland-Pfalz,Mainz/Bingen,,Ockenheimer Hörnchen,Ockenheimer Hörnchen,N/A,,N/A,,,N/A,,,,5135 b,,,,Typed,no type status,,,,,,,
0049_C0052862F.jpg,,G. Follmann,N/A,,,,,,,G. Follmann,,,,,Hypogymnia physodes,IV/1985,,Germany,,Rheinland-Pfalz,N/A,,zerstreut in der Oberrinde der Lagerlappen von Hypogymnia physodes (L.) NYL. 450 m NW - SW pH 6.0; Heckengürtel am Südfuß des Schwirzheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel,Heckengürtel am Südfuß des Schwirzheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel,zerstreut in der Oberrinde der Lagerlappen von Hypogymnia physodes (L.) NYL. 450 m NW - SW pH 6.0,,450 m,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0050_C0003693F.jpg,,H. K.,N/A,,,,,,,H. K.,,,,,Cyathea dealbata | C. smithii | Phyllocladus | Podocarpus,5.VII.1968,,New Zealand,,Coromandel Peninsula,N/A,,Kaueranga Valley,Kaueranga Valley,"in Humus unter Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus, etc.",,N/A,,,N/A,,,,68/641,,,,Typed,Typus,,,,,,,
0051_C0004429F.jpg,,R. Singer,N/A,,,,,,,R. Singer,,,,,N/A,14 V 1973,,Ecuador,,Napo,N/A,,Lago Agrio,Lago Agrio,Ad terram in hylaea,,N/A,,,N/A,,,,B 7463,,,,Typed,Typus,,,,,,,
0052_C0004430F.jpg,,R. Singer,N/A,,,,,,,N/A,,,,,Sphagnum | Rubus geoides,23 II 1988,,Argentina,,Tierra del Fuego,Ushuaia,,ya. road Ushuaia-Lago Fagnano SW of highest point,ya road Ushuaia-Lago Fagnano southwest of highest point,Gregarious in bog margin,,N/A,,,N/A,,,,M10517,,,,Typed,Holotype,,,,,,,
0053_C0209265F_3143.jpg,,P. Ponce de Leon,N/A,,,,,,,N/A,,,,,Vaccinium spp.,"September 21,1978",,United States,,Alaska,N/A,,"At or above timberline, windswept slopes of mountains about 20-30 miles north of Mt. McKinley","At or above timberline, windswept slopes of mountains about 20-30 miles north of Mt. McKinley","with mosses, lichens, Vaccinium spp. and other Ericads",,N/A,,,N/A,,,,296,,,,Typed,no type status,,,,,,,
0054_C0225578F_7209.jpg,,P. Ponce de Leon,N/A,,,,,,,N/A,,,,,Vaccinium,"September 21, 1978",,United States,,Alaska,N/A,,"At or above timberline, windswept slopes of mountains 20-30 miles north of Mt. McKinley",20 to 30 miles north of Mount McKinley,Cream color. On high slopes above timberline. With mosses. lichens. Vaccinium spp. and other Ericads.,,N/A,,,N/A,,,,303,,,,Typed,no type status,,,,,,,
0055_C0227005F.jpg,,P. Ponce de Leon,N/A,,,,,,,unsure and check,,,,,Alnus | Albie | Betula | Prunus,"September 20, 1978",,United States,,Alaska,N/A,,Boggy area south of Yukon just below the Chatanika River about 25 miles north of Fairbanks Alaska,Boggy area south of Yukon just below the Chatanika River about 25 miles north of Fairbanks,With grasses in very sandy soil in disturbed opening in boggy forest In hummocks composed of grasses lichens mosses and Ericads,,N/A,,,N/A,,,,267,,,,Typed,no type status,,,,,,,
0056_C0237407F_12659.jpg,,Chr. King,N/A,,,,,,,N/A,,,,,N/A,1988,,New Zealand,,South Island,N/A,,"NEW ZEALAND, South Island",[precise locality unknown],N/A,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0057_C0264367F.jpg,,W. G. Bramley,N/A,,,,,,,T. Petch,,,,,Crataegus,10 Jan. 1938,,United Kingdom,,Yorkshire,N/A,,Bolton Percy,Bolton Percy,N/A,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0058_C0272218F_%201.jpg,,H. E. Parks,J. P. Tracy,,,,,,,N/A,,,,,Arbutus menziesii,"Sept. 15, 1930",,United States,,California,Humboldt,,"Kneeland, Bald Hills, Humboldt County",Bald Hills,Seriously affecting the young shoots,,N/A,,,N/A,,,,238,,,,Typed,no type status,,,,,,,
0059_C0272225F_%201.jpg,,H. E. Parks,J. P. Tracy,,,,,,,N/A,,,,,Vaccinium ovatum,"June 3, 1934",,United States,,California,Humboldt,,Trinidad,Trinidad,N/A,,N/A,,,N/A,,,,13207,,,,Typed,no type status,,,,,,,
0060_C0272229F_%201.jpg,,L. Bonar,N/A,,,,,,,N/A,,,,,Arctostaphylos patula,21 August 1954,,United States,,California,Shasta,,Manzanita Lake Lassen National Park Shasta County,Manzanita Lake Lassen National Park,N/A,,N/A,,,N/A,,,,890,,,,Typed,no type status,,,,,,,
0061_C0272257F.jpg,,H. Sydow,P. Sydow,,,,,,,unsure and check,,,,,Holcus lanatus,14. 8. 1903.,,Germany,,Sachsen,N/A,,"am ""Grossen Winterberge"" Zwiesel bei Schmilka","am ""Grossen Winterberge"" Zwiesel bei Schmilka",Auf Blättern von Holcus lanatus,,N/A,,,N/A,,,,67,,,,Typed,no type status,,,,,,,
0062_C0272323F.jpg,,O. Mattirolo,G. Lagerheim,,,,,,,unsure and check,,,,,N/A,27/9 1895,,Italy,,Como,N/A,,in ovariis Moliniæ coeruleæ,in ovariis Moliniæ coeruleæ,N/A,,N/A,,,N/A,,,,876,,,,Typed,no type status,,,,,,,
0063_C0272329F.jpg,,R. W. Pohl,G. Davidse,,,,,,,unsure and check,,,,,N/A,25 September 1968,,Costa Rica,,Puntarenas,N/A,,5 KM NW of the Carretera Interamericana in Boruca area,5 kilometers northwest of the Carretera Interamericana in Boruca area,Carpeting the ground at the margin of forest and savanna,,elev. 450 m,,,N/A,,,,11146,,,,Typed,no type status,,,,,,,
0064_C0272400F.jpg,,E. W. D. Holway,N/A,,,,,,,F. Bartholomew,,,,,Streptopus roseus,"Aug. 8, 1901",,Canada,,British Columbia,N/A,,"Glacier, Brit. Columbia",Glacier,N/A,,N/A,,,N/A,,,,1789,,,,Typed,no type status,,,,,,,
0065_C0272404F.jpg,,F. Bubak,N/A,,,,,,,N/A,,,,,Anemones nemorosae,m. Majo,,Czech Republic,,Bohemia,N/A,,ad folia viva Anemones nemorosae ad Podebrad,Podebrad,N/A,,N/A,,,N/A,,,,3239,,,,Typed,no type status,,,,,,,
0066_C0275073F.jpg,,P. C. Standley,N/A,,,,,,,G. B. Cummins,,,,,Vitis tiliifolia,"JAN. 9, 1941",,Guatemala,,Huehuetenango,N/A,,"Near crossing of Río San Juan Ixtán, east of San Rafael Pétzal, alt. about 1730 m.","Near crossing of Río San Juan Ixtán, east of San Rafael Pétzal",N/A,,alt. about 1730 m.,,,N/A,,,,82917,,,,Typed,no type status,,,,,,,
0067_C0275088F.jpg,,P. C. Standley,N/A,,,,,,,G. B. Cummins,,,,,Rubus eriocarpus,"FEB. 5, 1941",,Guatemala,,Quezaltenango,N/A,,"Oak-pine forest, above Los Vahos, Cerro Quemado","Oak-pine forest, above Los Vahos, Cerro Quemado",Oak-pine forest,,alt. 2900-3000 m,,,N/A,,,,86140,,,,Typed,no type status,,,,,,,
0068_C0291873F.jpg,,E. W. D. Holway,N/A,,,,,,,E. B. Mains,,,,,Phyllanthus sp.,"Jan. 27, 1915",,Guatemala,,Solola,N/A,,"Solola, Guatemala",Solola,N/A,,N/A,,,N/A,,,,27,,,,Typed,no type status,,,,,,,
