associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,A. Touw,Papua New Guinea,Morobe District,N/A,D. H. Vitt,Macromitrium incurvifolium,In fork of Plumeria tree in garden,N/A,1975-03-09,N/A, Mix of Handwritten and Typed,1142151,, Lae,N/A,no type status,A. Touw,N/A,N/A,Alt: c. 20 m.,Dat: 9-3-1975,Macromitrium incurvifolium (Hook. & Grev.) Schwaegr.,"Papua New Guinea, Morobe Distr., Lae. In fork of Plumeria tree in garden."
N/A,A. Touw,Papua New Guinea,West Sepik,Wet forest on slope above Ok Din river W of Busilmin; on trees along Ok Din River,D. H. Vitt,Macromitrium longicaule, Wet forest on slope above Ok Din River West of Busilmin; on trees along Ok Din River,N/A,1975-05-20,N/A,Typed,1141855,18543,Star Mts,N/A,no type status,A. Touw, c. 5°51'S 141°05'E,N/A,Alt: c. 1500 - 1550 m.,Dat 20.5.1975,Macromitrium longicaule C. Müll. Det: D.H. Vitt,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5°51'S 141°05'E, Busilmin. Wet forest on slope above Ok Din river W of Busilmin; on trees along Ok Din River."
N/A,A. Touw,Papua New Guinea,West Sepik,on stems and branches of trees and shrubs in summit scrub,D. H. Vitt,Macromitrium macrosporum," c. 5°14'05""E NE summit of Mt Capella",N/A,1975-05-08,N/A,Typed,1142194,17369,Star Mountains,N/A,no type status,A. Touw,N/A,N/A,c. 3900 m.,8. 5. 1975,Macromitrium macrosporum Broth.,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5°14'05""E NE summit of Mt. Capella"
N/A,A. Town,Papua New Guinea,West Sepik,on trees and shrubs,D. H. Vitt,Macromitrium macrosporum, Mt Capella Base Camp Limestone ridge near camp  4 - 5 meter high stunted forest on ridge,N/A,1975-04-17,N/A,Handwritten,1142178,16376,Star Mountains,N/A,no type status,N/A,c. 5° S141°05'E,N/A,Alt: c 3600 m,Dat: 17.4.1975,Macromitrium macrosporum Broth,Papua New Guinea West Sepik Distr Star Mts c 5° S141°05'E Mt Capella Base Camp Limestone ridge near camp c 4 - 5 m high stunted forest on ridge
N/A,D. H. Vitt,Papua New Guinea,West Sepik,Summit of ridge between Mt Capella Base Camp and Mt Capella ridge; on isolated tree,D. H. Vitt,Macromitrium macrosporum,NE Summit of Mt Capella,N/A,1975-05-08,N/A,Typed,1142156,17312,N/A,N/A,no type status,D. H. Vitt,c. 5°51'S/141°05'E,N/A,Alt: c. 3650 m,Dat: 8. 5. 1975,Macromitrium macrosporum Broth. det: D.H. Vitt,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5°51'S/141°05'E NE Summit of Mt. Capella."
N/A,D. H. Vitt,Papua New Guinea,West Sepik,forest remnant in deep chasm near the summit on soaking wet bark of trees,N/A,Macromitrium macrosporum,"Star Mountains, Mount Capella Northeast summit",N/A,1975-04-19,N/A,Typed,1142175,16420,N/A,N/A,No type status,D. H. Vitt,c. 5°S 141°05'E,N/A,c. 3900 m.,19. 4. 1975,Macromitrium macrosporum Broth.,"Papua New Guinea, West Sepik Distr, Star Mts, c. 5°S 141°05'E, Mt. Capella NE summit"
N/A,A. Touw,Papua New Guinea,West Sepik,open sub-alpine scrub. At base of limestone rock faces. Very abundant.,D. H. Vitt,Macromitrium macrosporum,"Near Mount Capella Base Camp, along trail to Tamanagabip",N/A,1975-05-05,N/A, Mix of Handwritten and Typed,1141880,17205,N/A,N/A,No type status,A. Touw No,c. 5' S 141' 05'E,N/A,c. 3450 m,5. 5. 1975,Macromitrium macrosporum Broth.  Det: D.H. Vitt,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5' S 141' 05'E Near Mt. Capella Base Camp, along trail to Tamanagabip"
N/A,D. H. Vitt,Papua New Guinea,West Sepik,Pendulous from heavy tree branches and slanting trunks,D. H. Vitt,Macromitrium megalocladon,Upper montane forest between Folongonom and Artis' Camp,N/A,1975-05-14,N/A,Mix of Handwritten and Typed,1142187,18046,Star Mts,N/A,no type status,N/A,N/A,N/A,c. 2500 - 2600 m,14.5.1975,Macromitrium megalocladon Fleisch. Det: D.H. Vitt,"c. 5° 51' 05"" E Upper montane forest between Folongonom and Artis' Camp"
N/A,D. H. Vitt,Papua New Guinea,West Sepik,on vertical face of moss covered limestone boulder at edge of kuni,D. H. Vitt,Macromitrium megalocladon,Small kuni (grassfield) southwest of Mount Capella Base Camp,N/A,1975-04-21,Star Mts,Mix of Handwritten and Typed,1142432,16555,N/A,N/A,no type status,D. H. Vitt,c. 5°S 141°05'E,N/A,Alt.: c. 3400 m.,Dat.: 21. 4. 1975,Macromitrium megalocladon Fleisch. det. D. H. Vitt,Papua New Guinea West Sepik Distr. (Star Mts.) c. 5°S 141°05'E Small kuni (grassfield) SW of Mt. Capella Base Camp
N/A,D. H. Vitt,Papua New Guinea,West Sepik,"Terrestrial in open shrubbery on ridge. Dense moss vegetation covering soil, rocks, and the lower portion of shrubs. Dominant.",Fleisch,Macromitrium megalocladon,Ridge above Camp 2 Tel Basin,N/A,1975-04-07,Star Mountains,Typed,1142300,15768,N/A,N/A,no type status,D.H. Vitt," c. 5° 51' 05""E",N/A,Alt: c. 3350 m.,Dat: 7.4. 1975,Macromitrium megalocladon Fleisch.,"Papua New Guinea. West Sepik Distr. Star Mts. c. 5° 51' 05""E - Tel Basin; Ridge above Camp 2."
N/A,S. Hattori,Japan,Kiusiu,"rupicola, photophila, ca. 50 m.",A. Noguchi,Macromitrium incurvum,"Minaminaka, Obi, ",N/A,1946-08-00,Minaminaka,Typed,C0288586F,s.n.,Miyazaki,N/A,no type status,S. Hattori,N/A, N/A,ca. 50 m.,VIII. 1946.,20. Macromitrium incurvum (Lindb.) Par.,"KIUSHIU, Miyazaki, Minaminaka, Obi, rupicola, photophila, ca. 50 m."
N/A,K. Mayebara,Japan,Kumamoto,N/A,A. Noguchi,Macrotrium incurvum,"On exposed rocks, 60 m above sea, Yoshio",N/A,1951-12-25,Yoshio,Typed,C0268556F,1043529,N/A,N/A,no type status,K. Mayebara,N/A,N/A,60 m above sea,"December 25, 1951",Macrotrium incurvum (Lindb) Par,"On exposed rocks, 60 m above sea, Yoshio, Kumamoto Prefecture"
N/A,K. Mayebara,Japan,Kumamoto,N/A,A. Noguchi,Macromitrium gymnostomum,"On rocks approximately 100 meters above sea, Koonose",N/A,1952-02-11, Koonose,Typed,1043490,s.n., N/A,N/A,no type status,"Coll: K. Mayebara,",N/A,1952,"ca. 100m. above sea,","February 11, 1952",430. Macromitrium gymnostomum Sull. et Lesq.,"On rocks, ca. 100m. above sea, Koonose, Kumamoto Prefecture"
N/A,K. Mayebara,Japan,Kumamoto,N/A,A. Noguchi,Macromitrium gymnostomum,On rocks approximately 100 meters altitude Hitoyoshi,N/A,1952-03-00,Hitoyoshi,Typed,1043493| C0268572F,s.n., County,N/A,No type status,K. Mayebara,N/A,N/A,ca. 100m.,March 1952,Macromitrium gymnostomum Sull. et Lesq.,"On rocks, ca. 100m. alt., Hitoyoshi, Kumamoto County"
N/A,H. Chung,China,Fukien,"On rock, altitude 500 m.",Thériot,Macromitrium gymnostomum,Kushan near Foochow,N/A,1925-08-00,Foochow,Typed,1122631 | C0268574F,B.206,N/A,N/A,no type status,H. H. CHUNG,N/A,N/A,500 m,"August, 1925",Macromitrium gymnostomum S.& L. Det. Thériot.,Kushan near Foochow
N/A,H. Chung,China,Fukien,On rock in bamboo forest,Theriot,Macromitrium gymnostomum,"On rock in bamboo forest, Chuanchow",N/A,1925-05-02,Chuanchow,Typed,1123721 | C0268575F,B.20,N/A,N/A,no type status,H. H. CHUNG,N/A,N/A,N/A,"May 2, 1925",Macromitrium gymnostomum Sull,"On rock in bamboo forest, CHUANCHOW"
N/A,T. Koponen,Papua New Guinea,Morobe Prov,Rather open montane forest with dominating Pandanus trees,D. H. Vitt,Macromitrium longicaule,5 km S of Teptep airstrip Rather open montane forest with dominating Pandanus trees 1 km S of Lake Wamba on stump,N/A,1981-07-23,N/A,Mix of Handwritten and Typed,1142665,33590,N/A,N/A,no type status,Timo Koponen,"6°01'S, 146°33'E",1989,2400 m,23 July 1981,Macromitrium longicaule C Muell,"PAPUA NEW GUINEA Morobe Prov: Lake Wamba 5 km S of Teptep airstrip Rather open montane forest with dominating Pandanus trees 1 km S of lake, alt 2400 m, 6°01'S, 146°33'E, on stump"
N/A,N/A,China,FUKIEN PROVINCE,On shady rocks or bark.,N/A,Macromitrium japonicum," Namputo, Amoy",N/A,1925-03-00,Amoy,Typed,0268581F,B.4.,N/A,N/A,no type status,EX FARLOW HERBARIUM,N/A,N/A,N/A,"March, 1925","Macromitrium japonicum (Dz. & Mk.) C.M. Syn. "" incurvum","Namputo, Amoy"
N/A,T. Koponen,Papua New Guinea,Morobe Prov,on bush,D. H. Vitt,Macromitrium macrosporum,2.5 kilometers South of Mount Gwam Open alpine grassland and subalpine forest at  Kenzorgh East of Mount Enggum,N/A,1981-07-09,N/A,Handwritten,1142666|#32571|C0265856F,s.n.,N/A,N/A,no type status,Timo Koponen,"6°21'S, 147°07'E",Det: Dale H Vitt 1989,3550 m,9 July 1981,Macromitrium macrosporum Broth,"PAPUA NEW GUINEA Morobe Prov: Mt Sarawaket Southern Range 2.5 km S of Mt Gwam Open alpine grassland and ""subalpine"" forest at l.  Kenzorgh E of Mt Enggum, alt 3550 m, 6°21'S, 147°07'E on bush"
N/A,M. Mizutani,Japan,RYUKYU,"1–10 m alt., on tree trunk",Z. Iwatsuki,Macromitrium gymnostomum,"Isl Iriomote, Sonai, on tree trunk",N/A,1975-01-23,N/A,Handwritten,1049048,s.n.,N/A,I. Yoshimura,no type status,"M.Mizutani and I. Yoshimura, Jan.",N/A,N/A,1–10 m,23. 1. 1975.,Macromitrium gymnostomum Sull. et Lesq.,"RYUKYU: Isl. Iriomote, Sonai, 1–10 m alt., on tree trunk."
N/A,K. Sakurai,Japan,Honshu,N/A,N/A,Macromitrium incurvum,"near the entrance of Kobutoke river, rocks, strainer. light-loving",N/A,1932-10-00, Kobutoke,Typed,1356480,s.n.,Musashi,N/A,no type status,et K. Sakurai,N/A,N/A,N/A,X. 1932,Macromitrium incurvum (Lindb.) Paris,"prope fauces d. Kobutoke, rupi, cola. photophila,"
N/A,K. Saito,Japan,Kagoshima,N/A,A. Noguchi,Macromitrium gymnostomum,"Sumiyo-mura, Isl Amami-oshima, on rock;",N/A,1970-04-03, Amami-oshima,Mix of Handwritten and Typed,N/A,1051109, Pref,N/A,no type status,K. Saito,N/A,N/A,about 120 m,"April 3, 1970",639. Macromitrium gymnostomum SULL. & LESQ. Proc. Am. Ac. Arts. Sci. 4: 278 (1958),"JAPAN: Sumiyo-mura, Isl. Amami-ohshima, Kagoshima Pref. On rock; elevation about 120 m."
N/A,V. Allorge,Portugal,Azores,N/A,N/A,Pogonatum urnigerum,talus découvert Salto do Cavalo vers 700 meters S MIGUEL,N/A,1937-06-14, N/A,Typed,1181624,135,N/A,P. Allorge,no type status,V et P Allorge,N/A,N/A,700 m,14.VI.1937,Pogonatum urnigerum (Hedw) P.B.,talus découvert Salto do Cavalo vers 700 m. S.MIGUEL
N/A,M. Lewis,Bolivia,LA PAZ,Super humid Ceja de Montaña forests following ravines. In small rill in dripping area of small waterfall.,N/A,Philonotis,"Between 5-6 kilometers South of Tacacoma along road to Quiabaya, 16-17 kilometers North of Sorata",N/A,1983-01-20,N/A,Mix of Handwritten and Typed,C0341037F,1100485,LARECAJA,N/A,no type status,Marko Lewis 83-224,"15°36'S, 68°39'W",N/A,ca. 3550 m.,20 Jan 1983,Philonotis,"Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata"
N/A,M. Lewis,Bolivia,DEPTO LA PAZ,Eroding bank,Crum,Philonolis fide,Along road 1 mile from Sorata towards Achacachi,N/A,1979-03-29,N/A,Typed,79-1314,1078795,PROV LARECAJA,N/A,no type status,"Marko Lewis, no","15° 45' S, 68° 42' W",N/A,2740 m,29 March 1979,Philonolis fide Crum,Along road 1 mi from Sorata towards Achacachi
N/A,M. Lewis,Bolivia,COCHABAMBA,"On stones and banks of seepy creek in cloud forest ravine, with tree ferns.",N/A,Philonotis,"Slope of Cerro Khachi, North of Corani",N/A,1979-06-01, N/A,Mix of Handwritten and Typed,1078769 | 1316538,79-2315, CHAPARÉ,N/A,no type status,Marko Lewis,17° 11' S; 65° 54' W,N/A,3030 m,1 June 1979,Philonotis,"DEPTO. COCHABAMBA, PROV. CHAPARÉ: Slope of Cerro Khachi, N. of Corani, 3030 m. 17° 11' S; 65° 54' W."
N/A,W. A. Brook,Bolivia,N/A,N/A,N/A,N/A,UNDUAVI,N/A,1950-10-13,N/A,Typed,1013011,6867,N/A,N/A,no type status,Collector: Miss W. A. BROOK,N/A,N/A,10000 ft.,13 Oct. 1950,N/A,UNDUAVI
N/A,W. M. A. Brooke,Bolivia,N/A,N/A,N/A,Philanthus,UNDUAVI 10000 feet,N/A,1950-10-13,N/A,Typed,5013012,6865,N/A,N/A,no type status,Collector: Miss W. M. A. BROOKE,N/A,N/A,10000 ft,13 Oct. 1950,Philanthus,UNDUAVI 10000 ft.
N/A,M. Lewis,Bolivia,COCHABAMBA,"On stones and banks of seepy creek in cloud forest ravine, with tree ferns",N/A,PHILONOTIS,"Slope of Cerro Khachi, North of Corani On stones and banks of seepy creek in cloud forest ravine, with tree ferns",N/A,1979-06-01,N/A,Handwritten,1050327,79-2315, CHAPARÉ,N/A,no type status,Marko Lewis,"17° 11' S, 65° 54' W",N/A,3030 m,1 June 1979,PHILONOTIS,"DEPTO COCHABAMBA, PROV CHAPARÉ Slope of Cerro Khachi, N of Corani, 3030 m 17° 11' S, 65° 54' W On stones and banks of seepy creek in cloud forest ravine, with tree ferns"
N/A,E. Hegewald,Peru,Amazonas,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach",E. Hegewald,Philonotis sphaerocarpa, Las Palmas between Balsas and Leimebamba,N/A,1973-08-31,N/A, Mix of Handwritten and Typed,1061647, Nr. 6989,Chachapoyas,P. Hegewald, no type status,Leg: E. Hegewald | P+E. Hegewald,N/A,N/A,±5000 m,31.8.1973,Philonotis sphaerocarpa (Hedw.) Brid.,Las Palmas zw. Balsas u. Leimebamba
N/A,F. Bowers,Mexico,BAJA CALIFORNIA SUR,N/A,A. J. Sharp,Braunia secunda,"Oak-pine and grassland with dry and flowing streams at Sierra de Laguna, 15 miles east of Todos Santos On boulder, meso, open valley",N/A,1973-12-25,Todos Santos,Typed,1045263 | C0341152F,5166,N/A,C. Delgadillo | P. Somers,no type status,"Frank D. Bowers, Jr., Claudio Delgadillo M. & Paul Somers, Jr.",N/A,N/A,ca. 6300 ft.,25 December 1973,Braunia secunda (Hook.) B.S.G. det. A. J. Sharp,"TERR. BAJA CALIFORNIA SUR : Oak-pine and grassland with dry and flowing streams at Sierra de Laguna, 15 miles east of Todos Santos. On boulder, meso, open valley"
N/A,A. J. Sharp,Mexico,Oaxaca,"Partial shade, moist, road side cliff",A. J. Sharp,Braunia secunda,"Near El Punto on Highway 175,  ",N/A,1973-06-23,N/A,Mix of Handwritten and Typed,1045248 | C0341164F,2281,N/A,E. B. Sharp | K. H. Thornburgh | E. C. Clebsch,no type status,"A.J. and E.B. Sharp, K.H. Thornburgh, E.C. Clebsch",N/A,1992,1625 m,"June 23, 1973",Braunia secunda (Hook.) B.S.G.,"Near El Punto on Hwy. 175, Oaxaca, México.  _1625_ m."
N/A,A. J. Sharp,Mexico,Jalisco,"Partial shade, moist, vert. surface of boulder",A. J. Sharp,Braunia secunda,"El Mirador on Highway 80, 9 miles above San Martín hidalgo",N/A,1973-07-04,N/A,Handwritten,1045251,2736,N/A,E. B. Sharp | E. C. Clebsch | K. R. Thornburgh,no type status,"A.J. and E.B. Sharp, E.C. Clebsch, K.R. Thornburgh",N/A,1992,± 1750 m,"July 4, 1973",Braunia secunda (Hook.) B.S.G.,"El Mirador on Hwy. 80, 9 mi. above San Martín hidalgo, Jalisco; Mexico.  ± 1750 m."
N/A,C. G. Pringle,Mexico,Jalisco,N/A,Cardot,Braunia andrieuxii,On rocks near Guadalajara,N/A,1908-09-30,Guadalajara,Typed,1172142 | C0341179F,10619,N/A,N/A,no type status,C G PRINGLE,N/A,N/A,"5,000 ft","30, Sept, 1908",Braunia andrieuxii Lor,"On rocks near Guadalajara, 5,000 ft"
N/A,C. Pringle,Mexico,HIDALGO,N/A,Efrain De Luna,Braunia andrieuxii,Cuyamaloya,N/A,1908-09-17,N/A,Typed,1045265 | C0341180F,10627,N/A,N/A,no type status,C G PRINGLE,N/A,1992,N/A,"17 Sept., 1908","Braunia plicata, Mitt, var. canescens, Card. n. var.",Cuyamaloya.
N/A,E. Eggers,Mexico,Veracruz,kiefern-Eichenw,Efrain De Luna,Braunia secunda,[precise locality unknown],N/A,N/A,Jalapa,Typed,1031423,2379,Sierra Madre,E. Frahm,no type status,LEG EGGERS & FRAHM,N/A,1992,2300 m,s.d.,Braunia secunda (Hook) B.S.G,"MEXICO: EDU. VERACRUZ: SIERRA MADRE AN DER STR. F55 Zw. PEROTE + JALAPA, kiefern-Eichenw. 2300 m"
N/A,F. D. Bowers,Mexico,DURANGO,Oak-pine forest with Madrono,A. J. Sharp,Braunia secunda,"along Highway 10 about 9 miles west of La Ciudad. On boulder, partial shade, meso., ridge.",N/A,1973-12-30,La Ciudad,Handwritten,1036945,5067,N/A,C. Delgadillo M. | P. Somers,no type status,"Coll: Frank D. Bowers, Claudio Delgadillo M., and Paul Somers, Jr.",N/A,unsure and check,8650 ft,30 December 1973,Braunia secunda (Hook.) B.S.G.,"DURANGO: Oak-pine forest with Madrono along Highway 10 about 9 miles west of La Ciudad. On boulder, partial shade, meso., ridge. Alt. 8650 ft"
N/A,A. J. Sharp,Mexico,Distrito Federal (México D.F.),N/A,Efrain De Luna,Braunia secunda,"Siliceous boulder in Río, above Contreras",N/A,1941-07-23,N/A,Typed,1045239,1145,N/A,N/A,no type status,COLLECTED BY: A. J. SHARP,N/A,1992,N/A,"July 23, 1941",Braunia secunda (Hook.) Bruch & Schimp.,"Siliceous boulder in Río, above Contreras, D.F., MEXICO."
N/A,A. Sharp,Mexico,Chiapas,"Partial shade, moist, trail side bank",F. Bowers,Braunia squarrulosa,"trail side bank Yerba Buena, Pueblo Nuevo, about 55 kilometers northeast of Tuxtla-Gutierrez",N/A,1972-12-19,N/A,Typed,1045274,42447,N/A,F. Bowers | D. Smith | R. Hattaway | P. Somers,no type status,"A.J. Sharp, F.D. Bowers, D.K. Smith, R.A. Hattaway, Paul Somers, Jr.",N/A,N/A,+ 6800 ft,"Dec. 19, 1972",Braunia squarrulosa (Hampe) Broth.,"Partial shade, moist, trail side bank. Yerba Buena, Pueblo Nuevo, (about 55 km. northeast of Tuxtla-Gutierrez), Chiapas,  + 6800 ft."
N/A,F. Hermann,Mexico,Chiapas,oak-pine woods,Efrain De Luna,Braunia squarrulosa,"On oak trunk in oak-pine woods, 15 miles Southeast of San Cristobal de las Casas",N/A,1975-02-09,N/A,Mix of Handwritten and Typed,26429,1052129,N/A,N/A,no type status,F. J. Hermann 26429,N/A,1992,6800 ft,"Feb.9, 1975",Braunia squarrulosa (Hampe) Broth.,"On oak trunk in oak-pine woods, alt. 6800 ft., 15 mi. S.E. of San Cristobal de las Casas."
N/A,A. J. Sharp,Mexico,Oaxaca,"Dry, full shade, oak branch. Oak-pine woods",Efrain De Luna,Braunia squarrulosa,Roadside near San Pablo Ayutla about 70 kilometers east of Oaxaca,N/A,1972-12-23,San Pablo Ayutla,Typed,1045269,2980-a,N/A,F. D. Bowers | D. K. Smith | R. A. Hattaway | Paul Somers,no type status,"A.J. Sharp, F.D. Bowers, D.K. Smith, R.A. Hattaway, Paul Somers, Jr.",N/A,1992,+6000 ft,"Dec. 23, 1972",Braunia squarrulosa (Hampe) Broth.,Roadside near San Pablo Ayutla. (about 70 km. east of  Oaxaca.)
N/A,H. A. Crum,Mexico,Jalisco,"On dead limb, fallen. Oak forest.",Efrain De Luna,Braunia squarrulosa,Slopes of La Ferreria above Masantián,N/A,1949-07-23,N/A,Typed,1089541 | C0341234F,917,N/A,N/A,no type status,Howard A. Crum,N/A,1992,7300 feet.,23 July 1949,Braunia squarrulosa (Hampe) C. Muell.,"Slopes of La Ferreria, above Masantián."
N/A,C. G. Pringle,Mexico,FEDERAL DISTRICT,N/A,Efrain De Luna,Braunia squarrulosa,"Base of trees, Cima",N/A,1908-07-17,N/A,Typed,1172449 | C0341237F,10550,N/A,N/A,no type status,"C. G. PRINGLE,",N/A,1992,"10,000 ft","17, July, 1908",Braunia squarrulosa (Hampe) C. Muell,"Base of trees, Cima, 10,000 ft."
N/A,E. Eggers,Mexico,Chiapas,EICHEN-KIE FERNWALD,Efrain De Luna,Braunia squarrulosa,KM 100 AN DER STR OCOSINGO-SAN CRISTUBAL,N/A,1979-05-10,N/A,Mix of Handwritten and Typed,1031467,2250,N/A,K. Frahm,no type status,LEG EGGERS & FRAHM,N/A,1992,2250 msm,10. 5. 79(29),Braunia squarrulosa (Hamp) Broth.,"MEXICO:EDO. CHIAPAS, KM 100 AN DER STR. OCOSINGO-SAN CRISTUBAL"
N/A,E. Eggers,Mexico,Chiapas,EICHEN-KIEFERWALD,Efrain De Luna,Braunia squarrulosa,100 kilometers from Ocosingo-San Cristobal Road,N/A,1979-03-10,N/A,Mix of Handwritten and Typed,1031495,10.379(29),N/A,H. Frahm,no type status,LEG EGGERS & FRAHM,N/A,1992,2250 MSM.,10.3.79,Braunia squarrulosa (Hampe) C. Muell.,"MEXICO: EDO. CHIAPAS, KM 100 AN DER STR. OCOSINGO-SAN CRISTOBAL"
N/A,F. J. Hermann,Mexico,Chiapas,On oak trunk in oak-pine woods,A. J. Sharp,Braunia squarrulosa,"On oak trunk in oak-pine woods along Route 190, 15 miles southeast.",N/A,1975-02-09,SAN CRISTOBAL DE LAS CASAS,Mix of Handwritten and Typed,1045277,26429,N/A,N/A,no type status,F J Hermann,N/A,N/A,6800 ft,"February 9, 1975",Braunia squarrulosa (Hampe) Broth. c.fr.  verif. A.J.Sharp Dupl.,"On oak trunk in oak-pine woods along Route 190, alt. 6800 ft., 15 miles SE."
N/A,D. Griffin,Costa Rica,N/A,"En roca seca, a pleno sol",Dana Griffin III,Braunia squarrulosa,"Valle de Copey, ca. 30 kms al sur de Cartago Bosque primario montano bajo muy humedo y potreros ",N/A,1979-02-04,N/A,Typed,1029423,"2,000",Cartago,M. I. Morales,no type status,"Dana Griffin, y Maria Isabel Morales",N/A,N/A,"2,000 m",4 Feb 1979,Braunia squarrulosa (Hampe) C. Muell,"PROV. SAN JOSE: Valle de Copey, ca. 30 kms al sur de Cartago. Bosque primario montano bajo muy humedo y potreros."
