associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,A. Touw,Papua New Guinea,Morobe,[precise locality unknown],D. H. Vitt,Macromitrium incurvifolium,In fork of Plumeria tree in garden.,N/A,1975-03-09,Lae,Typed,1142151,14660,N/A,N/A,no type status,A. Touw,N/A,s.d.,c. 20 m.,9-3-1975,Macromitrium incurvifolium (Hook. & Grev.) Schwagr.,"Papua New Guinea, Morobe Distr., Lae. In fork of Plumeria tree in garden."
N/A,A. Touw,Papua New Guinea,West Sepik,N/A,D. H. Vitt,Macromitrium longicaule,Star Mountains on slope above Ok Din River west of Busilmin; on trees along Ok Din River,N/A,1975-05-20,Busilmin,Typed,No: 1141855,18543,N/A,N/A,no type status,A. Touw,c. 5°11'S/141°07'E,N/A,1500 - 1550 m.,20.V.1975,Macromitrium longicaule C. Müll.,"c. 5°11'S/141°07'E Busilmin Dist., Star Mts. on slope above Ok Din river W of Busilmin; on trees along Ok Din River."
N/A,A. Town,Papua New Guinea,West Sepik,Summit scrub,D. H. Vitt,Macromitrium macrosporum,Summit of Mt. Capella; on stems and branches of trees and shrubs,N/A,1975-05-08,N/A,Typed,1142194,17369,N/A,N/A,no type status,A. Town,c. 5°14' N/141°E,N/A,3900 m.,8.5.1975,Macromitrium macrosporum Broth.,"c. 5°14' N/141°E, New Guinea, West Sepik Distr., Star Mts., Papua New Guinea. Summit of Mt. Capella; on stems and branches of trees and shrubs in summit scrub."
N/A,A. Touw,Papua New Guinea,East Sepik,On trees and shrubs in high stunted forest on ridge,D. H. Vitt,Macromitrium macrosporum,"approximately 5 miles northeast Weimea, WeWiak Bilbil, Star Mountains, Limestone ridge near camp",N/A,1975-04-17,N/A,Typed,1142178,16376,N/A,N/A,no type status,A. Touw,N/A,N/A,c. 3600 m.,17.4.1975,Macromitrium macrosporum Broth.,"c. 5 mi NE Weimea, WeWiak Bilbil, Star Mts., Limestone ridge near camp; c. 4-5 m. high stunted forest on ridge. On trees and shrubs."
N/A,A. Tow,Papua New Guinea,Northeast New Guinea,N/A,D. H. Vitt,Macromitrium macrosporum,Summit of ridge between Mount Capella Base Camp and Mount Capella ridge; on an isolated tree.,N/A,s.d.,N/A,Typed,1142156,7312,N/A,N/A,no type status,A. Tow,"c. S 5°11'05"" E 141°31'02""",8.5.,3650 m.,8.5.,Macromitrium macrosporum Broth.,NE Summit Dist. Star Mts. Summit of ridge between Mt. Capella Base Camp and Mt. Capella ridge; on isolated tree.
N/A,A. Town,Papua New Guinea,Western Highlands,Forest remnant in deep chasm near the summit on soaking wet bark of trees,D. H. Vitt,Macromitrium macrosporum,"Mt. Hagen District, near Mendi, forest remnant in deep chasm near the summit on soaking wet bark of trees",N/A,1975-04-19,N/A,Typed,No 1142175,16420,N/A,N/A,no type status,A. Town,"c. 5° 41' 90.5"" E",19.4,c. 3900 m.,19.4,Macromitrium macrosporum Broth.,"Mt. Hagen Dist., nr. Mendi, forest remnant in deep chasm near the summit on soaking wet bark of trees."
N/A,A. Town,New Guinea,N/A,open sub-alpine scrub. At base of limestone rock.,D. H. Vitt,Macromitrium macrosporum,"Near Mt. Capella Base Camp, along trail to Tamamagabi",N/A,1975-05-05,N/A,Typed,1141880,17205,N/A,N/A,no type status,A. Town No. 17205,c. 5°45'N 141°05'E,N/A,3450 m,5.5.1975,Macromitrium macrosporum Broth.,"New Guinea, West Sepik Dist., Star Mts., c. 5°45'N 141°05'E, Near Mt. Capella Base Camp, along trail to Tamamagabi"
N/A,A. Tow,Papua New Guinea,West Sepik,Pendulous from heavy tree branches and slanting trunks,D. H. Vitt,Macromitrium megalocladon,"upper montane forests, between Fologi and Arfak's Camp",N/A,1975-05-14,N/A,Typed,N° 1142187,18046,N/A,N/A,no type status,A. Tow,c. 5°54'S/141°08'E,N/A,c 2500 – 2600 m.,14.5.1975,Macromitrium megalocladon Fleisch.,"c. 5°54'S/141°08'E, upper montane forests, between Fologi and Arfaks' Camp."
N/A,A. Town,Papua New Guinea,West Sepik,on vertical face of moss covered limestone boulder at edge of kunai,D. H. Vitt,Macromitrium megalocladon,"approximately 5 miles southwest of Green Hill, southwest of Mount Capella Base Camp",N/A,1975-04-21,N/A,Typed,1142432,16555,N/A,N/A,no type status,A. Town No. 16555,N/A,N/A,3400 m,21.4.1975,Macromitrium megalocladon Fleisch.,c.5 mi SW Green Hill (grassfield) SW of Mt. Capella Base Camp
N/A,A. Touw,Papua New Guinea,West Sepik,"Terrestrial in open shrubbery on ridge, Dense moss vegetation covering soil, rocks and the lower portion of shrubs, Dominant",D. H. Vitt,Macromitrium megalocladon,"Capas Suklimestone, Star Mountains, approximately 5 miles northwest of Telefomin, Ridge above Camp 2",N/A,1975-04-07,N/A,Typed,1142300,15768,N/A,N/A,no type status,A. Touw,N/A,7-4-1975,3350 m,7-4-1975,Macromitrium megalocladon Fleisch.,"Capas Suklimestone, Star Mts., c. 5 mi NW Telefomin. Ridge above Camp 2"
N/A,S. Hattori,Japan,Kyushu,"rupicola, photophila, ca. 50 m",A. Noguchi,Macrotritium incurvum,"Mimata-mura, Obi",N/A,1946-08-00,Mimata-mura,Typed,1285066,s.n.,Miyazaki,N/A,no type status,S. Hattori,N/A,1947,ca. 50 m,VIII. 1946,20. Macrotritium incurvum (Limb.) Par.,"Miyazaki, Minamimata, Obi"
N/A,K. Miyabe,Japan,Kumamoto,On exposed rocks,A. Noguchi,Macromitrium incurvum,"On exposed rocks, 60 meters above sea",N/A,1951-12-25,Yoshiho,Typed,1043529,s.n.,N/A,N/A,no type status,K. Miyabe,N/A,N/A,60 m. above sea,"December 25, 1951",Macromitrium incurvum (Lindb.) Par.,"On exposed rocks, 60 m. above sea, Yoshiho, Kumamoto Prefecture"
N/A,K. Miyazaki,Japan,Kumamoto,On rocks,A. Noguchi,Macromitrium gymnostomum,"approximately 100 meters above sea level, Konose",N/A,1952-02-11,Konose,Typed,1043490,s.n.,N/A,N/A,no type status,K. Miyazaki,N/A,s.d.,ca. 100 m.,"February 11, 1952",Macromitrium gymnostomum Sull. et Lesq.,"ca. 100 m. above sea, Konose, Kumamoto Prefecture"
N/A,K. Mayamora,Japan,Kumamoto,On rocks,A. Noguchi,Macrotrichum erythrostomum,approximately 100 meters altitude Hitoyoshi,N/A,1932-03-00,Hitoyoshi,Typed,1043493,s.n.,N/A,N/A,no type status,K. Mayamora,N/A,N/A,ca. 100m.,March 1932,Macrotrichum erythrostomum Sull. et Lesq.,"ca. 100m. alt. Hitoyoshi, Kumamoto County"
N/A,H. H. Chung,China,Fujian,[precise locality unknown],Thériot,Macrothylacia gymnostomum,"On rocks, hillside gum Kushan",N/A,1925-08-00,Kushan near Foochow,Typed,1122631,B.206,N/A,N/A,no type status,H. H. Chung,N/A,N/A,N/A,"August, 1925",Macrothylacia gymnostomum S. Lac.,"On rocks, hillside gum kushan, Kushan near Foochow"
N/A,H. R. Chung,China,Fujian,bamboo forest,Thériot,Macromitrium gymnostomum,On rock in bamboo forest,N/A,1933-05-02,N/A,Typed,1137021,20,N/A,N/A,no type status,H. R. Chung,N/A,N/A,N/A,"May 2, 1933",Macromitrium gymnostomum Sull.,On rock in bamboo forest
N/A,T. Koponen,Papua New Guinea,Morobe,Open montane forest with dominating Pandanus trees,D. H. Vitt,Macromitrium longicaule,"Wamoba 5 kilometers south of Tep Tep airstrip, open montane forest with dominating Pandanus trees 1 kilometer south of Lake",N/A,1981-07-23,N/A,Typed,#1142665,#33590,N/A,N/A,no type status,Timo Koponen,"06°01'S, 146°33'E",1989,2400 m,23 July 1981,Macromitrium longicaule C. Müll.,"Wamoba 5 km S of TepTep airstrip, open montane forest with dominating Pandanus trees 1 km S of Lake"
N/A,H. H. Carter,China,Fukien,On shady rocks or bark,N/A,Macrothamnium japonicum,"Namptao, Azow",N/A,1925-03-00,N/A,Handwritten,N/A,B-4,N/A,N/A,no type status,H. H. Carter,N/A,N/A,N/A,"March, 1925",Macrothamnium japonicum (Doz. & Mol.) J.-C. Syn. Tourovum,"On shady rocks or bark, Namptao, Azow"
N/A,T. Koponen,Papua New Guinea,Morobe,"Open alpine grassland and ""subalpine"" forest",Dale H. Vitt,Macromitrium macrocarpum,"Mt. Gwamuwat Southern Range 2.5 kilometers south of Lake Gwam, open alpine grassland and ""subalpine"" forest at Lake Kenzamohf east of Mt. Enggum",N/A,1981-07-09,N/A,Typed,N/A,3571,N/A,N/A,no type status,Timo Koponen,"06°21'S, 147°07'E",1989,3550 m,9 July 1981,Macromitrium macrocarpum Broth.,"Mt. Gwamuwat Southern Range 2.5 km S of L. Gwam, Open alpine grassland and ""subalpine"" forest at L., Kenzamohf E of Mt. Enggum"
N/A,T. Mizutani,Japan,Ryukyu Islands,N/A,Z. Iwatsuki,Macrothamnium amoenum,"Iriomote Island, Sonai, 1 to 10 meters altitude, on tree trunk",N/A,1975-01-23,N/A,Typed,1049018,s.n.,N/A,T. Yoshimura,no type status,T. Mizutani and T. Yoshimura,N/A,N/A,1-10 m,"Jan. 23, 1975",Macrothamnium amoenum Sull. et Lesq.,"Ryukyu: Isl. Iriomote, Sonai, 1-10 m alt., on tree trunk"
N/A,K. Kurokawa,Japan,Honshu,Cryptogamic Herbarium,N/A,Macromitrium incurveum,Hodosu,N/A,1932-07-00,Musashi,Typed,1356480,s.n.,N/A,N/A,no type status,K. Kurokawa,N/A,1932,N/A,s.d.,Macromitrium incurveum (Lindb.) Paris,"Hodosu, Musashi"
N/A,K. Sato,Japan,Kagoshima,On rock,A. Noguchi,Macrotritium gymnostomum,Iriomote-jima,N/A,1930-04-03,Sumiyoshi-ura,Typed,1051109,639,N/A,N/A,no type status,K. Sato,N/A,s.d.,elevation about 120 m.,"April 3, 1930","Macrotritium gymnostomum Sull. & Lesq., Proc. Am. Ac. Arts. Sci. 4:278 (1895)",Iriomote-jima
N/A,V. Allorge,Portugal,Azores,talus dacoverte (precise habitat details are missing or not provided),N/A,Porotrichum uniclorum,"Salto do Cavalo, approximately 700 meters",N/A,1937-06-14,N/A,Typed,1181624,s.n.,N/A,N/A,no type status,BRYOPHYTA AZORICA MOUSSES ET HEPATIQUES RECUEILLES EN 1937 par M. le Dr. V. ALLORGE,N/A,N/A,vers 700 m.,14.VI.1937,"Porotrichum uniclorum (Hedw.),B. et talus dacoverte Salto do Cavalo vers 700 m. S.MIGUEL",Salto do Cavalo vers 700 m. S.MIGUEL
N/A,M. Lewis,Bolivia,La Paz,Super humid Ceja de Monte forests following ravines. In small rill in dripping area of small waterfall.,N/A,Philonotis,"Between 5-6 kilometers South of Tacacoma along road to Quiabaya, North of Sorata",N/A,1983-01-20,N/A,Typed,1100485,s.n.,Larecaja,N/A,no type status,Marko Lewis s.n.,N/A,N/A,3550m,20 Jan 1983,Philonotis,"DEPTO. LA PAZ PROV. LARECAJA: Tacacoma 3! Between 5-6 km S of Tacacoma along road to Quiabaya, 68-17 W N. of Sorata."
N/A,M. Lewis,Bolivia,La Paz,Eroding bank,N/A,Philonotis,Along road 1 mile from Sorata towards Achacachi,N/A,1979-03-29,N/A,Typed,N/A,79-1314,Larecaja,N/A,no type status,Marko Lewis,"15° 45' S, 68° 42' W.",N/A,2740 m.,29 March 1979,Philonotis fide Crum,"DEPTO. LA PAZ, PROV. LARECAJA: Along road 1 mi. from Sorata towards Achacachi"
N/A,M. Lewis,Bolivia,Cochabamba,"Banks of seepy creek in cloud forest ravine, with tree ferns.",N/A,Philonotis,"Slope of Cerro Khasiri, north of Corani",N/A,1979-06-01,N/A,Typed,187363,79-2315,Chapare,N/A,no type status,Marko Lewis,"17° 11' S, 65° 54' W",N/A,3030 m,1 June 1979,Philonotis,"Cerro Khasiri, N. of Corani, 3030 m"
N/A,M. A. Rumreich,Bolivia,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,1950-10-00,Unduavi,Typed,6867,s.n.,N/A,N/A,no type status,M. A. Rumreich,N/A,N/A,10000 ft.,Oct 1950,N/A,Unduavi
N/A,M. A. Béguelin,Bolivia,N/A,N/A,N/A,Plantae,Undiavi,N/A,1950-10-13,N/A,Typed,9288,6865,N/A,N/A,no type status,Miss M. A. Béguelin,N/A,N/A,1000 ft.,13 Oct. 1950,Plantae,UNDIAVI 1000 ft.
N/A,M. Lewis,Bolivia,Cochabamba,"Dense Andean banks of seepy creek in cloud forest ravine, with tree ferns",N/A,Philonotis,"Slope of Cerro Khachi, north of Corani",N/A,1979-06-01,N/A,Typed,N/A,79-2315,Chapare,N/A,no type status,Marko Lewis,"17° 11' S, 65° 54' W",N/A,3030 m,1 June 1979,PHILONOTIS,"Slope of Cerro Khachi, N. of Corani, 3030 m."
N/A,P. E. Hegewald,Peru,Amazonas,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach",Dana Griffin III,Philonotis spherocarpa,Las Palmas between Balzas and Leimebamba,N/A,1973-08-31,N/A,Typed,N/A,6969,N/A,N/A,no type status,P. E. Hegewald,N/A,N/A,Höhe 3000 m,31.8.1973,Philonotis spherocarpa (Hedw.) Brid.,Las Palmas zw. Balzas u. Leimebamba
N/A,F. D. Bowers,Mexico,Baja California Sur,Oak-pine and grass-land with dry arroyo along stream,E. De Luna,Braunia andrieuxii,"On boulders, Meson Valley, at Sierra de Laguna, 15 miles east of Todos Santos",N/A,1970-12-25,Todos Santos,Typed,1045263,5166,N/A,P. Sørensen | C. Delgadillo M.,no type status,"Frank D. Bowers, Paul Sørensen, Claudio Delgadillo M.",N/A,1992,ca. 6300 ft.,25 December 1970,Brauna secunda (Hook.) B.S.G.,"On boulders, meson valley, at Sierra de Laguna, 15 miles east of Todos Santos."
N/A,A. J. Sharp,Mexico,Oaxaca,"Partial shade, moist, road side",E. B. Luna,Braunia andrieuxii,Near El Punto on Highway 175,N/A,1973-06-23,N/A,Typed,1045248,2281,N/A,E. B. Bartram | K. E. Thorough,no type status,"A.J. Sharp, E.B. Bartram, K.E. Thorough",N/A,1992,+1625 m,"June 23, 1973",Braunia andrieuxii Lor.,"Near El Punto on Hwy. 175, Oaxaca, México"
N/A,A. J. Sharp,Mexico,Jalisco,"Partial shade, moist, vertical surface of boulder.",A. Sharp,Braunea secunda,"El Mirador on Highway 80, 9 miles south of San Martín de Hidalgo",N/A,1973-07-11,San Martín de Hidalgo,Typed,1045251,2736,N/A,E. B. Sharp | E. C. Cloebach | K. R. Hornbrough,no type status,"A. J. and E. B. Sharp, E. C. Cloebach, K. R. Hornbrough",N/A,N/A,1750 m,"July 11, 1973",Braunea secunda (Hook.) B.S.O.,"El Mirador on Hwy. 80, 9 mi. S. San Martín de Hidalgo, Jalisco; Mexico."
N/A,C. G. Pringle,Mexico,Jalisco,N/A,E. De Luna,Braunia andrieuxii,On rocks near Guadalajara,N/A,1906-09-00,N/A,Typed,1772142,10619,N/A,N/A,no type status,C. G. Pringle,N/A,1992,"6,000 ft.","Sept., 1906",Braunia andrieuxii Lorentz,"On rocks near Guadalajara, 6,000 ft."
N/A,C. G. Pringle,Mexico,Hidalgo,N/A,F. Dünne | Duke University Herbarium,Braunia andrieuxii,Cayagatos,N/A,1894-09-17,N/A,Typed,1045265,10627,N/A,N/A,no type status,C. G. Pringle,N/A,"June, 1992",N/A,"17 Sept., 1894","Braunia andrieuxii Lor. | Braunia plicata, Mitt., var. canescens, Card. n. var.",Cayagatos.
N/A,E. Matuda,Mexico,Veracruz,[precise locality unknown],E. D. Rudolph,Braunsia secunda,"Sierra Madre and Orizaba, half a mile from Perote to Jalapa, pine grove",N/A,1939-02-27,Perote,Typed,1031423,552,N/A,N/A,no type status,E. Matuda,N/A,"June, 1972",2300m,"Febr. 27, 1939",Braunsia secunda (Hook.) Bruch & Schimp.,"Edo. Veracruz, Sierra Madre and Oriz., 1/2m Perote a Jalapa, Kiefern-Lichtung"
N/A,F. D. Bowers,Mexico,Durango,"On boulder, partial shade, moist, elfin cloud forest",E. De Luna,Braunia secunda,"Approximately 28 kilometers east of El Salto, on Highway 40, about 9 miles west of La Ciudad",N/A,1979-12-30,N/A,Typed,s.n.,5067,N/A,C. Delgadillo M. | P. Sotero,no type status,"Frank D. Bowers, Claudio Delgadillo M., Paul Sotero",N/A,"June, 1992",2350 m,30 December 1979,Braunia secunda (Hook.) Bruch & Schimp.,"Ca 28 km E of El Salto, on Hwy 40, about 9 miles west of La Ciudad"
N/A,A. J. Sharp,Mexico,Distrito Federal,N/A,E. G. Britton,Braunia secunda,Siliceous boulder in Rio above Contreras,N/A,1941-07-23,N/A,Typed,1045239,1164,N/A,N/A,no type status,A. J. Sharp,N/A,N/A,N/A,"July 23, 1941",Braunia secunda (Hook.) Bruch & Schimp.,"Siliceous boulder in Rio above Contreras, D.F., Mexico"
N/A,A. J. Sharp,Mexico,Puebla,"partial shade, moist",F. Bowers,Braunia squarrosa,trail side bank Yerba Buena,N/A,1972-12-19,Yerba Buena,Typed,1045274,2717,N/A,E. D. Bowers | D. K. Smith | R. A. Pursell | Paul Bowers | J. R.,no type status,"A.J. Sharp, E.D. Boowers, D.K. Smith, R.A. Pursell, Paul Boowers, J.R.",N/A,N/A,6800 ft.,"Dec. 19, 1972",Braunia squarrosa (Hamp.) C. Muell.,"partial shade, moist, trail side bank Yerba Buena, Pueblo, Mexico (about 55 mi. northeast of Tuxtla-Gutierrez), Chiapas, 6800 ft."
N/A,F. J. Hermann,Mexico,Chiapas,On oak trunk in oak-pine woods,Efrain De Luna,Braunia squarrosa,"On oak trunk in oak-pine woods, 15 miles southeast of San Cristobal de las Casas",N/A,1975-02-09,San Cristóbal de las Casas,Typed,N/A,26429,N/A,N/A,no type status,F.J. Hermann,N/A,1992,6800 ft.,"Feb. 9, 1975",Braunia squarrosa (Hampe) Broth.,"On oak trunk in oak-pine woods, alt. 6800 ft., 15 mi. S.E. of San Cristóbal de las Casas, Chiapas, Mexico."
N/A,A. J. Sharp,Mexico,Oaxaca,"Dry, full shade, oak branch, oak-pine woods",A. J. Sharp,Braunia squarrosa,Roadside near San Pablo Ayutla,N/A,1972-12-23,Santo Domingo Ixcatlán,Typed,1045269,2980,N/A,R. D. Poulsen | R. A. Hatheway | D. K. Smith,no type status,"A.J. Sharp, R.D. Poulsen, R.A. Hatheway, D.K. Smith",N/A,1982,about 7000 to about 8000 ft,"Dec. 23, 1972",Braunia squarrosa (Hampe) C. Mull.,"Roadside near San Pablo Ayutla, east of Oaxaca, Oaxaca"
N/A,H. A. Crum,Mexico,Jalisco,Oak forest,E. De Luna,Braunia squarrosa,"Slopes of La Ferreria, above Manantlán",1949-07-24,1949-07-23,Manantlán,Typed,N/A,917,N/A,N/A,no type status,Howard A. Crum,N/A,1992,7300 feet,23|24 July 1949,Braunia squarrosa (Hamp.) C. Muell.,"Slopes of La Ferreria, above Manantlán"
N/A,C. G. Pringle,Mexico,Federal District,Base of tree,Efraín De Luna,Braunia squarrosa,"Federal District, base of tree, Cima",N/A,1905-07-11,N/A,Typed,I 172249,10550,N/A,N/A,no type status,C. G. Pringle,N/A,1992,"10,000 ft.","11 July, 1905",Braunia squarrosa (Hpe.) Broth. Det. Cand.,"Federal District - Base of tree, Cima, 10,000 ft."
N/A,E. G. Heggens,Mexico,Chiapas,N/A,Erwin De Luna,Braunia squarrosula,"Km 100 on the road from Tuxtla-Gutierrez to San Cristobal, near a pine forest",N/A,1929-01-15,N/A,Typed,1031467,s.n.,N/A,R. Hahm,no type status,E.G. Heggens and R.Hahm,N/A,1992,2500 msh.,15.I.29,Braunia squarrosula (Hamp.) C. Muell.,Km 100 an der Str. Tuxtla-Gutierrez - San Cristobal Ecke Kieferwald 2500 msh.
N/A,EGGERS,Mexico,Chiapas,[precise locality unknown],Efrain De Luna,Braunia squarrosula,KM 100 along the road to San Cristobal,N/A,1979-03-10,San Cristobal,Typed,1031495,s.n.,N/A,Fr. A. H. Frahm,no type status,EGGERS & Fr. A. H. FRAHM,N/A,1992,2250 m,10.3.79(29),Braunia squarrosum (Hampe) Broth.,KM 100 ANDER STR. C. SAN CRISTOBAL
N/A,F. J. Hermann,Mexico,Chiapas,On oak trunk in oak-pine woods,Efrain De Luna,Braunia squarrosa,"On oak trunk in oak-pine woods along Route 190, approximately 6800 feet, 15 miles southeast of San Cristobal de las Casas",N/A,1975-02-09,N/A,Typed,1045277,26429,N/A,N/A,no type status,F. J. Hermann,N/A,1992,~6800 ft.,"February 9, 1975",Braunia squarrosa (Hampe) C. Muell.,"On oak trunk in oak-pine woods along Route 190, alt. ~6800 ft., 15 miles SE. SAN CRISTOBAL DE LAS CASAS"
N/A,D. Griffin III,Costa Rica,San Jose,"En roca seca, a pleno sol",N/A,Braunia squarrulosa,"Valle de Copey, approximately 30 kilometers south of Cartago",N/A,1979-12-28,N/A,Typed,1029423,s.n.,N/A,M. I. Morales,no type status,Dana Griffin III y Maria Isabel Morales,N/A,1992,2000 m.,28 diciembre 1979,Braunia squarrulosa (Hampe) C. Muell.,"Valle de Copey, ca. 30 kms al sur de Cartago. Alt. 2000 m. faldamento bajo muy humedo y porroso"
N/A,S. Churchill,Bolivia,Tarija,"Bosque montano Tucumano-Boliviano, remanente. Musgo sobre ramas.",S. Churchill,Braunia excelsa,"Serranía Huacaya, approximately 35 kilometers west of Entre Ríos on the road to Tarija, remnant Tucumano-Bolivian mountain forest",N/A,2001-08-04,Serranía Huacaya,Typed,1183435,20792,Burnet O'Connor,N/A,no type status,S. Churchill,21°25'S 64°19'W,2001,2300 m,4 Ago 2001,Braunia excelsa C. Müller,"Serranía Huacaya. Ca. 35 km oeste de Entre Ríos (carretera Tarija). Bosque montano Tucumano-Boliviano, remanente."
N/A,B. Sparre,Argentina,Tucuman,"Subtropical rainforest, epiphyte",W. R. Buck,Braunia chiliorrhila,Rio Cochuna,N/A,1966-11-27,Chicligasta,Typed,B11750,s.n.,N/A,N/A,no type status,B. Sparre,N/A,N/A,1000 m a.s.l.,27 November 1966,Braunia chiliorrhila (Mitt.) Jaeg.,"Rio Cochuna, 1000 m a.s.l."
N/A,M. Lewis,Bolivia,La Paz,In ravine with waterfall,E. De Luna,Braunia cirrhifolia,"Canyon 1 kilometer east of Cachipata, southeast of Sorata",N/A,1979-04-06,N/A,Typed,1032380,no. 79-1625,Larecaja,N/A,no type status,Marko Lewis,"15° 48' S, 68° 36' W",1992,3250 m.,6 April 1979,Braunia cirrhifolia (Mitt.) Wils. ex Jaeg.,"Canyon 1 km. E. of Cachipata, SE of Sorata"
N/A,M. Lewis,Bolivia,La Paz,"At base of cliffs near river amongst a boulder pile in a deep canyon. Small trees, tree cacti and shrubs in shady, protected area.",D. Griffin III,Braunia plicata,"Along the Río Challusuyu, a branch of the Río San Cristóbal, 8-3 km northwest of Sorata",N/A,1982-12-09,N/A,Typed,1091412,82-303,N/A,N/A,no type status,Marko Lewis 82-303,"15°40'S, 68°41'W",1990,ca. 2450 m,9 Dec 1982,Braunia plicata (Mitt.) Jaeg.,"PROV. LARECAJA: 'Río Chalasuyo'. Along the Río Challusuyu, a branch of the Río San Cristóbal, 8-3 KM NW of Sorata. 15°40'S, 68°41'W ca. 2450 m."
