imageName,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
https://fm-digital-assets.fieldmuseum.org/2303/629/C0268554F.jpg,D.H. Vitt,D.H. Vitt,N/A,1142151,9-3-- 1975,1975-09-03,N/A,Macromitrim incurvifolium (Hook. & Grev.) Schwaegr.,Macromitrim incurvifolium,D.H. Vitt,N/A,N/A,Papua New Guinea,Morobe,Distr.,Lae,"Papua New Guinea, Morobe Distr., Lae. In fork of Plumeria tree in garden.",[precise locality unknown],N/A,Alt.: 20 m.,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/633/C0268557F.jpg,"Joint expedition of Rijsherbarium, Leiden, and Div. of Botany, Lac. sponsored by Foundation WOTRO. The Hague.",N/A,N/A,1141855,20.5.1975,1975-05-20,N/A,Macromitrium longicaule C. Müll.,Macromitrium longicaule,D.H. Vitt,N/A,N/A,Papua New Guinea,West Sepik Distr.,Star Mts.,Busilmin,Wet forest on slope above Ok Din river W of Busilmin; on trees along Ok Din River.,Wet forest on slope above Ok Din river W of Busilmin; on trees along Ok Din River.,N/A,1500 - 1550 m.,5°51'S 140°55'E,A. Touw No. 18543,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/635/C0268558F.jpg,D.H. Vitt,D. H. Vitt,N/A,17369,8.5. 1975,1975-05-08,N/A,Macromitrium macrosporium Broth.,Macromitrium macrosporium,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik Distr.,N/A,N/A,Star Mts.,[precise locality unknown],on stems and branches of trees and shrubs in summit scrub.,c. 3900 m.,5° S141° 05′E,N° 1142194,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/637/C0268559F.jpg,"Joint expedition of Rijksmuseum, Leiden, and Div. of Botany, Lae, sponsored by Foundation WOTRO, The Hague",N/A,N/A,1142178,17.4.1975,1975-04-17,N/A,Macromitrium macrosporium Broth.,Macromitrium macrosporium,D.C. Vitt,N/A,N/A,Papua New Guinea,West Sepik Prov.,Star Mts.,N/A,"5°14'05""S, 141°12'35""E, 3600 m.",[precise locality unknown],Limestone ridge near camp C. 4-5 m. high stunted forest on ridge. On trees and shrubs,3600 m.,N/A,A. Touw No. 16376,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/639/C0268560F.jpg,"Joint expedition of Riksherbarium, Leiden, and Div. of Botany, Lae, sponsored by Foundation WOTRO, The Hague",D.H. Vitt,N/A,1142156,8.5. 1975,1975-05-08,N/A,Macromitrium macrosporium Broth.,Macromitrium macrosporium,D.H. Vitt,N/A,N/A,Papua New Guinea,West Sepik Distr.,Star Mts.,N/A,Summit of ridge between Mt. Capella and Mt. Capella Base Camp; on isolated tree.,Summit of ridge between Mt. Capella and Mt. Capella Base Camp,N/A,3650 m.,"05°51'01""S 140°07'E",A. Touw No. 17312,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/641/C0268561F.jpg,,D.H. Vitt,,1142175,19.4.1975,1975-04-19,N/A,Macromitrium macrosporium Broth.,Macromitrium macrosporium,D.H. Vitt,N/A,N/A,Papua New Guinea,West Sepik Distr.,Star Mts.,N/A,"Star Mts., 5°S 141°05'E",[precise locality unknown],forest remnant in deep chasm near the summit on soaking wet bark of trees.,3900 m.,N/A,A. Town No. 16420,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/643/C0268562F.jpg,"Joint expedition of  Rijksmuseum, Leiden, and Division of Botany, Lae, sponsored by Foundation WOTRO, The Hague.",R.M. Schuster,N/A,1141880,5.5.1975,1975-05-05,N/A,Macromitrium macrosporium Broth.,Macromitrium macrosporium,D.H. Vitt,N/A,N/A,Papua New Guinea,West Sepik District,N/A,N/A,Star Mts.,Along trail to Tamanagap; open sub-alpine scrub,At base of limestone rock faces,3450 m,"5° 31' 0""S",17205,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/645/C0268563F.jpg,"Joint expedition of Rijks herbarium, Leiden, and Div. of Botany, Lae, sponsored by Foundation WOTRO.",D. H. Vitt,N/A,1142187,14.5.1975,1975-05-14,N/A,Macromitrium megalocladon Fleisch.,Macromitrium megalocladon,D. H. Vitt,A. Touw No. 18046,N/A,Papua New Guinea,West Sepik Distr.,Star Mts.,N/A,Upper montane forest between Folongom and Artis' Camp.,Upper montane forest between Folongom and Artis' Camp.,On heavy tree branches and slanting trunks.,2500 - 2600 m.,5° S 141° 05’E,C0268633F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/647/C0268564F.jpg,Collected by Foundation WOTRO. The Hague,N/A,N/A,1142432,21.4.1975,1975-04-21,N/A,Macromitrium megalocladon Fleisch,Macromitrium megalocladon,D.H. Vitt,N/A,N/A,Papua New Guinea,West Sepik Distr.,Star Mts,N/A,Small Kuni (grassfield) SW of Mt. Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni.,Small Kuni (grassfield) SW of Mt. Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni.,N/A,3400 m,"5°51'10""S, 141°05""E",A. Touw No. 16555,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2303/649/C0268565F.jpg,Collected by D.H. Vitt,D. H. Vitt,N/A,1142300,7.4. 1975,1975-04-07,N/A,Macromitrium megalocladon Fleisch.,Macromitrium megalocladon,D. H. Vitt,1975,N/A,Papua New Guinea,West Sepik Distr.,Star Mts.,N/A,Tel Basin; Ridge above Camp 5; S141°5E.,[precise locality unknown],"Terrestrial in open shrubbery on ridge. Dense moss vegetation covering soil, rocks and the lower portion of shrubs.",3350 m.,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/651/C0268566F.jpg,Donald Richards,Donald Richards,N/A,12285066,VIII. 1946,1946-08-00,N/A,Macromitrium incurvum (Lindb.) Par.,Macromitrium incurvum,A. Noguchi,Oct 1948,N/A,Japan,Miyazaki,N/A,N/A,"Minaminaka, Obi, rupicóla, photophila, ca 50 m.","Minaminaka, Obi",[habitat unknown],50 m,N/A,C0285066F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/658/C0268569F.jpg,Coll. K. Mayebara,K. Mayebara,N/A,1043529,"December 25, 1951",1951-12-25,N/A,431. Macromitrium incurvum (Lindb.) Par.,Macromitrium incurvum,A. Noguchi,1981,N/A,Japan,Kumamoto,N/A,Yoshio,"On exposed rocks, 60 m. above sea","On exposed rocks, 60 m. above sea",N/A,60 m. above sea,N/A,C0268560F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/661/C0268571F.jpg,"Coll. K. Mayebara, February 11, 1952 Det. A. Noguchi",K. Mayebara,A. Noguchi,1043490,"February 11, 1952",1952-02-11,N/A,Musci Japonici Ser. 9 (1965) 430. Macromitrium gymostomum Sull. et Lesq.,Macromitrium gymostomum,A. Noguchi,N/A,N/A,Japan,Honshu,Kanagawa,Odawara,"On rocks, ca. 100 m. above sea, Koonose, Kumamoto Prefecture",[precise locality unknown],N/A,ca. 100 m. above sea,N/A,1043490,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/663/C0268572F.jpg,A. Noguehi,A. Noguehi,N/A,1043493,March 1952,1952-03-00,N/A,Macromitrium gymnostomum Sull. et Lesp.,Macromitrium gymnostomum,A. Noguehi,N/A,N/A,Japan,Hitoehi,Kumamoto County,N/A,"On rocks, ca. 100m. alt.",[precise locality unknown],N/A,100m,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/668/C0268574F.jpg,H.H. CHUNG,H.H. Chung,N/A,B.206,Aug. 1925,1925-08-00,N/A,Macromitrium gymnostomum S. & L. Det. Theriot.,Macromitrium gymnostomum,S. & L.,N/A,N/A,China,Fukien Province,N/A,N/A,"On rock, altitude 300 m., Kushan near Foochow",Kushan near Foochow,N/A,altitude 300 m.,N/A,C0266574F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/669/C0268575F.jpg,H. H. CHUNG,H. H. Chung,N/A,B.20,"May 2, 1945",1945-05-02,N/A,Macromitrium gymnostomum Sull.,Macromitrium gymnostomum,H. H. Chung,N/A,N/A,China,Fukien,Province,N/A,On rock in bamboo forest. Theriot det.,[precise locality unknown],N/A,N/A,N/A,1122721,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/676/C0268579F.jpg,Timo Koponen,Timo Koponen,N/A,1142665,23 July 1981,1981-07-23,N/A,Macromitrium longicaule C. Mull.,Macromitrium longicaule,Dale H. Vitt,1989,Pandtanus traeger 1 km S of lake,Papua New Guinea,Morobe Prov.,N/A,N/A,Lake Wamba 5 km S of Teptep airstrip. Rather open montane forest with dominating Pandanus,Lake Wamba 5 km S of Teptep airstrip. Rather open montane forest with dominating Pandanus,on stump,alt. 2400 m,"6°01’S, 146°33’E",N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,H. H. Chung,H. H. Chung,,C028651F,"March, 1945",1945-03-00,N/A,"Macromitrium japonicum (Dz. & Mk.)C.M. Syn. "" incurvum",Macromitrium japonicum,N/A,,N/A,China,Fukien Province,,N/A,On shady rocks or bark.,[precise locality unknown],,,,1122615,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/687/C0268585F.jpg,Collected by Timo Koponen #3571 (collection site no. 63),Timo Koponen,N/A,1142666,9 July 1981,1981-07-09,N/A,Macromitrium macroporosum Broth.,Macromitrium macroporosum,Dale H. Vitt,1989,N/A,Papua New Guinea,Morobe Province,N/A,N/A,"Papua New Guinea. Morobe Prov.: Mt. Sarawaket Southern Range 2,5 km S of L. Gwam. Open alpine grassland and ""subalpine"" forest at L. Kenzorog E of Mt. Enggum, alt. 3550 m, 6°21’S, 147°07’E.","Mt. Sarawaket Southern Range 2,5 km S of L. Gwam","Open alpine grassland and ""subalpine"" forest",3550 m,"6°21’S, 147°07’E.",N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,,Iwatsuki Z.,M. Mizutani | Y. Yoshimura,1379,"Jan. 23, 1975.",1975-01-23,N/A,Macromitrium gymmostomum Sull. et Lesq.,Macromitrium gymmostomum,Z. Iwatsuki,N/A,N/A,Japan,Shikoku,Kochi Pref.,N/A,"Ryukyu: Isl. Iriomote, Sonan, 1-10 m alt., on tree trunk.",[precise locality unknown],N/A,1-10 m,N/A,1049048,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg,Kobotoke,D. Kobotoke,K. Sakurai,s.n.,1936,1936-00-00,N/A,Macromitrium incurvum (Lindb.) Paris,Macromitrium incurvum,K. Sakurai,1936,N/A,Japan,Honshu,Musashi,N/A,prope fauces,[precise locality unknown],N/A,N/A,N/A,1356480,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,K. SAITO,K. Saito,N/A,639,"April 3, 1970",1970-04-03,N/A,Macromitrium gymnostomum Sull. & Lesq.,Macromitrium gymnostomum,K. Saito,N/A,N/A,Japan,Kanagawa Pref.,N/A,N/A,On rock; elevation about 120 m.,[precise locality unknown],N/A,elevation about 120 m.,N/A,1051109,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2302/601/C0268725F.jpg,S.Miguel,S. Miguel,P. Allorge,133,14.VI.1937,1937-06-14,N/A,Bryophylta azorica,Bryophyllum pinnatum,V. et P. Allorge,N/A,N/A,Portugal,Azores,N/A,N/A,Salto do Cavalo,Salto do Cavalo,N/A,700 m.,N/A,1181624,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/796/C0341037F.jpg,Marko Lewis,M. Lewis,N/A,83-224,20 Jan 1983,1983-01-20,N/A,Philonotis,Philonotis,N/A,N/A,N/A,Bolivia,La Paz,Sorata,Sorata,"Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata.","Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata.",Super humid Ceja de Montana forests following ravines. In small rill in dripping area of small waterfall.,"1536'S, 68°39'W ca. 3550 m.",N/A,1100485,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/797/C0341038F.jpg,Marko Lewis,Marko Lewis,N/A,1314,29 March 1979,1979-03-29,N/A,BRYOPHYTA OF BOLIVIA Philonotis fide Crum,Philonotis fide Crum,N/A,N/A,N/A,Bolivia,Depto. La Paz,Prov. Larecaja,N/A,"Along road 1 mi. from Sorata towards Achacachi, 15° 45' S, 68° 42' W.",[precise locality unknown],N/A,2740 m.,"15° 45' S, 68° 42' W.",1078795,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/798/C0341040F.jpg,Marko Lewis,Marko Lewis,N/A,79-2315,1 June 1979,1979-06-01,N/A,"BryophyTa of Bolivia, Philonotis",Philonotis,Marko Lewis,1 June 1979,N/A,Bolivia,Cochabamba,Chapare,N/A,"Slope of Cerro Khachi, N. of Corani, 3030 m.","On stones and banks of seepy creek in cloud forest ravine, with tree ferns.","Cloud forest ravine, with tree ferns.",3030 m,N/A,1078769,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/803/C0341047F.jpg,Miss W. M. A. BRUKMAN,Miss W. M. A. Brukman,N/A,6867,13 Oct. 1950,1950-10-13,N/A,Flora of Bolivia,Flora of Bolivia,N/A,N/A,N/A,Bolivia,Unduavi,N/A,N/A,Unduavi,Unduavi,N/A,10000 ft.,N/A,1013011,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2307/804/C0341048F.jpg,Mrs W. M. A. Brouk,W. M. A. Brouk,N/A,6865,13 Oct. 1950,1950-10-13,N/A,Flora of Bolivia,Philotris,N/A,N/A,N/A,Bolivia,N/A,N/A,N/A,N/A,Unduavi,10000 ft.,10000 ft.,N/A,6865,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2307/806/C0341051F.jpg,Marko Lewis,M. Lewis,N/A,79–2315,1 June 1979,1979-06-01,N/A,Bryophyrta of Bolivia,Philonotis,M. Lewis,N/A,N/A,Bolivia,Cochabamba,Chapare,N/A,"Depto. Cochabamba, Prov. Chapare: Slope of Cerro Khachi, N. of Corani, 3030 m, 17° 11' S, 65° 54' W.",[precise locality unknown],"On stones and banks of seepy creek in cloud forest ravine, with tree ferns.",3030 m,"17° 11' S, 65° 54' W.",1050327,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg,,P.E. Hegewald,N/A,6989,31.8.1973,1973-08-31,N/A,Philonotis sphaeorocarps (Hedw.) Brid.,Philonotis sphaeorocarps,D.C. & Hegewald,N/A,N/A,Peru,Amazonas,Prov. Chachayoyas,N/A,Las Palmas zw. Balsas u. Leimembamba.,Las Palmas zw. Balsas u. Leimembamba.,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach",3000 m.,N/A,1061647,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2307/513/C0341152F.jpg,"Collected by Moss Flora of Mexico, Sponsored by the Richards Foundation",E. De Luna,"F. Bowers, Jr.",5166,25 December 1973,1973-12-25,N/A,Braunia secunda (Hook.) B.S.G. det. A.J.Sharp,Braunia secunda,A.J.Sharp,1992,N/A,Mexico,Baja California Sur,N/A,N/A,"15 miles east of Todos Santos, on boulder, meso, open valley",15 miles east of Todos Santos,Oak-pine and grassland with dry and flowing streams at Sierra de Laguna,6300 ft.,N/A,1045263,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/538/C0341164F.jpg,"A.J. and E.B. Sharp, E.O. Clebsch, K.R. Thornburgh",A.J. Sharp,E.B. Sharp|E.O. Clebsch|K.R. Thornburgh,2281,"June 23, 1973",1973-06-23,N/A,Braunia andreuixii Lor.,Braunia secunda (Hook.) B.S.G.,A.J. Sharp,1981,N/A,Mexico,Oaxaca,N/A,N/A,"Near El Punto on Hwy. 175, 1625 m.","Near El Punto on Hwy. 175, 1625 m.","Partial shade, moist, road side cliff.",1625 m.,N/A,1045248,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,"A.J. and E.B. Sharp, E.C. Clebsch, K.R. Thornburgh",A.J. Sharp,E.B. Sharp|E.C. Clebsch|K.R. Thornburgh,2736,"July 4, 1973",1973-07-04,N/A,Braunia secunda (Hooks.) B.S.G.,Braunia secunda,A.J. Sharp,N/A,N/A,Mexico,Jalisco,N/A,N/A,"El Mirador on hwy. 80, 9 mi. above San Marcia Hidalgo","El Mirador on hwy. 80, 9 mi. above San Marcia Hidalgo","Partial shade, moist, vert. surface of boulder.",1750 m.,N/A,1045251,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/568/C0341179F.jpg,C. G. Pringle,C G Pringle,N/A,10619,"30, Sept., 1896.",1896-09-30,N/A,"Braunia Andrieuixii, Lorenz.",Braunia andrieuixii,Efrain De Luna,1992,N/A,Mexico,Jalisco,N/A,N/A,"On rocks near Guadalajara, 5,000 ft.",[precise locality unknown],N/A,"5,000 ft.",N/A,1172142,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2307/570/C0341180F.jpg,C. G. Pringle,C G Pringle,N/A,10627,Sept. 1906,1906-09-00,N/A,Braunia andrieuixii Lor.,Braunia andrieuixii,Det. Erfain De Luna,1992,N/A,Mexico,Hidalgo,N/A,N/A,Cerro Las Papas,Cerro Las Papas,N/A,N/A,N/A,1045265,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,Leg. Eggers & Frahm 23279(13),Eggers,Frahm,23279(13),s.d.,N/A,N/A,Braunia secunda,Braunia secunda,Efrain De Luna,1992,N/A,Mexico,Edo. Veracruz,N/A,N/A,"Sierra Madre an der Strasse Jalapa, Kiefern-Eichenwald 2300 m",Sierra Madre an der Strasse Jalapa,Kiefern-Eichenwald,2300 m,N/A,C0341205F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg,"Frank D. Bowers, Claudio Deliganiillo, and Paul Sommers",F. D. Bowers,C. Deliganiillo | P. Sommers,5067,30 December 1972,1972-12-30,N/A,Brnunia secunda (Hook.) Bruch & Schimp.,Brnunia secunda,E. C. De Luna,N/A,N/A,Mexico,Durango,N/A,N/A,Along Highway 10 about 9 miles west of La Ciudad,Along Highway 10 about 9 miles west of La Ciudad,"Oak-pine forest with Pinus along road, partial shade, mossy, ridge, on boulder",1860 m,N/A,1036945,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,,A. J. Sharp,N/A,145,"July 23, 1941",1941-07-23,N/A,Braunia secunda (Hook.) Bruch & Schimp.,Braunia secunda,Efráin Da Luza,1972,N/A,Mexico,Rio,N/A,N/A,"Siliceous boulder in Rio, above Cantera",Siliceous boulder above Cantera,N/A,N/A,N/A,C0341213F,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2307/712/C0341223F.jpg,"A.J. Sharp, F.D. Bowers, D.K. Smith, R.A. Hattaway, Paul Somers, Jr.",F. Bowers,A.J. Sharp|F.D. Bowers|D.K. Smith|R.A. Hattaway|Paul Somers,4217,"Dec. 19, 1972",1972-12-19,N/A,Braunia squarrulosa (Hampe) C. Muell.,Braunia squarrulosa,Etrain De Luna,1982,N/A,Mexico,Chihuahua,N/A,N/A,"Yerba Buena, Puerto Nuevo, northeast of Tuxtla Gutierrez, Chiapas","Partial shade, moist, trail side bank. (about 55 km. + 6800 ft.)",N/A,55 km. + 6800 ft.,N/A,1045274,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/716/C0341228F.jpg,F.J. Hermann,F.J. Hermann,N/A,26429,"Feb.9, 1975",1975-02-09,N/A,Braunia squarrulosa (Hampe) Broth.,Braunia squarrulosa,F.J. Hermann,"Feb.9, 1975",N/A,Mexico,Chiapas,N/A,N/A,"oak trunk in oak-pine woods, San Cristobal de las Casas",oak trunk in oak-pine woods,N/A,alt. 6800 ft.,N/A,1052129,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/719/C0341231F.jpg,,Efrain de la Luna,"A.J. Sharp|F.D. Bowers|D.K. Smith|R.A. Hattaway|Paul Somers, Jr.",2980,"Dec. 23, 1972",1972-12-23,N/A,Braunia squarrulosa (Hampe) C. Muell.,Braunia squarrulosa,Efrain de la Luna,1992,N/A,Mexico,Oaxaca,N/A,N/A,near km. east of Oaxaca,"Oak-pine woods, Roadside",N/A,6000 ft.,N/A,1045269,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/722/C0341234F.jpg,"Expedición De La Luna, Duke University Herbarium",Howard A. Crum,N/A,No.917,23 July 1949,1949-07-23,N/A,Braunia squarrulosa (Hampe) Broth.,Braunia squarrulosa,Efrain Da Luna,1992,N/A,Mexico,Jalisco,N/A,N/A,"Slopes of La Ferreria, above Manantlan","Slopes of La Ferreria, above Manantlan","On dead limb, fallen. 7300 feet. Oak forest.",7300 feet,N/A,C0541234F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/724/C0341237F.jpg,Broth.,E. M. Broth,C. G. Pringle,10550,"17, July, 1908.",1908-07-17,N/A,Braunia squarrulosa (Hpe.) Broth.,Braunia squarrulosa,Det. Cardot,N/A,N/A,Mexico,Federal District,N/A,N/A,N/A,[precise locality unknown],"Base of trees, Cina, 10,000 ft.","10,000 ft.",N/A,1172449,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/725/C0341238F.jpg,"det. Efraín De Luna, 1992 Duke University Herbarium","De Luna, E.",N/A,N/A,s.d.,1992-00-00,N/A,Braunia squarrulosa (Hampe) Broth.,Braunia squarrulosa,"De Luna, E.",1992,N/A,Mexico,Chiapas,N/A,N/A,Km 100 an der Str. Ocusiongo-San Cristobal Eichen-Kiefernwald 2250 msm.,Ejido Ocusiongo 15°14′N 92°20′W,N/A,2250 msm,15°14′N 92°20′W,1031467,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/726/C0341239F.jpg,Efrain de Luna,E. Luna,N/A,1031495,1992,1992-01-01,N/A,Braunia squarrulosa (Hampe) C. Muell.,Braunia squarrulosa,E. Luna,1992,N/A,Mexico,Chiapas,N/A,N/A,100 an der Strasse Ocusingo-San Cristobal,100 an der Strasse Ocusingo-San Cristobal,N/A,2250 m,N/A,LEG.EGGERS & FRAHM 10.3.79(29),Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/729/C0341242F.jpg,F.J. Hermann,F.J. Hermann,N/A,26429,"February 9, 1975",1975-02-09,N/A,Braunia squarrulosa (Hampe) Broth.,Braunia squarrulosa,Def. Eraine De Luna,1992,N/A,Mexico,Estado de Chiapas,N/A,N/A,15 miles SE. San Cristobal de las Casas,[precise locality unknown],"On oak trunk in oak-pine woods along Route 190, alt. 6800 ft.",6800 ft.,N/A,1045277,Typed,no type status
