imageName,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
https://fm-digital-assets.fieldmuseum.org/2303/661/C0268571F.jpg,"Coll. K. Mayebara, February 11, 1952",K. Mayebara,Det. A. Noguchi,1043490,"February 11, 1952",1952-02-11,N/A,Macromitrium gymnostomum Sull. et Lesq.,Macromitrium gymnostomum,A. Noguchi,N/A,N/A,Japan,N/A,N/A,N/A,"On rocks, ca. 100 m. above sea, Koonose, Kumamoto Prefecture","On rocks at 100 meters above sea level, Koonose, Kumamoto Prefecture",On rocks at 100 meters above sea level,100 m. above sea,N/A,C0266871F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/663/C0268572F.jpg,Collected by or collectors maybe prefixed by leg. or sometimes legit.,A. Noguchi,N/A,1043493,1932-03-00,1932-03-00,N/A,Musci Japonici,Macromitrium gynostomum,A. Noguchi,1953-03-00,N/A,Japan,Kumamoto,N/A,Hitoyoshi,"On rocks, ca. 100m. alt., Hitoyoshi, Kumamoto County","On rocks, ca. 100m. alt., Hitoyoshi, Kumamoto County",N/A,100m. alt.,N/A,C028857ZF,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/668/C0268574F.jpg,H. H. CHUNG,H. H. CHUNG,N/A,B.206,"Augur, 1925",1925-01-01,N/A,Macromitrium gymnostomum S. & L. Det. Theriot.,Macromitrium gymnostomum,Theriot,N/A,N/A,China,Fukien Province,N/A,Kushan near Foochow,"On rock, altitude 500 m.","On rock, altitude 500 meters.",N/A,altitude 500 m.,N/A,C0268574F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/669/C0268575F.jpg,H. H. CHUNG,H. H. CHUNG,N/A,No. B.20,"May 2, 1985",1985-05-02,N/A,Macromitrium gymostomum Sull. det. Theriot,Macromitrium gymostomum,Theriot,"May 2, 1985",N/A,China,Fujien Province,N/A,N/A,"On rock in bamboo forest. Theriot, CHUNCHOW",On rock in bamboo forest,N/A,N/A,N/A,C2288575F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/676/C0268579F.jpg,Dale H. Vitt 1989,Dale H. Vitt,,No: 1142665,23 July 1981,1981-07-23,N/A,Macromitrium longicaule C. Mull.,Macromitrium longicaule,Dale H. Vitt,Dale H. Vitt 1989,,Papua New Guinea,Morobe,,,Wamba 5 km S of Teptep airstrip. Rather open montane forest with dominating Pandanus tregs 1 km S of lake. alt. 2400 m.,Wamba 5 km S of Teptep airstrip. Rather open montane forest with dominating Pandanus tregs 1 km S of lake. alt. 2400 m.,open montane forest with dominating Pandanus,2400 m,"6°01″S, 146°33′E, on stump",Field Museum (F) #33590,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,H. H. Chuang,H. H. Chuang,,1122615,,,,Macromitrium japonicum (Dz. &  Mk.) J.C.M.,Macromitrium japonicum,H. H. Chuang,"March, 1955",,China,Fujien Province,,,"Nanpuao, Anxi","Nanpuao, Anxi",On shady rocks or bark.,,,C0028651F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/687/C0268585F.jpg,Timo Koponen #3571,Timo Koponen,,1142666,9 July 1981,1981-07-09,N/A,Macromitrium macrosporum Brot. Det: Dale H. Vitt 1989,Macromitrium macrosporum,Dale H. Vitt,1989,,Papua New Guinea,,,,"PAPUA NEW GUINEA. Morobe Prov.: Mt. Sarawaket Southern Range 2,5 km S of L. Gwam. Open alpine grassland and ""subalpine"" forest at L. Kenzorong E of Mt. Enggum, alt. 3550 m, 6°21'14""S, 147°07'E, on bush","Papua New Guinea Morobe Prov.: Mt. Sarawaket Southern Range 2,5 km S of L. Gwam. Open alpine grassland and ""subalpine"" forest at L. Kenzorong E of Mt. Enggum, alt. 3550 m","Open alpine grassland and ""subalpine"" forest at L. Kenzorong E of Mt. Enggum, alt. 3550 m, on bush",3550 m,"6°21'14""S, 147°07'E",,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,M. Mizutani and I. Yoshimura,M. Mizutani,I. Yoshimura,104904S,"Jan. 23, 1975",1975-01-23,N/A,Musci Japonici Exsiccati,Macromitrium gymnostomum,A. Noguchi,N/A,N/A,Japan,N/A,N/A,N/A,"Isil. Triomote, Sonal, 1-10 m alt., on tree trunk","Isil. Triomote, Sonal, 1-10 m alt., on tree trunk",N/A,N/A,N/A,N/A,Typed,N/A
https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg,N/A,N/A,N/A,1356480,JUL 1950,1950-07-00,N/A,Macromitrium incurvum (Lindb.),Macromitrium incurvum,N/A,N/A,N/A,Japan,Honshu,Musashi,"prope fauces d. Kobotoke, rupicola, photophila, leg. et det. K. Sakurai","prope fauces d. Kobotoke, rupicola, photophila, leg. et det. K. Sakurai","Honshu Musashi prope fauces d. Kobotoke, rupicola, photophila, leg. et det. K. Sakurai",N/A,N/A,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,K. SAITO,K. Saito,N/A,1051109,"April 3, 1970",1970-04-03,N/A,Macromitrium gymnostomum SULL. & LESQ.,Macromitrium gymnostomum,D. A. Noguchi,N/A,N/A,Japan,Kagoshima,N/A,Amami-oshima,On rock; elevation about 120 m.,On rock; elevation about 120 m.,N/A,elevation about 120 m.,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2302/601/C0268725F.jpg,V. et P. Allorge,V. Allorge,P. Allorge,1181624,1937,1937-06-14,1937-06-14,BRYOPHYTA AZORIKA,BRYOPHYTA AZORIKA,V. Allorge,APR 1946,PONATAM URNIGER,Portugal,ILES ACORES,N/A,N/A,SALTO do CAVALO vers 700 m.,SALTO do CAVALO vers 700 m.,N/A,vers 700 m.,N/A,C0266725F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/796/C0341037F.jpg,Marko Lewis,Marko Lewis,,1100485,20 Jan 1983,1983-01-20,N/A,Philonotis,Philonotis,Marko Lewis,20 Jan 1983,,Bolivia,Depto. La Paz,,,"Prov. Larecaja: 'Tacatacoma 3' Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata. 15°36'S, 68°39'W ca. 3550 m.","Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata. 15°36'S, 68°39'W ca. 3550 m.",Super humid Ceña de Montana forests following ravines. In small rill in dripping area of small waterfall.,3550 m.,"15°36'S, 68°39'W",C0341037F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/797/C0341038F.jpg,N/A,N/A,N/A,1078795,29 March 1979,1979-03-29,N/A,Philonotis fide Crum,Philonotis,N/A,N/A,N/A,Bolivia,La Paz,Larecaja,Sorata,"DEPTO. LA PAZ, PROV. LARECAJA: Along road 1 mi. from Sorata towards Achacache, 15° 45’ S., 68° 42’ W.","DEPTO. LA PAZ, PROV. LARECAJA: Along road 1 mi. from Sorata towards Achacache, 15° 45’ S., 68° 42’ W.",N/A,2740 m.,"15° 45’ S., 68° 42’ W.",C0341088F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/798/C0341040F.jpg,"Marko Lewis, no. 79-2315",Marko Lewis,N/A,C0341040F,1 June 1979,1979-06-01,N/A,Philonotis,Philonotis,N/A,N/A,N/A,Bolivia,Cochabamba,N/A,N/A,"DEPTO. COCHABAMBA, PROV. CHAPARE: Slope of Cerro Khachi, N. of Corrani, 3030 m., 17° 11' 1' S., 65° 54' W. On stones and banks of seepy creek in cloud forest ravine, with tree ferns.","DEPTO. COCHABAMBA, PROV. CHAPARE: Slope of Cerro Khachi, N. of Corrani, 3030 m., 17° 11' 1' S., 65° 54' W. On stones and banks of seepy creek in cloud forest ravine, with tree ferns.","On stones and banks of seepy creek in cloud forest ravine, with tree ferns.",3030 m.,"17° 11' 1' S., 65° 54' W.",N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/803/C0341047F.jpg,Ms W. M. A. BROUWER,Ms W. M. A. BROUWER,N/A,6867,15 Oct.1950,1950-10-15,N/A,N/A,N/A,N/A,N/A,N/A,Bolivia,Unduavi,N/A,N/A,UNDUAVI,UNDUAVI 10000 ft.,N/A,10000 ft.,N/A,1013011,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/804/C0341048F.jpg,Ms W. M. A. Bruton,Ms W. M. A. Bruton,,6865,13 Oct. 1950,1950-10-13,N/A,Phellorins,Phellorins,N/A,N/A,N/A,Bolivia,Unduavi,N/A,N/A,UNDUAVI,Unduavi 10000 ft.,N/A,10000 ft.,N/A,1013012,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/806/C0341051F.jpg,"Marko Lewis, no. 79-2315",Marko Lewis,N/A,1050327,1 June 1979,1979-06-01,N/A,PHILONOTIS,PHILONOTIS,N/A,N/A,N/A,Bolivia,Cochabamba,Chapare,N/A,"DEPTO. COCHABAMBA, PROV. CHAPARE: Slope of Cerro Khachi, N. of Corani, 3030 m, 17° 11' S, 65° 54' W. On stones and banks of seepy creek in cloud forest ravine, with tree ferns.","Slope of Cerro Khachi, north of Corani, Cochabamba, Bolivia","On stones and banks of seepy creek in cloud forest ravine, with tree ferns.",3030 m,"17° 11' S, 65° 54' W",C0341051F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg,Herbarium Eberhard und Pirkko Hegewald (EPH) Moosflora von Peru,Dana Griffin III,N/A,Nr. 6989,31.8.1973,1973-08-31,N/A,Philonotis sphaerocarpa (Hedw.) Brid.,Philonotis sphaerocarpa,Dana Griffin III,N/A,N/A,Peru,Amazonas,N/A,N/A,Prov. Chachapoyas,Province Chachapoyas,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach. Höchste 3000 m.",3000 m.,N/A,1061647,Typed,N/A
https://fm-digital-assets.fieldmuseum.org/2307/513/C0341152F.jpg,"Frank D.Bowers, Claudio Delgado M. & Paul Somers, Jr.",Frank D.Bowers,"Claudio Delgado M. | Paul Somers, Jr.",1045263,25 December 1973,1973-12-25,N/A,Braunia secunda (Hook.) B.S.G.,Braunia secunda,Efrain De Luna,1992,N/A,United States of America,California,San Diego,N/A,"TERRA, BAJA CALIFORNIA SUR: Oak-pine and grass-land with dry and flowing streams at Sierra de Laguna. 15 miles east of Todos Santos. On boulder, meso, open valley.","On boulder, meso, open valley in Baja California Sur, San Diego County",N/A,Alt. ca. 6300 ft.,N/A,C034112E,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/538/C0341164F.jpg,K.R. and E.B. Thornburgh,K.R. Thornburgh,| E.B. Thornburgh,1045248,"June 23, 1973",1973-06-23,N/A,Bryaunia secunda (Hook.) B.S.G.,Bryaunia secunda,A. J. Sparp,N/A,N/A,Mexico,Oaxaca,N/A,N/A,"Near El Punto on Hwy. 175, Oaxaca; Mexico. 1625 m.","Near El Punto on Hwy. 175, Oaxaca; Mexico. 1625 m.","Partial shade, moist side cliff.",1625 m.,N/A,C0541164F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,"A.J. and E.B. Sharp, E.C. Clebsch, K.R. Thornburgh",A. J. Sharp,J. and E. B. Sharp | E. C. Clebsch | K. R. Thornburgh,2736,"July 4, 1973",1973-07-04,N/A,Braunia andreieuxi Lor. Det. Erain Da Luna 1992 Duke University Herbarium,Braunia secunda,E. Da Luna,1992,,Mexico,Jalisco,N/A,San Martin Hidalgo,"El Mirador on hwy. 80, 9 mi. above San Martin Hidalgo, Jalisco; Mexico.","El Mirador on hwy. 80, 9 miles above San Martin Hidalgo, Jalisco; Mexico.","Partial shade, moist, vert. surface of boulder.",1750 m.,N/A,C0241188F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/568/C0341179F.jpg,Col. De Luna,De Luna,N/A,10619,"30, Sept., 1908",1908-09-30,N/A,Bryum andreieuxii Lor.,Bryum andreieuxii Lor.,Det. E. De Luna,1992,N/A,Mexico,Jalisco,N/A,N/A,"On rocks near Guadalajara, 6,000 ft.","On rocks near Guadalajara, 6,000 feet",N/A,"6,000 ft.",N/A,10619,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/570/C0341180F.jpg,Donald Richards,Donald Richards,N/A,1045265,N/A,N/A,N/A,Braunia andrieuxii Lor.,Braunia andrieuxii,Det. Erain De Luna,1992,N/A,Mexico,Hidalgo,N/A,N/A,"10627 Braunia plicata, Mitt., var. canescens, Card. n. var. Cuyamaloga.","Mexico Hidalgo 10627 Braunia plicata, Mitt., var. canescens, Card. n. var. Cuyamaloga.",N/A,N/A,N/A,CC041180F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,Efrain De Luna,Efrain De Luna,N/A,1031423,1992,1992-01-01,N/A,Braunia secunda (Hook.) Bruch & Schimp.,Braunia secunda,Efrain De Luna,1992,N/A,Mexico,Veracruz,N/A,"Edu. Veracruz, Sierra Madre An Der Str. F55","Edu. Veracruz, Sierra Madre An Der Str. F55, Zapote, Jalapa, Kiffner-Eichhorn-Zwetkow Leg. Eggers & Frahn 23.2.79(13)","Edu. Veracruz, Sierra Madre An Der Str. F55, Zapote, Jalapa, Kiffner-Eichhorn-Zwetkow",N/A,N/A,N/A,C0341205F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg,"Frank D.Bowers, Claudio Degavilillo (F.), Det. A.J.Sharp",Frank D. Bowers,Claudio Degavilillo | F. | Det. A.J. Sharp,1036945,30 December 1972,1972-12-30,N/A,Braunia secunda (Hook.) Bruch & Schimp.,Braunia secunda,Det. A.J. Sharp,N/A,N/A,Mexico,Durango,N/A,N/A,"DURANGO: Oak-pine forest with Mairrona along Highway 10 about 9 miles west of La Ciudad. On boulder, partial shade, meso, Ridge.","Durango, Oak-pine forest with Mairrona along Highway 10 about 9 miles west of La Ciudad. On boulder, partial shade, meso, Ridge.","Oak-pine forest with Mairrona along Highway 10 about 9 miles west of La Ciudad. On boulder, partial shade, meso, Ridge.",N/A,N/A,N/A,Typed,no type status
