associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,N/A,Papua New Guinea,West Sepik,on stems and branches of trees and shrubs in summit scrub,D. H. Vitt,Macromitrium macrosporum,"Star Mountains, 5 degrees 51 minutes 05 seconds East North East summit of Mount Capella",N/A,1975-08-05,N/A,Typed,A. Touw No. 17369,s.n.,N/A,N/A,no type status,N/A,"5° 51' 05"" E",N/A,Alt.: c. 3900 m.,8. 5. 1975,Macromitrium macrosporum Broth.,"Star Mts., 5° 51' 05"" E NE summit of Mt. Capella; on stems and branches of trees and shrubs in summit scrub."
N/A,N/A,Papua New Guinea,West Sepik,Limestone ridge near camp; c. 4 - 5 m. high stunted forest on ridge. On trees and shrubs.,D.H. Vitt,Macromitrium macrosporum,"Papua New Guinea, West Sepik Distr., Star Mts., e. 5° 51' 05"" Mt. Capella Base Camp.",N/A,1975-04-17,N/A,Typed,No: 1142178,s.n.,N/A,N/A,no type status,N/A,N/A,N/A,3600 m.,17.4.1975,Macromitrium macrosporum Broth. Det. D.H. Vitt,"Papua New Guinea, West Sepik Distr., Star Mts., e. 5° 51' 05"" Mt. Capella Base Camp."
N/A,N/A,Papua New Guinea,West Sepik,N/A,D. H. Vitt,Macromitrium macrosporum,"Star Mts., c. 5°51'05""E NE Summit of Mt. Capella. Summit of ridge between Mt. Capella Base Camp and Mt. Capella ridge; on isolated tree.",N/A,1975-08-05,N/A,Typed,A. Touw No. 17312,s.n.,N/A,N/A,no type status,N/A,"c. 5°51'05""E",N/A,Alt.: c. 3650 m.,8.5. 1975,Macromitrium macrosporum Broth.,"Star Mts., c. 5°51'05""E NE Summit of Mt. Capella. Summit of ridge between Mt. Capella Base Camp and Mt. Capella ridge; on isolated tree."
N/A,N/A,Papua New Guinea,West Sepik,forest remnant in deep chasm near the summit on soaking wet bark of trees,D. H. Vitt,Macromitrium macrosporum,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5°S 141°05'E, Mt. Capella NE summit",N/A,1975-04-19,N/A,Typed,A. Touw No. 16420,s.n.,N/A,N/A,no type status,N/A,c. 5°S 141°05'E,N/A,3900 m.,19.4.1975,Macromitrium macrosporum Broth.,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5°S 141°05'E, Mt. Capella NE summit; forest remnant in deep chasm near the summit on soaking wet bark of trees."
N/A,N/A,Papua New Guinea,West Sepik,open sub-alpine scrub,D. H. Vitt,Macromitrium macrosporum,"Near Mt. Capella Base Camp, along trail to Tamanagabip; open sub-alpine scrub. At base of limestone rock faces.",N/A,1975-05-05,N/A,Typed,No: 1141880,s.n.,N/A,N/A,no type status,N/A,"S 5° 14' 05"" E 141° 08'",N/A,Alt.: c. 3450 m.,5. 5. 1975,Macromitrium macrosporum Broth.,"Near Mt. Capella Base Camp, along trail to Tamanagabip; open sub-alpine scrub. At base of limestone rock faces."
N/A,N/A,Papua New Guinea,West Sepik,Pendulous from heavy tree branches and slanting trunks.,D.H. Vitt,Macromitrium megalocladon,"Star Mts., c. 5°S 141°E Upper montane forest between Folongonom and Artis' Camp.",N/A,1975-05-14,N/A,Typed,No: 1142187,A. Touw No. 18046,N/A,N/A,no type status,N/A,c. 5°S 141°E,N/A,Alt.: c. 2500 - 2600 m.,14.5.1975,Macromitrium megalocladon Fleisch.,"Star Mts., c. 5°S 141°E Upper montane forest between Folongonom and Artis' Camp."
N/A,N/A,Papua New Guinea,Western Province,Small kuni (grassfield) SW of Mt. Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni.,D.H. Vitt,Macromitrium megalocladon,"Star Mts., 5°51'S 141°05'E Small kuni (grassfield) SW of Mt. Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni.",N/A,1975-04-21,N/A,Typed,A. Touw No. 16555,s.n.,N/A,N/A,no type status,N/A,5°51'S 141°05'E,N/A,Alt.: c. 3400 m.,21. 4. 1975,Macromitrium megalocladon Fleisch.,"Papua New Guinea, West Sepik Distr., Star Mts., 5°51'S 141°05'E Small kuni (grassfield) SW of Mt. Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni."
N/A,N/A,Papua New Guinea,West Sepik,"Dense moss vegetation covering soil, rocks and the lower portion of shrubs. Dominan.",D.H. Vitt,Macromitrium megalocladon,"Star Mts., Tel Basin; Ridge above Camp 2",N/A,1975-04-07,N/A,Typed,No: 1142300,s.n.,N/A,N/A,no type status,N/A,N/A,N/A,3350 m.,7. 4. 1975,Macromitrium megalocladon Fleisch.,"Star Mts., c. 5 51â€ť05E Tel Basin; Ridge above Camp 2. Terrestrial in open shrubbery on ridge."
,S. Hattori,Japan,Shimane Prefecture,"rupicola, photophila, ca. 50 m.",A. Noguchi,Macromitrium incurvum,[precise locality unknown],N/A,1946-08-00,,Typed,1285066,s.n.,,,no type status,leg. S. Hattori,,OCT 1948,ca. 50 m.,VIII. 1946,20. Macromitrium incurvum (Lindb.) Par.,"KIUSHU, Miyazaki, Minaminaka, Obi"
N/A,K. Mayebara,Japan,Kumamoto Prefecture,N/A,A. Noguchi,Macromitrium incurvum,"On exposed rocks, 60 meters above sea, Yoshio",N/A,1951-12-25,N/A,Typed,1043529,s.n.,N/A,N/A,no type status,Coll. K. Mayebara,N/A,N/A,60 m. above sea,"December 25, 1951",Macromitrium incurvum (Lindb.) Par.,"On exposed rocks, 60 m. above sea, Yoshio"
N/A,K. Mayebara,Japan,Kumamoto Prefecture,N/A,A. Noguchi,Macromitrium gymnostomum,"On rocks, ca. 100 meters above sea, Koose",N/A,1952-02-11,N/A,Typed,1043490,s.n.,N/A,N/A,no type status,Coll. K. Mayebara,N/A,N/A,ca. 100 m. above sea,"February 11, 1952",Macromitrium gymnostomum Sull. et Lesq.,"On rocks, ca. 100 m. above sea, Koose, Kumamoto Prefecture"
N/A,K. Mayebara,Japan,Kyushu,N/A,A. Noguchi,Macromitrium gymnostomum,"On rocks, ca. 100m. alt., Hitopohi",N/A,1952-03-00,N/A,Typed,1043493,s.n.,Kumamoto Prefecture,N/A,no type status,Coll. K. Mayebara,N/A,N/A,ca. 100m. alt.,March 1952,Macromitrium gymnostomum Sull. et Lesq.,"On rocks, ca. 100m. alt., Hitopohi, Kumamoto County"
,H. H. Chung,China,Fujian Province,"On rock, altitude 500 m.",Theriot,Macromitrium gymnostomum,Kushan near Foochow,N/A,1925-08-00,,Typed,1122634,B.206,,,no type status,H. H. CHUNG,,N/A,altitude 500 m.,"August, 1925",Macromitrium gymnostomum S. & L. Det. Theriot.,Kushan near Foochow
N/A,H. H. Chung,China,Fujian Province,On rock in bamboo forest,Theriot,Macromitrium gymnostomum,[precise locality unknown],N/A,1945-05-02,N/A,Typed,1122721,B.20,N/A,N/A,no type status,H. H. Chung,N/A,N/A,N/A,"May 2, 1945",Macromitrium gymnostomum Sull. det. Theriot,On rock in bamboo forest. Chuanchow
Pandanus,T. Koponen,Papua New Guinea,Morobe,open montane forest with dominating Pandanus trees,Dale H. Vitt,Macromitrium longicaule,Lake Wamba 5 km S of Teptep airstrip. Rather open montane forest with dominating Pandanus trees 1 km S of lake.,N/A,1981-07-23,N/A,Typed,#33590,s.n.,N/A,N/A,no type status,Timo Koponen,"6°01'S, 146°33'E",1989,alt. 2400 m,23 July 1981,Macromitrium longicaule C. Mull.,Lake Wamba 5 km S of Teptep airstrip. Rather open montane forest with dominating Pandanus trees 1 km S of lake.
,H. H. Chung,China,Fujian Province,On shady rocks or bark.,N/A,Macromitrium japonicum,"Nampalo, Amoy",N/A,1945-03-00,,Typed,C028651F,B.4.,,,no type status,H. H. Chung,,N/A,,"March, 1945","Macromitrium japonicum(Dz.& Mk.)C.M. Syn. "" incurvum","Nampalo, Amoy"
N/A,T. Koponen,Papua New Guinea,Morobe,"Open alpine grassland and ""subalpine"" forest",Dale H. Vitt,Macromitrium macrosporum,"Mt. Sarawaket Southern Range 2.5 km S of L. Gwam. Open alpine grassland and ""subalpine"" forest at L. Kenzorgh E of Mt. Enggum",N/A,1981-07-09,N/A,Typed,N° 1142666,3571,N/A,N/A,no type status,Timo Koponen #3571,"6°21'S, 147°07'E",1989,3550 m,9 July 1981,Macromitrium macrosporum Broth.,"Mt. Sarawaket Southern Range 2.5 km S of L. Gwam. Open alpine grassland and ""subalpine"" forest at L. Kenzorgh E of Mt. Enggum, alt."
N/A,M. Mizutani,Japan,N/A,on tree trunk,Z. Iwatsuki,Macromitrium gymnostomum,"Isl. Iriomote, Sonai, 1-10 m alt., on tree trunk.",N/A,1975-01-23,N/A,Typed,1049048,s.n.,N/A,I. Yoshimura,no type status,M. Mizutani and I. Yoshimura,N/A,N/A,1-10 m alt.,"Jan. 23, 1975",Macromitrium gymnostomum Sull. et Lesq.,"RYUKYU: Isl. Iriomote, Sonai, 1-10 m alt., on tree trunk."
N/A,K. Sakurai,Japan,Honshu,PASS,N/A,Macromitrium incurvum,[precise locality unknown],N/A,1932-10-00,PASS,Typed,1356480,s.n.,PASS,,no type status,leg. et det. K. Sakurai,N/A,N/A,N/A,X. 1932,Macromitrium incurvum (Lindb.) Paris,"prope fauces d. Kobotoke, rupicola, photophila"
N/A,K. Saito,Japan,Kagoshima,On rock; elevation about 120 m.,F. A. Noguchi,Macromitrium gymnostomum,"Sumiyo-mura, Isl. Amami-oshima",N/A,1970-04-03,N/A,Typed,1051109,s.n.,N/A,N/A,no type status,"Coll. K. SAITO, April 3, 1970",N/A,N/A,elevation about 120 m.,"April 3, 1970",Macromitrium gymnostomum Sull. & Lesq.,"Sumiyo-mura, Isl. Amami-oshima, Kagoshima Pref."
N/A,V. Allorge,Portugal,Azores,N/A,N/A,Bryophyta azorica,Salto do Cavalo,N/A,1937-06-14,N/A,Typed,1181624,s.n.,N/A,P. Allorge,no type status,V. et P. Allorge,N/A,N/A,vers 700 m.,14.VI.1937,Bryophyta azorica,Salto do Cavalo vers 700 m.
N/A,Marko Lewis,Bolivia,La Paz,Super humid Ceja de Montana forests following ravines. In small rill in dripping area of small waterfall.,N/A,Philonotis,"Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata",N/A,1983-01-20,N/A,Typed,C20341037F,83-224,N/A,N/A,no type status,Marko Lewis 83-224,"15°36'S, 68°39'W",N/A,ca. 3550 m.,20 Jan 1983,Philonotis,"Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata."
N/A,Marko Lewis,Bolivia,La Paz,"Eroding bank, 2740 m.",N/A,Philonotis fide,Along road 1 miles from Sorata towards Achacachi,N/A,1979-03-29,N/A,Typed,1078795,79-1314,Larecaja,N/A,no type status,Marko Lewis,"15° S., 68° 42' W.",N/A,2740 m.,29 March 1979,Philonotis fide Crum,"Along road 1 mi. from Sorata towards Achacachi, 15° S., 68° 42' W."
N/A,Marko Lewis,Bolivia,Cochabamba,"On stones and banks of seepy creek in cloud forest ravine, with tree ferns.",N/A,Philonotis,"Slope of Cerro Khachi, N. of Corani",N/A,1979-06-01,N/A,Typed,1078769,79-2315,Chapare,N/A,no type status,"Marko Lewis, no. 79-2315","17° 11' S., 65° 54' W.",N/A,3030 m.,1 June 1979,Philonotis,"Slope of Cerro Khachi, N. of Corani, 3030 m."
N/A,W. M. A. Brooke,Bolivia,N/A,N/A,N/A,N/A,UNDUAVI,N/A,1950-10-13,N/A,Typed,F 1013011,6867,N/A,,no type status,Miss W. M. A. Brooke,N/A,N/A,10000 ft.,13 Oct. 1950,N/A,UNDUAVI
N/A,W. M. A. Brooke,Bolivia,N/A,N/A,N/A,Phelonia,UNDUAVI,N/A,1950-10-13,N/A,Typed,C0341048F,6865,N/A,,no type status,Collector : Miss W. M. A. Brooke,N/A,N/A,10000 ft.,13 Oct. 1950,Phelonia,UNDUAVI
N/A,Marko Lewis,Bolivia,Cochabamba,"On stones and banks of seepy creek in cloud forest ravine, with tree ferns.",N/A,Philonotis,"Slope of Cerro Khachi, North of Corani",N/A,1979-06-01,N/A,Typed,N° 1050327,79-2315,Chapare,N/A,no type status,"Marko Lewis, no. 79-2315","17° 11' S., 65° 54' W.",N/A,3030 m.,1 June 1979,PHILONOTIS,"Slope of Cerro Khachi, N. of Corani"
N/A,P+E. Hegewald,Peru,Amazonas,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach.",Dana Griffin III,Philonotis sphaeocarpa,Las Palmas between Balsas and Leimebamba,N/A,1973-08-31,N/A,Typed,PASS,Nr. 6989,N/A,N/A,no type status,Leg. P+E. Hegewald,N/A,N/A,PASS,31.8.1973,Philonotis sphaeocarpa (Hedw.) Brid.,Prov. Chachapoyas Las Palmas zw. Balsas u. Leimebamba.
N/A,"F. D. Bowers, Jr.",Mexico,Baja California Sur,"Oak-pine and grassland with dry and flowing streams. On boulder, meso, open valley.",A. J. Sharp,Braunia secunda,"Sierra de Laguna, 15 miles east of Todos Santos",N/A,1973-12-25,N/A,Typed,No. 5166,s.n.,N/A,"C. Delgadillo M. | P. Somers, Jr.",no type status,"Frank D. Bowers, Jr. | Claudio Delgadillo M. & Paul Somers, Jr.",N/A,N/A,Alt. ca. 6300 ft.,25 December 1973,Braunia secunda (Hook.) B.S.G. det. A.J.Sharp,"Oak-pine and grassland with dry and flowing streams at Sierra de Laguna, 15 miles east of Todos Santos. On boulder, meso, open valley."
N/A,A. J. Sharp,Mexico,Oaxaca,"Partial shade, moist, road side cliff.",A. J. Sharp,Braunia secunda,Near El Punto on Highway 175,N/A,1973-06-23,N/A,Typed,1045248,2281,N/A,E. B. Sharp | E. C. Clebsch | K. R. Thornburgh,no type status,"A.J. and E.B. Sharp, E.C. Clebsch, K.R. Thornburgh",N/A,N/A,± 1625 m.,"June 23, 1973",Braunia andrieuxii Lor.; Braunia secunda (Hook.) B.S.G.,Near El Punto on Hwy. 175
N/A,A. J. Sharp,Mexico,Jalisco,"Partial shade, moist, vert. surface of boulder.",A. J. Sharp,Braunia secunda,"El Mirador on hwy. 80, 9 miles above San Martin Hidalgo",N/A,1973-07-04,N/A,Typed,1045251,2736,N/A,E. B. Sharp | E. C. Clebsch | K. R. T hornburgh,no type status,"A.J. and E.B. Sharp, E.C. Clebsch, K.R.T hornburgh",N/A,N/A,1750 m.,"July 4, 1973",Braunia andrieuxii Lor.,"El Mirador on hwy. 80, 9 mi. above San Martin Hidalgo"
,C. G. Pringle,Mexico,Jalisco,,Efrain De Luna,Braunia andrieuxii,[precise locality unknown],N/A,PASS,,Typed,F 1172142,10619,,,no type status,C. G. Pringle,,1992,"5,600 ft.",PASS,"Braunia andrieuxii, Lorenz.",On rocks near Guadalajara
N/A,C. G. Pringle,Mexico,Hidalgo,N/A,Efrain De Luna,Braunia plicata var. canescens,Cypamaloya,N/A,1905-09-17,N/A,Typed,1045265,10627,N/A,N/A,no type status,C. G. Pringle,N/A,1992,N/A,"17, Sept., 1905",Braunia andrieuxii Lor.,Cypamaloya
N/A,Eggers,Mexico,Veracruz,N/A,Efrain De Luna,Braunia secunda,PASS,N/A,1979-02-23,N/A,Typed,C0341205F,s.n.,N/A,Frahm,no type status,LEG. EGGERS & FRAHM 23.2.79(13),N/A,1992,2300m,23.2.79,Braunia secunda (Hook.) Bruch & Schimp.,"MEXICO: EDO. VERACRUZ, SIERRA MADRE AN DER STR. F55 ZW. PEROTE + JALAPA, KIEFERNE-EICHENW. 2300M"
N/A,Frank D. Bowers,Mexico,Durango,Oak-pine forest with Mairono,N/A,Braunia secunda,"Oak-pine forest with Mairono along Highway 10 about 9 miles west of La Ciudad. On boulder, partial shade, meso. Ridge.",N/A,1970-12-30,N/A,Typed,1036945,s.n.,N/A,Claudio Delgadillo M. | Paul S. | A. J. Sharp,no type status,Frank D. Bowers; Claudio Delgadillo M.; Paul S.; A. J. Sharp,N/A,N/A,6550 ft.,30 December 1970,Braunia secunda (Hook.) B.S.G.,"Oak-pine forest with Mairono along Highway 10 about 9 miles west of La Ciudad. On boulder, partial shade, meso. Ridge."
N/A,A. J. Sharp,Mexico,N/A,N/A,H.A. Crum,Braunia secunda,"Siliceous boulder in Rio, above Cantreras",N/A,1941-07-23,N/A,Typed,1045239,145,N/A,N/A,no type status,A. J. Sharp,N/A,N/A,N/A,"July 23, 1941",Braunia secunda (Hook.) BSG,"Siliceous boulder in Rio, above Cantreras, D.F."
N/A,A.J. Sharp,Mexico,Chiapas,"Partial shade, moist, trail side bank.",F. Bowers,Braunia squarrulosa,"Yerba Buena, Pueblo Nuevo, (about 55 km. northeast of Tuxtla-Gutierrez)",N/A,1972-12-19,N/A,Typed,1045274,4217,N/A,"F.D. Bowers | D.K. Smith | R.A. Hattaway | Paul Somers, Jr.",no type status,"A.J. Sharp, F.D. Bowers, D.K. Smith, R.A. Hattaway, Paul Somers, Jr.",N/A,N/A,+ 6800 ft.,"Dec. 19, 1972",Braunia squarrulosa (Hampe) Broth.,"Partial shade, moist, trail side bank. Yerba Buena, Pueblo Nuevo, (about 55 km. northeast of Tuxtla-Gutierrez)"
N/A,F. J. Hermann,Mexico,Chiapas,oak-pine woods,N/A,Braunia squarrulosa,"On oak trunk in oak-pine woods, 15 miles southeast of San Cristobal de las Casas",N/A,1975-02-09,San Cristobal de las Casas,Typed,N° 1052129,26429,N/A,N/A,no type status,F. J. Hermann 26429,N/A,N/A,alt. 6800 ft.,"Feb. 9, 1975",Braunia squarrulosa (Hampe) Broth.,"On oak trunk in oak-pine woods, alt. 6800 ft., 15 mi. S.E. of San Cristobal de las Casas, Chiapas, Mexico."
N/A,A.J. Sharp,Mexico,Oaxaca,"Dry, full shade, oak branch.",A.J. Sharp,Braunia squarrulosa,"Roadside near San Pablo Ayutla, (about 70 km. east of Oaxaca.)",N/A,1972-12-23,N/A,Mix of Handwritten and Typed,1045269,2980-a,N/A,"F.D. Bowers | D.K. Smith | R.A. Hattaway | Paul Somers, Jr.",no type status,"A.J. Sharp | F.D. Bowers | D.K. Smith | R.A. Hattaway | Paul Somers, Jr.",N/A,"Dec. 23, 1972",+6000 ft.,"Dec. 23, 1972",Braunia squarrulosa (Hampe) Broth.,"Oak-pine woods, Roadside near San Pablo Ayutla, (about 70 km. east of Oaxaca.)"
N/A,H. A. Crum,Mexico,Jalisco,"On dead limb, fallen. Oak forest.",N/A,Braunia squarrulosa,"Slopes of La Ferreria, above Manantlan",N/A,1949-07-23,N/A,Typed,C0341234F,917,N/A,N/A,no type status,Howard A. Crum,N/A,N/A,7300 feet,23 July 1949,Braunia squarrulosa (Hampe) Broth.,"Slopes of La Ferreria, above Manantlan."
,C. G. Pringle,Mexico,Federal District,Base of trees,Efrain De Luna,Braunia squarrulosa,[precise locality unknown],N/A,1908-07-17,,Typed,1172449,10550,,,no type status,C. G. Pringle,,1992,"10,000 ft.","17. July, 1908",Braunia squarrulosa (Hampe) C. Muell.,"Base of trees, Cina, 10,000 ft."
N/A,Eggers,Mexico,Chiapas,N/A,Efrain De Luna,Braunia squarrosula,[precise locality unknown],N/A,1979-03-10,N/A,Typed,F 034128F,s.n.,N/A,Frahm,no type status,leg. Eggers & Frahm 10.3.79(29),N/A,1992,2250 MSM,10.3.79,Braunia squarrosula (Hampe.) Broth.,"MEXICO: EDO. CHIAPAS, KM 100 AN DER STR. OCOSINCGO-SAN CRISTOBAL EICHEN-KIEFERWALD 2250 MSM."
N/A,Eggers,Mexico,Chiapas,Eichen-Kiefernwald,N/A,Braunia squarrulosa,[precise locality unknown],N/A,1979-03-10,N/A,Typed,1031495,s.n.,N/A,Frahm,no type status,LEG.EGGERS & FRAHM 10.3.79(29),N/A,N/A,2250 M.SM.,10.3.79,Braunia squarrulosa (Hampe) C. Muell.,"MEXICO:EDO.CHIAPAS, KM 100 AN DER STR.OCUSINGO-SAN CRISTOBAL EICHEN-KIEFERWALD 2250 M.SM."
N/A,F. J. Hermann,Mexico,Chiapas,oak-pine woods,A. J. Sharp,Braunia squarrulosa,"On oak trunk in oak-pine woods along Route 190, 15 miles SE. SAN CRISTOBAL DE LAS CASAS",N/A,1975-02-09,N/A,Typed,1045277,26429,N/A,N/A,no type status,F. J. Hermann 26429,N/A,N/A,alt. 6800 ft,"February 9, 1975",Braunia squarrulosa (Hampe) C. Muell.,"On oak trunk in oak-pine woods along Route 190, alt. 6800 ft, 15 miles SE. SAN CRISTOBAL DE LAS CASAS"
N/A,D. Griffin,Costa Rica,San José,Bosque primario montano bajo muy húmedo y potreros.,Dana Griffin III,Braunia squarrulosa,"Valle de Copey, ca. 30 kms al sur de Cartago",N/A,1979-02-04,N/A,Typed,F C0541246F,s.n.,N/A,M. I. Morales,no type status,"leg. Dana Griffin, III y Maria Isabel Morales",N/A,N/A,"2,000 m.",4 feb. 1979,Braunia squarrulosa (Hampe) C. Muell.,"Valle de Copey, ca. 30 kms al sur de Cartago. Bosque primario montano bajo muy húmedo y potreros. 2,000 m."
N/A,"O'Connor, Burnct",Bolivia,Tarija,Musgo sobre ramas. C.fr.,S. Churchill,Braunia exserta,"Serrania Huacayaoj. Ca. 35 km oeste de Entre Rios (carretera a Tarija). Bosque montano Tucumano-Boliviano, remanente.",N/A,2001-08-04,N/A,Typed,C0043248F,s.n.,N/A,N/A,no type status,Burnct O'Connor,21°25'S 64°19'W,2001,2300 m,4 Ago 2001,"Hedwigiaceae Braunia exserta C. Muller det. S. Churchill, 2001","Serrania Huacayaoj. Ca. 35 km oeste de Entre Rios (carretera a Tarija). Bosque montano Tucumano-Boliviano, remanente."
N/A,B. Spare,Argentina,Tucumán,"Subtropical rainforest, epiphyte",W. R. Buck,Braunia cirrifolia,Rio Cochuna,N/A,1946-11-27,N/A,Typed,S reg. nr B11750,s.n.,Chiligasta,N/A,no type status,B. Spare,N/A,N/A,1000 m a.s.l.,27 November 1946,Braunia cirrifolia (Mitt.) Jaeg.,"Argentina, Prov. Tucuman, Chiligasta, Rio Cochuna, 1000 m a.s.l."
N/A,Marko Lewis,Bolivia,La Paz,In ravine with waterfall,Efrain De Luna,Braunia cirrifolia,"Canyon 1 km. E. of Cachipata, SE of Sorata",N/A,1979-04-06,N/A,Typed,F 1032380,79-1625,Larecaja,N/A,no type status,Marko Lewis,"15° 48' S., 68° 36' W.",1992,3250 m.,6 April 1979,Braunia cirrifolia (Mitt.) Jaeg.,"DEPTO. LA PAZ, PROV. LARECAJA: Canyon 1 km. E. of Cachipata, SE of Sorata, 3250 m., 15° 48' S., 68° 36' W."
