associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,PASS,Japan,PASS,PASS,A. Noguchi,Macromitrium incurvum,PASS,N/A,1946-08-00,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,OCT 1948,PASS,VIII. 1946,PASS,PASS
N/A,K. Mayebara,Japan,PASS,N/A,A. Noguchi,Macromitrium incurvum,PASS,N/A,1951-12-25,PASS,Typed,C0268560F,1043529,N/A,N/A,no type status,PASS,N/A,PASS,PASS,"December 25, 1951",PASS,PASS
PASS,K. Mayebara,Japan,PASS,PASS,A. Noguchi,PASS,PASS,N/A,1952-02-11,PASS,Typed,PASS,1043490,PASS,PASS,no type status,PASS,PASS,PASS,PASS,"February 11, 1952",PASS,"On rocks, ca. 100 m. above sea, Koonose, Kumamoto Prefecture"
N/A,PASS,Japan,PASS,N/A,PASS,PASS,PASS,N/A,PASS,N/A,PASS,N/A,1043493,PASS,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
PASS,PASS,China,PASS,PASS,PASS,Macromitrium gymnostomum,Kushan near Foochow,PASS,1925-08-00,PASS,Typed,C0266574F,B.206,PASS,PASS,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,H. H. CHUNG,China,Fukien,N/A,PASS,PASS,PASS,N/A,1945-05-02,N/A,Typed,PASS,B.20,PASS,N/A,no type status,H. H. CHUNG,N/A,N/A,N/A,"May 2, 1945",PASS,PASS
PASS,PASS,Papua New Guinea,PASS,PASS,Dale H. Vitt,Macromitrium longicaule,PASS,N/A,1981-07-23,PASS,Typed,PASS,1142665,PASS,PASS,no type status,PASS,PASS,PASS,PASS,23 July 1981,PASS,PASS
N/A,H. H. Chung,China,PASS,PASS,N/A,Macromitrium japonicum,PASS,N/A,PASS,N/A,Typed,PASS,PASS,PASS,PASS,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,Timo Koponen,Papua New Guinea,PASS,PASS,Dale H. Vitt,PASS,PASS,N/A,1981-07-09,N/A,Typed,PASS,1142666,N/A,N/A,no type status,PASS,PASS,1989,3550 m,9 July 1981,PASS,PASS
N/A,PASS,Japan,PASS,N/A,Z. Iwatsuki,PASS,PASS,PASS,1975-01-23,N/A,Typed,PASS,1379,PASS,PASS,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Japan,Honshu,N/A,PASS,Macromitrium incurvum,PASS,N/A,PASS,N/A,Typed,PASS,PASS,Musashi,PASS,no type status,PASS,N/A,PASS,N/A,PASS,Macromitrium incurvum (Lindb.) Paris,PASS
N/A,PASS,Japan,PASS,N/A,PASS,Macromitrium gymnostomum,PASS,N/A,1970-04-03,PASS,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"April 3, 1970",PASS,On rock; elevation about 120 m.
N/A,PASS,Portugal,Azores,N/A,PASS,PASS,PASS,N/A,1937-06-14,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Bolivia,La Paz,Super humid Ceja de Montana forests following ravines. In small rill in dripping area of small waterfall.,N/A,Philonotis,PASS,N/A,1983-01-20,PASS,Typed,PASS,PASS,PASS,N/A,no type status,PASS,PASS,N/A,PASS,20 Jan 1983,Philonotis,PASS
N/A,PASS,Bolivia,Depto. La Paz,N/A,N/A,Philonotis fide Crum,PASS,N/A,1979-03-29,N/A,Typed,PASS,PASS,Prov. Larecaja,N/A,no type status,PASS,PASS,N/A,2740 m.,29 March 1979,PASS,PASS
N/A,Marko Lewis,Bolivia,Cochabamba,PASS,PASS,Philonotis,PASS,N/A,1979-06-01,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,PASS,PASS,PASS,1 June 1979,PASS,PASS
N/A,PASS,Bolivia,PASS,N/A,N/A,PASS,PASS,N/A,1950-10-13,PASS,PASS,PASS,PASS,N/A,PASS,no type status,PASS,N/A,N/A,10000 ft.,13 Oct. 1950,PASS,Unduavi
N/A,PASS,Bolivia,PASS,PASS,N/A,PASS,PASS,N/A,1950-10-13,N/A,PASS,PASS,6865,N/A,N/A,no type status,PASS,N/A,N/A,10000 ft.,13 Oct. 1950,PASS,PASS
N/A,PASS,Bolivia,Cochabamba,"On stones and banks of seepy creek in cloud forest ravine, with tree ferns.",PASS,PHILONOTIS,PASS,N/A,1979-06-01,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,PASS,N/A,3030 m,1 June 1979,PASS,PASS
N/A,PASS,Peru,Amazonas,"fels, erde, mauer, baum, strauch, holz, see, bach",PASS,PASS,PASS,N/A,1973-08-31,N/A,PASS,PASS,PASS,PASS,PASS,no type status,PASS,N/A,N/A,PASS,31.8.1973,PASS,PASS
N/A,PASS,PASS,PASS,PASS,PASS,Braunia secunda,PASS,N/A,1973-12-25,PASS,Typed,PASS,5166,PASS,PASS,no type status,PASS,N/A,1992,PASS,25 December 1973,PASS,PASS
N/A,A.J. Sharp,Mexico,Oaxaca,"Partial shade, moist, road side cliff.",PASS,PASS,PASS,N/A,1973-06-23,N/A,Typed,PASS,PASS,N/A,PASS,no type status,"A.J. and E.B. Sharp, E.O. Clebsch, K.R. Thornburgh",N/A,PASS,1625 m.,"June 23, 1973",PASS,PASS
N/A,PASS,Mexico,Jalisco,"Partial shade, moist, vert. surface of boulder.",PASS,Braunia secunda,PASS,N/A,1973-07-04,PASS,Typed,PASS,2736,N/A,PASS,no type status,"A.J. and E.B. Sharp, E.C. Clebsch, K.R. Thornburgh",N/A,PASS,1750 m.,"July 4, 1973",PASS,PASS
N/A,PASS,Mexico,Jalisco,N/A,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,10619,N/A,N/A,no type status,PASS,N/A,1992,PASS,PASS,PASS,PASS
N/A,PASS,Mexico,Hidalgo,N/A,PASS,PASS,PASS,N/A,PASS,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,N/A,1992,N/A,PASS,PASS,PASS
N/A,PASS,Mexico,PASS,PASS,Efrain De Luna,Braunia secunda,PASS,N/A,N/A,N/A,Typed,C0341205F,PASS,N/A,PASS,no type status,PASS,N/A,1992,PASS,s.d.,PASS,PASS
N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,A. J. Sharp,Mexico,PASS,PASS,PASS,Braunia secunda,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS
N/A,PASS,Mexico,Chihuahua,PASS,PASS,PASS,PASS,N/A,1972-12-19,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,N/A,PASS,PASS,"Dec. 19, 1972",PASS,PASS
N/A,PASS,Mexico,Chiapas,N/A,PASS,PASS,PASS,N/A,1975-02-09,PASS,Typed,PASS,26429,N/A,N/A,no type status,PASS,N/A,PASS,alt. 6800 ft.,PASS,PASS,PASS
N/A,PASS,Mexico,Oaxaca,N/A,PASS,Braunia squarrulosa,PASS,N/A,1972-12-23,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,N/A,1992,6000 ft.,"Dec. 23, 1972",Braunia squarrulosa (Hampe) C. Muell.,PASS
N/A,PASS,Mexico,Jalisco,PASS,PASS,Braunia squarrulosa,PASS,N/A,PASS,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,PASS,7300 feet,PASS,PASS,PASS
N/A,PASS,Mexico,PASS,PASS,PASS,Braunia squarrulosa,PASS,N/A,PASS,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,N/A,N/A,"10,000 ft.",PASS,PASS,PASS
N/A,PASS,Mexico,Chiapas,N/A,PASS,PASS,PASS,N/A,PASS,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,PASS,1992,2250 MSM,PASS,PASS,PASS
N/A,PASS,Mexico,Chiapas,N/A,PASS,Braunia squarrulosa,PASS,N/A,PASS,N/A,Typed,PASS,1031495,N/A,N/A,no type status,PASS,N/A,1992,2250 m,PASS,Braunia squarrulosa (Hampe) C. Muell.,PASS
N/A,PASS,Mexico,PASS,PASS,PASS,Braunia squarrulosa,PASS,N/A,1975-02-09,PASS,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,1992,6800 ft.,"February 9, 1975",PASS,PASS
N/A,PASS,Costa Rica,San Jose,N/A,PASS,Braunia squarrulosa,PASS,N/A,PASS,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
PASS,S. Churchill,Bolivia,PASS,PASS,PASS,Braunia exserta,PASS,PASS,2001-08-04,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,21°25'S 64°19'W,2001,2300 m,4 Ago 2001,PASS,PASS
PASS,PASS,Argentina,PASS,"Subtropical rainforest, epiphyte",W. R. Buck,PASS,PASS,N/A,1946-11-27,PASS,Typed,C0341251F,1136355,PASS,PASS,no type status,PASS,PASS,N/A,1000 m a.s.l.,27 November 1946,PASS,PASS
N/A,PASS,Bolivia,La Paz,PASS,PASS,PASS,PASS,N/A,1979-04-06,PASS,Typed,PASS,PASS,Larecaja,N/A,no type status,PASS,PASS,PASS,3250 m.,6 April 1979,PASS,PASS
PASS,M. Lewis,Bolivia,LA PAZ,PASS,Dana Griffin III,Braunia plicata,PASS,N/A,1982-12-09,PASS,Typed,PASS,PASS,PASS,PASS,no type status,Marko Lewis,PASS,1990,2450 m.,9 Dec 1982,Braunia plicata (Mitt.) Jaeg.,PASS
N/A,PASS,Bolivia,La Paz,PASS,Efrain De Luna,Braunia plicata,PASS,N/A,1979-03-22,N/A,PASS,PASS,PASS,Larecaja,N/A,no type status,Marko Lewis,PASS,1992,2600 m.,22 March 1979,PASS,PASS
N/A,PASS,Bolivia,LA PAZ,PASS,PASS,Braunia plicata,PASS,PASS,1979-03-05,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,PASS,1992,PASS,5 March 1979,Braunia plicata (Mitt.) Jaeg.,PASS
N/A,PASS,Bolivia,La Paz,PASS,PASS,PASS,PASS,N/A,1979-03-05,PASS,Typed,PASS,PASS,PASS,N/A,no type status,PASS,PASS,PASS,3200 m.,5 March 1979,PASS,PASS
PASS,PASS,Bolivia,LA PAZ,N/A,PASS,PASS,PASS,N/A,1979-03-05,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,PASS,PASS,3200 m.,5 March 1979,PASS,PASS
N/A,PASS,Bolivia,PASS,PASS,PASS,PASS,PASS,N/A,1979-02-10,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,PASS,Nov. 1991,PASS,10 February 1979,PASS,PASS
PASS,M. Dillon,Peru,PASS,PASS,Dana Griffin III,Braunia secunda,PASS,PASS,1983-01-28,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,PASS,28 Jan. 1983,PASS,28 Jan. 1983,Braunia secunda (Hook.) B.S.G.,PASS
N/A,Dana Griffin III,Venezuela,PASS,PASS,Dana Griffin III,Braunia secunda,PASS,1985-03-20,1985-03-01,N/A,Typed,PASS,PASS,PASS,PASS,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Bolivia,La Paz,PASS,PASS,PASS,PASS,N/A,1979-02-02,PASS,Typed,PASS,PASS,N/A,N/A,no type status,PASS,PASS,1992,1750 m.,2 February 1979,PASS,PASS
N/A,PASS,Bolivia,PASS,N/A,PASS,Braunia subincana,PASS,N/A,PASS,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,1992,PASS,PASS,Braunia subincana Broth.,PASS
PASS,PASS,Bolivia,PASS,PASS,PASS,PASS,PASS,N/A,1989-11-12,PASS,Typed,PASS,7560,PASS,M. Lewis,no type status,S.R. Gradstein & M. Lewis,PASS,PASS,alt. 2300 m.,12 November 1989,PASS,PASS
N/A,PASS,Bolivia,La Paz,Fruit and coffee plantations. On rocks in shady fruit orchard.,PASS,PASS,PASS,N/A,1983-02-07,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,PASS,PASS,PASS,7 Feb 1983,PASS,PASS
PASS,PASS,Brazil,Minas Gerais,PASS,PASS,PASS,Fazenda de F. Lopez. Cut over woods. On rotting log.,PASS,PASS,PASS,Typed,PASS,5281-a,PASS,PASS,no type status,PASS,PASS,PASS,Alt. 720 m.,"Nov. 11, 1930",PASS,Fazenda de F. Lopez. Cut over woods. On rotting log.
N/A,PASS,PASS,Isla Floreana,PASS,W.A. Weber,PASS,PASS,N/A,1976-04-24,N/A,Typed,N/A,PASS,N/A,PASS,no type status,PASS,N/A,N/A,PASS,24.IV.1976,PASS,PASS
N/A,PASS,Peru,Amazonas,N/A,PASS,Racopilum tomentosum,PASS,N/A,1973-08-31,N/A,Typed,PASS,PASS,PASS,PASS,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,J. Florschutz,Suriname,N/A,PASS,PASS,PASS,PASS,N/A,1975-12-18,N/A,Typed,PASS,PASS,N/A,P. A. Florschutz,no type status,PASS,N/A,PASS,N/A,PASS,PASS,"Hab. Brownsberg, trail to Leo fall. On decaying log."
N/A,E. Linares,Colombia,PASS,PASS,S. Rob Gradstein,PASS,PASS,N/A,1984-09-26,PASS,Typed,PASS,PASS,PASS,S.R. Gradstein | B.O. van Zanten,no type status,PASS,N/A,PASS,alt. 600 m.,26 Sept. 1984,PASS,PASS
PASS,PASS,Bolivia,PASS,PASS,PASS,Racopilum tomentosum,PASS,PASS,1983-02-07,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,PASS,PASS,PASS,7 Feb 1983,Racopilum tomentosum (Hedw.) Brid.,PASS
N/A,PASS,Peru,PASS,PASS,PASS,PASS,PASS,N/A,1936-09-15,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,N/A,PASS,PASS,"Sept. 15, 1936",PASS,PASS
N/A,PASS,Peru,PASS,PASS,Bartram,PASS,PASS,N/A,1936-09-09,PASS,Typed,PASS,8165a,PASS,N/A,no type status,PASS,N/A,N/A,Alt. 1100 m.,"Sept. 9, 1936",PASS,PASS
N/A,PASS,Peru,PASS,N/A,Bartram,PASS,PASS,N/A,1936-09-09,PASS,Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,N/A,Alt. 1100 m.,"Sept. 9, 1936",PASS,PASS
PASS,PASS,Colombia,Amazonas,PASS,PASS,Leucomium lignicola,PASS,PASS,1952-05-19,PASS,Typed,1055465,16563,PASS,PASS,no type status,PASS,PASS,PASS,PASS,"May 19, 1952",PASS,PASS
N/A,Dana Griffin,Colombia,PASS,N/A,Dana Griffin,Leucomium lignicola,PASS,PASS,PASS,N/A,Typed,PASS,PASS,PASS,PASS,no type status,PASS,N/A,PASS,1600-1700 m.,PASS,PASS,PASS
PASS,PASS,Colombia,Antioquia,PASS,PASS,PASS,PASS,N/A,1987-07-06,PASS,Typed,PASS,PASS,N/A,PASS,no type status,PASS,PASS,6 July 1987,PASS,6 July 1987,PASS,PASS
N/A,Dana Griffin,Costa Rica,Cartago,PASS,N/A,PASS,PASS,1977-07-04,1977-07-03,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,PASS,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Venezuela,Estado Bolivar,PASS,E. B. Bartram,Hypnella cymbifolia,PASS,N/A,1953-02-11,N/A,Typed,PASS,34365,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,Hypnella cymbifolia (Hpe.) Jaeg.,PASS
N/A,PASS,Brazil,Amazonas,PASS,PASS,Hookeriopsis parkeriana,PASS,1979-07-12,1979-07-09,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,PASS,N/A,PASS,9-12 July 1979,Hookeriopsis parkeriana (Hook. & Grev.) Jaeg.,PASS
N/A,PASS,Peru,PASCO,PASS,PASS,HYPNELLA PILIFERA,PASS,N/A,1981-07-30,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,PASS,PASS,1900 m.,30 July 1981,HYPNELLA PILIFERA (Hook. & Wils.) Jaeg.,PASS
N/A,J. W. Fitzpatrick,Peru,PASS,Extremely mossy elfin cloud forest near shallow ravine.,W. C. Steere,PASS,PASS,N/A,1981-12-04,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,PASS,PASS,2850 m.,4 Dec. 1981,PASS,PASS
N/A,S.P. Churchill,Colombia,Antioquia,PASS,S.P. Churchill,Hypnella diversifolia,PASS,N/A,1992-07-11,PASS,Typed,PASS,PASS,N/A,PASS,no type status,PASS,PASS,PASS,PASS,11 July 1992,PASS,PASS
N/A,PASS,Venezuela,PASS,PASS,E. B. Bartram,PASS,PASS,N/A,1953-01-07,N/A,Typed,1026299,34056,N/A,N/A,no type status,PASS,N/A,N/A,1200-1250 m.,"January 7, 1953",PASS,PASS
PASS,PASS,Peru,PASS,PASS,W. C. Steere,Hypnella pallescens,PASS,N/A,1981-07-30,N/A,Typed,PASS,PASS,PASS,PASS,no type status,Robin B. Foster 4720,"10°30'S, 75°30'W",PASS,1900 m.,30 July 1981,PASS,PASS
PASS,PASS,Venezuela,PASS,PASS,E. B. Bartram,Hypnella cymbifolia,PASS,N/A,PASS,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,PASS,PASS,elev. 1250 - 1200 m.,PASS,PASS,PASS
N/A,PASS,France,N/A,N/A,PASS,PASS,PASS,PASS,PASS,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Japan,PASS,N/A,PASS,Macromitrium japonicum,PASS,N/A,1973-01-11,N/A,PASS,PASS,PASS,PASS,N/A,no type status,PASS,N/A,PASS,elevation about 10 m.,"Jan. 11, 1973.",Macromitrium japonicum Doz. et Molk.,PASS
PASS,E. R. Reitz,PASS,Santa Catarina,PASS,PASS,PASS,PASS,N/A,1948-12-17,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
PASS,PASS,Brazil,São Paulo,PASS,PASS,PASS,PASS,N/A,1977-07-22,PASS,Typed,1026026,PASS,PASS,PASS,no type status,PASS,PASS,PASS,1200 m,22.7.1977,PASS,PASS
N/A,PASS,Brazil,Santa Catarina,PASS,PASS,Campylopus arctocarpus,PASS,N/A,PASS,PASS,Typed,PASS,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,Campylopus arctocarpus (Hornsch.) Mitt.,PASS
N/A,PASS,Brazil,São Paulo,N/A,PASS,Campylopus griseus,PASS,N/A,N/A,N/A,Typed,C087863F,PASS,N/A,N/A,no type status,Jan-Peter Frahm,N/A,PASS,PASS,PASS,Campylopus griseus (HORNSCH.) JAEG.,PASS
N/A,PASS,Peru,Amazonas,N/A,PASS,PASS,PASS,N/A,PASS,PASS,Typed,C0679841F,1053590,PASS,N/A,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
