imageName,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
https://fm-digital-assets.fieldmuseum.org/2303/635/C0268558F.jpg,D.H. Vitt,D. H. Vitt,N/A,17369,8. 5. 1975,1975-05-08,N/A,Macromitrium macrosporum Brot,Macromitrium macrosporum,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Star Mts.,  C. 5° S141°05E NE summit of Mt. Capella;  on stems and branches of trees and shrubs.",Star Mts.  C. 5° S141°05E NE summit of Mt. Capella;  on stems and branches of trees and shrubs.,N/A,Alt.: c. 3900 m.,N/A,1142194,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/637/C0268559F.jpg,s.n.,N/A,N/A,1142178,17.4.1975,1975-04-17,N/A,Macromitrium macrosporum Brot,Macromitrium macrosporum,Det. D.H. Vitt,N/A,N/A,Papua New Guinea,West Sepik Distr.,N/A,N/A,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5′514′05E Mt. Capella Base Camp. Limestone ridge near camp; c. 4 - 5 m. high stunted forest on ridge.","Papua New Guinea, West Sepik District, Star Mountains, approximately 5 degrees 514 meters 5 East of Mount Capella Base Camp, Limestone ridge near camp, 4 to 5 meters high, stunted forest on ridge",On trees and shrubs,3600 m.,N/A,A. Town No. 16376,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/639/C0268560F.jpg,D.H. Vitt,D. H. Vitt,N/A,17312,8.5. 1975,1975-05-08,N/A,Macromitrium macrosporum Brot,Macromitrium macrosporum,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik District,N/A,N/A,"Star Mts., c. 5° 14'05""E NE Summit of Mt. Capella. Summit of ridge between Mt. Capella Base Camp and Mt. Capella ridge; on isolated tree.",Summit of ridge between Mt. Capella Base Camp and Mt. Capella ridge; on isolated tree.,N/A,Alt.: c. 3650 m.,N/A,1142156,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/641/C0268561F.jpg,D.H. Vitt,D. H. Vitt,,1142175,19.4.1975,1975-04-19,N/A,Macromitrium macrosporum Brot.,Macromitrium macrosporum,D. H. Vitt,N/A,,Papua New Guinea,West Sepik Distr.,,Star Mts.,c. 5°14′05'S c. 141°05'E Mt. Capella NE summit; forest remnant in deep chasm near the summit on soaking wet bark of trees.,Star Mountains,c. 5°14′05'S c. 141°05'E Mt. Capella NE summit; forest remnant in deep chasm near the summit on soaking wet bark of trees.,3900 m.,,A. Town No. 16420,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/643/C0268562F.jpg,D. H. Vitt,D. H. Vitt,N/A,17205,5. 5. 1975,1975-05-05,N/A,Macromitrium macroporum Brot.,Macromitrium macroporum,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5°31'08""S 141°05'E near Mt. Capillia Base Camp, along trail to Tamanagab; open sub-alpine scrub. At base of limestone rock faces.","Papua New Guinea, West Sepik District, Star Mountains, near Mt. Capillia Base Camp, along trail to Tamanagab; open sub-alpine scrub. At base of limestone rock faces.",N/A,Alt. c. 3450 m.,"5°31'08""S 141°05'E",No. 1141880,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/645/C0268563F.jpg,D.H. Vitt,D.H. Vitt,,1142187,14.5.1975,1975-05-14,1975-05-14,Macromitrium megalocladon Fleisch.,Macromitrium megalocladon,D.H. Vitt,N/A,,Papua New Guinea,West Sepik Distr.,,,"Star Mts., c. 5'5 14' 05E Upper montane forest between Folongonom and Artis' Camp. Pendulous from heavy tree branches and slanting trunks.","Star Mts., Upper montane forest between Folongonom and Artis' Camp. Pendulous from heavy tree branches and slanting trunks.",,Alt.c. 2500 - 2600 m.,,C0268863F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/647/C0268564F.jpg,D.H. Vitt,D. H. Vitt,,16555,21. 4. 1975,1975-04-21,N/A,Macromitrium megalocladon Fleisch.,Macromitrium megalocladon,D.H. Vitt,,,New Guinea,West Sepik,,,"Papua New Guinea, West Sepik Dist. Star Mts., ca. 5′ 51′ 10′E Small Kuni (grassfield) SW of Mt. Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni.","Papua New Guinea, West Sepik Dist. Star Mts., ca. 5′ 51′ 10′E Small Kuni (grassfield) SW of Mt. Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni.",On vertical face of moss covered limestone boulder at edge of kuni.,Alt. ca. 3400 m.,,1142432,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/649/C0268565F.jpg,Det: D.H. Vitt,D. H. Vitt,N/A,15768,7. 4. 1975,1975-04-07,N/A,Macromitrium megalocladon Fleisch. Det: D.H. Vitt,Macromitrium megalocladon,D. H. Vitt,7. 4. 1975,N/A,Papua New Guinea,West Sepik Distr.,N/A,N/A,"c. 5 km1.05E, Tel Basin; Ridge above Camp 2. Terrace in open shrubbery on ridge. Dense moss vegetation covering soil, rocks and the lower portion of shrubs. Dominant.","5 km east of Tel Basin, along ridge above Camp 2, Terrace in open shrubbery","Dense moss vegetation covering soil, rocks and the lower portion of shrubs. Dominant.",Alt. 3350 m.,N/A,C0268656F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/651/C0268566F.jpg,leg. S. Hattori,S. Hattori,N/A,1285066,VIII. 1946,1946-08-00,N/A,"Macromitrium incurvum (Lindb.) Par. KUISHU, Miyazaki, Minaminaka, Obi, rupicola, photophilia, ca 50 m.",Macromitrium incurvum,A. Noguchi,OCT 1948,N/A,Japan,Obi,N/A,N/A,"KUISHU, Miyazaki, Minaminaka, Obi, rupicola, photophilia, ca 50 m.","collected in Japan, Miyazaki, Minaminaka, Obi, at an elevation of 50 meters, growing on rocks in a photophilic environment",N/A,ca 50 m.,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/658/C0268569F.jpg,K. Mayebara,K. Mayebara,N/A,1043529,"December 25, 1951",1951-12-25,N/A,Macromitrium incurvum (Lindb.) Par.,Macromitrium incurvum,A. Noguchi,N/A,N/A,Japan,Kanagawa,N/A,Yoshiko,"On exposed rocks, 60 m. above sea, Yoshiko, Kumamoto Prefecture","On exposed rocks, 60 m. above sea, Yoshiko, Kumamoto Prefecture",N/A,N/A,N/A,C0268560F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/661/C0268571F.jpg,"K. Mayebara, February 11, 1952",K. Mayebara,,1043490,"February 11, 1952",1952-02-11,N/A,Macromitrium gymnostomum Sull. et Lesq.,Macromitrium gymnostomum,A. Noguchi,1981,,Japan,Koonose,N/A,N/A,"On rocks, ca. 100 m. above sea, Koonose, Kumamoto Prefecture","On rocks, 100 meters above sea, Koonose, Kumamoto Prefecture",,100 m. above sea,,C0286871F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/663/C0268572F.jpg,Donald Richards,Donald Richards,N/A,1043493,s.d.,N/A,N/A,Musci Japonici Ser. 7 (1953) Edited by A. Noguchi & S. Hattori,Macromitrium gymnostomum Sull. et Lesp.,A. Noguchi,1953-03,N/A,Japan,Kumamoto,N/A,N/A,"On rocks, ca. 100m. alt., Hitoyoho, Kumamoto County","On rocks, ca. 100m. alt., Hitoyoho, Kumamoto County",N/A,ca. 100m. alt.,N/A,N/A,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2303/668/C0268574F.jpg,H. H. CHUNG,H. H. CHUNG,,B.206,"August, 1925",1925-08-00,1925-08-00,Macromitrium gymnostomum S. & L.,Macromitrium gymnostomum,Theriot,,,China,Fujian,,,Kushan near Foochow,Kushan near Foochow,"On rock, altitude 500 m.",altitude 500 m.,,C0266574F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/669/C0268575F.jpg,H. H. CHUNG,H. H. CHUNG,N/A,B.20,"May 2, 1945",1945-05-02,N/A,Macromitrium gymostomum Sull. det. Theriot,Macromitrium gymostomum,det. Theriot,N/A,N/A,China,Fukien,N/A,N/A,On rock in bamboo forest. Chuancho,On rock in bamboo forest Chuancho,N/A,N/A,N/A,0288575F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/676/C0268579F.jpg,Dale H. Vitt,Dale H. Vitt,,1142665,23 July 1981,1981-07-23,N/A,Macromitrium longicaule C. Müll.,Macromitrium longicaule,Dale H. Vitt,Det. Dale H. Vitt 1989,,Papua New Guinea,Morobei Prov.,,,Wamba 5 km S of Teptep airstrip. Rather open montane forest with dominating Pandanus tregs 1 km S of lake. alt. 2400 m.,Lake Wamba 5 km South of Teptep airstrip. Open montane forest with Pandanus tregs 1 km South of lake. 2400 m.,,alt. 2400 m.,"6°01″S, 146°33′E",The Field Museum (F) #33590,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,N/A,H. H. Chung,N/A,s.n.,N/A,1925-03-00,N/A,Macromitrium japonicum,Macromitrium japonicum,N/A,N/A,N/A,China,Fujian,N/A,N/A,On shady rocks or bark,On shady rocks or bark,N/A,N/A,N/A,C026851F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/687/C0268585F.jpg,Timo Koponen,Timo Koponen,N/A,1142666,9 July 1981,1981-07-09,N/A,Macromitrium macrosporum Brot.,Macromitrium macrosporum,Dale H. Vitt,1989,N/A,Papua New Guinea,Morobe,N/A,N/A,"PAPUA NEW GUINEA. Morobe Prov.: Mt. Sarawaket Southern range 2,5 km S of L. Gwam. Open alpine grassland and “subalpine” forest at L. Kenzorg E of Mt. Engum, alt. 3550 m, 6°21′S, 147°07′E, on bush","Morobe Prov. Mt. Sarawaket Southern range 2,5 km S of L. Gwam. Open alpine grassland and “subalpine” forest at L. Kenzorg E of Mt. Engum, alt. 3550 m, 6°21′S, 147°07′E, on bush",Open alpine grassland and “subalpine” forest,3550 m,"6°21′S, 147°07′E",3571,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,"Ryukyu: Isl. Iriomote, Sonal, 1-10 m alt., on tree trunk. Coll. M.Mizutani and I.Yoshimura, Jan. 23, 1975. Det. Z.I.",M. Mizutani,I. Yoshimura,1379,"Jan. 23, 1975",1975-01-23,1975-01-23,Ser. 28 (1977) Edited by A.Noguchi and Z.Iwatsuki 1379. Macromitrium gymnostomum Sull. et Lesq.,Macromitrium gymnostomum,Z. Iwatsuki,1977,N/A,Japan,Okinawa,N/A,N/A,"Ryukyu: Isl. Iriomote, Sonal, 1-10 m alt., on tree trunk. Coll. M.Mizutani and I.Yoshimura, Jan. 23, 1975. Det. Z.I.","Japan, Okinawa, Ryukyu: Isl. Iriomote, Sonal, 1-10 m alt., on tree trunk",N/A,1-10 m alt.,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg,K. Sakurai,K. Sakurai,N/A,1356480,JUL 1950,1950-07-01,N/A,Macromitrium incurvum (Lindb.) Paris,Macromitrium incurvum,Fr. Verdoorn,N/A,N/A,Japan,Honshu,Musashi,N/A,"Japonia, Honshu, Musashi, prope fauces d. Kobtoke, rupicola, photophila, leg. et det. K. Sakurai X. 1936.","Honshu, Musashi, prope fauces d. Kobtoke, rupicola, photophila, Honshu, Musashi, near the entrance of Kobtoke",N/A,N/A,N/A,C0268988F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,K. Sairo,K. Sairo,N/A,1051109,"April 3, 1970",1970-04-03,N/A,Macromitrium gymnostomum SULL. & LEQ.,Macromitrium gymnostomum,F. A. Noguchi,N/A,N/A,Japan,Kagoshima,N/A,Amami-oshima,On rock; elevation about 120 m.,On rock; elevation about 120 m.,N/A,about 120 m,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2302/601/C0268725F.jpg,V. P. Allorge,V. P. Allorge,N/A,1181624,1937-06-14,1937-06-14,N/A,BRYOPHYTA AZORICA  MOUSSES ET HÉPATIQUES  RECOLLEES EN 1937      ILES ACORES  par  V. P. ALLORGE,BRYOPHYTA AZORICA,N/A,N/A,N/A,Portugal,Azores,N/A,N/A,SAÁO MIGUEL 133. Pontaum urnigerum (Hedw. ) P.B. talus découvert Salto do Cavalo vers 700 m.,700 meters from Salto do Cavalo,N/A,700 m,N/A,C0268725F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/796/C0341037F.jpg,Marko Lewis 83-224,Marko Lewis,N/A,C0341037F,20 Jan 1983,1983-01-20,N/A,Philonotis,Philonotis,N/A,N/A,N/A,Bolivia,La Paz,N/A,N/A,"DEPTO. LA PAZ; PROV. LARECAJA: 'Tacacoma 3', Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata. 15°36'S, 68°39'W ca. 3550 m.","Depto. La Paz; Prov. Larecaja: 'Tacacoma 3', Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata. 15°36'S, 68°39'W ca. 3550 m.",Super humid Ceja de Montana forests following ravines. In small rill in dripping area of small waterfall.,ca. 3550 m.,"15°36'S, 68°39'W",No 1100485,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/797/C0341038F.jpg,N/A,N/A,N/A,1078795,29 March 1979,1979-03-29,N/A,Philonotis fide Crum,Philonotis fide Crum,N/A,N/A,N/A,Bolivia,Depto. La Paz,Prov. Larecaja,N/A,"Eroding bank, 2740 m. DEPTO. LA PAZ, PROV. LARECAJA: Along road 1 mi. from Sorata towards Achacachi, 15″ 45' S., 68° 42' W. Marko Lewis, no. 79-1314","Eroding bank, 2740 m. Depto. La Paz, Prov. Larecaja: Along road 1 mi. from Sorata towards Achacachi, 15″ 45' S., 68° 42' W. Marko Lewis, no. 79-1314",N/A,2740 m.,"15″ 45' S., 68° 42' W.",C034108F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/798/C0341040F.jpg,"Marko Lewis, no. 79-2315",Marko Lewis,N/A,1078769 1046888,1 June 1979,1979-06-01,N/A,Philonotis,Philonotis,N/A,N/A,N/A,Bolivia,Cochabamba,N/A,N/A,"DEPTO. COCHABAMBA, PROV. CHAPARÈ: Slope of Cerro Khachi. N. of Corrani, 3030 m., 17° 11' S., 65° 54' W. On stones and banks of seepy creek in cloud forest ravine, with tree ferns.","Slope of Cerro Khachi. N. of Corrani, 3030 m., 17° 11' S., 65° 54' W. On stones and banks of seepy creek in cloud forest ravine, with tree ferns.","Slope of Cerro Khachi. N. of Corrani, 3030 m., 17° 11' S., 65° 54' W. On stones and banks of seepy creek in cloud forest ravine, with tree ferns.",3030 m.,"17° 11' S., 65° 54' W.",C0341040F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/803/C0341047F.jpg,Miss W. M. A. Braam,Miss W. M. A. Braam,,6847,13 Oct. 1950,1950-10-13,N/A,unsure and check,unsure and check,N/A,N/A,N/A,Bolivia,Santa Cruz,N/A,Unduavi,Unduavi,10000 ft.,N/A,10000 ft.,N/A,5867,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/804/C0341048F.jpg,Ms W. M. A. BRUKE,Ms W. M. A. BRUKE,N/A,6865,13 Oct. 1950,1950-10-13,N/A,Phloroctus,Phloroctus,N/A,N/A,N/A,Bolivia,Unduavi,N/A,N/A,Unduavi,10000 ft.,N/A,10000 ft.,N/A,1013012,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/806/C0341051F.jpg,"Marko Lewis, no. 79-2315",Marko Lewis,N/A,1050327,1 June 1979,1979-06-01,N/A,PHILONOTIS,PHILONOTIS,N/A,N/A,N/A,Bolivia,Cochabamba,N/A,N/A,"DEPTC. COCHABAMBA, PROV. CHAPARE: Slope of Cerro Khachi, N. of Corrani, 3030 m, 17° 11' S, 65° 54' W, On stones and banks of seepy creek in cloud forest ravine, with tree ferns.","Slope of Cerro Khachi, N. of Corrani, 3030 m, 17° 11' S, 65° 54' W, On stones and banks of seepy creek in cloud forest ravine, with tree ferns.","On stones and banks of seepy creek in cloud forest ravine, with tree ferns.",3030 m,"17° 11' S, 65° 54' W",C0341051F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg,"Pöhlberg, S. Hegewald, D. Griffin III",S. Hegewald,Pöhlberg | D. Griffin III,No. 1061647,31.8.1973,1973-08-31,N/A,Philonotis sphaerocarpa (Hedw.) Brid.,Philonotis sphaerocarpa,Dana Griffin III,N/A,N/A,Peru,Amazonas,N/A,N/A,"Prov. Chachapoyas, Las Palmas zw. Balsas u. Leimenbach.","Provincia Chachapoyas, Las Palmas between Balsas and Leimenbach","fels, erde, mauer, baum, strauch, holz, see, bach",Höhe 3000 m.,N/A,CD34117F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/513/C0341152F.jpg,"Frank D.Bowers, Claudio Delgado M. & Paul Somers, Jr.",Frank D. Bowers,"Claudio Delgado M. | Paul Somers, Jr.",5166,25 December 1973,1973-12-25,N/A,Braunia secunda (Hook.) B.S.G.,Braunia secunda,Efrain De Luna,1992,N/A,United States of America,California,Baja California Sur,Sierra de Laguna,"BAJA CALIFORNIA SUR : Oak-pine and grass-land with dry and flowing streams at Sierra de Laguna. 15 miles east of Todos Santos. On boulder, meso, open valley.","Baja California Sur: Oak-pine and grass-land with dry and flowing streams at Sierra de Laguna. 15 miles east of Todos Santos. On boulder, meso, open valley.",N/A,Alt. ca. 6300 ft.,N/A,C0341132F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/538/C0341164F.jpg,"A.J. and E.B. Sharp, E.O. Clebsch, K.R. Thornburgh",A.J. Sharp,E.B. Sharp | E.O. Clebsch | K.R. Thornburgh,1045248,"June 23, 1973",1973-06-23,N/A,Braunia secunda (Hook.) B.S.G.,Braunia secunda,A. J. Sparp,N/A,N/A,Mexico,Oaxaca,N/A,N/A,"Near El Punto on Hwy. 175, Oaxaca; Mexico.","Near El Punto on Hwy. 175, Oaxaca; Mexico.","Partial shade, moist, road side cliff.",1625 m.,N/A,C0541164F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,"A.J. and E.B. Sharp, E.C. Clebsch, K.R. Thornburgh",A. J. Sharp,J. and E. B. Sharp | E. C. Clebsch | K. R. Thornburgh,2736,"July 4, 1973",1973-07-04,N/A,Braunia andreieuxi Lor.,Braunia secunda,A. J. Sharp,1992,N/A,Mexico,Jalisco,N/A,San Martín Hidalgo,"El Mirador on hwy. 60, 9 mi. above San Martín Hidalgo, Jalisco; Mexico.","El Mirador on hwy. 60, 9 mi. above San Martín Hidalgo, Jalisco","Partial shade, moist, vert. surface of boulder.",1750 m.,N/A,CD041198F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/568/C0341179F.jpg,Etfr. de Luna,Etfr. de Luna,N/A,10619,"30, Sept. 1968",1968-09-30,N/A,Braunia andreiuxii Lor.,Braunia andreiuxii Lor.,Det. Etfr. de Luna,1992,N/A,Mexico,Jalisco,N/A,N/A,"On rocks near Guadalajara, 6,000 ft.","On rocks near Guadalajara, 6,000 ft.",N/A,"6,000 ft.",N/A,C084179F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/570/C0341180F.jpg,Donald Richards,Donald Richards,,1045265,1981,1981-01-01,N/A,"Braunia andreuxi Lor. Det. Efrain De Luna, 1992 Duke University Herbarium",Braunia andreuxi,Efrain De Luna,1992,N/A,Mexico,Hidalgo,N/A,N/A,"10627 Braunia picata, Mitt., var. canescens, Card. n. var. Cuayamalolga. 27, Sept., 1905.",Cuayamalolga Hidalgo Mexico,N/A,N/A,N/A,CC041180F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,"Det. Efrain De Luna, 1992 Duke University Herbarium",Efrain De Luna,N/A,1031423,s.d.,N/A,N/A,Braunia secunda (Hook.) Bruch & Schimp.,Braunia secunda,Efrain De Luna,1992,N/A,Mexico,Veracruz,N/A,N/A,"MEXICO: EDU.VERACRUZ, SIERRA MADRE AN DER STR.F55 (W-PEROTE) + JALAPA, KIFFERN-EICHHEW.2300M","Sierra Madre an der Str.F55 (W-Perote) + Jalapa, Kieffern-Eichhew.2300m",N/A,2300m,N/A,C0341205F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg,Donald Richards,Donald Richards,Frank D.Bowers | Juan Clavijo Delgaillo,1036945,30 December 1973,1973-12-30,N/A,Braunia secunda (Hook.) Bruch & Schimp.,Braunia secunda,A. J. Sharp,Received 1981,N/A,United States of America,Tennessee,N/A,N/A,"Oak-pine forest with Nainro along Highway 10 about 9 miles west of La Ciudad. On boulder, partial shade, 8550 ft.","Oak-pine forest with Nainro along Highway 10 about 9 miles west of La Ciudad On boulder, partial shade, 8550 ft",N/A,8550 ft.,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,A. J. Sharp,A. J. Sharp,N/A,1145,"July 23, 1942",1942-07-23,N/A,Braunia secunda (Hook.) Brück & Schimp.,Braunia secunda,E. B. Bartram,1945,N/A,Mexico,Durango,N/A,N/A,"D.F., Mexico. Siliaceous boulder in Rio, above Cantera, Det. H.A. Crum.","D.F., Mexico. Silaceous boulder in Rio, above Cantera, Det. H.A. Crum.","Siliaceous boulder in Rio, above Cantera, Det. H.A. Crum.",N/A,N/A,00341213F,Typed,N/A
