imageName,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
https://fm-digital-assets.fieldmuseum.org/2303/629/C0268554F.jpg,N/A,N/A,N/A,s.n.,9-3 - 1975,1975-09-03,N/A,Macromitrium incurvifolium (Hook. & Grev.) Schwaegr.,Macromitrium incurvifolium,D. H. Vitt,N/A,N/A,Papua New Guinea,N/A,N/A,N/A,"Papua New Guinea, Morobe Distr., Lae. In fork of Plumeria tree in garden.","Morobe Distr., Lae. In fork of Plumeria tree in garden.",In fork of Plumeria tree in garden.,20 m.,N/A,A. Touw No. 14660,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/633/C0268557F.jpg,N/A,N/A,N/A,s.n.,20. 5. 1975,1975-05-20,N/A,Macromitrium longicaule C. Mull.,Macromitrium longicaule,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5° 51' 05"" S Busimin; Wet forest on slope above Ok Din river W of Busimin; on trees along Ok Din River.","Papua New Guinea, West Sepik Distr., Star Mts., c. 5° 51' 05"" S Busimin; Wet forest on slope above Ok Din river W of Busimin; on trees along Ok Din River.",Wet forest on slope above Ok Din river W of Busimin; on trees along Ok Din River.,1500 - 1550 m.,"c. 5° 51' 05"" S",No: 1141855,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/635/C0268558F.jpg,N/A,N/A,N/A,s.n.,8. 5. 1975,1975-08-05,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Star Mts., 5° 51' 05"" E NE summit of Mt. Capella; on stems and branches of trees and shrubs in summit scrub.","Star Mountains, 5 degrees 51 minutes 05 seconds East North East summit of Mount Capella",on stems and branches of trees and shrubs in summit scrub,Alt.: c. 3900 m.,"5° 51' 05"" E",A. Touw No. 17369,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/637/C0268559F.jpg,N/A,N/A,N/A,s.n.,17.4.1975,1975-04-17,N/A,Macromitrium macrosporum Broth. Det. D.H. Vitt,Macromitrium macrosporum,D.H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Papua New Guinea, West Sepik Distr., Star Mts., e. 5° 51' 05"" Mt. Capella Base Camp.","Papua New Guinea, West Sepik Distr., Star Mts., e. 5° 51' 05"" Mt. Capella Base Camp.",Limestone ridge near camp; c. 4 - 5 m. high stunted forest on ridge. On trees and shrubs.,3600 m.,N/A,No: 1142178,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/639/C0268560F.jpg,N/A,N/A,N/A,s.n.,8.5. 1975,1975-08-05,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Star Mts., c. 5°51'05""E NE Summit of Mt. Capella. Summit of ridge between Mt. Capella Base Camp and Mt. Capella ridge; on isolated tree.","Star Mts., c. 5°51'05""E NE Summit of Mt. Capella. Summit of ridge between Mt. Capella Base Camp and Mt. Capella ridge; on isolated tree.",N/A,Alt.: c. 3650 m.,"c. 5°51'05""E",A. Touw No. 17312,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/641/C0268561F.jpg,N/A,N/A,N/A,s.n.,19.4.1975,1975-04-19,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5°S 141°05'E, Mt. Capella NE summit; forest remnant in deep chasm near the summit on soaking wet bark of trees.","Papua New Guinea, West Sepik Distr., Star Mts., c. 5°S 141°05'E, Mt. Capella NE summit",forest remnant in deep chasm near the summit on soaking wet bark of trees,3900 m.,c. 5°S 141°05'E,A. Touw No. 16420,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/643/C0268562F.jpg,N/A,N/A,N/A,s.n.,5. 5. 1975,1975-05-05,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Near Mt. Capella Base Camp, along trail to Tamanagabip; open sub-alpine scrub. At base of limestone rock faces.","Near Mt. Capella Base Camp, along trail to Tamanagabip; open sub-alpine scrub. At base of limestone rock faces.",open sub-alpine scrub,Alt.: c. 3450 m.,"S 5° 14' 05"" E 141° 08'",No: 1141880,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/645/C0268563F.jpg,N/A,N/A,N/A,A. Touw No. 18046,14.5.1975,1975-05-14,N/A,Macromitrium megalocladon Fleisch.,Macromitrium megalocladon,D.H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Star Mts., c. 5°S 141°E Upper montane forest between Folongonom and Artis' Camp.","Star Mts., c. 5°S 141°E Upper montane forest between Folongonom and Artis' Camp.",Pendulous from heavy tree branches and slanting trunks.,Alt.: c. 2500 - 2600 m.,c. 5°S 141°E,No: 1142187,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/647/C0268564F.jpg,N/A,N/A,N/A,s.n.,21. 4. 1975,1975-04-21,N/A,Macromitrium megalocladon Fleisch.,Macromitrium megalocladon,D.H. Vitt,N/A,N/A,Papua New Guinea,Western Province,N/A,N/A,"Papua New Guinea, West Sepik Distr., Star Mts., 5°51'S 141°05'E Small kuni (grassfield) SW of Mt. Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni.","Star Mts., 5°51'S 141°05'E Small kuni (grassfield) SW of Mt. Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni.",Small kuni (grassfield) SW of Mt. Capella Base Camp; on vertical face of moss covered limestone boulder at edge of kuni.,Alt.: c. 3400 m.,5°51'S 141°05'E,A. Touw No. 16555,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/649/C0268565F.jpg,N/A,N/A,N/A,s.n.,7. 4. 1975,1975-04-07,N/A,Macromitrium megalocladon Fleisch.,Macromitrium megalocladon,D.H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"Star Mts., c. 5 51â€ť05E Tel Basin; Ridge above Camp 2. Terrestrial in open shrubbery on ridge.","Star Mts., Tel Basin; Ridge above Camp 2","Dense moss vegetation covering soil, rocks and the lower portion of shrubs. Dominan.",3350 m.,N/A,No: 1142300,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/651/C0268566F.jpg,leg. S. Hattori,S. Hattori,,s.n.,VIII. 1946,1946-08-00,N/A,20. Macromitrium incurvum (Lindb.) Par.,Macromitrium incurvum,A. Noguchi,OCT 1948,,Japan,Shimane Prefecture,,,"KIUSHU, Miyazaki, Minaminaka, Obi",[precise locality unknown],"rupicola, photophila, ca. 50 m.",ca. 50 m.,,1285066,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/658/C0268569F.jpg,Coll. K. Mayebara,K. Mayebara,N/A,s.n.,"December 25, 1951",1951-12-25,N/A,Macromitrium incurvum (Lindb.) Par.,Macromitrium incurvum,A. Noguchi,N/A,N/A,Japan,Kumamoto Prefecture,N/A,N/A,"On exposed rocks, 60 m. above sea, Yoshio","On exposed rocks, 60 meters above sea, Yoshio",N/A,60 m. above sea,N/A,1043529,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/661/C0268571F.jpg,Coll. K. Mayebara,K. Mayebara,N/A,s.n.,"February 11, 1952",1952-02-11,N/A,Macromitrium gymnostomum Sull. et Lesq.,Macromitrium gymnostomum,A. Noguchi,N/A,N/A,Japan,Kumamoto Prefecture,N/A,N/A,"On rocks, ca. 100 m. above sea, Koose, Kumamoto Prefecture","On rocks, ca. 100 meters above sea, Koose",N/A,ca. 100 m. above sea,N/A,1043490,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/663/C0268572F.jpg,Coll. K. Mayebara,K. Mayebara,N/A,s.n.,March 1952,1952-03-00,N/A,Macromitrium gymnostomum Sull. et Lesq.,Macromitrium gymnostomum,A. Noguchi,N/A,N/A,Japan,Kyushu,Kumamoto Prefecture,N/A,"On rocks, ca. 100m. alt., Hitopohi, Kumamoto County","On rocks, ca. 100m. alt., Hitopohi",N/A,ca. 100m. alt.,N/A,1043493,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/668/C0268574F.jpg,H. H. CHUNG,H. H. Chung,,B.206,"August, 1925",1925-08-00,N/A,Macromitrium gymnostomum S. & L. Det. Theriot.,Macromitrium gymnostomum,Theriot,N/A,,China,Fujian Province,,,Kushan near Foochow,Kushan near Foochow,"On rock, altitude 500 m.",altitude 500 m.,,1122634,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/669/C0268575F.jpg,H. H. Chung,H. H. Chung,N/A,B.20,"May 2, 1945",1945-05-02,N/A,Macromitrium gymnostomum Sull. det. Theriot,Macromitrium gymnostomum,Theriot,N/A,N/A,China,Fujian Province,N/A,N/A,On rock in bamboo forest. Chuanchow,[precise locality unknown],On rock in bamboo forest,N/A,N/A,1122721,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/676/C0268579F.jpg,Timo Koponen,T. Koponen,N/A,s.n.,23 July 1981,1981-07-23,N/A,Macromitrium longicaule C. Mull.,Macromitrium longicaule,Dale H. Vitt,1989,Pandanus,Papua New Guinea,Morobe,N/A,N/A,Lake Wamba 5 km S of Teptep airstrip. Rather open montane forest with dominating Pandanus trees 1 km S of lake.,Lake Wamba 5 km S of Teptep airstrip. Rather open montane forest with dominating Pandanus trees 1 km S of lake.,open montane forest with dominating Pandanus trees,alt. 2400 m,"6°01'S, 146°33'E",#33590,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,H. H. Chung,H. H. Chung,,B.4.,"March, 1945",1945-03-00,N/A,"Macromitrium japonicum(Dz.& Mk.)C.M. Syn. "" incurvum",Macromitrium japonicum,N/A,N/A,,China,Fujian Province,,,"Nampalo, Amoy","Nampalo, Amoy",On shady rocks or bark.,,,C028651F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/687/C0268585F.jpg,Timo Koponen #3571,T. Koponen,N/A,3571,9 July 1981,1981-07-09,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,Dale H. Vitt,1989,N/A,Papua New Guinea,Morobe,N/A,N/A,"Mt. Sarawaket Southern Range 2.5 km S of L. Gwam. Open alpine grassland and ""subalpine"" forest at L. Kenzorgh E of Mt. Enggum, alt.","Mt. Sarawaket Southern Range 2.5 km S of L. Gwam. Open alpine grassland and ""subalpine"" forest at L. Kenzorgh E of Mt. Enggum","Open alpine grassland and ""subalpine"" forest",3550 m,"6°21'S, 147°07'E",N° 1142666,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,M. Mizutani and I. Yoshimura,M. Mizutani,I. Yoshimura,s.n.,"Jan. 23, 1975",1975-01-23,N/A,Macromitrium gymnostomum Sull. et Lesq.,Macromitrium gymnostomum,Z. Iwatsuki,N/A,N/A,Japan,N/A,N/A,N/A,"RYUKYU: Isl. Iriomote, Sonai, 1-10 m alt., on tree trunk.","Isl. Iriomote, Sonai, 1-10 m alt., on tree trunk.",on tree trunk,1-10 m alt.,N/A,1049048,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg,leg. et det. K. Sakurai,K. Sakurai,,s.n.,X. 1932,1932-10-00,N/A,Macromitrium incurvum (Lindb.) Paris,Macromitrium incurvum,N/A,N/A,N/A,Japan,Honshu,Mushi,,"prope fauces d. Kobotoke, rupicola, photophila",[precise locality unknown],"rupicola, photophila",N/A,N/A,1356480,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,"Coll. K. SAITO, April 3, 1970",K. Saito,N/A,s.n.,"April 3, 1970",1970-04-03,N/A,Macromitrium gymnostomum Sull. & Lesq.,Macromitrium gymnostomum,F. A. Noguchi,N/A,N/A,Japan,Kagoshima,N/A,N/A,"Sumiyo-mura, Isl. Amami-oshima, Kagoshima Pref.","Sumiyo-mura, Isl. Amami-oshima",On rock; elevation about 120 m.,elevation about 120 m.,N/A,1051109,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2302/601/C0268725F.jpg,V. et P. Allorge,V. Allorge,P. Allorge,s.n.,14.VI.1937,1937-06-14,N/A,Bryophyta azorica,Bryophyta azorica,N/A,N/A,N/A,Portugal,Azores,N/A,N/A,Salto do Cavalo vers 700 m.,Salto do Cavalo,N/A,vers 700 m.,N/A,1181624,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/796/C0341037F.jpg,Marko Lewis 83-224,Marko Lewis,N/A,83-224,20 Jan 1983,1983-01-20,N/A,Philonotis,Philonotis,N/A,N/A,N/A,Bolivia,La Paz,N/A,N/A,"Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata.","Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata",Super humid Ceja de Montana forests following ravines. In small rill in dripping area of small waterfall.,ca. 3550 m.,"15°36'S, 68°39'W",C20341037F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/797/C0341038F.jpg,Marko Lewis,Marko Lewis,N/A,79-1314,29 March 1979,1979-03-29,N/A,Philonotis fide Crum,Philonotis fide,N/A,N/A,N/A,Bolivia,La Paz,Larecaja,N/A,"Along road 1 mi. from Sorata towards Achacachi, 15° S., 68° 42' W.",Along road 1 miles from Sorata towards Achacachi,"Eroding bank, 2740 m.",2740 m.,"15° S., 68° 42' W.",1078795,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/798/C0341040F.jpg,"Marko Lewis, no. 79-2315",Marko Lewis,N/A,79-2315,1 June 1979,1979-06-01,N/A,Philonotis,Philonotis,N/A,N/A,N/A,Bolivia,Cochabamba,Chapare,N/A,"Slope of Cerro Khachi, N. of Corani, 3030 m.","Slope of Cerro Khachi, N. of Corani","On stones and banks of seepy creek in cloud forest ravine, with tree ferns.",3030 m.,"17° 11' S., 65° 54' W.",1078769,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/803/C0341047F.jpg,Miss W. M. A. Brooke,W. M. A. Brooke,,6867,13 Oct. 1950,1950-10-13,N/A,N/A,N/A,N/A,N/A,N/A,Bolivia,N/A,N/A,N/A,UNDUAVI,UNDUAVI,N/A,10000 ft.,N/A,F 1013011,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/804/C0341048F.jpg,Collector : Miss W. M. A. Brooke,W. M. A. Brooke,,6865,13 Oct. 1950,1950-10-13,N/A,Phelonia,Phelonia,N/A,N/A,N/A,Bolivia,N/A,N/A,N/A,UNDUAVI,UNDUAVI,N/A,10000 ft.,N/A,C0341048F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/806/C0341051F.jpg,"Marko Lewis, no. 79-2315",Marko Lewis,N/A,79-2315,1 June 1979,1979-06-01,N/A,PHILONOTIS,Philonotis,N/A,N/A,N/A,Bolivia,Cochabamba,Chapare,N/A,"Slope of Cerro Khachi, N. of Corani","Slope of Cerro Khachi, North of Corani","On stones and banks of seepy creek in cloud forest ravine, with tree ferns.",3030 m.,"17° 11' S., 65° 54' W.",N° 1050327,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg,Leg. P+E. Hegewald,P+E. Hegewald,N/A,Nr. 6989,31.8.1973,1973-08-31,N/A,Philonotis sphaeocarpa (Hedw.) Brid.,Philonotis sphaeocarpa,Dana Griffin III,N/A,N/A,Peru,Amazonas,N/A,N/A,Prov. Chachapoyas Las Palmas zw. Balsas u. Leimebamba.,Las Palmas between Balsas and Leimebamba,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach.",Hoche 3000 m.,N/A,N: 1061647,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/513/C0341152F.jpg,"Frank D. Bowers, Jr. | Claudio Delgadillo M. & Paul Somers, Jr.","F. D. Bowers, Jr.","C. Delgadillo M. | P. Somers, Jr.",s.n.,25 December 1973,1973-12-25,N/A,Braunia secunda (Hook.) B.S.G. det. A.J.Sharp,Braunia secunda,A. J. Sharp,N/A,N/A,Mexico,Baja California Sur,N/A,N/A,"Oak-pine and grassland with dry and flowing streams at Sierra de Laguna, 15 miles east of Todos Santos. On boulder, meso, open valley.","Sierra de Laguna, 15 miles east of Todos Santos","Oak-pine and grassland with dry and flowing streams. On boulder, meso, open valley.",Alt. ca. 6300 ft.,N/A,No. 5166,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/538/C0341164F.jpg,"A.J. and E.B. Sharp, E.C. Clebsch, K.R. Thornburgh",A. J. Sharp,E. B. Sharp | E. C. Clebsch | K. R. Thornburgh,2281,"June 23, 1973",1973-06-23,N/A,Braunia andrieuxii Lor.; Braunia secunda (Hook.) B.S.G.,Braunia secunda,A. J. Sharp,N/A,N/A,Mexico,Oaxaca,N/A,N/A,Near El Punto on Hwy. 175,Near El Punto on Highway 175,"Partial shade, moist, road side cliff.",± 1625 m.,N/A,1045248,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,"A.J. and E.B. Sharp, E.C. Clebsch, K.R.T hornburgh",A. J. Sharp,E. B. Sharp | E. C. Clebsch | K. R. T hornburgh,2736,"July 4, 1973",1973-07-04,N/A,Braunia andrieuxii Lor.,Braunia secunda,A. J. Sharp,N/A,N/A,Mexico,Jalisco,N/A,N/A,"El Mirador on hwy. 80, 9 mi. above San Martin Hidalgo","El Mirador on hwy. 80, 9 miles above San Martin Hidalgo","Partial shade, moist, vert. surface of boulder.",1750 m.,N/A,1045251,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/568/C0341179F.jpg,C. G. Pringle,C. G. Pringle,,10619,"30, Sept., 1905",1905-09-30,N/A,"Braunia andrieuxii, Lorenz.",Braunia andrieuxii,Efrain De Luna,1992,,Mexico,Jalisco,,,On rocks near Guadalajara,[precise locality unknown],,"5,600 ft.",,F 1172142,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/570/C0341180F.jpg,C. G. Pringle,C. G. Pringle,N/A,10627,"17, Sept., 1905",1905-09-17,N/A,Braunia andrieuxii Lor.,Braunia plicata var. canescens,Efrain De Luna,1992,N/A,Mexico,Hidalgo,N/A,N/A,Cypamaloya,Cypamaloya,N/A,N/A,N/A,1045265,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,LEG. EGGERS & FRAHM 23.2.79(13),Eggers,Frahm,s.n.,23.2.79,1979-02-23,N/A,Braunia secunda (Hook.) Bruch & Schimp.,Braunia secunda,Efrain De Luna,1992,N/A,Mexico,Veracruz,N/A,N/A,"MEXICO: EDO. VERACRUZ, SIERRA MADRE AN DER STR. F55 ZW. PEROTE + JALAPA, KIEFERNE-EICHENW. 2300M","Sierra Madre an der Str. F55 zw. Perote + Jalapa, Kieferne-EichenW. 2300m",N/A,2300m,N/A,C0341205F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg,Frank D. Bowers; Claudio Delgadillo M.; Paul S.; A. J. Sharp,Frank D. Bowers,Claudio Delgadillo M. | Paul S. | A. J. Sharp,s.n.,30 December 1970,1970-12-30,N/A,Braunia secunda (Hook.) B.S.G.,Braunia secunda,N/A,N/A,N/A,Mexico,Durango,N/A,N/A,"Oak-pine forest with Mairono along Highway 10 about 9 miles west of La Ciudad. On boulder, partial shade, meso. Ridge.","Oak-pine forest with Mairono along Highway 10 about 9 miles west of La Ciudad. On boulder, partial shade, meso. Ridge.",Oak-pine forest with Mairono,6550 ft.,N/A,1036945,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,A. J. Sharp,A. J. Sharp,N/A,145,"July 23, 1941",1941-07-23,N/A,Braunia secunda (Hook.) BSG,Braunia secunda,H.A. Crum,N/A,N/A,Mexico,N/A,N/A,N/A,"Siliceous boulder in Rio, above Cantreras, D.F.","Siliceous boulder in Rio, above Cantreras",N/A,N/A,N/A,1045239,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/712/C0341223F.jpg,"A.J. Sharp, F.D. Bowers, D.K. Smith, R.A. Hattaway, Paul Somers, Jr.",A.J. Sharp,"F.D. Bowers | D.K. Smith | R.A. Hattaway | Paul Somers, Jr.",4217,"Dec. 19, 1972",1972-12-19,N/A,Braunia squarrulosa (Hampe) Broth.,Braunia squarrulosa,F. Bowers,N/A,N/A,Mexico,Chiapas,N/A,N/A,"Partial shade, moist, trail side bank. Yerba Buena, Pueblo Nuevo, (about 55 km. northeast of Tuxtla-Gutierrez)","Yerba Buena, Pueblo Nuevo, (about 55 km. northeast of Tuxtla-Gutierrez)","Partial shade, moist, trail side bank.",+ 6800 ft.,N/A,1045274,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/716/C0341228F.jpg,F. J. Hermann 26429,F. J. Hermann,N/A,26429,"Feb. 9, 1975",1975-02-09,N/A,Braunia squarrulosa (Hampe) Broth.,Braunia squarrulosa,N/A,N/A,N/A,Mexico,Chiapas,N/A,San Cristobal de las Casas,"On oak trunk in oak-pine woods, alt. 6800 ft., 15 mi. S.E. of San Cristobal de las Casas, Chiapas, Mexico.","On oak trunk in oak-pine woods, 15 miles southeast of San Cristobal de las Casas",oak-pine woods,alt. 6800 ft.,N/A,N° 1052129,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/719/C0341231F.jpg,"A.J. Sharp | F.D. Bowers | D.K. Smith | R.A. Hattaway | Paul Somers, Jr.",A.J. Sharp,"F.D. Bowers | D.K. Smith | R.A. Hattaway | Paul Somers, Jr.",2980-a,"Dec. 23, 1972",1972-12-23,N/A,Braunia squarrulosa (Hampe) Broth.,Braunia squarrulosa,A.J. Sharp,"Dec. 23, 1972",N/A,Mexico,Oaxaca,N/A,N/A,"Oak-pine woods, Roadside near San Pablo Ayutla, (about 70 km. east of Oaxaca.)","Roadside near San Pablo Ayutla, (about 70 km. east of Oaxaca.)","Dry, full shade, oak branch.",+6000 ft.,N/A,1045269,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/722/C0341234F.jpg,Howard A. Crum,H. A. Crum,N/A,917,23 July 1949,1949-07-23,N/A,Braunia squarrulosa (Hampe) Broth.,Braunia squarrulosa,N/A,N/A,N/A,Mexico,Jalisco,N/A,N/A,"Slopes of La Ferreria, above Manantlan.","Slopes of La Ferreria, above Manantlan","On dead limb, fallen. Oak forest.",7300 feet,N/A,C0341234F,Typed,no type status
