associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,PASS,Mexico,Oaxaca,N/A,Efrain de la Luna,Braunia squarrulosa,PASS,N/A,1972-12-23,N/A,Typed,1045269,PASS,N/A,PASS,no type status,PASS,N/A,1992,PASS,"Dec. 23, 1972",PASS,PASS
N/A,PASS,Mexico,Jalisco,"On dead limb, fallen. 7300 feet. Oak forest.",Efrain Da Luna,Braunia squarrulosa,PASS,N/A,1949-07-23,N/A,Typed,PASS,No.917,N/A,N/A,no type status,PASS,N/A,1992,7300 feet,23 July 1949,PASS,PASS
N/A,PASS,Mexico,Federal District,PASS,PASS,Braunia squarrulosa,[precise locality unknown],N/A,1908-07-17,N/A,Typed,PASS,10550,N/A,PASS,no type status,PASS,N/A,PASS,"10,000 ft.",PASS,Braunia squarrulosa (Hpe.) Broth.,PASS
N/A,PASS,Mexico,Chiapas,N/A,PASS,PASS,PASS,N/A,PASS,N/A,Typed,1031467,PASS,N/A,N/A,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,E. Luna,Mexico,Chiapas,N/A,E. Luna,PASS,PASS,N/A,PASS,N/A,Typed,PASS,1031495,N/A,N/A,no type status,PASS,N/A,PASS,PASS,1992,PASS,PASS
N/A,PASS,Mexico,PASS,PASS,PASS,Braunia squarrulosa,PASS,N/A,1975-02-09,N/A,PASS,1045277,26429,N/A,N/A,no type status,F.J. Hermann,N/A,1992,PASS,"February 9, 1975",Braunia squarrulosa (Hampe) Broth.,PASS
N/A,Dana Griffin,Costa Rica,San Jose,N/A,PASS,PASS,PASS,N/A,1979-02-04,N/A,PASS,1029423,s.n.,PASS,Maria Isabel Morales,no type status,"Dana Griffin, III | Maria Isabel Morales",N/A,1992,PASS,PASS,PASS,PASS
N/A,S. Churchill,Bolivia,Tarija,PASS,S. Churchill,Braunia exserta,PASS,N/A,2001-08-04,N/A,PASS,PASS,PASS,PASS,N/A,no type status,PASS,PASS,2001,2300 m,4 Ago 2001,PASS,PASS
PASS,PASS,Argentina,Prov. Tucuman,"Subtropical rainforest, epiphyte",W. R. Buck,PASS,PASS,N/A,1946-11-27,Rio Cochuna,PASS,PASS,PASS,PASS,PASS,no type status,PASS,PASS,PASS,1000 m a.s.l.,27 November 1946,PASS,1000 m a.s.l.
PASS,PASS,Bolivia,La Paz,In ravine with waterfall,Efrain De Luna,PASS,[precise locality unknown],N/A,1979-04-06,PASS,Typed,1032380,79-1625,Larecaja,PASS,no type status,Marko Lewis,"15° 48' S., 68° 36' W.",1992,3250 m.,6 April 1979,PASS,PASS
N/A,M. Lewis,Bolivia,La Paz,"Arid woodland and cliff area, many cacti present. At base of cliffs near river amongst a boulder pile in a deep canyon. Small trees, tree cacti and shrubs in shady, protected areas.",Dana Griffin III,Braunia plicata,PASS,N/A,1982-12-09,N/A,Typed,1091412,PASS,N/A,N/A,no type status,PASS,PASS,1990,PASS,9 Dec 1982,Braunia plicata (Mitt.) Jaeg.,PASS
N/A,M. Lewis,Bolivia,La Paz,PASS,Efrain De Luna,Braunia plicata,PASS,N/A,1979-03-22,N/A,PASS,PASS,79-1230,PASS,N/A,no type status,Marko Lewis,PASS,1992,2600 m.,22 March 1979,PASS,PASS
N/A,M. Lewis,Bolivia,La Paz,"Banks of trail, 3200-3240 m.",Erwin De Luna,Braunia plicata,PASS,N/A,1979-03-05,N/A,PASS,1032341,79-947,PASS,N/A,no type status,PASS,PASS,1992,3200-3240 m.,5 March 1979,Braunia plicata (Mitt.) Jaeg.,PASS
N/A,PASS,Bolivia,La Paz,"Banks of trail, 3200 m.",PASS,Braunia pilicata,[precise locality unknown],N/A,1979-03-05,N/A,Typed,PASS,79-940,Prov. Saavedra,N/A,no type status,Marko Lewis,PASS,1992,3200 m.,5 March 1979,Braunia pilicata (Mitt.) Jaeg.,PASS
PASS,M. Lewis,Bolivia,La Paz,N/A,Efrain De Luna,PASS,[precise locality unknown],N/A,1979-03-05,PASS,Typed,1032366,79-935,PASS,PASS,no type status,Marko Lewis,PASS,Nov. 1991,3200 m.,5 March 1979,PASS,PASS
PASS,M. Lewis,Bolivia,Depto. Tarija,PASS,PASS,PASS,PASS,N/A,1979-02-10,N/A,Typed,PASS,79-615,Prov. Mendez,N/A,no type status,PASS,PASS,Nov. 1991,PASS,10 February 1979,PASS,PASS
N/A,M. Dillon,Peru,Depto. Ancash,PASS,Dana Griffin III,Braunia secunda,PASS,N/A,1983-01-28,N/A,Typed,PASS,3128D,Prov. Yungay,PASS,no type status,PASS,N/A,28 Jan. 1983,+ 3380 m.,28 Jan. 1983,Braunia secunda (Hook.) B.S.G.,PASS
N/A,PASS,Venezuela,PASS,PASS,Dana Griffin III,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,no type status,PASS,N/A,PASS,"3,100-3,200 m",PASS,PASS,PASS
PASS,PASS,Bolivia,PASS,N/A,PASS,PASS,PASS,N/A,1979-02-02,PASS,Typed,1032377,79-489A,PASS,N/A,no type status,PASS,"21°28' S, 64°12' W.",1992,1750 m.,2 February 1979,PASS,PASS
PASS,F. J. Hermann,Bolivia,PASS,PASS,PASS,Braunia subincana,PASS,N/A,1972-12-24,PASS,Typed,PASS,25278,PASS,PASS,no type status,Purchased in market at Cochabamba,PASS,1992,PASS,PASS,Braunia subincana Broth.,PASS
N/A,PASS,Bolivia,Dept. Cochabamba,On cliff under scrub in area of wet meadows and secondary woodlands.,B.O. van Zanten,PASS,PASS,N/A,1989-11-12,PASS,Typed,1091583,7560,Prov. Chapare,M. Lewis,no type status,S.R. Gradstein & M. Lewis,N/A,PASS,PASS,12 November 1989,PASS,"5 km S of road Cochabamba - Villa Tunari km 95, alt. 2300 m."
N/A,M. Lewis,Bolivia,PASS,Fruit and coffee plantations. On rocks in shady fruit orchard.,PASS,PASS,PASS,N/A,1983-02-07,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,PASS,PASS,7 Feb 1983,PASS,PASS
N/A,PASS,Brazil,Minas Gerais,PASS,PASS,PASS,PASS,N/A,PASS,N/A,Typed,PASS,5281-a,N/A,PASS,no type status,PASS,N/A,N/A,Alt. 720 m.,"Nov. 11, 1930",PASS,PASS
N/A,PASS,PASS,Isla Floreana,PASS,PASS,PASS,PASS,N/A,1976-04-24,N/A,PASS,PASS,PASS,N/A,PASS,no type status,PASS,N/A,N/A,PASS,24.IV.1976,PASS,PASS
N/A,PASS,Peru,Amazonas,N/A,PASS,Racopilum tomentosum,PASS,N/A,1973-08-31,N/A,Typed,1026724,6726,Prov.Chachapoyas,PASS,no type status,PASS,N/A,PASS,PASS,31.8.1973,Racopilum tomentosum (Hedw.) Brid.,PASS
PASS,PASS,Suriname,PASS,PASS,PASS,PASS,PASS,N/A,1975-12-18,PASS,Typed,1028580,4715,PASS,PASS,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,E. Linares,Colombia,Dept. Meta,PASS,S. Rob Gradstein,Racopilum tomentosum,PASS,N/A,1984-09-26,N/A,Typed,1065598,1543,Villavicencio,S.R. Gradstein | B.O. van Zanten,no type status,PASS,N/A,N/A,PASS,26 Sept. 1984,"BRYOPHTA NEOTROPICA EXSICCATA Fascicle II (1986), edited by S. Rob Gradstein distributed by the Institute of Systematic Botany, Utrecht","forest of the Bavaria brewery near rio Guatiquia, alt. 600 m. On log in forest"
N/A,M. Lewis,Bolivia,PASS,Fruit and coffee plantations. Bark of fruit trees in orchard,PASS,Racopilum tomentosum,PASS,N/A,1983-02-07,PASS,Typed,1100344,83-511,PASS,N/A,no type status,Marko Lewis,PASS,PASS,PASS,7 Feb 1983,Racopilum tomentosum (Hedw.) Brid.,PASS
N/A,PASS,Peru,PASS,PASS,PASS,Rhacomitrium tomentosum,PASS,N/A,1936-09-15,PASS,Typed,PASS,8190a,PASS,PASS,no type status,PASS,N/A,PASS,PASS,"Sept. 15, 1936",Rhacomitrium tomentosum (Sw.) Brid.,PASS
N/A,PASS,Peru,PASS,N/A,Bartram,Rhacomitrium tomentosum,PASS,N/A,1936-09-09,N/A,Typed,1036304,PASS,PASS,N/A,no type status,PASS,N/A,N/A,Alt. 1100 m.,PASS,Rhacomitrium tomentosum (Sw.) Brid.,PASS
PASS,Y. Mexia,Peru,PASS,PASS,Bartram,PASS,PASS,N/A,1936-09-09,PASS,Typed,C0341807F,PASS,PASS,PASS,no type status,Ynes Mexia,PASS,PASS,Alt. 1100 m.,PASS,PASS,PASS
N/A,Det. H. A. Crum,Colombia,Amazonas,PASS,Det. H. A. Crum,Leucomium lignicola,PASS,N/A,1952-05-19,N/A,Typed,PASS,16563,N/A,PASS,no type status,PASS,PASS,PASS,PASS,"May 19, 1952",PASS,PASS
N/A,PASS,Colombia,Magdalena,N/A,PASS,PASS,[precise locality unknown],1977-08-00,1977-07-00,N/A,Typed,1029476,"50,186",PASS,PASS,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Colombia,Antioquia,In secondary montane forest.,PASS,PASS,PASS,N/A,1987-07-06,PASS,Typed,1139980,15466,PASS,PASS,No type status,S.P. Churchill et al.,PASS,PASS,2460-2620 m.,6 July 1987,PASS,PASS
N/A,PASS,Costa Rica,Cartago,PASS,PASS,PASS,PASS,1977-07-04,1977-07-03,PASS,Typed,1025621,215,PASS,PASS,no type status,"Dana Griffin III, Maria Isabel Morales y Dora Emilia de Retana",PASS,PASS,PASS,"Julio 3-4, 1977",PASS,PASS
N/A,PASS,Venezuela,PASS,PASS,E. B. Bartram,Hypnella cymbifolia,PASS,PASS,PASS,N/A,Typed,1026297,34365,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,Hypnella cymbifolia (Hpe.) Jaeg.,PASS
N/A,William R. Buck,Brazil,Amazonas,PASS,PASS,Hookeriopsis parkeriana,PASS,1979-07-12,1979-07-09,N/A,Typed,PASS,2445,N/A,N/A,no type status,PASS,PASS,N/A,450 m,9-12 July 1979,Hookeriopsis parkeriana (Hook. & Grev.) Jaeg.,PASS
N/A,R. B. Foster,Peru,Pasco,PASS,PASS,PASS,PASS,N/A,1981-07-30,N/A,Typed,1059405,4722,N/A,N/A,no type status,Robin B. Foster 4722,PASS,PASS,1900 m.,30 July 1981,PASS,PASS
N/A,PASS,Peru,PASS,Extremely mossy elfin cloud forest near shallow ravine.,PASS,Hypnella filifera,PASS,N/A,1981-12-04,N/A,Typed,C0342123F,PASS,N/A,PASS,no type status,PASS,"13°11’S, 71°22’W.",N/A,2850 m.,4 Dec. 1981,Hypnella filifera (Hook. & Wils.) Jaeg.,PASS
N/A,PASS,Colombia,Antioquia,PASS,PASS,Hypnella diversifolia,PASS,N/A,1992-07-11,N/A,Typed,1139992,18335,N/A,PASS,no type status,S.P. Churchill et al. 18335,PASS,1996,1950 m.,11 July 1992,PASS,PASS
N/A,J. J. Wurdack,Venezuela,PASS,PASS,E. B. Bartram,PASS,PASS,N/A,1953-01-07,N/A,Typed,PASS,PASS,N/A,N/A,no type status,John J. Wurdack,N/A,N/A,PASS,"January 7, 1953",PASS,PASS
N/A,R. B. Foster,Peru,PASS,PASS,W. C. Steere,Hypnella pallescens,PASS,N/A,1981-07-30,N/A,PASS,PASS,4720,N/A,N/A,no type status,Robin B. Foster 4720,"10°30'S, 75°30'W",PASS,1900 m.,30 July 1981,Hypnella pallescens (Hook.) Jaeg.,PASS
PASS,J. J. Wurdack,Venezuela,Estado Bolivar,PASS,E. B. Bartram,Hypnella cymbifolia,PASS,N/A,1953-02-11,PASS,Typed,1026300,PASS,PASS,PASS,no type status,Collected by John J. Wurdack,PASS,N/A,PASS,"February 11, 1953",PASS,PASS
N/A,T. Husnot,France,N/A,N/A,T. Husnot,PASS,[precise locality unknown],N/A,N/A,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
N/A,PASS,Japan,PASS,PASS,Z. Iwatsuki,Macromitrium japonicum,Around Shirahama,N/A,1973-01-11,N/A,PASS,PASS,PASS,Ryukyu Isls.,N/A,no type status,PASS,N/A,Det.,PASS,PASS,PASS,On bark of Pinus thunbergii
N/A,E. R. Reitz,PASS,Santa Catarina,PASS,N/A,PASS,PASS,N/A,1948-12-17,PASS,PASS,PASS,PASS,PASS,PASS,no type status,PASS,N/A,N/A,PASS,Data 17.12.1948,PASS,PASS
N/A,PASS,Brazil,PASS,epiphytisch im Podocarpus-Wald,PASS,Campylopus arctocarpus,PASS,N/A,1977-07-22,PASS,Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,PASS,1200 m,22.7.1977,Campylopus arctocarpus (Hornsch.) Mitt.,PASS
N/A,PASS,Brazil,PASS,PASS,N/A,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
PASS,PASS,Brazil,São Paulo,PASS,N/A,Campylopus griseus,[precise locality unknown],N/A,PASS,PASS,Typed,C087863F,PASS,PASS,PASS,no type status,Jan-Peter Frahm,PASS,PASS,PASS,PASS,PASS,PASS
N/A,J. P. Frahm,Peru,PASS,N/A,J. P. Frahm,Campylopus heterostachys,[precise locality unknown],N/A,1982-06-09,PASS,Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,PASS,2600 m.,6.9.1982,Campylopus heterostachys (Hamp.) Jaeg.,PASS
