associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,PASS,Papua New Guinea,PASS,PASS,PASS,Macromitrium megalocladon,PASS,N/A,1975-04-07,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,PASS,3350 m.,PASS,Macromitrium megalocladon Fleisch.,PASS
PASS,PASS,Japan,PASS,PASS,A. Noguchi,Macromitrium incurvum,PASS,N/A,1946-08-00,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,PASS,Oct 1948,PASS,VIII. 1946,PASS,PASS
N/A,K. Mayebara,Japan,PASS,N/A,A. Noguchi,Macromitrium incurvum,PASS,N/A,1951-12-25,PASS,Typed,PASS,PASS,N/A,N/A,no type status,Coll. K. Mayebara,N/A,PASS,60 m. above sea,"December 25, 1951",PASS,PASS
N/A,K. Mayebara,Japan,PASS,N/A,A. Noguchi,PASS,PASS,N/A,1952-02-11,PASS,Typed,1043490,PASS,PASS,PASS,no type status,PASS,N/A,N/A,ca. 100 m. above sea,"February 11, 1952",PASS,PASS
N/A,PASS,Japan,PASS,N/A,PASS,Macromitrium gymnostomum,PASS,N/A,1952-03-00,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,N/A,PASS,March 1952,PASS,PASS
PASS,PASS,China,PASS,PASS,PASS,Macromitrium gymnostomum,Kushan near Foochow,N/A,1925-08-00,PASS,Typed,PASS,B.206,PASS,PASS,no type status,PASS,PASS,N/A,PASS,PASS,Macromitrium gymnostomum S. & L. Det. Theriot.,PASS
N/A,H. H. Chung,China,PASS,PASS,PASS,Macromitrium gymnostomum,[precise locality unknown],N/A,1945-05-02,N/A,Typed,1122721,B.20,PASS,N/A,no type status,H. H. CHUNG,N/A,N/A,N/A,"May 2, 1945",PASS,PASS
PASS,PASS,Papua New Guinea,PASS,PASS,Dale H. Vitt,Macromitrium longicaule,PASS,N/A,1981-07-23,N/A,Typed,PASS,PASS,N/A,N/A,no type status,Timo Koponen,PASS,1989,alt. 2400 m,23 July 1981,Macromitrium longicaule C. Mull.,PASS
PASS,H. H. Chung,China,PASS,PASS,N/A,Macromitrium japonicum,PASS,N/A,1945-03-00,PASS,Typed,PASS,PASS,,,no type status,H. H. Chung,,PASS,,"March, 1945",PASS,PASS
N/A,PASS,Papua New Guinea,PASS,"Open alpine grassland and ""subalpine"" forest",Dale H. Vitt,PASS,PASS,N/A,1981-07-09,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,PASS,1989,3550 m,9 July 1981,PASS,PASS
N/A,PASS,Japan,PASS,PASS,Z. Iwatsuki,PASS,PASS,N/A,1975-01-23,N/A,Typed,1049048,PASS,PASS,PASS,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Japan,Honshu,PASS,PASS,Macromitrium incurvum,[precise locality unknown],N/A,PASS,PASS,Typed,1356480,s.n.,PASS,PASS,no type status,PASS,N/A,PASS,N/A,PASS,Macromitrium incurvum (Lindb.) Paris,PASS
N/A,K. Saito,Japan,PASS,PASS,PASS,Macromitrium gymnostomum,PASS,N/A,1970-04-03,N/A,Typed,1051109,PASS,N/A,N/A,no type status,PASS,N/A,N/A,elevation about 120 m.,"April 3, 1970",Macromitrium gymnostomum Sull. & Lesq.,PASS
N/A,PASS,Portugal,Azores,N/A,PASS,PASS,Salto do Cavalo,N/A,1937-06-14,N/A,Typed,1181624,PASS,N/A,P. Allorge,no type status,PASS,N/A,N/A,PASS,14.VI.1937,PASS,PASS
N/A,PASS,Bolivia,La Paz,Super humid Ceja de Montana forests following ravines. In small rill in dripping area of small waterfall.,N/A,Philonotis,PASS,N/A,1983-01-20,PASS,Typed,PASS,83-224,PASS,N/A,no type status,PASS,PASS,N/A,PASS,20 Jan 1983,Philonotis,"Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata."
N/A,Marko Lewis,Bolivia,PASS,PASS,N/A,PASS,PASS,N/A,1979-03-29,N/A,Typed,1078795,PASS,PASS,N/A,no type status,Marko Lewis,PASS,N/A,2740 m.,29 March 1979,PASS,PASS
N/A,Marko Lewis,Bolivia,Cochabamba,PASS,PASS,Philonotis,PASS,N/A,1979-06-01,N/A,Typed,1078769,79-2315,Chapare,N/A,no type status,PASS,PASS,PASS,PASS,1 June 1979,PASS,"Slope of Cerro Khachi, N. of Corani, 3030 m."
N/A,PASS,Bolivia,PASS,N/A,N/A,PASS,Unduavi,N/A,1950-10-13,N/A,PASS,PASS,6867,N/A,PASS,no type status,PASS,N/A,N/A,10000 ft.,13 Oct. 1950,PASS,Unduavi
N/A,PASS,Bolivia,N/A,PASS,N/A,PASS,Unduavi,N/A,1950-10-13,N/A,PASS,PASS,6865,N/A,PASS,no type status,PASS,N/A,N/A,10000 ft.,13 Oct. 1950,PASS,PASS
N/A,PASS,Bolivia,Cochabamba,"On stones and banks of seepy creek in cloud forest ravine, with tree ferns.",PASS,Philonotis,PASS,N/A,1979-06-01,N/A,Typed,PASS,PASS,Chapare,N/A,no type status,PASS,PASS,N/A,PASS,1 June 1979,PASS,PASS
N/A,PASS,Peru,Amazonas,PASS,PASS,PASS,PASS,N/A,1973-08-31,N/A,PASS,PASS,PASS,PASS,N/A,no type status,PASS,N/A,N/A,PASS,31.8.1973,PASS,PASS
N/A,PASS,Mexico,Baja California Sur,PASS,PASS,Braunia secunda,PASS,N/A,1973-12-25,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,N/A,PASS,PASS,25 December 1973,Braunia secunda (Hook.) B.S.G. det. A.J.Sharp,PASS
N/A,PASS,Mexico,Oaxaca,"Partial shade, moist, road side cliff.",PASS,PASS,PASS,N/A,1973-06-23,N/A,Typed,1045248,2281,N/A,PASS,no type status,PASS,N/A,PASS,PASS,"June 23, 1973",PASS,PASS
N/A,PASS,Mexico,Jalisco,"Partial shade, moist, vert. surface of boulder.",PASS,Braunia secunda,PASS,N/A,1973-07-04,N/A,Typed,1045251,2736,N/A,PASS,no type status,PASS,N/A,N/A,1750 m.,"July 4, 1973",PASS,PASS
PASS,PASS,Mexico,Jalisco,PASS,Efrain De Luna,PASS,[precise locality unknown],N/A,PASS,PASS,PASS,PASS,10619,PASS,PASS,no type status,C. G. Pringle,PASS,1992,PASS,PASS,PASS,PASS
N/A,PASS,Mexico,Hidalgo,N/A,PASS,PASS,PASS,N/A,PASS,N/A,Typed,1045265,10627,N/A,N/A,no type status,C. G. Pringle,N/A,1992,N/A,PASS,PASS,PASS
N/A,Eggers,Mexico,PASS,PASS,Efrain De Luna,Braunia secunda,PASS,N/A,PASS,N/A,Typed,C0341205F,PASS,N/A,Frahm,no type status,PASS,N/A,1992,PASS,PASS,PASS,PASS
N/A,PASS,Mexico,Durango,PASS,PASS,PASS,PASS,N/A,PASS,N/A,Typed,1036945,PASS,N/A,PASS,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,A. J. Sharp,Mexico,PASS,N/A,PASS,Braunia secunda,PASS,N/A,1941-07-23,N/A,PASS,PASS,145,N/A,N/A,no type status,PASS,N/A,PASS,N/A,"July 23, 1941",PASS,PASS
N/A,PASS,Mexico,PASS,PASS,PASS,Braunia squarrulosa,PASS,N/A,1972-12-19,N/A,Typed,1045274,4217,N/A,PASS,no type status,"A.J. Sharp, F.D. Bowers, D.K. Smith, R.A. Hattaway, Paul Somers, Jr.",N/A,PASS,PASS,"Dec. 19, 1972",PASS,PASS
N/A,PASS,Mexico,Chiapas,PASS,PASS,Braunia squarrulosa,PASS,N/A,1975-02-09,PASS,Typed,PASS,26429,N/A,N/A,no type status,PASS,N/A,PASS,alt. 6800 ft.,PASS,Braunia squarrulosa (Hampe) Broth.,PASS
N/A,PASS,Mexico,Oaxaca,PASS,PASS,Braunia squarrulosa,PASS,N/A,1972-12-23,N/A,PASS,1045269,PASS,N/A,PASS,no type status,PASS,N/A,PASS,PASS,"Dec. 23, 1972",PASS,PASS
N/A,PASS,Mexico,Jalisco,PASS,PASS,Braunia squarrulosa,"Slopes of La Ferreria, above Manantlan",N/A,1949-07-23,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,PASS,7300 feet,23 July 1949,Braunia squarrulosa (Hampe) Broth.,PASS
PASS,PASS,Mexico,Federal District,PASS,PASS,Braunia squarrulosa,[precise locality unknown],N/A,1908-07-17,PASS,Typed,1172449,10550,PASS,PASS,no type status,PASS,PASS,PASS,"10,000 ft.",PASS,PASS,PASS
N/A,PASS,Mexico,Chiapas,N/A,PASS,PASS,PASS,N/A,PASS,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,PASS,1992,2250 msm,PASS,PASS,PASS
N/A,PASS,Mexico,Chiapas,PASS,PASS,Braunia squarrulosa,PASS,N/A,PASS,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,N/A,PASS,PASS,PASS,Braunia squarrulosa (Hampe) C. Muell.,PASS
N/A,PASS,Mexico,PASS,PASS,PASS,Braunia squarrulosa,PASS,N/A,1975-02-09,N/A,Typed,1045277,26429,N/A,N/A,no type status,PASS,N/A,PASS,PASS,"February 9, 1975",PASS,PASS
N/A,PASS,Costa Rica,PASS,PASS,PASS,Braunia squarrulosa,PASS,N/A,1979-02-04,N/A,Typed,PASS,s.n.,N/A,PASS,no type status,PASS,N/A,PASS,"2,000 m.",PASS,PASS,PASS
N/A,PASS,Bolivia,Tarija,PASS,S. Churchill,Braunia exserta,PASS,N/A,2001-08-04,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,21°25'S 64°19'W,2001,2300 m,4 Ago 2001,PASS,PASS
PASS,PASS,Argentina,PASS,"Subtropical rainforest, epiphyte",W. R. Buck,PASS,PASS,N/A,1946-11-27,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,PASS,N/A,1000 m a.s.l.,27 November 1946,PASS,PASS
N/A,Marko Lewis,Bolivia,La Paz,In ravine with waterfall,Efrain De Luna,Braunia cirrifolia,PASS,N/A,1979-04-06,PASS,Typed,PASS,79-1625,Larecaja,N/A,no type status,Marko Lewis,"15° 48' S., 68° 36' W.",1992,3250 m.,6 April 1979,Braunia cirrifolia (Mitt.) Jaeg.,PASS
N/A,PASS,Bolivia,La Paz,PASS,Dana Griffin III,Braunia plicata,PASS,N/A,1982-12-09,N/A,Typed,PASS,82-303,N/A,N/A,no type status,PASS,"16°44'S, 68°41'W",1990,PASS,9 Dec 1982,Braunia plicata (Mitt.) Jaeg.,PASS
N/A,M. Lewis,Bolivia,La Paz,PASS,PASS,Braunia plicata,PASS,N/A,1979-03-22,N/A,PASS,PASS,79-1230,Larecaja,N/A,no type status,Marko Lewis,PASS,1992,2600 m.,22 March 1979,PASS,PASS
N/A,PASS,Bolivia,La Paz,"Banks of trail, 3200-3240 m.",PASS,Braunia plicata,PASS,N/A,1979-03-05,N/A,Typed,1032341,79-947,PASS,N/A,no type status,Marko Lewis,PASS,PASS,3200-3240 m.,5 March 1979,Braunia plicata (Mitt.) Jaeg.,PASS
N/A,PASS,Bolivia,La Paz,"Banks of trail, 3200 m.",PASS,PASS,PASS,N/A,1979-03-05,N/A,Typed,C034125BF,79-940,PASS,N/A,no type status,PASS,PASS,PASS,3200 m.,5 March 1979,PASS,PASS
PASS,PASS,Bolivia,La Paz,N/A,Efrain De Luna,PASS,PASS,N/A,1979-03-05,N/A,Typed,1032366,79-935,PASS,N/A,no type status,Marko Lewis,PASS,Nov. 1991,3200 m.,5 March 1979,PASS,PASS
N/A,PASS,Bolivia,PASS,PASS,PASS,PASS,PASS,N/A,1979-02-10,N/A,Typed,PASS,79-615,PASS,N/A,no type status,PASS,PASS,Nov. 1991,PASS,10 February 1979,PASS,PASS
N/A,M. Dillon,Peru,PASS,PASS,Dana Griffin III,Braunia secunda,PASS,N/A,PASS,N/A,Typed,PASS,3128D,PASS,PASS,no type status,PASS,N/A,28 Jan. 1983,+ 3380 m.,PASS,Braunia secunda (Hook.) B.S.G.,PASS
