verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
PASS,PASS,N/A,14660,PASS,1975-03-09,N/A,PASS,Macromitrium incurvifolium,D. H. Vitt,N/A,N/A,Papua New Guinea,Morobe,PASS,PASS,PASS,PASS,PASS,PASS,N/A,1142151,Typed,no type status
PASS,A. Touw,N/A,18543,PASS,1975-05-20,N/A,PASS,Macromitrium longicaule,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,PASS,N/A,PASS,PASS,PASS,PASS,PASS,1141855,Typed,no type status
N/A, N/A,N/A,PASS,PASS,1975-05-08,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,PASS,N/A,N/A,Papua New Guinea,West Sepik,Star Mts.,N/A,PASS,PASS,PASS,PASS,PASS,1142194,Typed,no type status
PASS,A. Touw,N/A,16376,17.4.1975,1975-04-17,N/A,PASS,Macromitrium macrosporum,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,PASS,PASS,PASS,PASS,PASS,1142178,Typed,no type status
N/A,PASS,N/A,PASS,PASS,1975-05-08,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,PASS,N/A,PASS,PASS,N/A,PASS,PASS,1142156,Typed,no type status
PASS,A. Touw,N/A,16420,19.4.1975,1975-04-19,N/A,PASS,Macromitrium macrosporum,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,PASS,N/A,PASS,PASS,Forest remnant in deep chasm near the summit on soaking wet bark of trees,PASS,PASS,1142175,Typed,no type status
PASS,PASS,N/A,17205,PASS,1975-05-05,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,PASS,N/A,N/A,Papua New Guinea,West Sepik,Star Mts.,N/A,PASS,PASS,PASS,PASS,PASS,1141880,Typed,no type status
PASS,PASS,N/A,18046,14.5.1975,1975-05-14,N/A,PASS,Macromitrium megalocladon,D. H. Vitt,N/A,N/A,Papua New Guinea,PASS,PASS,N/A,PASS,PASS,Pendulous from heavy tree branches and slanting trunks,PASS,PASS,1142187,Typed,no type status
PASS,A. Touw,N/A,16555,21.4.1975,1975-04-21,N/A,Macromitrium megalocladon Fleisch.,Macromitrium megalocladon,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,PASS,N/A,PASS,PASS,PASS,PASS,PASS,1142432,PASS,no type status
PASS,A. Touw,N/A,15768,PASS,1975-04-07,N/A,PASS,Macromitrium megalocladon,D. H. Vitt,PASS,N/A,Papua New Guinea,West Sepik,PASS,N/A,PASS,PASS,Terrestrial in open shrubbery on ridge Dense moss vegetation covering soil rocks and the lower portion of shrubs Dominant,PASS,PASS,1142300,Typed,no type status
PASS,S. Hattori,N/A,s.n.,PASS,1946-08-00,N/A,Macromitrium incurvum (Lindb.) Par.,Macromitrium incurvum,A. Noguchi,PASS,N/A,Japan,PASS,PASS,PASS,PASS,PASS,PASS,ca 50 m,N/A,PASS,Typed,no type status
PASS,K. Mayebara,N/A,s.n.,"December 25, 1951",1951-12-25,N/A,Macromitrium incurvum (Lindb.) Par.,Macromitrium incurvum,A. Noguchi,N/A,N/A,Japan,Kumamoto,N/A,PASS,PASS,PASS,On exposed rocks,60 m. above sea,N/A,1043529,Typed,no type status
PASS,PASS,N/A,PASS,"February 11, 1952",1952-02-11,N/A,Macromitrium gymnostomum Sull. et Lesq.,Macromitrium gymnostomum,A. Noguchi,N/A,N/A,Japan,Kumamoto,N/A,N/A,PASS,PASS,On rocks,PASS,N/A,1043490,Typed,no type status
PASS,PASS,N/A,s.n.,March 1952,1952-03-00,N/A,PASS,Macromitrium gymnostomum,A. Noguchi,N/A,N/A,Japan,Kumamoto,N/A,PASS,PASS,PASS,PASS,PASS,N/A,PASS,Typed,no type status
PASS,PASS,N/A,B.206,PASS,PASS,N/A,Macromitrium gymnostomum S. & L.,Macromitrium gymnostomum, Theriot,N/A,N/A,China,PASS,N/A,N/A,Kushan near Foochow,PASS,PASS,PASS,N/A,PASS,PASS,no type status
PASS,H. H. Chung,N/A,PASS,PASS,PASS,N/A,Macromitrium gymnostomum Sull.,Macromitrium gymnostomum, Theriot,N/A,N/A,China,PASS,N/A,N/A,On rock in bamboo forest,PASS,PASS,N/A,N/A,1122721,PASS,No type status
Timo Koponen,T. Koponen,N/A,PASS,23 July 1981,1981-07-23,N/A,PASS,Macromitrium longicaule,D. H. Vitt,1989,PASS,Papua New Guinea,Morobe,N/A,N/A,PASS,PASS,Rather open montane forest with dominating Pandanus trees,PASS,PASS,1142665,Typed,no type status
PASS,PASS,N/A,PASS,PASS,PASS,N/A,PASS,Macromitrium japonicum, N/A,N/A,N/A,China,PASS,N/A,PASS,PASS,PASS,On shady rocks or bark,N/A,N/A,PASS,Typed,no type status
Timo Koponen,T. Koponen,N/A,PASS,9 July 1981,1981-07-09,N/A,PASS,PASS,D. H. Vitt,PASS,N/A,Papua New Guinea,Morobe,N/A,N/A,PASS,PASS,"open alpine grassland and ""subalpine"" forest",PASS,PASS,1142666,Typed,no type status
PASS,PASS,PASS,s.n.,PASS,PASS,N/A,PASS,PASS,PASS,PASS,N/A,Japan,PASS,N/A,N/A,PASS,PASS,on tree trunk,1-10 m alt.,N/A,1049048,Typed,no type status
PASS,PASS,N/A,PASS,PASS,PASS,N/A,Macromitrium incurvum (Lindb.) Paris,Macromitrium incurvum,PASS,N/A,N/A,Japan,Honshu,PASS,N/A,PASS,PASS,PASS,N/A,N/A,1356480,Typed,no type status
PASS,PASS,N/A,s.n.,"April 3, 1970",1970-04-03,N/A,Macromitrium gymnostomum Sull. & Lesq.,Macromitrium gymnostomum,A. Noguchi,N/A,N/A,Japan,Kagoshima,N/A,PASS,PASS,PASS,On rock,elevation about 120 m,N/A,PASS,Typed,no type status
PASS,V. Allorge,P. Allorge,PASS,14.VI.1937,1937-06-14,N/A,PASS,PASS,PASS,PASS,N/A,Portugal,Azores,N/A,PASS,PASS,PASS,PASS,vers 700 m,N/A,1181624,Typed,no type status
PASS,M. Lewis,N/A,83-224,20 Jan 1983,1983-01-20,N/A,Philonotis,Philonotis,PASS,PASS,N/A,Bolivia,La Paz,Larecaja,N/A,PASS,PASS,PASS,PASS,15°36'S68°39'W,1100485,Typed,no type status
Marko Lewis,M. Lewis,N/A,79-1314,29 March 1979,1979-03-29,N/A,Philonotis fide Crum,Philonotis, Crum,N/A,N/A,Bolivia,La Paz,Larecaja,N/A,PASS,PASS,Eroding bank,PASS,15°45'S68°42'W,PASS,Typed,no type status
PASS,M. Lewis,N/A,79-2315,1 June 1979,1979-06-01,N/A,Philonotis,Philonotis,PASS,PASS,N/A,Bolivia,Cochabamba,Chapare,N/A,PASS,PASS,PASS,3030 m,17°11'S65°54'W,PASS,Typed,no type status
PASS,PASS,N/A,6867,PASS,1950-10-13,N/A,PASS,PASS,PASS,PASS,N/A,Bolivia,N/A,N/A,N/A,PASS,PASS,N/A,PASS,N/A,PASS,Typed,no type status
PASS,PASS,N/A,6865,PASS,1950-10-13,N/A,PASS,PASS,PASS,PASS,N/A,Bolivia,N/A,N/A,N/A,PASS,PASS,N/A,PASS,N/A,PASS,Typed,no type status
PASS,M. Lewis,N/A,79-2315,1 June 1979,1979-06-01,N/A,Philonotis,Philonotis,PASS,PASS,N/A,Bolivia,Cochabamba,Chapare,N/A,PASS,PASS,PASS,PASS,PASS,1050327,Typed,no type status
PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,Peru,Amazonas,PASS,N/A,Las Palmas zw. Balsas u. Leimebamba,PASS,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach",3000 m,N/A,1061647,PASS,no type status
PASS,F. D. Bowers,PASS,5166,25 December 1973,1973-12-25,N/A,PASS,Braunia secunda,A. J. Sharp,N/A,N/A,Mexico,Baja California Sur,N/A,N/A,PASS,PASS,Oak-pine and grassland with dry and flowing streams,PASS,N/A,1045263,Typed,no type status
PASS,A. J. Sharp,PASS,PASS,"June 23, 1973",1973-06-23,N/A,Braunia secunda (Hook.) B.S.G.,Braunia andrieuxii,E. De Luna,1992,N/A,Mexico,Oaxaca,N/A,N/A,PASS,PASS,"Partial shade, moist, road side cliff",PASS,N/A,PASS,Typed,no type status
PASS,A. J. Sharp,PASS,2736,PASS,PASS,N/A,Braunia secunda (Hook.) B.S.G.,Braunia andrieuxii,PASS,1992,N/A,Mexico,Jalisco,PASS,PASS,PASS,PASS,"Partial shade, moist, vert. surface of boulder",1750 m,N/A,1045251,PASS,no type status
PASS,C. G. Pringle,N/A,10619,PASS,PASS,N/A,PASS,Braunia Andrieuxii,PASS,PASS,N/A,Mexico,Jalisco,N/A,PASS,PASS,On rocks near Guadalajara,PASS,PASS,N/A,PASS,PASS,No type status
PASS,C. G. Pringle,N/A,10627,PASS,PASS,N/A,PASS,Braunia andrieuxii,PASS,PASS,N/A,Mexico,Hidalgo,N/A,PASS,PASS,PASS,N/A,N/A,N/A,1045265,Typed,no type status
PASS,PASS,PASS,PASS,PASS,PASS,N/A,Braunia secunda (Hook.) B.S.G.,Braunia secunda,PASS,1992,N/A,Mexico,PASS,N/A,N/A,PASS,PASS,PASS,PASS,N/A,1031423,PASS,no type status
PASS,PASS,PASS,PASS,PASS,PASS,N/A,Braunia secunda (Hook.) B.S.G.,Braunia secunda,PASS,N/A,N/A,Mexico,PASS,N/A,N/A,PASS,PASS,PASS,PASS,N/A,1036945,Typed,no type status
PASS,A. J. Sharp,N/A,116,"July 23, 1941",1941-07-23,N/A,PASS,Braunia secunda,PASS,PASS,N/A,Mexico,Distrito Federal,N/A,N/A,PASS,PASS,PASS,N/A,N/A,1045239,PASS,no type status
PASS,PASS,PASS,PASS,"Dec. 19, 1972",1972-12-19,N/A,Braunia squarrulosa (Hampe) Broth.,Braunia squarrulosa,PASS,N/A,N/A,Mexico,Chiapas,N/A,N/A,PASS,PASS,PASS,PASS,N/A,1045274,Typed,no type status
PASS,PASS,N/A,26429,"Feb.9,1975",1975-02-09,N/A,PASS,PASS,PASS,PASS,N/A,Mexico,Chiapas,N/A,San Cristobal de las Casas,PASS,PASS,On oak trunk in oak-pine woods,alt. 6800 ft.,N/A,1052129,PASS,no type status
PASS,A. J. Sharp,PASS,2980-a,PASS,PASS,N/A,PASS,Braunia squarrulosa,PASS,PASS,N/A,Mexico,Oaxaca,N/A,San Pablo Ayutla,PASS,PASS,PASS,PASS,N/A,1045269,Typed,no type status
PASS,H. A. Crum,N/A,PASS,23 July 1949,1949-07-23,N/A,PASS,PASS,E. De Luna,1992,N/A,Mexico,Jalisco,N/A,N/A,PASS,PASS,PASS,7300 feet,N/A,PASS,Typed,no type status
PASS,C. G. Pringle,N/A,10550,PASS,1906-07-17,N/A,PASS,Braunia squarrulosa,E. De Luna,1992,N/A,Mexico,Federal District,N/A,N/A,PASS,PASS,PASS,PASS,N/A,PASS,PASS,no type status
PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,1992,N/A,Mexico,Chiapas,N/A,N/A,PASS,PASS,Oak-pine forest,PASS,N/A,1031467,PASS,no type status
PASS,PASS,PASS,PASS,PASS,1979-03-10,PASS,PASS,PASS,PASS,PASS,N/A,Mexico,Chiapas,N/A,PASS,PASS,PASS,Oak-pine forest,PASS,N/A,1031495,PASS,no type status
PASS,F. J. Hermann,N/A,26429,"February 9, 1975",1975-02-09,N/A,PASS,PASS,PASS,1992,N/A,Mexico,Chiapas,N/A,PASS,PASS,PASS,PASS,alt. 6800 ft.,N/A,1045277,Typed,no type status
PASS,D. Griffin,PASS,PASS,PASS,1979-02-04,N/A,PASS,Braunia squarrulosa,E. De Luna,1992,N/A,Costa Rica,San Jose,N/A,N/A,PASS,PASS,PASS,PASS,N/A,1029423,Typed,no type status
PASS,PASS,N/A,20792,4 Ago 2001,2001-08-04,N/A,Braunia exserta C. Müller,Braunia exserta,S. Churchill,2001,N/A,Bolivia,Tarija,N/A,N/A,PASS,PASS,PASS,2300 m,21°25'S64°19'W,1183435,Typed,no type status
PASS,B. Sparre,N/A,PASS,27 November 1946,1946-11-27,N/A,PASS,Braunia cirrhifolia,PASS,N/A,N/A,Argentina,Tucuman,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,Typed,no type status
PASS,M. Lewis,N/A,79-1625,6 April 1979,1979-04-06,N/A,Braunia cirrhifolia (Mitt.) Wils. ex Jaeg.,Braunia cirrhifolia,E. De Luna,1992,N/A,Bolivia,La Paz,Larecaja,N/A,PASS,PASS,In ravine with waterfall,3250 m.,15°48'S68°36'W,1032380,Typed,no type status
PASS,M. Lewis,N/A,82-303,9 Dec 1982,1982-12-09,N/A,PASS,Braunia plicata,D. G. III,1990,N/A,Bolivia,La Paz,PASS,N/A,PASS,PASS,PASS,PASS,16°44'S68°41'W,1091412,PASS,no type status
PASS,M. Lewis,N/A,79-1230,22 March 1979,1979-03-22,N/A,Braunia plicata (Mitt.) Jaeg.,Braunia plicata,PASS,1992,N/A,Bolivia,La Paz,Larecaja,N/A,PASS,PASS,Abundant on exposed rock face,PASS,15°41'S68°43'W,1032384,Typed,no type status
PASS,M. Lewis,N/A,79-947,5 March 1979,1979-03-05,N/A,Braunia plicata (Mitt.) Jaeg.,Braunia plicata,E. De Luna,1992,N/A,Bolivia,La Paz,Saavedra,N/A,PASS,PASS,Banks of trail,3200-3240 m,15°11'S69°04'W,1032341,Typed,no type status
PASS,M. Lewis,N/A,79-940,5 March 1979,1979-03-05,N/A,Braunia plicata (Mitt.) Jaeg.,Braunia plicata,E. De Luna,1992,N/A,Bolivia,La Paz,Saavedra,N/A,PASS,PASS,Banks of trail,3200 m,15°11'S69°04'W,1032381,Typed,no type status
PASS,M. Lewis,N/A,79-935,5 March 1979,1979-03-05,N/A,Hedwigidium integrifolium (P. Beauv.) Dix.,Hedwigidium integrifolium,PASS,PASS,N/A,Bolivia,La Paz,Saavedra,N/A,PASS,PASS,Along bank of trail,3200 m,15°11'S69°04'W,1032366,PASS,no type status
Marko Lewis,M. Lewis,N/A,79-615,10 February 1979,1979-02-10,N/A,PASS,Hedwigidium integrifolium,PASS,PASS,N/A,Bolivia,Tarija,PASS,N/A,PASS,PASS,PASS,3350 m,21°27'S64°54'W,1032358,PASS,no type status
PASS,M. Dillon,PASS,PASS,PASS,1983-01-28,N/A,PASS,Braunia secunda,D. G. III,PASS,N/A,Peru,Ancash,Yungay,N/A,PASS,PASS,Growing on branches,PASS,N/A,PASS,Typed,no type status
PASS,D. Griffin,PASS,PASS,PASS,PASS,N/A,Braunia secunda (Hook.) BSG,Braunia secunda,PASS,PASS,N/A,Venezuela,Merida,N/A,N/A,PASS,PASS,PASS,PASS,N/A,PASS,Typed,no type status
Marko Lewis,M. Lewis,N/A,79-489A,2 February 1979,1979-02-02,N/A,Braunia laxifolia Herz.,Braunia subincana,PASS,1992,N/A,Bolivia,Tarija,O'Connor,N/A,PASS,PASS,On rocks in dry deciduous forest,1750 m,PASS,1032377,Typed,no type status
PASS,F. J. Hermann,N/A,25278,"December 24, 1972",1972-12-24,N/A,PASS,PASS,E. De Luna,1992,N/A,Bolivia,Cochabamba,PASS,PASS,PASS,PASS,N/A,PASS,N/A,1045267,Typed,no type status
PASS,S. R. Gradstein,M. Lewis,7560,12 November 1989,1989-11-12,N/A,PASS,Racopilum intermedium,PASS,N/A,N/A,Bolivia,Cochabamba,Chapare,PASS,PASS,PASS,On cliff under scrub in area of wet meadows and secondary woodlands,PASS,N/A,PASS,Typed,no type status
PASS,M. Lewis,N/A,83-503,7 Feb 1983,1983-02-07,N/A,Racopilum tomentosum (Hedw.) Brid.,Racopilum tomentosum,PASS,PASS,N/A,Bolivia,La Paz,Nor Yungas,Coroico,PASS,PASS,PASS,ca. 1650 m,16°11'S67°43'W,1100456,Typed,no type status
PASS,Y. Mexia,N/A,PASS,PASS,1930-11-11,N/A,PASS,PASS,PASS,N/A,N/A,Brazil,Minas Gerais,N/A,PASS,PASS,PASS,PASS,PASS,N/A,N/A,PASS,no type status
PASS,PASS,PASS,PASS,24.IV.1976,1976-04-24,N/A,PASS,PASS,W. A. Weber,N/A,PASS,Ecuador,PASS,N/A,N/A,PASS,PASS,PASS,PASS,N/A,1023912,Typed,no type status
PASS,P. Hegewald,PASS,PASS,PASS,1973-08-31,N/A,PASS,Racopilum tomentosum,PASS,N/A,N/A,Peru,Amazonas,Chachapoyas,N/A,PASS,PASS,PASS,PASS,N/A,1026724,PASS,no type status
J. & P. A. Florschütz,J. Florschütz,P. A. Florschütz,PASS,18.XII.1975,1975-12-18,N/A,PASS,Racopilum tomentosum,P. A. F. |. J. F. Waard,PASS,N/A,Suriname,N/A,N/A,N/A,PASS,PASS,On decaying log,N/A,N/A,1028580,Typed,No type status
PASS,E. Linares,S. R. Gradstein | B. O. van Zanten,1543,26 Sept. 1984,1984-09-26,N/A,Racopilum tomentosum (Hedw.) Brid.,Racopilum tomentosum,PASS,PASS,N/A,Colombia,Meta,Villavicencio,N/A,PASS,PASS,PASS,PASS,N/A,1065598,Typed,no type status
PASS,M. Lewis,N/A,83-511,7 Feb 1983,1983-02-07,N/A,PASS,Racopilum tomentosum,PASS,PASS,N/A,Bolivia,La Paz,Nor Yungas,Coroico,PASS,PASS,PASS,PASS,16°11'S67°43'W,1100344,Typed,no type status
PASS,Y. Mexia,N/A,8190a,PASS,1936-09-15,N/A,Rhacopilum tomentosum (Sw.) Brid.,Rhacopilum tomentosum,PASS,N/A,N/A,Peru,Huanuco,N/A,N/A,PASS,PASS,PASS,PASS,N/A,PASS,Typed,no type status
PASS,Y. Mexia,N/A,8165a,PASS,1936-09-09,N/A,PASS,PASS,PASS,N/A,N/A,Peru,Huanuco,PASS,N/A,PASS,Hacienda Exito; bank of Rio Ysabel; on rock in wood,on rock in wood,Alt. 1100 m.,N/A,PASS,Typed,no type status
PASS,Y. Mexia,N/A,8168a,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,Peru,Huanuco,PASS,N/A,PASS,PASS,On rock in woods,Alt. 1100 m.,N/A,PASS,Typed,no type status
Richard Evans Schultes et Isidoro Cabrera,R. E. Schultes,I. Cabrera,16563,"May 19, 1952",1952-05-19,N/A,PASS,PASS,PASS,PASS,N/A,Colombia,Amazonas,N/A,N/A,PASS,PASS,"On wet, fallen log",Altitude about 700 feet,PASS,PASS,PASS,no type status
PASS,PASS,O. Rangel | G. van Reenen,PASS,Julio-Agosto 1977,1977-07-00,1977-08-00,PASS,PASS,PASS,N/A,N/A,Colombia,Magdalena,N/A,N/A,PASS,PASS,Bosque nublado montano bajo,PASS,N/A,1029476,Typed,no type status
PASS,S. P. Churchill,PASS,15466,6 July 1987,1987-07-06,N/A,PASS,PASS,S. P. Churchill,N/A,N/A,Colombia,Antioquia,N/A,N/A,PASS,PASS,In secondary montane forest,PASS,5°55'N75°17'W,1139980,Typed,no type status
"Dana Griffin, III, María Isabel Morales y Dora Emilia de Retana",D. Griffin,M. I. Morales | D. E. de Retana,PASS,"Julio 3-4, 1977",1977-07-03,1977-07-04,Hypnella pilifera (Hook. et Wils.) Jaeg.,Hypnella pilifera, N/A,N/A,N/A,Costa Rica,Cartago,N/A,N/A,PASS,PASS,PASS,PASS,N/A,1025621,Typed,no type status
John J. Wurdack,J. J. Wurdack,N/A,34365,PASS,PASS,N/A,Hypnella cymbifolia (Hpe.) Jaeg.,Hypnella cymbifolia,E. B. Bartram,N/A,N/A,Venezuela,PASS,N/A,N/A,PASS,PASS,PASS,PASS,N/A,1026297,Typed,no type status
PASS,W. R. Buck,N/A,2445,PASS,PASS,1979-07-12,PASS,Hookeriopsis parkeriana, N/A,N/A,N/A,Brazil,Amazonas,N/A,N/A,PASS,PASS,On branches at summit,PASS,PASS,PASS,Typed,no type status
PASS,R. B. Foster,N/A,4722,30 July 1981,1981-07-30,N/A,PASS,Hypnella pilifera,W. C. Steere,N/A,PASS,Peru,Pasco,N/A,N/A,PASS,PASS,In Weinmannia forest,1900 m,10°30'S75°30'W,1059405,Typed,no type status
PASS,J. M. Fitzpatrick,D. E. Willard,s.n.,4 Dec. 1981,1981-12-04,N/A,Hypnella pilifera (Hook. & Wils.) Jaeg.,Hypnella pilifera, N/A,N/A,N/A,Peru,PASS,N/A,N/A,PASS,PASS,Extremely mossy elfin cloud forest near shallow ravine,2850 m.,PASS,1059455,Typed,no type status
PASS,S. P. Churchill,N/A,18335,11 July 1992,1992-07-11,N/A,PASS,Hypnella diversifolia,S. P. Churchill,N/A,N/A,Colombia,Antioquia,N/A,PASS,PASS,PASS,PASS,PASS,7°5'N75°25'W,PASS,Typed,no type status
PASS,PASS,N/A,PASS,"January 7, 1953",1953-01-07,N/A,PASS,PASS,PASS,N/A,N/A,Venezuela,PASS,N/A,N/A,PASS,PASS,PASS,PASS,N/A,1026299,Typed,no type status
PASS,R. B. Foster,N/A,4720,30 July 1981,1981-07-30,N/A,Hypnella Pallescens (Hook.) Jaeg.,Hypnella pallescens, N/A,N/A,PASS,Peru,Pasco,N/A,N/A,PASS,PASS,In Weinmannia forest,PASS,10°30'S75°30'W,1059403,Typed,no type status
John J. Wurdack,J. J. Wurdack,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,Venezuela,PASS,N/A,N/A,PASS,Frequent on fallen logs in forest between Camps 3 and 2,PASS,PASS,N/A,1026300,Typed,no type status
PASS,PASS,N/A,s.n.,PASS,PASS,N/A,PASS,PASS, N/A,N/A,N/A,France,Orne,N/A,PASS,PASS,PASS,PASS,N/A,N/A,1084497,Mix of Handwritten and Typed,no type status
PASS,H. Inoue,N/A,s.n.,PASS,1973-01-11,N/A,Macromitrium japonicum Doz. et Molk.,Macromitrium japonicum,Z. Iwatsuki,N/A,Pinus thunbergii,Japan,PASS,N/A,N/A,"Around Shirahama, Iriomote Isl., the Ryukyu Isls.",PASS,On bark of Pinus thunbergii,elevation about 10 m,N/A,1021837,Typed,no type status
PASS,PASS,N/A,2464,PASS,PASS,N/A,Campylopus arctocarpus (Hornsch.) Mitt.,Campylopus arctocarpus,PASS,PASS,N/A,Brazil,Santa Catarina,N/A,PASS,"Campo dos Padres, Bom Retiro",PASS,Rupestre,PASS,N/A,PASS,PASS,no type status
PASS,PASS,N/A,s.n.,22.7.1977,1977-07-22,N/A,Campylopus arctocarpus (Hornsch.) Mitt.,Campylopus arctocarpus,PASS,PASS,PASS,Brazil,PASS,N/A,PASS,PASS,PASS,epiphytisch im Podocarpus-Wald,PASS,N/A,1026026,Typed,no type status
PASS,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS, N/A,N/A,N/A,Brazil,Santa Catarina,N/A,PASS,PASS,PASS,PASS,PASS,N/A,N/A,PASS,no type status
PASS, Schäfer-Verwimp,N/A,9019,5.9.1987,1987-09-05,N/A,PASS,PASS, Schäfer-Verwimp,N/A,N/A,Brazil,São Paulo,N/A,PASS,PASS,PASS,PASS,PASS,N/A,1097651,Typed,no type status
PASS,PASS,N/A,s.n.,PASS,1982-09-06,N/A,PASS,Campylopus heterostachys,PASS,PASS,N/A,Peru,Amazonas,PASS,PASS,PASS,PASS,PASS,PASS,N/A,1053590,Typed,no type status
